Gene = AK2
index = 46
Annotated 5SS: [  257 12551 15400 15626 22471]
Annotated 3SS: [12424 15288 15530 22397 23589]
SMsplice 5SS: [  257  1904 12551 15400 15626 22471]
SMsplice 3SS: [ 1748 12424 15288 15530 22397 23589]
top_k =  1000
Partition function (log Z): -1.6791331650334158

Sorted 5' Splice Sites (High to Low Probability):
Position 15626: 0.9794739481665233
Position 22471: 0.9360769498429434
Position 12551: 0.8785114832129148
Position 15400: 0.8088426667538133
Position 1904: 0.5775639060495794
Position 257: 0.46635467769634587
Position 5449: 0.4442044861365459
Position 243: 0.27389877791485207
Position 17126: 0.27297297388508696
Position 1854: 0.19479625693141092
Position 13369: 0.17050739144104984
Position 7980: 0.16612110412297143
Position 8151: 0.1611417356170744
Position 17365: 0.12278810182036903
Position 5921: 0.10871413374574222
Position 196: 0.08826346162505787
Position 15382: 0.07813843634125574
Position 81: 0.06472630208628796
Position 18698: 0.06082995278603042
Position 15194: 0.05868211987435622
Position 4721: 0.0584874596340842
Position 18735: 0.053756097848651214
Position 1623: 0.049778688156550635
Position 8437: 0.046615467268961056
Position 14859: 0.045752919617589774
Position 2050: 0.045330270213424576
Position 1656: 0.037613341345292275
Position 3955: 0.036488727519699546
Position 18603: 0.028572619250065694
Position 7142: 0.027238018119326204
Position 17535: 0.02582225946282145
Position 16955: 0.02259431240768772
Position 23360: 0.02202757747330915
Position 17443: 0.02176118286288997
Position 14862: 0.02117376677061323
Position 15289: 0.020282316344534593
Position 15404: 0.018313584647181698
Position 90: 0.01776152771719469
Position 94: 0.01745336389759395
Position 19504: 0.014826327387739457
Position 398: 0.014702549611576764
Position 637: 0.012464016382974601
Position 5902: 0.01075491977934293
Position 430: 0.01071844466874199
Position 1368: 0.009581312776820996
Position 15766: 0.00892630695199033
Position 8114: 0.008843805589751773
Position 15010: 0.008418692917975893
Position 18855: 0.007952439670164273
Position 17347: 0.007929903019460557
Position 392: 0.007545593700361789
Position 17621: 0.007272611593701165
Position 1580: 0.007259693066374719
Position 63: 0.006729833610818726
Position 17500: 0.006041361728397472
Position 757: 0.005918761733612737
Position 18967: 0.005704777767199447
Position 15643: 0.005699770655651077
Position 4091: 0.005317050092893296
Position 3597: 0.005075880919701299
Position 122: 0.004949003392907005
Position 19073: 0.004940316829130685
Position 18675: 0.00442248043385334
Position 22475: 0.003979880694843656
Position 23038: 0.003906285620705066
Position 8977: 0.0037366715840125
Position 23442: 0.003730387899076582
Position 15246: 0.003536711913630745
Position 4508: 0.0035123024871413907
Position 12555: 0.003196874302201794
Position 1162: 0.0031941732701109573
Position 23053: 0.0031622796862529577
Position 145: 0.003132515368042057
Position 18486: 0.0027851351205838704
Position 678: 0.0027376446759462794
Position 4861: 0.00254340347402507
Position 5655: 0.0024841088776685113
Position 23029: 0.0022184990539183824
Position 304: 0.00178951432697154
Position 22981: 0.0015344638570060592
Position 750: 0.0014260888101911276
Position 1660: 0.0012212262381649935
Position 18873: 0.001184300645863536
Position 5668: 0.0008917267823985845
Position 4411: 0.0008502088783543659
Position 386: 0.0007529914908555118
Position 771: 0.0007499435676795247
Position 4331: 0.0007498250228221841
Position 23163: 0.0007155449142444088
Position 4512: 0.0006699355360650111
Position 19666: 0.0006625294957638495
Position 17060: 0.000634460185804633
Position 541: 0.0006146018456415112
Position 488: 0.0005947106787308497
Position 4725: 0.000587232662352968
Position 498: 0.0005595379146463857
Position 16770: 0.0005152082647311042
Position 16768: 0.0004977128680124427
Position 1167: 0.0004901987563905009
Position 4400: 0.0004859966057728705
Position 16766: 0.0004632116520376063
Position 4383: 0.000411006231142548
Position 16772: 0.000396208758577191
Position 16774: 0.00037086392194611616
Position 18438: 0.0003103321307389751
Position 17562: 0.0002979334583156398
Position 17113: 0.0002824052980683946
Position 16776: 0.0002792993997051646
Position 445: 0.00027071871105620185
Position 16546: 0.0002496784406089873
Position 17130: 0.00024595399685134006
Position 417: 0.0002458706923744554
Position 16778: 0.00020515483446803483
Position 1400: 0.00017660007265056998
Position 1675: 0.00015360006009339767
Position 831: 0.00014269567470936865
Position 17224: 0.00014147439654206578
Position 129: 0.0001382150963374503
Position 16782: 0.0001373326483780004
Position 619: 0.00012419807592380794
Position 23786: 0.00012224527790992437
Position 16780: 0.00011646599631745695
Position 74: 0.00011378959516749098
Position 1327: 0.00010806483210998743
Position 17006: 9.19290727878168e-05
Position 17013: 9.05505646910802e-05
Position 7: 8.954481127696714e-05
Position 22609: 8.914387030152098e-05
Position 740: 8.50756063433673e-05
Position 555: 7.382291077344486e-05
Position 16784: 7.245438607014696e-05
Position 1916: 6.759006760209664e-05
Position 1226: 5.8428728890714235e-05
Position 1633: 5.4871557588986536e-05
Position 1140: 5.2926741536583915e-05
Position 16786: 5.1228929910703465e-05
Position 16788: 4.7616418451169914e-05
Position 1874: 3.528562133839644e-05
Position 139: 3.3577692138269204e-05
Position 2585: 3.1782057060678646e-05
Position 2661: 3.1726203233244294e-05
Position 1998: 2.745353159675515e-05
Position 2581: 2.473115001713165e-05
Position 1239: 2.372597128429784e-05
Position 1779: 2.3472856206576618e-05
Position 2141: 1.984981241365605e-05
Position 1044: 1.7646222909493723e-05
Position 2505: 1.6181947971071473e-05
Position 903: 1.390816298367928e-05
Position 824: 1.2781214903650163e-05
Position 550: 1.2671338888084446e-05
Position 483: 1.2085769468923461e-05
Position 2507: 1.2034277495694553e-05
Position 764: 1.0320001453406744e-05
Position 3356: 1.0285811523303927e-05
Position 1538: 9.438626680967589e-06
Position 933: 9.370084461286494e-06
Position 98: 7.502624902585604e-06
Position 61: 7.422822461518317e-06
Position 2014: 7.228789403232286e-06
Position 885: 5.97752058553525e-06
Position 1908: 5.365512467915866e-06
Position 2509: 3.893641372961063e-06
Position 2743: 3.716599498529143e-06
Position 2511: 3.5255255891249796e-06
Position 2775: 3.4337046171543302e-06
Position 2513: 3.1865775069549175e-06
Position 657: 3.17048465316671e-06
Position 2515: 2.806825837584787e-06
Position 475: 2.768502467468215e-06
Position 2517: 2.2256963005310984e-06
Position 3705: 2.0384926649686793e-06
Position 2519: 1.887879450522354e-06
Position 2250: 1.1961820481024984e-06
Position 2870: 1.189185451503428e-06
Position 2968: 1.1760475334335115e-06
Position 3005: 1.1478107020988559e-06
Position 1830: 6.699592553535585e-07
Position 1700: 3.4269777405892394e-07
Position 1925: 1.9673098355906933e-07
Position 218: 3.789961594892385e-08
Position 176: 3.1660065134601874e-09
Position 524: 9.741880859245153e-10
Position 85: 3.4758451077445724e-10
Position 457: 2.57737769068277e-10
Position 481: 2.3491333323175036e-10
Position 14: 8.426662230198082e-11
Position 630: 1.3704600768616165e-11
Position 11: 8.361144781725492e-12
Position 439: 1.1442294524537753e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 22397: 0.963838237046412
Position 15288: 0.9015757500970122
Position 15530: 0.8953232742686389
Position 1748: 0.7778341289024783
Position 12424: 0.7699040778749578
Position 23589: 0.6185074848162812
Position 5330: 0.35554713749728695
Position 16952: 0.19422526763532422
Position 23272: 0.17695703857289632
Position 7861: 0.16173518264198677
Position 8040: 0.15964559657273197
Position 18582: 0.1571255923617948
Position 17264: 0.1406165522882916
Position 12464: 0.10358016829445046
Position 15475: 0.08893429129231714
Position 13246: 0.08867398860977106
Position 15037: 0.08775026623926646
Position 5366: 0.08725690823397433
Position 23239: 0.08278945986350487
Position 5737: 0.08276691819030914
Position 13219: 0.08183340283127875
Position 1527: 0.07154064603372454
Position 14731: 0.06692668638820301
Position 16830: 0.043994175332316775
Position 17319: 0.038708604369649215
Position 3839: 0.03844991801858207
Position 5833: 0.03297723883433927
Position 1977: 0.03144503589943911
Position 4619: 0.02924089644388177
Position 4556: 0.02834509440873566
Position 23360: 0.026626156269235698
Position 8230: 0.0259739483305335
Position 22967: 0.023976029470292464
Position 17016: 0.022087784953838802
Position 1450: 0.021822530999603126
Position 7010: 0.021753856963287688
Position 16878: 0.02134799125864228
Position 8276: 0.020641518938427573
Position 23686: 0.020351939346723906
Position 18602: 0.013533408802205917
Position 19418: 0.012513894570984733
Position 22652: 0.012472743589612778
Position 23399: 0.01224011304315635
Position 7920: 0.011873861608034247
Position 17052: 0.009541072587764729
Position 14858: 0.008418692917975895
Position 1106: 0.00834083077640549
Position 12297: 0.008224111345708069
Position 17468: 0.007956658211567621
Position 23275: 0.00621825116884761
Position 17442: 0.005992113314153962
Position 7051: 0.005484161156038522
Position 3492: 0.00507791941236627
Position 18843: 0.004281463454329037
Position 8878: 0.0037366715840125024
Position 15507: 0.003606097260040251
Position 4264: 0.0035875157998347305
Position 303: 0.0033886076882445196
Position 1973: 0.0033082506808957673
Position 5280: 0.003205129750628914
Position 18382: 0.003136167010564925
Position 22675: 0.002955963581040175
Position 23620: 0.002911978784835371
Position 1808: 0.002888666766154763
Position 16894: 0.002874564076409236
Position 15712: 0.002856465261625388
Position 7997: 0.002852004507044422
Position 5705: 0.002790748436765375
Position 1139: 0.0027444279879592294
Position 3835: 0.0024988111911197234
Position 19500: 0.002408105484343497
Position 23290: 0.0023692901650604046
Position 16634: 0.002135680972294721
Position 23140: 0.0020271742546331367
Position 16955: 0.0019208355156921475
Position 1997: 0.0017928310709232984
Position 23420: 0.0017216371712160798
Position 23484: 0.0016542314769120822
Position 4294: 0.0016330558106811546
Position 22734: 0.0014360035316999388
Position 22739: 0.001433757308758487
Position 16901: 0.0014151798687985742
Position 16656: 0.001392573988897631
Position 618: 0.0011617879192978677
Position 1296: 0.001153460889103921
Position 22882: 0.0010692908860291334
Position 4674: 0.001031875502905161
Position 4357: 0.0010201532452126024
Position 17182: 0.0010096008213110203
Position 4645: 0.0010016923106503743
Position 17240: 0.0009467244926951801
Position 15717: 0.0009066273202299075
Position 5389: 0.0008944218237962287
Position 3859: 0.0008570635099209021
Position 4571: 0.0008059809576880642
Position 4446: 0.0007971442080377384
Position 1560: 0.0007840137402685874
Position 19540: 0.000712300573258791
Position 1599: 0.0007118588349074986
Position 522: 0.0006710718745126591
Position 5897: 0.0006367338793274075
Position 23052: 0.0005938789725790292
Position 710: 0.0005694123694428279
Position 1258: 0.0005372070235831474
Position 22944: 0.0004931275173231331
Position 22631: 0.00044385518530458266
Position 15663: 0.00037952491046465946
Position 23555: 0.0003741289946419443
Position 22586: 0.0003571440506525934
Position 5448: 0.0003467071273154787
Position 4568: 0.00033719065803173697
Position 15586: 0.0003321454108146756
Position 22974: 0.00028175022360301543
Position 5584: 0.0002641703046707446
Position 1486: 0.00025376218943544085
Position 1184: 0.00024094068820275496
Position 15502: 0.00022719132545780053
Position 579: 0.00022177095425300093
Position 23733: 0.00020795402211359887
Position 4793: 0.00020083325791847318
Position 21569: 0.00019488844318036875
Position 5480: 0.00018517561861751544
Position 23933: 0.0001818501351883565
Position 586: 0.00017955430638341686
Position 668: 0.00017517214655614558
Position 4582: 0.0001737913372522526
Position 1367: 0.00014516761283422792
Position 16457: 0.00013818771100822702
Position 174: 0.00013608520987749034
Position 248: 0.00013287709060133193
Position 309: 0.00013122679586791873
Position 18578: 0.00012371578372205683
Position 4823: 0.00012214659093088233
Position 21916: 0.00011994737699188841
Position 5642: 0.00011687604439285156
Position 23020: 0.00011093232457040441
Position 19720: 0.00010288976349725284
Position 16499: 9.62869769585176e-05
Position 20838: 8.853895472768367e-05
Position 2395: 8.473660286066366e-05
