Gene = LSM3
index = 802
Annotated 5SS: [ 524 3313 5675]
Annotated 3SS: [ 3201  5578 19677]
SMsplice 5SS: [ 524 3313 5675]
SMsplice 3SS: [ 3201  5578 19677]
top_k =  1000
Partition function (log Z): -7.620367239730076

Sorted 5' Splice Sites (High to Low Probability):
Position 5675: 0.9980491782081855
Position 3313: 0.9448275182014011
Position 524: 0.8283359395493158
Position 5469: 0.3448842703788499
Position 9013: 0.14880190537511692
Position 8829: 0.13059594118056853
Position 292: 0.12414274891164848
Position 15828: 0.08237016134266675
Position 4658: 0.06696489384871217
Position 15050: 0.06637018893068816
Position 813: 0.06591187314999256
Position 8460: 0.05854275600434304
Position 4474: 0.04860687962787971
Position 14875: 0.044576063443899416
Position 1826: 0.04425270675162573
Position 11983: 0.040545399343661755
Position 15821: 0.03215867938937102
Position 5019: 0.03031626587380155
Position 1057: 0.02830507823436486
Position 15936: 0.027297504060249736
Position 1491: 0.026498718783649164
Position 7347: 0.01997643700202362
Position 4458: 0.019944887582293677
Position 13737: 0.019513903275046488
Position 11533: 0.016798007603492284
Position 995: 0.015635054667255073
Position 8801: 0.014741219608727289
Position 1009: 0.010756658196740957
Position 4880: 0.01061836770350126
Position 9379: 0.010517444231568644
Position 13072: 0.009350701014500595
Position 10620: 0.007347086346803638
Position 4342: 0.00629706031053385
Position 5293: 0.006028772272019397
Position 427: 0.005636026176638092
Position 13613: 0.005625591955688284
Position 2804: 0.005282359861580876
Position 16245: 0.005279844469633628
Position 3317: 0.004966822168493514
Position 4127: 0.003573636240251472
Position 2815: 0.003356374797839969
Position 4928: 0.003245381479852171
Position 2074: 0.002821083286038416
Position 9069: 0.002699949447164155
Position 1497: 0.0023650820035700407
Position 4872: 0.0018245345598228982
Position 403: 0.0017449002083092067
Position 2210: 0.0015621071947829958
Position 1830: 0.0015446495493674018
Position 3721: 0.0011577792611081965
Position 3108: 0.0011273732561606113
Position 5378: 0.001112307248591961
Position 654: 0.0010661409961468618
Position 1885: 0.0009580158781328509
Position 5333: 0.0009486295097691725
Position 6936: 0.0009450537114048
Position 4906: 0.0009012947428192126
Position 5431: 0.0008787547133319638
Position 10516: 0.0008466168590798104
Position 678: 0.0008186416638495577
Position 1259: 0.0007765265757297365
Position 2956: 0.0007497451310039689
Position 4530: 0.0006187553458546333
Position 4655: 0.000615020565724227
Position 15874: 0.0006034979285546429
Position 8864: 0.0005267140672494668
Position 9354: 0.0004716466242223798
Position 5977: 0.00042402080714301534
Position 1466: 0.0004229299202449046
Position 494: 0.0003930603890204334
Position 543: 0.0003189736981244974
Position 5323: 0.00031542949284826203
Position 8850: 0.00031407139517815606
Position 8551: 0.000313425925033964
Position 4114: 0.0003106155466684489
Position 5273: 0.0003018659762967721
Position 3399: 0.0002844981737028393
Position 898: 0.00026282481388413347
Position 3686: 0.00024801877520975725
Position 5912: 0.00023424000846623466
Position 242: 0.00023093576393041126
Position 5197: 0.000223595975853201
Position 7039: 0.00020744217554590232
Position 1840: 0.0001749212001172343
Position 2799: 0.00016622897744414757
Position 4225: 0.00016477130671955188
Position 4503: 0.00016275707127068388
Position 6217: 0.00015035080062128189
Position 10246: 0.00014401686968313067
Position 841: 0.0001404703314316407
Position 5047: 0.0001343761379159329
Position 1512: 0.00012919141558650717
Position 4950: 0.00012409181798012678
Position 8597: 0.00012162189419813988
Position 7807: 0.00010233499155017653
Position 3874: 8.25521701496508e-05
Position 5387: 7.939307692824697e-05
Position 4700: 6.926117882252436e-05
Position 8838: 6.20042833646997e-05
Position 7353: 5.9420671251296426e-05
Position 9845: 5.6566109769865615e-05
Position 4814: 4.678873196705717e-05
Position 821: 3.46689141735598e-05
Position 8465: 3.3837300113088936e-05
Position 3375: 2.714554492948888e-05
Position 4747: 2.2902222036824082e-05
Position 74: 1.9131371490289302e-05
Position 7377: 1.9074107587131367e-05
Position 6979: 1.5200158309582501e-05
Position 1577: 1.2144373239751522e-05
Position 6182: 1.1331787201763795e-05
Position 420: 9.381322688577182e-06
Position 4296: 9.317876788065002e-06
Position 1278: 9.215530567343387e-06
Position 530: 9.046721628580741e-06
Position 6924: 8.768954878974878e-06
Position 1542: 8.555948666369587e-06
Position 1098: 7.868216189986658e-06
Position 1300: 7.371684893443028e-06
Position 422: 7.213743425763974e-06
Position 326: 6.286022664642988e-06
Position 1076: 5.135834453600006e-06
Position 700: 4.568898840835417e-06
Position 893: 3.399684704923878e-06
Position 563: 3.1842238478782242e-06
Position 1527: 2.948435112133334e-06
Position 1614: 2.5182418205424466e-06
Position 622: 2.3967079802329705e-06
Position 1027: 1.8993799982975625e-06
Position 1032: 1.660745274272305e-06
Position 1209: 1.6457179614742e-06
Position 789: 1.6288531287545429e-06
Position 756: 1.5755487917408926e-06
Position 165: 1.3257719450257029e-06
Position 1603: 7.9959609507352e-07
Position 515: 7.724035429932653e-07
Position 3330: 6.174105588256826e-07
Position 4261: 4.52890000362086e-07
Position 528: 1.6925193420629735e-07
Position 1679: 1.2929640538253136e-07
Position 218: 1.2258829152237267e-07
Position 437: 1.1273170875720539e-07
Position 1239: 1.1053824858087646e-07
Position 198: 9.665276040653152e-08
Position 2920: 9.115025022937017e-08
Position 1880: 7.009244522134266e-08
Position 211: 3.4166998370575297e-08
Position 27: 1.6595065226948074e-08
Position 6003: 1.497400463326981e-08
Position 602: 8.865384688758275e-09
Position 5957: 7.153448645860867e-09
Position 314: 4.89456465575847e-09
Position 464: 4.458395960894817e-09
Position 462: 3.2761898509044806e-09
Position 171: 2.7955916391529287e-09
Position 7236: 1.8891865425275398e-09
Position 605: 1.0342140520952757e-09
Position 360: 7.30116416120841e-10
Position 645: 5.56242018883198e-10
Position 453: 3.1495271739178477e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5578: 0.9980290011568254
Position 3201: 0.7296227040736522
Position 19677: 0.6102969401308375
Position 15663: 0.27953982189601434
Position 5377: 0.19440555610140825
Position 3083: 0.15013711151119039
Position 4433: 0.12387135328153162
Position 16119: 0.111376613294
Position 5186: 0.10396099181794646
Position 8684: 0.09698848627913295
Position 8930: 0.08431679490898898
Position 14975: 0.07263541442724747
Position 14768: 0.06323782530960896
Position 8337: 0.057531418083641685
Position 1699: 0.045286942759238474
Position 8751: 0.045177890820994104
