Gene = TMIGD3
index = 1459
Annotated 5SS: [  484 12833 14812 16903 17749]
Annotated 3SS: [12725 14463 16835 17647 19730]
SMsplice 5SS: [  484  4521  7487 14812 16903 17749]
SMsplice 3SS: [ 4400  7343 14463 16835 17647 18935]
top_k =  1000
Partition function (log Z): -5.906449149311611

Sorted 5' Splice Sites (High to Low Probability):
Position 14812: 0.9594048769635778
Position 16903: 0.8956983462360688
Position 484: 0.8310049819794203
Position 17749: 0.7702027399898661
Position 4521: 0.7552786389525108
Position 7487: 0.6394003260381079
Position 2294: 0.5170046059284746
Position 12833: 0.4498203684306042
Position 18095: 0.29088887270661695
Position 18103: 0.2469640897255984
Position 8152: 0.2049315068761705
Position 14022: 0.16237241801076394
Position 5250: 0.12473797636160285
Position 9784: 0.11496663568994012
Position 19064: 0.1079540895252945
Position 12313: 0.10765660727388765
Position 19519: 0.08441606683316187
Position 9925: 0.0745982572831654
Position 4753: 0.07189011060112117
Position 13787: 0.0717079432751691
Position 501: 0.059412533762916796
Position 6013: 0.04500924318747988
Position 115: 0.04103891546940835
Position 14702: 0.038543932397683625
Position 18990: 0.03797566275823955
Position 7114: 0.03692654964287743
Position 3002: 0.03499416329017683
Position 3113: 0.032754693592842
Position 6713: 0.02722525192497358
Position 713: 0.024921455382470557
Position 571: 0.022891708671642898
Position 8424: 0.017220043993846933
Position 7160: 0.015398297977419425
Position 911: 0.014696949828038902
Position 8072: 0.014129826339881227
Position 3654: 0.013922073857406812
Position 4311: 0.011506980825499771
Position 3237: 0.009272603655714109
Position 7773: 0.009175820712074198
Position 8987: 0.009149434460999958
Position 16952: 0.008987006848791916
Position 18709: 0.00897225824018067
Position 13823: 0.0079161934926332
Position 5574: 0.007796523417952554
Position 19032: 0.007386006121446521
Position 2252: 0.006912005055879848
Position 16784: 0.006369424022481541
Position 2604: 0.005602424145686454
Position 12981: 0.005530314989655652
Position 3160: 0.005038322552325543
Position 9434: 0.004786688847659849
Position 2748: 0.004687909054581876
Position 16059: 0.0042838748330863725
Position 17470: 0.0038558831014130165
Position 628: 0.003703481421577041
Position 10109: 0.0033696804664165403
Position 5246: 0.0032158195745688903
Position 230: 0.003066562943566863
Position 17534: 0.003061339151634613
Position 4757: 0.0026352397947996178
Position 18956: 0.0025067335992175503
Position 12565: 0.0024345567163354576
Position 3890: 0.0023695292405085085
Position 4663: 0.0023174662387649048
Position 10099: 0.0020966785853740004
Position 17550: 0.001992903770174454
Position 4083: 0.001733367315475416
Position 6859: 0.0016146982542918585
Position 632: 0.0016073747257271322
Position 6948: 0.0015146473254473588
Position 2583: 0.0015111989656592534
Position 6882: 0.0013809951966578787
Position 3351: 0.0013723063346428067
Position 479: 0.0013642875750247854
Position 640: 0.0013582475346320035
Position 1664: 0.0013099304687116417
Position 215: 0.0011865710536007406
Position 4252: 0.0011820957079692177
Position 242: 0.0010116308169594852
Position 18486: 0.0009937668482608193
Position 3900: 0.0009701110626584175
Position 2629: 0.0008831644420213893
Position 5435: 0.0008737068212148205
Position 3356: 0.0008165446297280235
Position 2032: 0.00080142057119357
Position 467: 0.0007277815832025342
Position 915: 0.0006833132781664181
Position 563: 0.0005846048447887099
Position 320: 0.0005749731397623968
Position 736: 0.0005140139821508856
Position 1025: 0.000513839450340142
Position 1606: 0.0004355742047957221
Position 4: 0.00033501071904536064
Position 4038: 0.00030350162267321466
Position 224: 0.00022370896992284555
Position 287: 0.00018872815175188445
Position 4507: 0.00017185239604515843
Position 326: 0.00016358980302180734
Position 347: 0.00014507293998826994
Position 958: 0.00013800968639385614
Position 239: 0.00012893600692867526
Position 18490: 0.00012289839579022378
Position 717: 0.00011840657748043916
Position 314: 0.00011496153972583515
Position 18608: 0.00010012212923556913
Position 1091: 9.010018559632726e-05
Position 15390: 8.479883358877046e-05
Position 1124: 7.489716613384519e-05
Position 2059: 6.978107786437473e-05
Position 1058: 6.665933848917725e-05
Position 496: 6.427974845078675e-05
Position 789: 6.42121846664029e-05
Position 15233: 6.128627356085554e-05
Position 15872: 5.9334557837436926e-05
Position 2191: 5.8977541811539314e-05
Position 1705: 5.593281742694847e-05
Position 1157: 5.387676133468821e-05
Position 15775: 4.576623640234778e-05
Position 15345: 4.396590003992894e-05
Position 14567: 3.848130526877623e-05
Position 4813: 3.0375665246476815e-05
Position 2307: 2.8152825257797538e-05
Position 12224: 2.5210253369736878e-05
Position 4748: 2.512746424966627e-05
Position 892: 1.940770216666992e-05
Position 2321: 1.8588630294624712e-05
Position 1518: 1.7478411176283703e-05
Position 109: 1.686129760032395e-05
Position 2119: 1.6096338963216453e-05
Position 1624: 1.5074366712177583e-05
Position 49: 1.0402435484089209e-05
Position 15190: 1.0361432555596438e-05
Position 2305: 1.0033419643945824e-05
Position 8062: 9.65045961989937e-06
Position 5005: 7.2669422846941514e-06
Position 2828: 6.5645037242749485e-06
Position 170: 6.549910871887593e-06
Position 1984: 6.515520714843519e-06
Position 1692: 6.008126931530256e-06
Position 14708: 5.491740487253803e-06
Position 1741: 5.477474017059427e-06
Position 15107: 5.359233819983544e-06
Position 1935: 5.341923219824033e-06
Position 592: 4.983421419472647e-06
Position 1775: 4.764550542739756e-06
Position 1860: 4.367118000313362e-06
Position 1853: 4.363393223864834e-06
Position 3606: 4.118848018655402e-06
Position 620: 3.2302848669128527e-06
Position 610: 2.6226211745007435e-06
Position 1555: 2.158491720691963e-06
Position 2052: 1.511951860753244e-06
