Gene = GDA
index = 583
Annotated 5SS: [  216 46122 53276 61308 64525 70040 73761 76318 78574 81715 91832 95812
 97967]
Annotated 3SS: [46032 53103 61219 64418 70011 73652 76209 78475 81646 91684 95680 97938
 98804]
SMsplice 5SS: [   216  12785  16093  23816  27155  46122  46527  47502  48207  53276
  58705  61308  64525  76318  78574  95812  99165 101375]
SMsplice 3SS: [ 12683  15865  23737  27069  46032  46427  47399  47994  53103  58562
  61219  64418  76209  78475  95680  98804 101282 102344]
top_k =  1000
Partition function (log Z): -0.7905659240084881

Sorted 5' Splice Sites (High to Low Probability):
Position 46122: 1.0000000000000058
Position 27155: 1.0000000000000053
Position 76318: 0.99941411396756
Position 78574: 0.9987788643133751
Position 53276: 0.9805945893957022
Position 85186: 0.9684874217968249
Position 12785: 0.9268796685358217
Position 61308: 0.9039035488173404
Position 216: 0.8887157985000594
Position 47502: 0.7729349116746032
Position 23816: 0.7524484533301856
Position 99165: 0.7394437124072852
Position 46527: 0.7016692947235847
Position 58705: 0.6853522580028674
Position 49742: 0.655396181602066
Position 48207: 0.6328052556237959
Position 64525: 0.5263970286064668
Position 10650: 0.508606181200526
Position 64678: 0.42140517968887126
Position 78744: 0.39365926744699925
Position 9547: 0.3794517041004482
Position 16093: 0.36897204408172884
Position 22648: 0.3427766349781468
Position 70040: 0.33851699301466215
Position 91832: 0.3300378694403417
Position 12037: 0.32881135847484655
Position 13672: 0.31191623460213175
Position 2622: 0.3058762341802562
Position 3417: 0.2901200906421231
Position 60246: 0.27858002367418183
Position 91768: 0.270323720924495
Position 16038: 0.26913415366568544
Position 48081: 0.23922737001931324
Position 49231: 0.23336214777205036
Position 9396: 0.1971370788637279
Position 22577: 0.19166332698728106
Position 58872: 0.1875028555015446
Position 81715: 0.1840491110789416
Position 78307: 0.18390638811352403
Position 56080: 0.18372698699534273
Position 4795: 0.17950853251507057
Position 15979: 0.17858935115410673
Position 82861: 0.17154236385063848
Position 49265: 0.1702250342219744
Position 57905: 0.1676725884554099
Position 53503: 0.151909955766953
Position 51855: 0.15037354049745819
Position 60262: 0.13641880387013636
Position 78275: 0.13460662037295948
Position 76840: 0.12717500478568736
Position 62038: 0.12040781248211856
Position 12590: 0.11986304424969411
Position 48525: 0.11652303990709965
Position 57125: 0.10925572101840526
Position 59282: 0.09638553724678604
Position 84787: 0.08128737589778512
Position 56812: 0.08062474365817841
Position 48504: 0.0699798353312342
Position 60220: 0.06451478994201736
Position 48178: 0.0632264158904959
Position 13618: 0.06313075620421235
Position 59598: 0.05579378813742258
Position 56118: 0.05475743680012727
Position 62270: 0.05317116831156227
Position 49502: 0.04974764253247429
Position 84595: 0.04604962990445862
Position 82616: 0.04369148164803446
Position 46537: 0.043187275783869654
Position 76781: 0.04191231173988728
Position 3751: 0.03740521624244875
Position 60441: 0.03469459995939334
Position 65611: 0.03393018437910515
Position 49250: 0.03281981552794725
Position 16302: 0.029246947536300527
Position 1461: 0.029221344517591237
Position 16084: 0.02716420699948372
Position 1398: 0.023953968313279353
Position 198: 0.02381298554999042
Position 84057: 0.02282680707397296
Position 82909: 0.021886621299691076
Position 389: 0.02091956568394909
Position 64559: 0.01981720823241886
Position 174: 0.019741936075779055
Position 47929: 0.01852931242320361
Position 11997: 0.01852522549579648
Position 53291: 0.018113973074882658
Position 1004: 0.017812990615340637
Position 7446: 0.017521890973399276
Position 79103: 0.01724836189792905
Position 1833: 0.015830982714377224
