Gene = GLIPR2
index = 596
Annotated 5SS: [   47 11150 11906 14205]
Annotated 3SS: [11040 11801 14126 25616]
SMsplice 5SS: [  133  9095  9471 11150 11906 14205 19917 25774]
SMsplice 3SS: [ 8983  9235 11040 11801 14126 19807 25616 26733]
top_k =  1000
Partition function (log Z): -4.735815557767534

Sorted 5' Splice Sites (High to Low Probability):
Position 14205: 0.9439829747363894
Position 11150: 0.7843777997049823
Position 11906: 0.7332574323916572
Position 9095: 0.721568626032062
Position 133: 0.5913977634819172
Position 9471: 0.5728747355015236
Position 15701: 0.5035566216229237
Position 19917: 0.4373322211455099
Position 10862: 0.43622020878178946
Position 8297: 0.4277322997763608
Position 13632: 0.32616899032054
Position 19907: 0.31879958100175576
Position 47: 0.2672806719182816
Position 25774: 0.24120068939316908
Position 25634: 0.17908534389167338
Position 10867: 0.17563859745792898
Position 26670: 0.1423661777558757
Position 26665: 0.13506357136322594
Position 158: 0.12541088936621925
Position 25853: 0.11429288915733883
Position 25528: 0.10817023399257877
Position 2071: 0.0966827734923679
Position 12924: 0.0950657016057211
Position 11172: 0.0875000336801861
Position 5347: 0.08148662793957359
Position 10390: 0.07494202071139637
Position 17262: 0.07347437765655129
Position 25788: 0.07007425906834092
Position 10712: 0.06700189137381879
Position 25799: 0.06588399975395831
Position 3764: 0.06307224620297229
Position 25680: 0.054071786537293914
Position 3331: 0.04657215239328993
Position 25873: 0.044243494914351755
Position 5788: 0.04186037017780145
Position 1065: 0.04175366835292279
Position 11696: 0.02812542113278251
Position 8900: 0.027003945558036264
Position 26676: 0.024915118145534054
Position 19921: 0.02343090745077961
Position 17634: 0.023090444843570403
Position 12873: 0.018634089600539666
Position 5640: 0.017649148569822255
Position 10949: 0.01645581053630809
Position 1187: 0.015829267309089654
Position 8829: 0.014748219867239216
Position 14253: 0.014177245328068787
Position 9042: 0.013876867133330627
Position 4794: 0.01375232026123451
Position 2828: 0.011652292045472273
Position 8863: 0.011396081164412
Position 9348: 0.010366261325267358
Position 9772: 0.010235943116398152
Position 8054: 0.010005023358065687
Position 7461: 0.009668206676680516
Position 15729: 0.009155056023706473
Position 25867: 0.008456209600239774
Position 10659: 0.006800574058933952
Position 25898: 0.005934450050715367
Position 9934: 0.0055619649294040546
Position 143: 0.005331986028013772
Position 15681: 0.0049803836837697965
Position 13052: 0.003706218295314211
Position 13721: 0.003600850313830317
Position 14901: 0.003555401956843214
Position 25687: 0.0031258589161101327
Position 10240: 0.003073417204174804
Position 11290: 0.0030022274386161873
Position 8924: 0.002540030482714023
Position 14929: 0.0022866135087819196
Position 15116: 0.0021796012002211177
Position 25816: 0.002128782270428756
Position 15143: 0.002039924091504657
Position 1756: 0.001910749412054337
Position 15687: 0.0015379024859646384
Position 78: 0.0014459947234777954
Position 15774: 0.001326804442531026
Position 3100: 0.0012576486949942875
Position 14434: 0.0011318281966140394
Position 11488: 0.0009760432146974398
Position 14872: 0.0009699991481979509
Position 8835: 0.0009558697385238001
Position 7547: 0.0009208151857182227
Position 10144: 0.0007686664186586112
Position 4002: 0.0007661839277236895
Position 16880: 0.0007647784799622846
Position 5692: 0.0007634447586029229
Position 730: 0.0007240048747634983
Position 267: 0.0006357154924551066
Position 15698: 0.0006131056675407593
Position 510: 0.0005667341325001022
Position 13400: 0.0005432619517345428
Position 15321: 0.0004919356918421582
Position 15683: 0.00045691104592436593
Position 2007: 0.000395361141431103
Position 15679: 0.00037219729410647604
Position 14977: 0.000322250553395174
Position 3111: 0.00022493631791630476
Position 671: 0.00022460132072174384
Position 15647: 0.00021684360041261512
Position 15463: 0.00021444824266530102
Position 17098: 0.00021432181003192113
Position 164: 0.0002132766124603095
Position 15120: 0.0002091919045129358
Position 1319: 0.0001958088223123531
Position 3786: 0.000195485370092259
Position 3899: 0.00019173098748142395
Position 4328: 0.00015606857600978456
Position 12078: 0.00015367246109188021
Position 3116: 0.00014418307678886282
Position 2528: 0.0001310590963352219
Position 2042: 0.00010100920158505885
Position 14477: 8.698067862246161e-05
Position 1075: 7.874250302826464e-05
Position 1375: 7.773703725596568e-05
Position 15213: 5.980407537291612e-05
Position 117: 5.778085773756772e-05
Position 108: 5.758462352815155e-05
Position 42: 5.531585587965094e-05
Position 197: 5.3953758283175945e-05
Position 14933: 4.626359801214782e-05
Position 1361: 2.8730788290017264e-05
Position 5297: 2.656442218727463e-05
Position 1805: 2.2077630176588418e-05
Position 7060: 2.1085918181352688e-05
Position 3175: 1.948573120738596e-05
Position 907: 1.884755093196422e-05
Position 1623: 1.571317461496653e-05
Position 887: 1.2067202189813476e-05
Position 369: 9.11244616735171e-06
Position 6894: 8.454478424691276e-06
Position 6009: 6.173086004481618e-06
Position 722: 6.088980799763547e-06
Position 744: 4.760269511352751e-06
Position 6138: 4.293631183867112e-06
Position 1285: 3.990283710955194e-06
Position 630: 3.529382053950235e-06
Position 935: 2.5865032401572983e-06
Position 675: 2.1899959354655407e-06
Position 1154: 2.0483457586388523e-06
Position 861: 1.6674691710160396e-06
Position 890: 1.6336826480279157e-06
Position 498: 1.5665711548307762e-06
Position 829: 1.3982306803124117e-06
Position 2858: 1.369082575923568e-06
Position 1575: 1.3121558208921545e-06
Position 351: 8.839263569981486e-07
Position 923: 7.401217604530575e-07
Position 557: 5.184022288511174e-07
Position 2792: 3.728259944400919e-07
Position 397: 3.7270398018041535e-07
Position 2809: 3.444808245113307e-07
Position 360: 3.144204775612417e-07
Position 371: 2.2958505923058826e-07
Position 414: 7.860043951535489e-08
Position 551: 7.317233776791612e-08
Position 452: 6.78239442580126e-08
Position 621: 6.383177156993487e-08
Position 648: 3.673738178166475e-08
Position 1309: 3.3074850468784557e-08
Position 2048: 2.903666704648379e-08
Position 593: 1.9423463742065537e-08
Position 2470: 1.9390287200229803e-08
Position 2014: 1.5624690990905043e-08
Position 1268: 2.89894395273589e-10
Position 1177: 2.0886017252105212e-11
Position 482: 1.7687562959940378e-11
Position 455: 9.156147484608073e-12
Position 329: 5.647988373750886e-12
Position 315: 1.538451696981595e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 14126: 0.9215772404662613
Position 26733: 0.7767092722917202
Position 11040: 0.7466089909219495
Position 25616: 0.7366065609292718
Position 11801: 0.706968372460418
Position 8983: 0.6850650873213961
Position 19807: 0.6238780417172788
Position 10591: 0.5276997426500324
Position 15565: 0.5080432306499779
Position 9235: 0.4737974544773002
Position 8161: 0.4155091625517136
Position 26580: 0.32001696594948914
Position 13399: 0.31729971306472393
Position 25486: 0.26939474125956236
Position 10755: 0.16403154949772034
Position 19720: 0.12093880133362651
Position 11051: 0.11208918106041617
Position 12759: 0.10468618655587077
Position 1899: 0.07573608444006993
Position 10263: 0.07427084696355804
