Gene = LMLN
index = 787
Annotated 5SS: [  241 14275 14873 15912 16516 20305 23849 25691 30477 36083 39143 59186
 61406 64589 75844]
Annotated 3SS: [14176 14841 15828 16397 20125 23742 25595 30358 35974 39065 59052 61245
 64457 75632 78366]
SMsplice 5SS: [  241 14275 15398 20305 23849 30477 36083 39143 42926 59186 61406 64589
 75844]
SMsplice 3SS: [14176 15125 20125 23742 30358 35974 39065 42814 59052 61245 64457 75632
 78366]
top_k =  1000
Partition function (log Z): -20.752327882102968

Sorted 5' Splice Sites (High to Low Probability):
Position 14275: 0.998505604690977
Position 39143: 0.9941888583769011
Position 36083: 0.9380698551592062
Position 42926: 0.9229276606221594
Position 20305: 0.7931941745450374
Position 23849: 0.7646506705213514
Position 15398: 0.7420682122281979
Position 30477: 0.6930117166616941
Position 241: 0.5441729365150054
Position 41816: 0.5352025588464512
Position 25874: 0.4191585888681446
Position 15912: 0.388332249247218
Position 15988: 0.3394796745015399
Position 120: 0.2924422181264727
Position 14873: 0.28785130974935946
Position 25691: 0.27758180487437467
Position 42055: 0.27385336697442014
Position 16446: 0.2705326496267606
Position 6870: 0.26179553961699353
Position 14569: 0.18172559049733186
Position 35090: 0.1742662491431504
Position 2321: 0.1697705486775501
Position 7212: 0.15981474251499392
Position 23604: 0.15319908051998712
Position 38472: 0.15198982745868164
Position 30459: 0.14672232233457141
Position 25509: 0.12420126243481525
Position 16516: 0.07104197065668187
Position 14605: 0.06663645000190316
Position 42210: 0.054695314634600506
Position 36073: 0.05395415516376721
Position 11597: 0.053480699684186866
Position 23834: 0.049657446889446115
Position 23534: 0.04925532008149153
Position 34778: 0.04878896244218765
Position 20148: 0.04240934181974487
Position 570: 0.0414219568109073
Position 25: 0.0371342428906633
Position 46191: 0.03694411607963525
Position 22169: 0.03669186969583257
Position 22481: 0.03350030578590529
Position 40921: 0.03302418891360067
Position 38659: 0.032860121296748084
Position 38501: 0.032105394334519886
Position 9025: 0.03169005748787763
Position 38899: 0.030864079044993234
Position 276: 0.03063498650301723
Position 16678: 0.02922947543609679
Position 19986: 0.02600058659229064
Position 22421: 0.02580942866653692
Position 2910: 0.024761142593717637
Position 1207: 0.02177051179104842
Position 1043: 0.021278867846022866
Position 14690: 0.01820221491142601
Position 39836: 0.018048362061570993
Position 38921: 0.016989158650099215
Position 42718: 0.016874187154082065
Position 16044: 0.016113535617302707
Position 36456: 0.01481205071519977
Position 43365: 0.013803794819388088
Position 7955: 0.01217031141351078
Position 15018: 0.011049474525796407
Position 41168: 0.007845903996847982
Position 16569: 0.007759712785881851
Position 34547: 0.00771675159435131
Position 126: 0.007291570573822248
Position 23899: 0.006757885714624589
Position 40600: 0.00578086201891909
Position 130: 0.005703348837028183
Position 36273: 0.0056841960282429495
Position 43572: 0.005583751994640715
Position 40204: 0.005108123704596194
Position 15052: 0.005011832538094948
Position 70: 0.004848611080970794
Position 45076: 0.004584903287471154
Position 23618: 0.0045755061197040835
Position 43624: 0.004524122796303555
Position 46320: 0.004211384874438166
Position 2095: 0.0035784361119435403
Position 747: 0.0034791334422841964
Position 1632: 0.0034333107416136812
Position 325: 0.00309227323310729
Position 526: 0.002982341311149406
Position 1248: 0.0028285641508130274
Position 44660: 0.0025235477520435074
Position 44608: 0.002450347223108734
Position 43520: 0.0024407685400819118
Position 44556: 0.002437677421467363
Position 44712: 0.002428489141202756
Position 44504: 0.002344448153570736
Position 45024: 0.002217648438869186
Position 6876: 0.0021666418044510704
Position 44764: 0.002145092069653988
Position 44972: 0.0021446531106908543
Position 44920: 0.002143752978737817
Position 44816: 0.0021267960936380576
Position 43417: 0.001708699468050593
Position 2038: 0.001702271330044541
Position 4342: 0.0016936367896855592
Position 23488: 0.001597276899502011
Position 43676: 0.0015481727998319372
Position 711: 0.0015377734500082922
Position 622: 0.0014987929493153486
