Gene = SNTN
index = 1293
Annotated 5SS: [ 130 2129 7197]
Annotated 3SS: [ 2093  7056 11268]
SMsplice 5SS: [ 130 2129 7197]
SMsplice 3SS: [ 2093  7056 11268]
top_k =  1000
Partition function (log Z): -6.32261193842398

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9926340339760283
Position 7197: 0.6879949874620943
Position 2129: 0.6046881323635773
Position 6336: 0.36420402733651314
Position 3565: 0.3269510018343061
Position 2228: 0.2793053457643754
Position 6793: 0.21576418438626233
Position 5508: 0.1684015960050302
Position 3242: 0.12139119964747887
Position 936: 0.10834165823799642
Position 7135: 0.06544899212056197
Position 2586: 0.03662584318952954
Position 6998: 0.035628681398570984
Position 11119: 0.034605802746003334
Position 1672: 0.019888739292919042
Position 1501: 0.018767759777843368
Position 6830: 0.017938015474227607
Position 1804: 0.017712280733171413
Position 1403: 0.017642566351397465
Position 10124: 0.017639440523606324
Position 11164: 0.012001444218101037
Position 797: 0.011669610652988716
Position 4474: 0.010384763692958881
Position 9553: 0.00986315500733002
Position 6687: 0.008661705553347717
Position 7276: 0.006473534481900303
Position 1282: 0.005892470449247227
Position 1702: 0.0057951979266954575
Position 4316: 0.005161567560925023
Position 7482: 0.004859178574027788
Position 2631: 0.004682828276243023
Position 6287: 0.003983089752245858
Position 1240: 0.0035555271847917285
Position 11410: 0.0022228225269215057
Position 6084: 0.0019840451238534946
Position 2850: 0.0019779877854446586
Position 6667: 0.0019510860303803852
Position 7405: 0.001752926324832724
Position 1885: 0.0014715120082367317
Position 1465: 0.0011805896393388597
Position 5598: 0.0011485247966004327
Position 2553: 0.0009206845476341095
Position 6963: 0.0008709973616046502
Position 7513: 0.0008392759334095024
Position 1889: 0.0005646103262094723
Position 384: 0.0005630182455045279
Position 754: 0.0005499275995141819
Position 877: 0.00044135674227037224
Position 814: 0.0003347561886151872
Position 565: 0.00029692546192021597
Position 836: 0.0002902810913285441
Position 325: 0.0002725633552419986
Position 370: 0.0002673246252876694
Position 824: 0.0002428756230805424
Position 6344: 0.00023092716654526837
Position 3272: 0.00020368523341587127
Position 1394: 0.00019351288740985972
Position 1315: 0.00018449812516630558
Position 2151: 0.00017044341352025872
Position 2456: 0.00014550566950343024
Position 30: 0.00011441940126749116
Position 746: 9.475596283590002e-05
Position 4009: 9.128593718267327e-05
Position 6320: 8.037937804658955e-05
Position 314: 7.755749413638798e-05
