Gene = FPGT
index = 565
Annotated 5SS: [ 149 1620 3199]
Annotated 3SS: [1451 3105 6178]
SMsplice 5SS: [ 149 1620 3199]
SMsplice 3SS: [1451 3105 6178]
top_k =  1000
Partition function (log Z): -3.825584043935327

Sorted 5' Splice Sites (High to Low Probability):
Position 3199: 0.9196743935244177
Position 149: 0.8837857997659493
Position 1620: 0.6450664003078108
Position 1634: 0.27575473109739806
Position 3457: 0.24293025511689795
Position 931: 0.22876743031404634
Position 6245: 0.15581449061709723
Position 3367: 0.14454819918596282
Position 4437: 0.09355278754312008
Position 215: 0.06620614938529182
Position 3645: 0.05201220840882745
Position 4064: 0.029605522678599186
Position 2607: 0.020686194759683692
Position 5815: 0.012864475358186266
Position 4812: 0.011053229941986141
Position 132: 0.00998774687945291
Position 59: 0.009902486104766696
Position 6434: 0.009849183558057174
Position 2266: 0.008412718255442759
Position 6381: 0.007260395722066441
Position 6045: 0.00614526725755145
Position 4161: 0.006111185506900467
Position 6826: 0.006014923954568164
Position 5035: 0.005233403056291747
Position 3019: 0.004770766539247592
Position 195: 0.004703364625421394
Position 6285: 0.004647779825971399
Position 3583: 0.0037992868995278778
Position 8563: 0.003015701713406846
Position 956: 0.002920594820460038
Position 3852: 0.0028262802675218667
Position 1682: 0.0027413723817514483
Position 3425: 0.0024351507734154962
Position 555: 0.0023074681079559155
Position 5772: 0.002143334563767523
Position 3908: 0.0019151397362809732
Position 5701: 0.001680308364006759
Position 1652: 0.0016047720866782412
Position 94: 0.0012136404800190263
Position 1143: 0.0011999965237625048
Position 3596: 0.001130489695693804
Position 6822: 0.0009603816947914121
Position 2436: 0.0007314880681358119
Position 550: 0.0006776059432066601
Position 5125: 0.0006173791569828278
Position 738: 0.0005953912909154609
Position 677: 0.00043513487122406847
Position 1924: 0.00043397235400082976
Position 414: 0.0004080737278481427
Position 7379: 0.00035608066162744315
Position 3612: 0.00033686076789158986
Position 252: 0.00032889277294189534
Position 4180: 0.0003120151416855602
Position 944: 0.0002954736101665713
Position 971: 0.0002939917743316948
Position 2079: 0.00027607954603646093
Position 5448: 0.0002630277926849823
Position 6501: 0.0002521846034640385
Position 1577: 0.0002482084842255143
Position 774: 0.00024593601889688724
Position 2648: 0.00021942655729361804
Position 4426: 0.00021472598108294985
Position 561: 0.00021174012998329925
Position 4010: 0.00020453251324311904
Position 276: 0.00019909071587608684
Position 4453: 0.0001723457536878223
Position 1048: 0.00016547573333535793
Position 2617: 0.00015827584011212468
Position 3418: 0.0001529126574743251
Position 1286: 0.0001229168157159413
Position 3364: 0.0001073767314937319
Position 1540: 9.542567633958554e-05
Position 574: 9.526792915757175e-05
Position 2622: 9.255216025079712e-05
Position 169: 7.885731311602926e-05
Position 37: 7.16616763143463e-05
Position 658: 6.746366443972746e-05
Position 3204: 5.9564700461784185e-05
Position 2513: 5.892567768478478e-05
Position 409: 5.212514784855503e-05
Position 2161: 5.065639100880576e-05
Position 935: 4.9816187470281336e-05
Position 1150: 4.706544172609135e-05
Position 1046: 4.354962498562238e-05
Position 779: 4.3357826371061754e-05
Position 478: 3.479075504607188e-05
Position 3461: 3.390730787785303e-05
Position 848: 3.0264867441291618e-05
Position 881: 2.7810268526005132e-05
Position 2779: 2.5891646269439917e-05
Position 536: 2.164039704680899e-05
Position 1016: 1.6534312615600095e-05
Position 2576: 1.566995144575733e-05
Position 237: 1.548661314345588e-05
Position 496: 1.2399780912536637e-05
Position 2270: 1.2257823510175814e-05
Position 1564: 1.0562078567377567e-05
Position 1254: 1.0400199433566424e-05
Position 697: 1.0073893894079405e-05
Position 565: 9.715905507151731e-06
Position 443: 8.834585728440939e-06
Position 1227: 8.139178837694922e-06
Position 2195: 7.086021583050979e-06
Position 2073: 6.895807882803338e-06
Position 1700: 5.203682243151662e-06
Position 3139: 4.728597070383834e-06
Position 3313: 4.299882145888208e-06
Position 360: 3.919445000109084e-06
Position 1052: 2.9563907155727443e-06
Position 300: 2.6167931841853832e-06
Position 3371: 2.5829950991823922e-06
Position 47: 2.2123832737635295e-06
Position 3059: 1.4500344486135336e-06
Position 357: 1.3811116283480357e-06
Position 3374: 8.513439341617248e-07
Position 3379: 8.161595045102214e-07
Position 3409: 5.952242580509815e-07
Position 783: 2.154095244920345e-07
Position 227: 1.298215415858167e-09
Position 1132: 4.2133208096479104e-10
Position 205: 3.052116420860389e-10
Position 338: 2.7073747870439614e-10
Position 32: 2.0283764049739433e-10
Position 1019: 1.0766058574022904e-10
Position 319: 6.742444136557265e-11
Position 624: 6.5130311264853955e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3105: 0.9637078507563893
Position 1451: 0.8391750276767201
Position 6178: 0.8003614162116403
Position 3302: 0.23800793942248705
Position 3363: 0.09647714191128554
Position 4321: 0.08943914817618132
Position 867: 0.07835187028850638
Position 6753: 0.06835380273437947
Position 825: 0.054705672516346
Position 8290: 0.05463182433062912
Position 3563: 0.053933087385628284
