Gene = RP5-864K19.6
index = 1188
Annotated 5SS: [  171  8585 14041 14723]
Annotated 3SS: [ 8511 13991 14592 16887]
SMsplice 5SS: [  171  8585 14723]
SMsplice 3SS: [ 8511 14592 16887]
top_k =  1000
Partition function (log Z): -9.368389981603187

Sorted 5' Splice Sites (High to Low Probability):
Position 171: 0.9801091765288215
Position 8585: 0.8235818063357058
Position 14723: 0.45084091639721147
Position 6825: 0.25605346231337367
Position 7451: 0.12070962774628195
Position 3220: 0.07951144820068308
Position 8008: 0.078443872543083
Position 3182: 0.07450341042696597
Position 8069: 0.0692071317865787
Position 10329: 0.057118219346622846
Position 12957: 0.0517206580045603
Position 9012: 0.04842305335907096
Position 7842: 0.04096657352544043
Position 8544: 0.03943267102107349
Position 9030: 0.033802452691662294
Position 14041: 0.02757724662014536
Position 8992: 0.025543979915289002
Position 14282: 0.018250722645397358
Position 5693: 0.015973335252432608
Position 7655: 0.01550028789657867
Position 5747: 0.014773149117844499
Position 5864: 0.014287983499217153
Position 10360: 0.011611467088159414
Position 138: 0.011608585136499955
Position 7939: 0.009913035846369518
Position 8606: 0.009366487693092314
Position 1485: 0.009350018024498218
Position 2135: 0.008690148411046497
Position 8711: 0.007338850407968338
Position 122: 0.007124345660949993
Position 16686: 0.006376269841268481
Position 4487: 0.006359764470066993
Position 14053: 0.006248139252483849
Position 4930: 0.0054928758614147324
Position 3003: 0.004787851853860376
Position 8312: 0.004772764145441749
Position 2793: 0.004726867884246431
Position 14680: 0.004710153541383688
Position 4870: 0.004106584661967252
Position 14444: 0.003497210903277776
Position 7753: 0.003324394994776188
Position 5842: 0.0024174916543531514
Position 1081: 0.0021757952684542587
Position 623: 0.0020479618273327067
Position 3184: 0.001978034446494742
Position 2145: 0.0019496349306765272
Position 396: 0.0018804263623525422
Position 898: 0.001737185141102982
Position 1462: 0.0015681466519736104
Position 3144: 0.0013697289739723797
Position 9285: 0.0013496126522193291
Position 8528: 0.000996650862275584
Position 14569: 0.0008467962740643162
Position 8758: 0.0007854134161572356
Position 9837: 0.0007721917235816964
Position 251: 0.0006449785257156438
Position 6594: 0.0005659555832578672
Position 12959: 0.0005022185299346304
Position 2167: 0.00030498402702622377
Position 1673: 0.00030458001767515993
Position 1143: 0.00026559228895209553
Position 1653: 0.0002471450905905144
Position 3009: 0.00014458470775339832
Position 9004: 0.00013455446116605695
Position 9290: 0.00011035786393938409
Position 1137: 9.587809413135154e-05
Position 6949: 9.307264203748083e-05
Position 1800: 8.5011586633682e-05
Position 538: 7.573484341516631e-05
Position 6361: 7.397458874112716e-05
Position 2625: 6.886271518284452e-05
Position 429: 6.45740669379357e-05
Position 532: 6.111411023722028e-05
Position 486: 3.194719874772052e-05
Position 2639: 2.9474535294070886e-05
Position 410: 2.4192736947457158e-05
Position 2561: 1.7581437312378912e-05
Position 2224: 1.4621555323874571e-05
Position 1120: 1.3368936091420261e-05
Position 1445: 1.2661102182978431e-05
Position 1557: 8.219680320928355e-06
Position 2538: 7.940531224916881e-06
Position 2344: 3.3328286964044976e-06
Position 2787: 3.1996284789687025e-06
Position 1282: 3.0330951437776297e-06
Position 652: 2.8799426738541716e-06
Position 5126: 2.4813672196278516e-06
Position 5070: 2.380190577321706e-06
Position 1509: 2.187733221454622e-06
Position 177: 3.736319127403752e-07
Position 264: 2.318092475552297e-07
Position 25: 1.9931214155672338e-07
Position 522: 1.6189533642205458e-07
Position 256: 1.4724650623361463e-07
Position 668: 1.2850065619090766e-07
Position 306: 1.2176550651860404e-07
Position 447: 9.441939808234392e-08
Position 210: 6.407847043155725e-08
Position 696: 6.371384076409066e-08
Position 662: 4.3779161324617336e-08
Position 1129: 4.3161622204972575e-08
Position 671: 2.499183322428033e-08
Position 1064: 1.1879349357464099e-08
Position 346: 6.09373118199143e-09
Position 644: 4.647961824602327e-09
Position 458: 3.3817326571541876e-09
Position 222: 3.0812461598919373e-09
Position 351: 2.853147722899072e-09
Position 175: 1.3026194745187763e-09
Position 348: 1.0932132855501386e-09
Position 213: 1.0572341121592687e-09
Position 687: 9.452015497958066e-10
Position 280: 5.503558308698506e-10
Position 189: 3.1080101637249605e-10
Position 272: 2.866950464838626e-10
Position 627: 1.0827176061430858e-10
Position 711: 1.0267038698547582e-10
Position 1037: 1.9467629637924158e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8511: 0.8803473108124299
Position 16887: 0.6641512383763134
Position 14592: 0.4395401025813448
Position 6677: 0.17315942668723547
Position 13991: 0.15313389831823976
Position 7692: 0.10942659198701057
Position 7362: 0.0975400005380737
Position 12703: 0.08819443535185063
Position 8853: 0.08088757303417038
Position 2930: 0.07283810002595636
Position 10208: 0.0709199230375442
Position 3092: 0.06520606274956353
Position 6740: 0.06321018837897317
Position 14158: 0.057883451594217164
Position 16535: 0.054663046012028
Position 7857: 0.04105708411733084
Position 8856: 0.03402264776511517
Position 15811: 0.032223004913608466
Position 16848: 0.02686242524627534
Position 7739: 0.025864276490674496
Position 7554: 0.022545353254791463
Position 10805: 0.019700416165019403
Position 7347: 0.019238141562111455
Position 5621: 0.018190571426301413
Position 5730: 0.01324562046225594
Position 7897: 0.008814776514544648
Position 1206: 0.008191596779407088
Position 4686: 0.008118514406173429
Position 7965: 0.0071137786864332265
Position 5624: 0.0060520313348280735
Position 5408: 0.005718524908711295
Position 3098: 0.005558004769976044
Position 2952: 0.005220735474388457
Position 2041: 0.005220601375602709
Position 6794: 0.004527006818198881
Position 827: 0.004476401659351576
Position 3143: 0.004475417431859982
Position 6657: 0.004060714745016902
Position 15807: 0.00398143531193108
Position 6689: 0.003610027651091484
Position 6424: 0.0035914494198862634
