Gene = CDCA8
index = 338
Annotated 5SS: [  367   616  3533  6560  8104  9401 10930 13150 14647]
Annotated 3SS: [  486  3491  6486  8017  9335 10833 13022 14559 15903]
SMsplice 5SS: [  161   367   616  6560  8104  9401 10930 14647]
SMsplice 3SS: [  257   486  6486  8017  9335 10833 14559 15903]
top_k =  1000
Partition function (log Z): 10.256589724518685

Sorted 5' Splice Sites (High to Low Probability):
Position 616: 0.9986113199601403
Position 367: 0.998232146044462
Position 161: 0.9800574768950543
Position 14647: 0.8791711183652176
Position 8104: 0.8303536882384371
Position 6560: 0.8075982521971994
Position 10930: 0.7186894187106256
Position 9401: 0.7089779482475113
Position 5712: 0.4317354434136497
Position 13150: 0.20373932931234054
Position 4454: 0.19365054664901551
Position 3533: 0.1634879196988072
Position 6330: 0.15636074198939354
Position 4448: 0.14348694167651074
Position 12814: 0.14132120090225994
Position 8081: 0.12240788255193505
Position 10090: 0.12041189741020489
Position 13309: 0.10809388480404984
Position 12508: 0.06713882805559755
Position 14920: 0.05657779322289587
Position 15413: 0.05445454382491141
Position 12807: 0.035222185646571
Position 8120: 0.028873274884379175
Position 16111: 0.025254659868803455
Position 5936: 0.02489643032288831
Position 4507: 0.021312603904194843
Position 7038: 0.017012848596284803
Position 10918: 0.016404908547828796
Position 9468: 0.016031805196366152
Position 7851: 0.015769723503171847
Position 8330: 0.015346552205364745
Position 3966: 0.014629827931420439
Position 6609: 0.013968389979151893
Position 15787: 0.011871096306403461
Position 4794: 0.011768880481380964
Position 6315: 0.011665747982253755
Position 2350: 0.01114700844058689
Position 8026: 0.010020365088513542
Position 5921: 0.009115692730298209
Position 3857: 0.008752661643621274
Position 2599: 0.0064406296337724865
Position 16427: 0.0056954230673218675
Position 9418: 0.005618889224022837
Position 5360: 0.005618465667278741
Position 9857: 0.005300984449931079
Position 6644: 0.004048520805082084
Position 6931: 0.004015797729485202
Position 7774: 0.003690860823999517
Position 2160: 0.0036723451258624563
Position 15306: 0.0036515589709666964
Position 5993: 0.003527937005595127
Position 8581: 0.003364155781974478
Position 5470: 0.0033405257475313597
Position 6296: 0.0029286989386719583
Position 9535: 0.0027371074867871374
Position 1664: 0.00245575092851367
Position 2706: 0.002340668837186393
Position 13155: 0.0019451369911636165
Position 130: 0.0018374636106498084
Position 8035: 0.0018032460894335841
Position 14907: 0.001398809828587843
Position 15563: 0.0013963120791588579
Position 3390: 0.0011317747931304993
Position 16106: 0.0010114200258741057
Position 8576: 0.0009777098189262677
Position 2164: 0.0009178499813626362
Position 10830: 0.0008903432822317332
Position 5795: 0.0008706462906082868
Position 6806: 0.0008510563945629547
Position 8594: 0.0008480503930799364
Position 15380: 0.0008262866083323979
Position 15480: 0.0005469066416840637
Position 10321: 0.0005380258653069878
Position 419: 0.0005043172829311354
Position 940: 0.0005032643646623907
Position 2130: 0.0003650210451028974
