Gene = LZIC
index = 809
Annotated 5SS: [   81   706  6811  7838  8568 10527 11439]
Annotated 3SS: [  546  6701  7701  8468 10430 11356 12871]
SMsplice 5SS: [  412   706  6811  7838  8568 11439]
SMsplice 3SS: [  617  6701  7701  8468 11356 12871]
top_k =  1000
Partition function (log Z): -2.971527638729066

Sorted 5' Splice Sites (High to Low Probability):
Position 706: 0.9334391102063506
Position 11439: 0.9004793424789702
Position 412: 0.7819868943709091
Position 7838: 0.7466309040323703
Position 6811: 0.6861402344513438
Position 8568: 0.5905849449199712
Position 10527: 0.43429021305795057
Position 8558: 0.33204928041498505
Position 13469: 0.20506810304402243
Position 81: 0.20212073360369942
Position 200: 0.1082214113619055
Position 9066: 0.07538818496189625
Position 8542: 0.05753391439447503
Position 5365: 0.03659254531586491
Position 4796: 0.029899906664707248
Position 12970: 0.02520435752303222
Position 13101: 0.022579193877163544
Position 2163: 0.01923590982848766
Position 195: 0.017959406832816306
Position 4777: 0.016799467039045352
Position 1528: 0.016638806839809304
Position 7460: 0.01630325238464953
Position 649: 0.014320085875458636
Position 11727: 0.013238007093652282
Position 5591: 0.012689547972293895
Position 23: 0.008601157864785932
Position 9883: 0.006105641116603204
Position 245: 0.005852514679735231
Position 11835: 0.0052755769520038045
Position 10562: 0.0048242532727684325
Position 8978: 0.004624856506740852
Position 8659: 0.003869248293204161
Position 5166: 0.0037327404745695026
Position 13170: 0.0035564298464688983
Position 7811: 0.0035562908144591895
Position 13780: 0.003117593122551108
Position 7515: 0.002719741935426167
Position 11774: 0.0025591252412945856
Position 3471: 0.002548819990785372
Position 13480: 0.0021266097538657227
Position 10340: 0.0019762723257714257
Position 7115: 0.0019326792490235907
Position 10934: 0.0018425898052702961
Position 61: 0.0017799094513608886
Position 5595: 0.001586583536388211
Position 7761: 0.0015386280576327443
Position 2779: 0.0013767579010831059
Position 6825: 0.0013169206795071505
Position 7501: 0.001064099242154588
Position 8119: 0.0010375313688364694
Position 187: 0.0009811284725174422
Position 249: 0.0007954423062699994
Position 10772: 0.0007305817101823714
Position 215: 0.0007137769399549881
Position 11397: 0.0005046402800631995
Position 1830: 0.00047610860790614224
Position 321: 0.00043342705052324825
Position 5129: 0.00040685778928818857
Position 11267: 0.00037236846876155793
Position 8162: 0.000348843101898839
Position 11257: 0.0003419591765665058
Position 4920: 0.00031609247954984403
Position 5174: 0.0002958044470651721
Position 13811: 0.0002767429895952874
Position 10000: 0.0002655066025262154
Position 473: 0.00026505293754119317
Position 13630: 0.0002516555365760215
Position 2670: 0.00021207643957711972
Position 1539: 0.0002043881905231408
Position 434: 0.00017019336751116073
Position 6658: 0.00016636026921695336
Position 12935: 0.0001598631368321253
Position 13110: 0.000150460894876388
Position 669: 0.00013465977609930816
Position 345: 0.00013185541772340188
Position 12732: 0.00011537559970946418
Position 7418: 0.00010845785372606083
Position 129: 0.00010124215733258602
Position 96: 9.248695561985165e-05
Position 860: 8.922618306952402e-05
Position 7842: 8.022597708825362e-05
Position 1182: 7.566960177613603e-05
Position 467: 6.016166025252049e-05
Position 497: 5.979438511125992e-05
Position 173: 5.539944438206171e-05
Position 240: 4.4195904557933385e-05
Position 980: 3.8214594516418656e-05
Position 5003: 3.183435572145398e-05
Position 2811: 3.0023618783079674e-05
Position 451: 2.8965632821005092e-05
Position 12910: 2.775871763777296e-05
Position 7462: 2.7558579293294445e-05
Position 1796: 2.705953178790999e-05
Position 524: 2.6163685716016592e-05
Position 1214: 2.2760886744443362e-05
Position 3408: 2.0317694279009746e-05
Position 531: 2.0309684329491045e-05
Position 343: 1.958820042604323e-05
Position 4452: 1.7837501867948277e-05
Position 1632: 1.684074540819341e-05
Position 11467: 1.4935434170779151e-05
Position 145: 1.4634379529626072e-05
Position 112: 1.2378032437071254e-05
Position 11908: 1.0459380035565015e-05
Position 12380: 6.829672234797521e-06
Position 11991: 6.199198948195327e-06
Position 5301: 6.033046697126671e-06
Position 692: 5.767760024374919e-06
Position 12738: 4.2906567267633065e-06
Position 6945: 3.827754074930675e-06
Position 12412: 3.4989016194989885e-06
Position 5086: 3.411085663585415e-06
Position 76: 3.1491906330147016e-06
Position 8441: 3.053737552778855e-06
Position 1049: 2.6085757014417774e-06
Position 562: 2.354454819515219e-06
Position 850: 1.7716989268380006e-06
Position 421: 1.1846654426968568e-06
Position 1337: 6.909027800444538e-07
Position 1259: 6.183818435057259e-07
Position 8511: 5.230497859145962e-07
Position 1029: 4.2086393298477077e-07
Position 70: 2.398700109321702e-07
Position 287: 1.8558928275049856e-07
Position 1124: 1.3675484297672282e-07
Position 565: 9.570565149693532e-08
Position 64: 8.68093073463329e-08
Position 806: 1.210559996414949e-08
Position 819: 8.8770907332998e-09
Position 763: 3.813901559585737e-09
Position 754: 3.45654597849023e-09
Position 774: 2.988491773892535e-09
Position 781: 6.093098892289214e-10
Position 809: 6.04159801047187e-10
Position 678: 5.710355075352156e-10
Position 760: 4.2374101732557057e-10
Position 743: 3.811535401772535e-10
Position 635: 2.4785393058244377e-11
Position 897: 1.4514936094551597e-11
Position 768: 2.958697385314004e-12
Position 617: 1.8183477817828387e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 8468: 0.9784393752883206
Position 11356: 0.8103664386816188
Position 7701: 0.7250283421236554
Position 6701: 0.5846880557977819
Position 617: 0.5539093450900895
Position 12871: 0.4483967311222923
Position 10430: 0.4336332576299618
Position 546: 0.27081024428999756
Position 278: 0.15587693440130324
Position 13243: 0.11309807397101458
Position 13839: 0.10749027562838773
Position 13409: 0.10048219384682028
Position 13000: 0.09751234902652886
Position 6720: 0.09712475928282228
Position 14070: 0.09000213024770475
Position 11304: 0.06256105566987764
Position 13581: 0.05633789982068687
Position 313: 0.05114238827473114
Position 11652: 0.05018268566958643
Position 4686: 0.0461640140114369
Position 8880: 0.028919578290428995
Position 13227: 0.027519117232484923
Position 5030: 0.024978446609488614
Position 14090: 0.020259638028837505
Position 8930: 0.01946825653592027
Position 7207: 0.019443178509846382
Position 561: 0.01744033119772845
Position 13676: 0.0156336321347646
Position 11387: 0.014977577572561112
Position 340: 0.014726274470296745
Position 12815: 0.014666095117001038
Position 7616: 0.014563081816643963
Position 13743: 0.01404326874430032
Position 1465: 0.012927454811506247
Position 8944: 0.011245902495271097
Position 5299: 0.010792716292157842
Position 13804: 0.010237399934727167
Position 5488: 0.009546612230757059
Position 13194: 0.009047022391386304
Position 14086: 0.008879433764695369
Position 12682: 0.008152275709606078
Position 11240: 0.008010536390020138
Position 14193: 0.007659522661843195
Position 7718: 0.007561859067476093
Position 14231: 0.007320670554041079
Position 13151: 0.007193095819115002
Position 2003: 0.007166873133708715
Position 11366: 0.006296642139371989
Position 9741: 0.0061809839068403235
Position 14045: 0.005884974445130996
Position 5242: 0.004943981367035793
Position 12287: 0.004549465291996288
Position 12316: 0.004515145193498217
Position 8982: 0.004352204466662537
Position 13626: 0.004351888637699042
Position 14259: 0.004083892517701566
Position 11152: 0.0038319150638761157
Position 2052: 0.003686959686438265
Position 389: 0.0035357731249194444
Position 6553: 0.0034527941289626447
Position 1496: 0.0033353791628885398
Position 10240: 0.003315438973274129
Position 14175: 0.003302596405138978
Position 14237: 0.003135135560291866
Position 10484: 0.0031098583897409
Position 640: 0.0029034832522941874
Position 1959: 0.0027825372135021607
Position 8658: 0.0027688265835909714
Position 11396: 0.0027323706259831885
Position 8756: 0.0026947940159603423
Position 8617: 0.0026738078348052248
Position 588: 0.0026679546560599127
Position 5484: 0.002582330920308924
Position 11699: 0.00244183627463027
Position 282: 0.0023987246105625433
Position 10648: 0.002268708502523135
Position 13714: 0.002160129629499052
Position 8858: 0.0020538278646439548
Position 11061: 0.001926632066993458
Position 10243: 0.0018105937510442293
Position 7552: 0.0018082808399936027
Position 12125: 0.0017421176010045966
Position 13925: 0.001677414948360974
Position 8365: 0.0016677729803037103
Position 13383: 0.0016346357843821306
Position 2043: 0.0016059856551107036
Position 13252: 0.0015967144250482478
Position 12795: 0.0015884243296307896
Position 491: 0.0015717773437302167
Position 11656: 0.0014646592294708096
Position 3237: 0.0014645082283492267
Position 13962: 0.0013965687835346104
Position 8330: 0.0013285560152609315
Position 5456: 0.0012893949754660913
Position 8961: 0.0012290505178946007
Position 8508: 0.0012281035592000532
Position 10673: 0.0012270929448135362
Position 8933: 0.001186815801862568
Position 2046: 0.0011838458474939086
Position 2691: 0.0011821576307303884
Position 8895: 0.0011277484426139403
Position 8999: 0.0010492620382424051
Position 11801: 0.0010478666731301356
Position 1868: 0.001030857948612747
Position 7783: 0.0009486134158420811
Position 7077: 0.0009460860132879302
Position 13564: 0.0009430602261550655
Position 7978: 0.0009207197774812963
Position 6507: 0.0008967784643451704
Position 12699: 0.0008654272986865961
Position 5508: 0.0008577933821500253
Position 8445: 0.0008570349205479291
Position 10986: 0.0008230011330524736
Position 7814: 0.0008229916371830843
Position 8996: 0.0008059258522749114
Position 12642: 0.0007724308273368147
Position 3377: 0.0007612369896662445
Position 13560: 0.0007595627188887688
Position 6913: 0.000742422985666052
Position 7203: 0.0007227064177994641
Position 12518: 0.0007134466548585904
Position 2020: 0.000692411615239078
Position 8734: 0.0006622458532628275
Position 10101: 0.0006129041219926659
Position 9590: 0.0005694885048384561
Position 6443: 0.0005618770415801972
Position 6484: 0.0005599656293248374
Position 11694: 0.000548586782915858
Position 370: 0.0005478371797879804
Position 11626: 0.0005298199909682156
Position 10864: 0.0005039494402094571
Position 4666: 0.0004924079736136408
Position 7928: 0.000465654693254012
Position 11756: 0.00045979040494122125
Position 4689: 0.00045589461054607386
Position 11011: 0.00045473084004138837
Position 457: 0.00043949782746211636
Position 8904: 0.00043846151789891745
Position 11708: 0.0004245520023479165
Position 9104: 0.00041336084637316447
Position 8700: 0.00041332204272890525
Position 9128: 0.00041320810064443694
Position 7595: 0.0003932727089311302
Position 1698: 0.00038750161656736206
Position 7635: 0.0002960351459233972
Position 2050: 0.00026956165863395643
Position 2103: 0.0002683250299680397
Position 2582: 0.00025564612541859613
Position 6925: 0.00025550002675796214
Position 9030: 0.00025450822812309623
Position 10810: 0.0002514947555755237
Position 5115: 0.0002487550288371281
Position 979: 0.00023607935335200273
Position 11671: 0.00021624853211513675
Position 1321: 0.00020141484033380286
Position 1416: 0.00020122560916766377
Position 683: 0.00019549467293145716
Position 10581: 0.0001953922988933846
Position 8668: 0.00018974330503748708
Position 7417: 0.0001682055849514118
Position 6457: 0.000163722452097443
Position 3216: 0.00016158751094357316
Position 10813: 0.00015700587094898214
Position 240: 0.00015543747211473893
Position 1378: 0.00014404281553636323
Position 3287: 0.00014107815779977235
Position 2122: 0.0001383604004647529
Position 11549: 0.0001350666219547543
Position 284: 0.000130456487996552
Position 10603: 0.0001304151424932149
Position 7053: 0.00011660051243741154
Position 8342: 0.000113862744595461
Position 12902: 0.00010515424570699256
Position 7521: 9.302069304144296e-05
Position 6363: 8.70738375139973e-05
Position 6366: 8.344805933937871e-05
Position 578: 8.195375140548665e-05
Position 1566: 8.002423692743937e-05
Position 187: 7.737441128834193e-05
Position 1431: 7.542777187778899e-05
Position 2745: 7.445647199753687e-05
Position 9432: 6.812185611345638e-05
Position 11975: 6.250473110459442e-05
Position 6862: 6.185368151595572e-05
Position 8855: 6.081524723938387e-05
Position 1324: 5.176839704354875e-05
Position 1971: 4.930346724532236e-05
Position 11178: 4.6859883988847264e-05
Position 2649: 4.162628361477151e-05
Position 3311: 3.553873321558934e-05
Position 9897: 3.3648756100559455e-05
Position 8477: 3.0210124499625145e-05
Position 648: 2.94874093829683e-05
Position 2587: 2.8446810428438027e-05
Position 2559: 2.7715443034875274e-05
Position 8718: 2.6987753121805836e-05
Position 9977: 2.6921611910601886e-05
Position 1434: 2.6433047610350865e-05
Position 508: 2.3075661569715783e-05
Position 9865: 1.8149729875955917e-05
Position 4349: 1.7837501867948318e-05
Position 1742: 1.770071612430389e-05
Position 9800: 1.7597170811805958e-05
Position 9596: 1.587253068798873e-05
Position 8822: 1.2712139742477731e-05
Position 1027: 1.1134673956304287e-05
Position 735: 8.835212774793452e-06
Position 904: 8.4355089918174e-06
Position 8278: 7.677599305981972e-06
Position 2426: 6.582459879163442e-06
Position 4796: 6.237349183092402e-06
Position 1715: 5.813460513857065e-06
Position 393: 4.121754622773036e-06
Position 224: 3.233675341559631e-06
Position 3403: 2.7316112763206084e-06
Position 6231: 2.5455495701868716e-06
Position 6258: 2.4951567294824737e-06
Position 934: 2.4651075592247e-06
Position 909: 2.231530551282162e-06
Position 151: 2.214351550842407e-06
Position 8291: 2.141644028535042e-06
Position 664: 2.1234273289907447e-06
Position 1908: 1.8815127856168827e-06
Position 5343: 1.8461153297304495e-06
Position 3446: 1.6084101717894737e-06
Position 2460: 1.51359719881291e-06
Position 1666: 1.2937070523942049e-06
Position 1885: 1.2744744632922637e-06
Position 1889: 1.2608563960339053e-06
Position 1275: 1.2084473340696474e-06
Position 1078: 1.0873121040957603e-06
Position 3263: 8.480436418646341e-07
Position 2632: 6.97938276458963e-07
Position 774: 6.946703039717149e-07
Position 805: 5.593271933755912e-07
Position 2126: 5.58097342559368e-07
Position 795: 5.147857920123546e-07
Position 1879: 5.063023265676909e-07
Position 2128: 5.029715861990037e-07
Position 4902: 3.9334054359635875e-07
Position 1157: 1.476406754268512e-07
Position 1437: 1.2742975620831945e-07
Position 401: 1.219473332050319e-07
Position 1719: 1.1548516593813542e-07
Position 497: 1.0651103730246188e-07
Position 1583: 1.0292754537933453e-07
Position 405: 9.832952040277924e-08
Position 741: 8.662003476982267e-08
Position 685: 8.092228074061469e-08
Position 1082: 7.909042558809576e-08
Position 1163: 6.66234484213279e-08
Position 93: 6.230303117204023e-08
Position 1709: 5.290499188829646e-08
Position 853: 5.0762607745707696e-08
Position 763: 4.333533624428039e-08
Position 690: 4.189861703551842e-08
Position 1330: 3.6332314718239104e-08
Position 1679: 3.5512354015603076e-08
Position 1527: 3.4432616833112475e-08
Position 1783: 3.1885683874792043e-08
Position 859: 2.8221187908223198e-08
Position 1747: 2.7452009677427483e-08
Position 781: 2.602274184059629e-08
Position 1179: 2.3259655248967217e-08
Position 1522: 1.9983736244601665e-08
Position 1281: 1.9512694628063e-08
Position 1099: 1.922229841941194e-08
Position 1337: 1.8178312978698014e-08
Position 1587: 1.558962416054789e-08
Position 8200: 1.487342366319071e-08
Position 915: 1.4860624941133006e-08
Position 1029: 1.2457538201048417e-08
Position 8736: 1.2264807278162595e-08
Position 1903: 1.1753598143308778e-08
Position 96: 1.1203368749350219e-08
Position 8118: 9.734067963033346e-09
Position 2489: 8.436339899391414e-09
Position 2326: 6.762524366284962e-09
Position 415: 1.8473230024508976e-09
Position 421: 1.1325936904125537e-09
Position 1249: 2.1897021008869863e-10
Position 1384: 2.1606578028619684e-10
Position 705: 6.471070475518047e-11
Position 467: 2.6056743127755967e-11
Position 434: 1.005079613421823e-11
Position 473: 6.100358257408024e-13
Position 426: 8.32352396069969e-14
