Gene = NAIF1
index = 909
Annotated 5SS: [731]
Annotated 3SS: [3420]
SMsplice 5SS: [731]
SMsplice 3SS: [5494]
top_k =  1000
Partition function (log Z): -8.489914919939942

Sorted 5' Splice Sites (High to Low Probability):
Position 731: 0.4672089034390046
Position 131: 0.18630588049210048
Position 475: 0.1634321232422312
Position 454: 0.15147229214535302
Position 3948: 0.15006941042149047
Position 497: 0.13864460271098072
Position 127: 0.13777647670246992
Position 1175: 0.042478491654246935
Position 334: 0.03460781586391543
Position 1607: 0.027262435127139054
Position 1714: 0.02169882825610643
Position 313: 0.015461518727817857
Position 1124: 0.010404629150433806
Position 2537: 0.008111332240135686
Position 466: 0.0075890850995640365
Position 1033: 0.006742355145075048
Position 2054: 0.00598192460841672
Position 3855: 0.005753835203073086
Position 3890: 0.005586492414414854
Position 120: 0.005265882809308682
Position 4700: 0.005229246268693698
Position 353: 0.004239244225338868
Position 1820: 0.003930744618142474
Position 5564: 0.003831048385699049
Position 1956: 0.0034726917631702097
Position 32: 0.0028683753995241996
Position 3542: 0.0024167762666996665
Position 3771: 0.0018366358007239443
Position 5725: 0.0017914276275876617
Position 3013: 0.0017256974312088546
Position 421: 0.0015904455908999561
Position 1974: 0.0015496233374131675
Position 5560: 0.001398176256295631
Position 5589: 0.001247645557564173
Position 4633: 0.001215069590404234
Position 4607: 0.0011181158182817159
Position 3952: 0.0010883477441049447
Position 3033: 0.0010509016933123406
Position 1739: 0.0009269071716270842
Position 2006: 0.0008713902830816031
Position 4704: 0.0006954612414708939
Position 5786: 0.0004879756104111121
Position 2640: 0.00038735108919241406
Position 3627: 0.00034888972947962017
Position 1640: 0.0002927645560068719
Position 2230: 0.0002707982306122491
Position 3902: 0.00026802720416188195
Position 2164: 0.00023482447883377497
Position 715: 7.81926874868973e-05
Position 268: 7.797517259519374e-05
Position 826: 7.264864761442795e-05
Position 805: 5.2848037179239416e-05
Position 59: 5.206576047200535e-05
Position 382: 4.8964631247380004e-05
Position 611: 3.635971615075129e-05
Position 71: 3.192451919320263e-05
Position 86: 2.033946365985941e-05
Position 435: 1.902209427718155e-05
Position 916: 1.4022476577031222e-05
Position 1660: 1.3534070575036124e-05
Position 494: 9.87282567805875e-06
Position 819: 5.977689081818841e-06
Position 969: 5.026676236391325e-06
Position 3384: 3.3196776688995452e-06
Position 735: 1.9808978884721395e-06
Position 766: 1.8988775043657735e-06
Position 3157: 9.474448123843861e-07
Position 577: 4.116256095773856e-07
Position 2581: 2.8694635683371884e-07
Position 1029: 1.270725146712113e-07
Position 1067: 1.2284731152188533e-07
Position 280: 5.185277207717204e-09
Position 432: 3.7746378726752745e-11
Position 226: 2.379286629266588e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5494: 0.5706819794538959
Position 5532: 0.11995725498443915
Position 3812: 0.11881563529914095
Position 5686: 0.11834210939222436
Position 259: 0.07342141604450779
Position 3325: 0.06649446926773127
Position 1044: 0.05493777892154301
Position 232: 0.052754440179806315
Position 202: 0.05265483070262171
Position 3504: 0.03844203870883354
Position 407: 0.033479791251869125
Position 4618: 0.030012741460325294
Position 574: 0.028675694092790107
Position 1521: 0.028576334521666247
Position 1558: 0.021915561753432088
Position 3770: 0.017891934756266957
Position 647: 0.016196462980733916
Position 3854: 0.015121019800263131
Position 1871: 0.014138997961251941
Position 2378: 0.01167402660341068
Position 633: 0.010140449222705142
Position 5572: 0.009646285968974655
Position 4583: 0.009138955007570674
Position 703: 0.009040055184371036
Position 3420: 0.008176210647104944
Position 656: 0.00789386498458163
Position 4456: 0.007607503999759941
Position 237: 0.007563929130360033
Position 912: 0.007186002307049277
Position 586: 0.006717598232780984
Position 580: 0.0059407872035485325
Position 664: 0.005866272978775278
Position 1760: 0.005706489712994519
Position 2896: 0.0052445428411884015
Position 3361: 0.004417857114498953
Position 547: 0.004255453073135573
Position 1154: 0.003668078758306413
Position 3380: 0.0030625190975448516
Position 4781: 0.0027437272206792926
Position 1446: 0.002314453910701663
Position 1056: 0.002018190685969283
Position 273: 0.00189269149642706
Position 5910: 0.0017794658616684803
Position 2353: 0.001759807353754019
Position 3692: 0.001581931465584107
