Gene = URGCP-MRPS24
index = 1536
Annotated 5SS: [   28 19175 24683 24931 37282 37627]
Annotated 3SS: [19103 24631 24891 37212 37514 39606]
SMsplice 5SS: [   28  5729 19175 24734 37133 37282 37627]
SMsplice 3SS: [ 5662 19103 24631 36978 37212 37514 39606]
top_k =  1000
Partition function (log Z): -20.760697147823816

Sorted 5' Splice Sites (High to Low Probability):
Position 5729: 0.7264292929181297
Position 28: 0.6299852058611669
Position 11040: 0.4317445985809316
Position 24734: 0.383564896501564
Position 24931: 0.26948916185856137
Position 279: 0.2525198765220979
Position 1218: 0.22036296252537974
Position 5927: 0.1586956978338977
Position 4041: 0.11241378768168449
Position 24794: 0.09635869320865184
Position 4045: 0.07327899028197722
Position 969: 0.06198676359516204
Position 6528: 0.050189043378871465
Position 2463: 0.04926245018715086
Position 440: 0.044997766945440804
Position 8425: 0.03387005002405848
Position 5733: 0.02937522113236449
Position 8575: 0.02500222434122657
Position 9142: 0.02179215882032232
Position 322: 0.018407464068127103
Position 8446: 0.017987473521317503
Position 4226: 0.01441576019310423
Position 5154: 0.012526571868587539
Position 8801: 0.011338515372958843
Position 1308: 0.007518528628295113
Position 5704: 0.007078094597026093
Position 1272: 0.006220886558077447
Position 116: 0.0054394208921132005
Position 4250: 0.00464506152830518
Position 4722: 0.00403156781329788
Position 4128: 0.0039791065617827085
Position 1748: 0.003563763996550851
Position 4187: 0.0032884040010397603
Position 9612: 0.0029786207040095676
Position 1472: 0.002570696967367411
Position 1820: 0.0020943308126073136
Position 374: 0.002079479756603086
Position 8452: 0.0020685123253617456
Position 2899: 0.001991749152173414
Position 10350: 0.0019780878675403706
Position 4031: 0.0017658771316444563
Position 1934: 0.0015488645546557517
Position 11174: 0.0013971520500529752
Position 4238: 0.001356540055146679
Position 273: 0.0007526552552249405
Position 983: 0.0006680925175512
Position 11176: 0.0005759344687528883
Position 585: 0.0005468537941988241
Position 9767: 0.0004583822948906818
Position 6043: 0.0004198657172223555
Position 858: 0.00029629480068969907
Position 5845: 0.00029111384385126265
Position 617: 0.00020298111972454657
Position 7968: 0.0001478403872092913
Position 1068: 8.410856131682003e-05
Position 510: 8.360280695428557e-05
Position 751: 7.954245941252666e-05
Position 6967: 5.257934844778082e-05
Position 10998: 5.101245258423582e-05
Position 1882: 4.714802067288409e-05
Position 6047: 4.098501731464041e-05
Position 380: 4.0834852669763805e-05
Position 989: 3.911117813813121e-05
Position 521: 3.867230363251226e-05
Position 971: 3.573602910768062e-05
Position 1265: 3.114765659801321e-05
Position 703: 2.883899625033295e-05
Position 3027: 2.8807907651884696e-05
Position 1444: 2.6219212751088313e-05
Position 1003: 2.4752831007577543e-05
Position 1480: 2.3367956123872707e-05
Position 219: 2.3197752909273703e-05
Position 1814: 2.3043055371834216e-05
Position 707: 2.2212623633488363e-05
Position 1437: 1.3192831573049239e-05
Position 255: 1.1983206505507512e-05
Position 4027: 9.502601505161809e-06
Position 456: 8.614654270253333e-06
Position 7672: 8.580850165510214e-06
Position 8787: 7.6108991471316355e-06
Position 975: 5.5862227424212054e-06
Position 6717: 5.321806766486432e-06
Position 668: 4.913837049006238e-06
Position 912: 1.2114619898990721e-06
Position 1081: 1.1263162344105443e-06
Position 930: 9.892169576356531e-07
Position 794: 7.893038248516632e-07
Position 870: 7.053256382074917e-07
Position 473: 4.91855110793967e-07
Position 32: 4.5207147025531943e-07
Position 1086: 3.6531407314451397e-07
Position 1415: 3.247732745052095e-07
