Gene = QRFP
index = 1106
Annotated 5SS: [ 236 1116]
Annotated 3SS: [ 830 2973]
SMsplice 5SS: [ 236  436 1116]
SMsplice 3SS: [ 340  830 1852]
top_k =  1000
Partition function (log Z): -7.2433378875353505

Sorted 5' Splice Sites (High to Low Probability):
Position 1116: 0.7280964616521091
Position 236: 0.6732180296947414
Position 436: 0.47480438440845313
Position 249: 0.17258754411967794
Position 166: 0.10184252617776725
Position 2914: 0.09697406157083224
Position 403: 0.09472188324086116
Position 1659: 0.030554488763247373
Position 1682: 0.02495884311023078
Position 657: 0.020437039793770033
Position 2445: 0.016756359479148747
Position 661: 0.016396199419413133
Position 419: 0.016135800728730932
Position 443: 0.012900895633627663
Position 1936: 0.010188216490785254
Position 240: 0.010077197260854346
Position 413: 0.008538049885856679
Position 939: 0.006967051765200143
Position 710: 0.006259144329763223
Position 1977: 0.006130755386782085
Position 2372: 0.003868925545035108
Position 705: 0.0035712011234775407
Position 670: 0.0035307782270395847
Position 2977: 0.003002339671787827
Position 748: 0.0023145710504423734
Position 557: 0.002299722049617314
Position 2406: 0.0022521476874070748
Position 510: 0.0015779812032205845
Position 741: 0.0015582681731399176
Position 3381: 0.0015222474226867938
Position 522: 0.0013052350931756851
Position 1728: 0.0011193702921489098
Position 178: 0.0011135609873221763
Position 3374: 0.0011050889625609964
Position 891: 0.0005495525078478992
Position 781: 0.0004795312110003231
Position 3524: 0.00041570501286033556
Position 584: 0.00036727574767732844
Position 1735: 0.000260690952582943
Position 1569: 0.00018952747699568418
Position 3515: 0.00016470033506399404
Position 1425: 8.24911197050997e-05
Position 300: 6.634010455937051e-05
Position 134: 6.413166498390491e-05
Position 380: 6.106775408179092e-05
Position 873: 5.4529665552061934e-05
Position 305: 5.29457591333978e-05
Position 612: 4.924374741359042e-05
Position 868: 3.990773052014226e-05
Position 610: 3.193100616786168e-05
Position 665: 2.9750432739729526e-05
Position 153: 2.2692302940683615e-05
Position 801: 1.0400468201290487e-05
Position 180: 1.0194848698579892e-05
Position 1446: 9.641892075067793e-06
Position 59: 3.3228012115005232e-06
Position 663: 3.0591861796452797e-06
Position 1386: 2.0379546063287857e-06
Position 1747: 1.5580280344142847e-06
Position 1541: 1.2853696788317414e-06
Position 1614: 8.871684822933254e-07
Position 590: 7.985165941086526e-07
Position 514: 6.763722806515636e-07
Position 297: 5.9106050399634535e-08
Position 79: 3.9633032863472386e-08
Position 280: 1.6433263954685243e-08
Position 340: 2.8988906596154985e-09
Position 287: 2.47835306955333e-09
Position 676: 5.567869483317764e-10
Position 483: 5.11092401065245e-10
Position 616: 2.757224140680618e-10
Position 499: 1.1824820562746953e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 340: 0.6204131267480743
Position 830: 0.45125190041685603
Position 917: 0.20076082043011292
Position 1852: 0.19216877894557102
Position 1493: 0.16762980913817457
Position 3044: 0.151494460116356
Position 855: 0.10534357760671612
Position 2709: 0.09028321774923814
Position 2973: 0.0774961594941571
Position 3184: 0.0724297687514576
Position 2444: 0.065806152544946
Position 2494: 0.04537036202623792
Position 528: 0.031103863047304003
Position 895: 0.023351064094331384
Position 3458: 0.02248138681771516
Position 2295: 0.019866200773486567
Position 1531: 0.01756292991835438
Position 1259: 0.017081636984366086
Position 1764: 0.015551240628164124
Position 937: 0.011648531895151535
Position 2313: 0.011026763863026399
Position 3947: 0.010327401991725186
Position 2169: 0.010317129116622454
Position 3047: 0.010171525169260953
Position 801: 0.010074647556878551
Position 1560: 0.007452627997767169
Position 2823: 0.007122112286845832
Position 3188: 0.006752937681580138
Position 3668: 0.006499942782109903
Position 2716: 0.005846866067996108
Position 3227: 0.005454471174664058
Position 2339: 0.004408275048827569
Position 1412: 0.004315964853477457
Position 3827: 0.004303372921628754
Position 4027: 0.003922768679309342
Position 2713: 0.0037158264561629917
Position 1000: 0.0036414458442190927
Position 400: 0.0029600487041053303
Position 835: 0.002569429677608986
Position 1297: 0.002269848670318495
Position 2213: 0.00213119417935502
Position 2769: 0.002100391773379416
Position 1868: 0.0020981008523116187
Position 2336: 0.0019260519781124873
Position 997: 0.0018920430404115532
Position 3198: 0.0018301014586113292
Position 1039: 0.0017234309082011722
Position 1610: 0.0017190538683625424
Position 3246: 0.0015844435865240878
Position 1477: 0.0015451018314667317
Position 3294: 0.0015210753887392057
Position 4088: 0.0014952579724454823
Position 1949: 0.001244003870471182
Position 2650: 0.0012042680980176399
Position 2737: 0.0011187381722749018
Position 287: 0.0010961329400798181
Position 2210: 0.000932640425683041
Position 1501: 0.000867627747617267
Position 4057: 0.00084927265667505
Position 3654: 0.0008023537465417695
Position 297: 0.0007426578684328268
Position 2461: 0.0007262885052455753
Position 2753: 0.0006446693698607577
Position 1873: 0.000606820780583465
Position 2745: 0.000541766450265489
Position 2228: 0.0004862896027264337
Position 637: 0.0004725146483839409
Position 2091: 0.00044868443705214673
Position 3619: 0.0003485272004200004
Position 1143: 0.0003403528026573439
Position 3564: 0.00029148006326385156
Position 2574: 0.0002829509391477019
Position 345: 0.00027246215750463646
Position 571: 0.0002593967334124887
Position 2283: 0.00024365879136721308
Position 579: 0.00021531724371294856
Position 3965: 0.00020880100574377765
Position 366: 0.0001883713414368618
Position 1059: 0.00018569271796896195
Position 3344: 0.00018024251896059485
Position 1032: 0.00017842797453794138
Position 1658: 0.00016096936721300285
Position 1264: 0.0001444401127139548
Position 3168: 0.0001401140353180864
Position 2388: 0.00011387972334186523
Position 465: 0.00011319404975025104
Position 1044: 0.00011144449655170944
Position 1072: 0.00010415926228571034
Position 1356: 0.00010300231895477854
Position 1054: 9.283360271260992e-05
Position 2002: 9.100375131132176e-05
Position 556: 8.99165433007624e-05
Position 1935: 7.795620488072471e-05
Position 2652: 6.259635275786148e-05
Position 703: 5.9252497231028434e-05
Position 1671: 5.873178668867599e-05
Position 1140: 4.569469516970233e-05
Position 2891: 4.1493278390511446e-05
Position 872: 4.0066764733660686e-05
Position 369: 2.9133415952029578e-05
Position 422: 2.7864730946268698e-05
Position 349: 2.49223948415021e-05
Position 1102: 1.872294371135366e-05
Position 372: 1.502685472718087e-05
Position 1041: 1.3697376090369013e-05
Position 649: 1.3301102516648775e-05
Position 943: 1.2028265446805098e-05
Position 1588: 1.1968263573459414e-05
Position 770: 9.951980138654138e-06
Position 660: 9.886104655073195e-06
Position 739: 9.204095185179532e-06
Position 956: 8.944656143504345e-06
Position 972: 8.701225010917688e-06
Position 419: 8.674131588331186e-06
Position 709: 7.947911882923636e-06
Position 434: 7.63568358133323e-06
Position 537: 7.306315542784682e-06
Position 1087: 4.886471048380421e-06
Position 673: 4.379491866188957e-06
Position 402: 3.027155330864805e-06
Position 953: 2.708936058330506e-06
Position 721: 2.279318089398333e-06
Position 1083: 1.4618845359649082e-06
Position 272: 8.25292062097902e-07
Position 233: 6.912839678317798e-07
Position 222: 3.140187680426639e-07
Position 219: 3.0429633137895356e-07
Position 374: 2.6519342791669013e-07
Position 657: 2.3459281464961816e-07
Position 239: 1.788358365119672e-07
Position 165: 4.4326265577645584e-08
Position 779: 2.0067653490088806e-08
Position 126: 1.9259115273625322e-08
Position 187: 8.377457771022374e-09
Position 253: 1.297405182640873e-09
Position 139: 2.786424714013041e-10
Position 134: 2.460564169662425e-10
Position 178: 7.607316218711895e-11
Position 153: 6.784324404216507e-11
Position 146: 4.741302720520928e-11
Position 449: 5.3826320930850456e-12
