Gene = MUTYH
index = 900
Annotated 5SS: [ 170 5998 6976 7104 7292 7471 7626 7815 7998 8223 8366 8728 8969 9207
 9873]
Annotated 3SS: [ 5876  6793  7063  7217  7428  7553  7700  7899  8077  8301  8538  8831
  9053  9830 10950]
SMsplice 5SS: [ 170 1882 5998 6976 7292 7626 7998 8223 8969 9873]
SMsplice 3SS: [ 1731  5876  6890  7217  7553  7899  8077  8831  9830 10950]
top_k =  1000
Partition function (log Z): 8.57092189248555

Sorted 5' Splice Sites (High to Low Probability):
Position 8969: 0.9852655090433493
Position 7626: 0.9686579815926581
Position 7998: 0.8669476396795416
Position 5998: 0.8545243817342865
Position 6976: 0.8250303323226762
Position 170: 0.8049744907462824
Position 9873: 0.6291003297095091
Position 1882: 0.5897718439486603
Position 8223: 0.5751544996832608
Position 8728: 0.5269605776894564
Position 7292: 0.4573785453129951
Position 8366: 0.4279548737020818
Position 5562: 0.2829174546358035
Position 7471: 0.2768786484034287
Position 7104: 0.2642066135368872
Position 9145: 0.24186415523875193
Position 7815: 0.15100292154118092
Position 413: 0.14063400620270008
Position 8445: 0.09023262948359502
Position 4883: 0.08639007668268996
Position 7172: 0.08473497081859513
Position 10079: 0.07041720939211037
Position 10659: 0.05826750030507131
Position 186: 0.051226016223606806
Position 7356: 0.04083665368300893
Position 2203: 0.037615076845704386
Position 2029: 0.0267469576791951
Position 166: 0.024340868669772885
Position 1862: 0.022731393837156364
Position 3555: 0.02226125946972878
Position 7645: 0.02123975070256351
Position 7488: 0.019451079995696882
Position 5165: 0.01889854257969014
Position 7182: 0.01684469028545633
Position 8011: 0.016367773595631397
Position 10677: 0.012369453722555596
Position 1976: 0.012149624567816748
Position 2577: 0.01138583798625424
Position 490: 0.011183762100821979
Position 7324: 0.009638661392336807
Position 1509: 0.009548649562386376
Position 533: 0.008895066121146997
Position 6936: 0.008516675320739511
Position 7000: 0.008249018833455465
Position 6106: 0.007668953354474868
Position 3990: 0.007401435676738217
Position 9564: 0.00662793424168089
Position 1373: 0.006401793841154566
Position 622: 0.006371034533210092
Position 5738: 0.0052875712428285685
Position 4324: 0.005135713501307803
Position 8246: 0.004351485435004864
Position 4903: 0.004321383739280286
Position 727: 0.003948567153352082
Position 10500: 0.003752296444781796
Position 10281: 0.0036363907131653603
Position 7152: 0.003609089870894079
Position 3338: 0.0033787953071383278
Position 710: 0.0033188189659696613
Position 4355: 0.003041141759672083
Position 146: 0.002914888505291679
Position 10536: 0.0028129758262579055
Position 1019: 0.0026904943065086174
Position 2663: 0.002676821406257979
Position 8973: 0.0025979735299544787
Position 10634: 0.0024078434004272944
Position 1595: 0.002378177048073436
Position 497: 0.0022911026165414326
Position 4123: 0.0022334508821927755
Position 831: 0.002219296732728679
Position 9186: 0.002161108431912952
Position 1837: 0.0021391185870463436
Position 7958: 0.0021322358633127244
Position 8302: 0.0020386417213312086
Position 8154: 0.002005847955036157
Position 1867: 0.0018485524706541784
Position 7004: 0.0015754001211520285
