Gene = EFCAB7
index = 485
Annotated 5SS: [  245  2370  8642  9367 10260 10827 22668 28445 32126 33858 38468 45130
 47739]
Annotated 3SS: [ 2181  8429  9279 10063 10704 22525 28334 31967 33723 38318 44919 47630
 49051]
SMsplice 5SS: [  126  2370  9367 10260 10827 13628 22668 25259 33858 38468]
SMsplice 3SS: [ 2181  9279 10018 10704 13504 22525 25157 33723 38318 46062]
top_k =  1000
Partition function (log Z): -6.767705122986698

Sorted 5' Splice Sites (High to Low Probability):
Position 22731: 0.9979919734744158
Position 38468: 0.9896104276588422
Position 9367: 0.9683244311589879
Position 25259: 0.9066634124186358
Position 126: 0.8160866112596287
Position 13628: 0.7994305830497128
Position 10260: 0.7678496926448747
Position 10827: 0.7020899588560464
Position 2370: 0.6569562598540796
Position 8003: 0.5495932775005473
Position 4071: 0.44968509406364265
Position 8642: 0.27235076512601714
Position 28558: 0.22655805741941515
Position 28445: 0.20815629421686527
Position 19959: 0.1870992626963515
Position 10494: 0.18005446596889213
Position 10786: 0.13932394699432082
Position 13887: 0.13488238252672693
Position 180: 0.09770060506727482
Position 15978: 0.08174650351153309
Position 27826: 0.06796401775255291
Position 12928: 0.06717497383533032
Position 13706: 0.05353356675422371
Position 20430: 0.04508694161675216
Position 2501: 0.043902307180443426
Position 16583: 0.04375026202776403
Position 20100: 0.035631647624007806
Position 26667: 0.034605427887766264
Position 16356: 0.03189241903591254
Position 45130: 0.03126103195007943
Position 9443: 0.03071563070577794
Position 443: 0.026949047827128335
Position 131: 0.024877455863435163
Position 10705: 0.02222635562733825
Position 4782: 0.021760317205034893
Position 15207: 0.01897990769642366
Position 15857: 0.01845289144262414
Position 4587: 0.017734612752834916
Position 12724: 0.017471338365965778
Position 464: 0.017289491567993164
Position 6111: 0.01693285684532306
Position 19906: 0.015543795978095425
Position 245: 0.013566272948281421
Position 230: 0.012268600602124148
Position 622: 0.012214488299166926
Position 24751: 0.01211257506981928
Position 355: 0.01023515873365639
Position 8588: 0.010004366636819455
Position 13271: 0.009581857504214655
Position 1493: 0.00954652054578901
Position 12717: 0.006756324891391104
Position 7436: 0.005253707725887924
Position 145: 0.005040232597031803
Position 10802: 0.0050087434331596474
Position 1036: 0.004979175258067812
Position 12672: 0.0048544797591232635
Position 12628: 0.0045678254789470055
Position 15383: 0.0045652706207643555
Position 38420: 0.0042931062940179295
Position 3655: 0.003901586473059042
Position 10420: 0.00346785290456743
Position 13952: 0.0033962138169265515
Position 15905: 0.003387148787194344
Position 9387: 0.0029518556141683943
Position 10608: 0.002873993009227823
Position 2583: 0.0026244322982108452
Position 745: 0.0025019617174431544
Position 10963: 0.0024200491290294213
Position 1460: 0.002290001382680644
Position 3008: 0.002215404230721404
Position 4287: 0.002075971137674657
Position 3611: 0.0017398698240716005
Position 2298: 0.00170609211171817
Position 12781: 0.0016404871616609046
Position 4084: 0.0013624880982443983
Position 3127: 0.0012979827499728115
Position 39617: 0.0012253643588975777
Position 3039: 0.0011810301521413666
Position 3831: 0.0010100798608629962
Position 10134: 0.0008999874440355517
Position 22618: 0.0008882181559713773
Position 9937: 0.0008688941386629262
Position 455: 0.0007269698904495379
Position 3846: 0.0007244671838150498
Position 631: 0.000717245061303874
Position 13664: 0.000685020388157895
Position 8024: 0.0006361717515142079
Position 1106: 0.0005869887824164859
Position 376: 0.0005435742939518363
Position 10616: 0.00044221408438830046
Position 48: 0.0004123837316207018
Position 1536: 0.0003281182099950942
Position 24831: 0.00025596426379695137
Position 4583: 0.0002451732772186063
Position 120: 0.00024170318496873885
Position 1485: 0.00024093981726261784
Position 9535: 0.00023967044539319622
Position 1336: 0.0002307097206325496
Position 13563: 0.00022710768585749628
Position 9284: 0.00020409406068611376
Position 2769: 0.00019934211245206226
Position 9334: 0.00017409562648604775
Position 226: 0.0001498627697584901
Position 9895: 0.00014342559797838006
Position 1112: 0.0001394382743222884
Position 370: 0.00013817017108945005
Position 942: 0.000129919288641535
Position 1239: 0.00012961203853775326
Position 421: 0.00011231742551010255
Position 9736: 0.00010877685836726406
Position 2425: 0.00010585592951387134
Position 1207: 9.717012124933481e-05
Position 9909: 9.564036873596208e-05
Position 28508: 9.364922046893389e-05
Position 10127: 9.228145469914801e-05
Position 3502: 8.89759082146734e-05
Position 1130: 8.127584721816528e-05
Position 3228: 8.11542211630269e-05
Position 9307: 7.956787049205968e-05
Position 552: 7.566551684937401e-05
Position 1439: 7.042583999488359e-05
Position 10404: 6.482608867904251e-05
Position 1080: 6.292861225023679e-05
Position 1833: 4.751535580106994e-05
Position 1291: 4.6098673871331225e-05
Position 991: 3.827275558360676e-05
Position 349: 3.820519303959232e-05
Position 1378: 3.359399228353099e-05
Position 10675: 3.23830238162158e-05
Position 602: 3.195165233331506e-05
Position 1244: 3.144443619840192e-05
Position 874: 2.972962373129438e-05
Position 498: 2.616837924489555e-05
Position 650: 2.4916538132660144e-05
Position 1004: 2.488642505063413e-05
Position 579: 2.4229912481996437e-05
Position 1022: 2.2401182960648928e-05
Position 9511: 1.9480331838872613e-05
Position 5859: 1.6025559577777883e-05
Position 10020: 1.4933380350084896e-05
Position 826: 1.4313755786333064e-05
Position 524: 1.2741752563076945e-05
Position 1853: 1.0700690306567244e-05
Position 1409: 9.348952728973854e-06
Position 974: 9.181484235724344e-06
Position 1744: 8.66977125723129e-06
Position 1709: 7.3401473438308814e-06
Position 359: 6.9714083289522865e-06
Position 1759: 6.8105465271362115e-06
Position 517: 4.7003363451463806e-06
Position 1692: 4.443932929124234e-06
Position 2413: 1.187624094650243e-06
Position 2764: 8.970645602979441e-07
Position 295: 7.119901233243638e-07
Position 2973: 6.658389206760166e-07
Position 89: 1.4804288351420122e-07
Position 268: 1.3100338489169052e-07
Position 136: 1.1539433369176949e-07
Position 2783: 7.587703512919739e-08
Position 3155: 7.470780739064745e-08
Position 2983: 6.369374336617935e-08
Position 2970: 5.9002444248253734e-08
Position 3223: 5.8164345277976134e-08
Position 169: 5.7123703763982085e-08
Position 262: 5.1832436012384645e-08
Position 10174: 4.964723719224364e-08
Position 10199: 4.893307387874493e-08
Position 323: 3.974401013358368e-08
Position 761: 1.6746837819815438e-08
Position 437: 1.3493345429219392e-08
Position 543: 1.1429575019590988e-08
Position 385: 8.48428178028829e-09
Position 285: 5.9186026160894105e-09
Position 42: 5.326197280202092e-09
Position 567: 2.0830932555758515e-09
Position 335: 1.1180580279478713e-09
Position 545: 9.80325038383438e-10
Position 969: 5.152259559116848e-10
Position 615: 4.57616786311572e-10
Position 453: 3.992795846463937e-10
Position 989: 3.3399098161671176e-10
Position 596: 8.149879940271822e-11
Position 753: 5.4024369405251705e-11
Position 482: 3.7861022475664415e-11
Position 1305: 1.6056676588193297e-11
Position 683: 2.075543020693147e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 22525: 0.9990754825211359
Position 38318: 0.996675009867634
Position 9279: 0.986952257484249
Position 25157: 0.9066689610635673
Position 13504: 0.822411447341858
Position 10704: 0.6643063995343845
Position 2181: 0.6504870156191379
Position 10018: 0.5122821098584454
Position 28334: 0.435316823857095
Position 46062: 0.26125255661508995
Position 3928: 0.24022920791388985
Position 19763: 0.23828105639346953
Position 8429: 0.21048632934271808
Position 10063: 0.21024247108041536
Position 10337: 0.1897269104095789
Position 7866: 0.1812212197608831
Position 7939: 0.1794109083256137
Position 3967: 0.17637243225805158
Position 10587: 0.16803246281331613
Position 13794: 0.13676479843939582
Position 45781: 0.13671045333787904
Position 40406: 0.13404119983184193
Position 43596: 0.13199951296049775
Position 7845: 0.12820814565124272
Position 45274: 0.07154130431409716
Position 8532: 0.06999189876184833
Position 47118: 0.0664767423910287
Position 44919: 0.056354799155350896
Position 15719: 0.05424516408663979
Position 12825: 0.04931022571567878
Position 7903: 0.04797130663036464
Position 27700: 0.045383556053955526
Position 20289: 0.04508712994746966
Position 41304: 0.039757098390827215
Position 40988: 0.03736933075017247
Position 26562: 0.03489445259973498
Position 2138: 0.03428172502214762
Position 16528: 0.03152005714634587
Position 16248: 0.030940554536044915
Position 10153: 0.029061341081805435
Position 3987: 0.028664492411559824
Position 397: 0.02580380583092548
Position 12409: 0.02482000651760746
Position 15084: 0.023546612822544707
Position 15766: 0.022934816064097776
Position 27761: 0.0226097250835006
Position 13529: 0.022226734650244207
Position 10767: 0.020206105411765707
Position 15898: 0.02018359928190763
Position 42671: 0.017705332796001495
Position 12901: 0.017482171884302424
Position 4438: 0.01724398325699414
Position 39509: 0.016113596784277946
Position 6047: 0.015244131948335233
Position 300: 0.015224786975085374
Position 24670: 0.012380968228530876
Position 1373: 0.010034137416772516
Position 39607: 0.009886997721102827
Position 9432: 0.008061336363182866
Position 13558: 0.0078071462562833704
Position 40628: 0.007805682505658263
Position 7959: 0.007714949014750656
Position 4590: 0.007430195191127299
Position 39538: 0.007281128431421481
Position 9281: 0.007115123755293542
Position 10679: 0.006957086041831021
Position 12497: 0.006500776807946269
Position 7776: 0.005702919869206725
Position 4748: 0.005431849152613447
Position 16453: 0.005234209948216443
Position 15874: 0.005119956145558291
Position 3419: 0.004971003490811644
Position 38875: 0.004936372670807024
Position 10738: 0.004734971910651981
Position 9854: 0.00471297290039553
Position 2468: 0.0046155549000657685
Position 39750: 0.004484936233915645
Position 13172: 0.0042329802818387545
Position 4510: 0.004189696998372917
Position 10172: 0.0041631577257163314
Position 38805: 0.003994750447271088
Position 2413: 0.0039818724329904655
Position 40601: 0.003922158381369004
Position 2220: 0.003916903051357037
Position 2931: 0.003674366595493634
Position 16531: 0.0035963639526645956
Position 3990: 0.0035537103477530823
Position 16355: 0.003400633222239203
Position 39881: 0.0033604550610348764
Position 40711: 0.0033570020705606784
Position 40662: 0.0030093362817588294
Position 38580: 0.0027605145961046244
Position 12654: 0.0025838599643398996
Position 7216: 0.002441328357317253
Position 10105: 0.0023861165275804036
Position 3395: 0.0023803344158736953
Position 13085: 0.0023489302727974165
Position 9894: 0.002284038727394639
Position 13466: 0.0021530406285054306
Position 3904: 0.002075381018437832
Position 858: 0.002001867967165269
Position 10731: 0.001957326924766226
Position 8287: 0.0018769036582701615
Position 2301: 0.0018439494404931221
Position 2224: 0.0017734412955526782
Position 12374: 0.0017684172929824063
Position 6027: 0.0016882887669413843
Position 4701: 0.0016854301014288188
Position 926: 0.001542810429710209
Position 13109: 0.0015353044984422765
Position 7309: 0.0014404990615327967
Position 10124: 0.0014378350195894186
Position 2424: 0.0013829388641703217
Position 7285: 0.0013718803070378726
Position 38784: 0.0013295318832810491
Position 4401: 0.0011745771341078951
Position 10185: 0.0011533578017589748
Position 15931: 0.0011040059935307012
Position 4136: 0.0010447025470126314
Position 2898: 0.0010395987300266685
Position 10093: 0.0010328858623317092
Position 16194: 0.0009520371626901066
Position 696: 0.0009428239594911448
Position 2115: 0.0009403310783886376
Position 39908: 0.0009391366504866865
Position 905: 0.0008099272441699453
Position 4665: 0.0007806259021057092
Position 13037: 0.0007473913639986016
Position 13012: 0.0007172576903804282
Position 33036: 0.0006958105620581545
Position 1206: 0.0006795583676523284
Position 2240: 0.00065043936989817
Position 13835: 0.0006346072623074956
Position 4656: 0.0005068390859920039
Position 501: 0.0005046953447246117
Position 2328: 0.0004942844124011108
Position 9167: 0.0004905077808372915
Position 3845: 0.0004872468638912591
Position 2331: 0.0004679723857846076
Position 399: 0.0004674202143589538
Position 4003: 0.0004555859887211313
Position 238: 0.00045367483454706225
Position 10115: 0.00044611469388229543
Position 4709: 0.00044161697747507623
Position 4480: 0.0004106110144545297
Position 29748: 0.00040278105067517424
Position 30975: 0.00040045511426698447
Position 942: 0.00039297830195304025
Position 1078: 0.000391253045795738
Position 10199: 0.0003728476259643309
Position 10378: 0.00036548624985242026
Position 1305: 0.0003630373905701986
Position 9950: 0.000338759831053992
Position 10485: 0.0003340580669950918
Position 458: 0.00030207710149811334
Position 10391: 0.0002984194106655381
Position 4624: 0.00025737628971165725
Position 32225: 0.00024450220318217915
Position 9971: 0.0002421706448384719
Position 2202: 0.0002318086473046263
Position 29793: 0.00022726748729685328
Position 9621: 0.00022439753092508416
Position 10714: 0.0002121913670822719
Position 10899: 0.00019999457649962283
Position 1330: 0.00019533204193578895
Position 1327: 0.00019380951640404805
Position 589: 0.00018755875945534927
Position 4513: 0.00018252577343671374
Position 28666: 0.00018223098774995818
Position 1445: 0.000163944835946104
Position 13743: 0.00015863193529713874
Position 524: 0.00014245603844483746
Position 4070: 0.00014179145575745093
Position 2650: 0.00013890218053609607
Position 672: 0.00013482952091663493
Position 2369: 0.00012727994857810227
Position 10401: 0.00010489784899542265
Position 3363: 0.00010068638754696985
Position 10345: 0.00010062255466818939
Position 1034: 8.593399811539678e-05
Position 1291: 7.878867091471338e-05
Position 4217: 7.833289870115655e-05
Position 10448: 7.225773535794054e-05
Position 10420: 5.996540063144431e-05
Position 2690: 5.724807619279913e-05
Position 3111: 5.06086035248221e-05
Position 1578: 4.770144127903274e-05
Position 878: 4.6675834874820206e-05
Position 9460: 4.2374925660191026e-05
Position 2354: 3.998315828310494e-05
Position 8889: 3.094584833243642e-05
Position 2526: 2.668868494241331e-05
Position 9555: 2.4852371898307226e-05
Position 1709: 2.4126709822824578e-05
Position 26205: 2.2928728274133627e-05
Position 2444: 2.194551541937674e-05
Position 3556: 1.7276487264429294e-05
Position 9442: 1.6280894663713556e-05
Position 25258: 1.4911391570408861e-05
Position 2578: 1.2827087005254124e-05
Position 5753: 1.2126834501943178e-05
Position 25403: 1.1945598612308057e-05
Position 3114: 1.1891596123877509e-05
Position 28534: 9.901342039254274e-06
Position 504: 9.783910476737682e-06
Position 22995: 9.52643247146612e-06
Position 1646: 9.06313714216459e-06
Position 26593: 8.525565452082752e-06
Position 4181: 8.143836226648307e-06
Position 1274: 6.235486507298295e-06
Position 678: 6.049681465036741e-06
Position 22916: 5.945275993287227e-06
Position 18592: 5.768600724866741e-06
Position 881: 5.586065528990373e-06
Position 3815: 5.532977065775004e-06
Position 26799: 5.01989374645084e-06
Position 1608: 4.589155920937915e-06
Position 949: 4.398318280327464e-06
Position 26353: 4.035458768132774e-06
Position 24301: 4.0006910963602986e-06
Position 1477: 3.90919495898436e-06
Position 5723: 3.898725075834712e-06
Position 23019: 3.78507413538306e-06
Position 26665: 3.5724326006167505e-06
Position 4442: 3.3409356492419974e-06
Position 25996: 3.2392481081466878e-06
Position 1225: 3.0099690155978235e-06
Position 826: 2.918785628955275e-06
Position 564: 2.7248968477360425e-06
Position 4144: 2.6712510198427593e-06
Position 9700: 2.16232401447143e-06
Position 234: 2.0688873808314426e-06
Position 602: 2.0537426231069558e-06
Position 9856: 1.916006984776897e-06
Position 24475: 1.5498404747264595e-06
Position 4763: 1.435421618973003e-06
Position 20429: 1.428997024270393e-06
Position 18726: 1.0409874975136881e-06
Position 21047: 7.791217341837345e-07
Position 21549: 5.976415791394456e-07
Position 14641: 5.850069329932713e-07
Position 5858: 4.361300464498226e-07
Position 1944: 4.063487515289385e-07
Position 2276: 3.9610586022347946e-07
Position 1853: 3.917097272931516e-07
Position 2257: 2.50029536404561e-07
Position 11253: 2.4042112927569535e-07
Position 2193: 1.9612744108921822e-07
Position 413: 1.2940094958771348e-07
Position 15574: 8.743917319371102e-08
Position 2004: 6.339227814532775e-08
Position 14555: 5.556202987578349e-08
Position 14516: 4.459793009577772e-08
Position 15446: 3.218177432423048e-08
Position 14366: 2.8851010181983984e-08
Position 1002: 1.6785911445025016e-08
Position 770: 1.4978757778468542e-08
Position 2539: 1.4427755475676089e-08
Position 11885: 1.4151036736431219e-08
Position 700: 1.3506910283336499e-08
Position 16110: 1.2062939391975558e-08
Position 749: 1.1734398423505545e-08
Position 11851: 1.0755895510315063e-08
Position 11125: 1.0648582955746161e-08
Position 1105: 1.0597827275187076e-08
Position 11994: 1.0384847090346318e-08
Position 15602: 9.890969255249078e-09
Position 15443: 9.797217090659281e-09
Position 11012: 9.614803041914777e-09
Position 1133: 9.407652270173696e-09
Position 11283: 8.89762316708193e-09
Position 205: 8.570005596180006e-09
Position 15108: 7.781091062221829e-09
Position 244: 7.401274916462021e-09
Position 11557: 6.941839824776149e-09
Position 14619: 5.792989262904464e-09
Position 1008: 5.057531922304552e-09
Position 14291: 4.983264556900576e-09
Position 14160: 4.539763771091407e-09
Position 2481: 3.868877108820554e-09
Position 2433: 3.765661010390579e-09
Position 207: 2.6642240775636637e-09
Position 615: 2.369805243351801e-09
Position 10526: 1.7996706023444278e-09
Position 622: 1.640891409114985e-09
Position 510: 1.1010125575728721e-09
Position 626: 8.554521283487809e-10
Position 1054: 7.872524443843389e-10
Position 639: 7.681098950595314e-10
Position 255: 4.841874546665806e-10
Position 1228: 2.58998049949323e-10
Position 706: 1.8421789025014936e-10
Position 130: 1.681375482135447e-10
Position 136: 1.0800333548470527e-10
Position 152: 9.622697941295544e-11
Position 429: 5.124393500724124e-11
Position 417: 4.712669596698413e-11
Position 248: 1.9698383240727537e-11
Position 630: 1.81950214769454e-11
Position 174: 8.296820603247955e-12
Position 158: 8.098444108234449e-12
Position 154: 7.017060676049576e-12
Position 415: 5.287840735893261e-12
Position 186: 1.9253997472781796e-13
Position 184: 6.589447103285132e-14
Position 164: 1.0817480297433609e-14
