Gene = FKTN
index = 558
Annotated 5SS: [   36 15617 17008 38528 43219 46363 49822 57278 59963 61932]
Annotated 3SS: [15524 16814 38467 43014 46084 49688 57147 59828 61803 76920]
SMsplice 5SS: [   41 12768 16203 17008 38528 40054 43219 46363 49822 59963 61963]
SMsplice 3SS: [12620 16067 16814 38467 39955 43014 46084 49688 59828 61803 75225]
top_k =  1000
Partition function (log Z): -30.484439136745983

Sorted 5' Splice Sites (High to Low Probability):
Position 23076: 0.8980036371851178
Position 12768: 0.883380508469783
Position 17008: 0.8629492310216722
Position 16203: 0.8261641181257249
Position 19132: 0.2671616015642648
Position 466: 0.2663497203002419
Position 41: 0.26089532410362054
Position 36: 0.25440875366182775
Position 38528: 0.24882467664079722
Position 16573: 0.23552305940131954
Position 980: 0.1941063679772114
Position 16886: 0.14683889770098213
Position 4132: 0.14023215167781994
Position 20687: 0.14005821654537234
Position 14587: 0.1372756233275281
Position 92: 0.11587868313630405
Position 16149: 0.11128601134152902
Position 12529: 0.0776038979369369
Position 22668: 0.07606386148061725
Position 15617: 0.058426942119594434
Position 13144: 0.05685925842703857
Position 19466: 0.056800554178071574
Position 12742: 0.046041950877374345
Position 11800: 0.044587750145017556
Position 12723: 0.04410580583000448
Position 5729: 0.04150817224294999
Position 19762: 0.03790973998314255
Position 3610: 0.03706289107079229
Position 16762: 0.036721289122088385
Position 6412: 0.035931888306905996
Position 13133: 0.035738921718333205
Position 3602: 0.030391332204150794
Position 6183: 0.030083815187096585
Position 56: 0.029110410259328874
Position 282: 0.027710405343131257
Position 22900: 0.026212340335937445
Position 160: 0.025158826229154302
Position 9794: 0.025087806849278974
Position 17485: 0.02474937194760504
Position 9591: 0.02417364276025833
Position 22171: 0.01807594622849295
Position 21969: 0.015745712935786423
Position 22436: 0.015008625450364497
Position 14878: 0.013969114344685282
Position 6256: 0.013455538420367143
Position 13021: 0.013114953223611323
Position 21226: 0.011801256696789693
Position 13809: 0.011561389693086642
Position 3313: 0.010997402573422854
Position 5090: 0.010920265224926229
Position 14892: 0.010628659706268046
Position 10944: 0.01058468035414195
Position 21350: 0.010507516361419977
Position 5110: 0.00861401567793926
Position 15813: 0.008418111498208014
Position 12593: 0.008327512340349693
Position 12625: 0.007026547682248962
Position 3561: 0.006532405149628404
Position 11978: 0.006096977295539015
Position 7354: 0.005653683326929581
Position 23719: 0.003233766231888157
Position 578: 0.0027813525069055427
Position 60: 0.0016088882943478613
Position 23276: 0.0014574654122591535
Position 16512: 0.0014101332567492096
Position 312: 0.001251761613801336
Position 2074: 0.000921742956905965
Position 3565: 0.0008531521178971826
Position 200: 0.0007887432368588996
Position 74: 0.0005626497896878334
Position 346: 0.00047154806871751894
Position 1191: 0.00043864624746352054
Position 1596: 0.0004201560990952629
Position 4051: 0.0003829695618440328
Position 31: 0.0003051421712292099
Position 2861: 0.000268862266946471
Position 18452: 0.00024043386383007593
Position 2194: 0.000234120855238377
Position 6043: 0.00017375714644076397
Position 4614: 0.00017161290139065032
Position 3720: 0.00015670769815162583
Position 948: 0.00013402823198505135
Position 1413: 0.00012851293352305539
Position 1138: 0.00011416923171301616
Position 5748: 0.0001046188139495516
Position 3549: 0.00010322935572249586
Position 210: 0.00010239521076268515
Position 19325: 7.923315256007149e-05
Position 232: 6.976650419979796e-05
