Gene = MAD2L2
index = 813
Annotated 5SS: [  238  9913 10612 11089 11298 14108 14803 15605 15993 16569]
Annotated 3SS: [ 9633 10211 11036 11178 14035 14701 15509 15918 16475 16833]
SMsplice 5SS: [  238 11089 11298 14108 14597 14803 15605 15993 16569]
SMsplice 3SS: [11036 11178 14035 14454 14701 15509 15918 16475 16833]
top_k =  1000
Partition function (log Z): 12.66852017891181

Sorted 5' Splice Sites (High to Low Probability):
Position 15605: 0.9911804892595529
Position 11298: 0.9829952538932217
Position 16569: 0.9752935248365484
Position 15993: 0.9744667540892221
Position 238: 0.9030159287543688
Position 14108: 0.8674161887002606
Position 14803: 0.8452843912309713
Position 14597: 0.7102818827960147
Position 11089: 0.6638519645134588
Position 14842: 0.14209597889225897
Position 2769: 0.1275569364920354
Position 10551: 0.1154592308548332
Position 2742: 0.10282189410998542
Position 10331: 0.09734307800895958
Position 15121: 0.07318526332917032
Position 242: 0.057274279892928756
Position 8707: 0.05481585696937823
Position 9913: 0.042466061385498785
Position 658: 0.03359698667943747
Position 4927: 0.03147920546058521
Position 10612: 0.031329095487828675
Position 6328: 0.029924726072505098
Position 1766: 0.02755820692122217
Position 8004: 0.015844946702278016
Position 15126: 0.015188021261247867
Position 5584: 0.012335373753954831
Position 11891: 0.012043762572019374
Position 16381: 0.011290914658670602
Position 15984: 0.008284384166265823
Position 11973: 0.007575535129726157
Position 14950: 0.007396289285524287
Position 12926: 0.006813116401199847
Position 15657: 0.004570096347620968
Position 1411: 0.004082286417685899
Position 16177: 0.003962371382131662
Position 5221: 0.003304371554132777
Position 3976: 0.0030441079837994966
Position 5292: 0.0029505501013614103
Position 16259: 0.002941721890269063
Position 6150: 0.002690691780154364
Position 16007: 0.0024094158831963713
Position 1761: 0.002391443023642136
Position 11787: 0.002379600816857363
Position 14894: 0.0022564125642883298
Position 1646: 0.0020621229948621436
Position 9768: 0.002038656783506569
Position 16013: 0.001856573196912085
Position 1213: 0.001822701793985586
Position 588: 0.0017840146925197533
Position 5824: 0.0017312850541627747
Position 15005: 0.0015603734696010754
Position 16122: 0.0015301615057796809
Position 16619: 0.0014583341426573462
Position 2815: 0.00144705070696332
Position 16164: 0.0013901142331720915
Position 16036: 0.0013424957271758117
Position 1010: 0.0013378073085618734
Position 16749: 0.001321608582393062
Position 7317: 0.0012798621158624777
Position 6172: 0.00127638823352941
Position 8344: 0.0008253396034441663
Position 5175: 0.0007646759261780145
Position 15435: 0.0007322668830398365
Position 15607: 0.0006512335415504617
Position 14967: 0.0006393099717731897
Position 535: 0.0005909946887668685
Position 1352: 0.0005503213522443912
Position 911: 0.0005462351611587711
Position 1235: 0.0005249671509061395
Position 14601: 0.0005213426708875941
Position 1703: 0.0005059135094782602
Position 15823: 0.0004882652507324253
Position 915: 0.00046766638347409156
Position 15661: 0.0004246393577165163
Position 1726: 0.00037559352773216485
Position 16283: 0.00037238975435697694
Position 14114: 0.00036406234530200976
Position 11327: 0.00030421168463023134
Position 408: 0.000299797407281396
Position 1515: 0.00029220277048058627
Position 1745: 0.0002600498535193697
Position 15573: 0.0002515829785070063
Position 582: 0.0002465748596864497
Position 16340: 0.0002293559691768691
Position 16629: 0.0002255197545963343
Position 14308: 0.00018781257610796026
Position 12048: 0.00016281689351962253
Position 1067: 0.00014932655351508864
Position 14331: 0.0001378459755318791
Position 12437: 0.00012562428545564156
Position 569: 0.00012340355413330327
Position 202: 0.00011772361573388418
Position 16909: 0.0001104850940879301
Position 17020: 0.0001060630224268926
Position 3392: 0.0001048132345774421
Position 15846: 0.00010442264345924088
Position 2617: 9.547705037097835e-05
Position 15675: 9.031339544408077e-05
Position 412: 8.247077960883119e-05
Position 11323: 8.157278738160574e-05
Position 15317: 7.930401608116331e-05
Position 15092: 7.929666144035002e-05
Position 11743: 7.589550420300902e-05
Position 1540: 7.404706311175693e-05
Position 3059: 6.931652194794443e-05
Position 14531: 6.650778333130411e-05
Position 2969: 6.51025352510645e-05
Position 12416: 6.0383802750298114e-05
Position 5956: 6.010496896997971e-05
Position 4162: 5.9653997642436984e-05
Position 16223: 5.685183306727376e-05
Position 15100: 5.568705359116262e-05
Position 107: 5.5510584533344656e-05
Position 15096: 5.183750712639799e-05
Position 16096: 5.159748895879284e-05
Position 16395: 4.9203232251713585e-05
Position 2726: 4.7313862040451526e-05
Position 273: 4.577575669468529e-05
Position 11579: 4.482584580018198e-05
Position 544: 4.290992306322287e-05
Position 15647: 4.0404231807606e-05
Position 14301: 4.0336241117887946e-05
Position 5334: 3.644704884508325e-05
Position 4021: 3.469883589581285e-05
Position 14996: 3.4194170205804635e-05
Position 875: 2.8631234480824437e-05
Position 16296: 2.7921875861759495e-05
Position 15055: 2.6602833823621064e-05
Position 362: 2.6409276257118832e-05
Position 5372: 2.5182598508230197e-05
Position 840: 2.4019739535255227e-05
Position 15609: 2.40167701786612e-05
Position 1518: 2.3925491815906535e-05
Position 3660: 2.317378779525006e-05
Position 15220: 2.1289471147091575e-05
Position 13365: 2.100828536335515e-05
Position 1300: 2.0995245024972898e-05
Position 14726: 2.0626070110146647e-05
Position 15571: 1.9529039852696503e-05
Position 16364: 1.672178763330935e-05
Position 3744: 1.5805164704243335e-05
Position 1487: 1.4868318511384467e-05
Position 2180: 1.2142703834514544e-05
Position 16332: 1.1857845526120346e-05
Position 16270: 1.082692841641117e-05
Position 10429: 1.061844097622966e-05
Position 3850: 1.0168416352294799e-05
Position 16244: 1.0165558818552825e-05
Position 2828: 1.0139295013956786e-05
Position 1467: 1.0022603144869164e-05
Position 2746: 9.771200971762102e-06
Position 2712: 9.079700956691197e-06
Position 10546: 8.600683302632643e-06
Position 2665: 8.255360826717727e-06
Position 882: 8.246020174256683e-06
Position 12749: 8.051292566233108e-06
Position 1510: 7.722163403532724e-06
Position 15213: 6.450232040987469e-06
Position 17053: 6.443590926847201e-06
Position 1419: 5.817670973454698e-06
Position 1576: 5.676687441348261e-06
Position 2271: 4.744446827867217e-06
Position 1886: 3.91869977452068e-06
Position 15884: 3.915685648528124e-06
Position 16553: 2.722143572306549e-06
Position 15721: 2.182321526809295e-06
Position 16316: 1.978908962504602e-06
Position 5226: 1.9188059974680117e-06
Position 4993: 1.2734139824615604e-06
Position 5542: 9.53059358237919e-07
Position 5072: 8.263205441900219e-07
Position 355: 1.2618313606413368e-07
Position 606: 1.229081350203285e-07
Position 643: 7.63313533050003e-08
Position 522: 7.45650286693443e-08
Position 15: 6.873045787573495e-08
Position 296: 3.539181354962561e-08
Position 842: 3.41500947383805e-08
Position 969: 3.275450917106773e-08
Position 597: 3.130400036521816e-08
Position 1100: 2.6663493840595553e-08
Position 557: 1.631930236428441e-08
Position 860: 5.0496293400740095e-09
Position 16825: 2.0626345354453623e-09
Position 16578: 2.910130659622785e-10
Position 299: 2.5829893293779555e-10
Position 16743: 1.345498034531665e-10
Position 459: 6.326666111219959e-11
Position 16770: 4.314058886775248e-11
Position 16966: 2.737628037353757e-12
Position 16679: 1.1507509390412516e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 16475: 0.9989754561929034
Position 14701: 0.9885271230911673
Position 15918: 0.9810309496496618
Position 15509: 0.9477385022039703
Position 11178: 0.8998045007820447
Position 14035: 0.8667150396089085
Position 11036: 0.730450636849291
Position 14454: 0.6680824183899126
Position 16833: 0.5860862815833824
Position 10211: 0.24415062347590055
Position 2654: 0.23129288905487158
Position 16783: 0.1688351512233315
Position 16780: 0.15975572890144954
Position 15050: 0.056448277407681935
Position 8532: 0.04094304931658216
Position 16839: 0.03624411332621554
Position 9660: 0.02740280941612669
Position 15514: 0.02404376097356715
Position 14508: 0.020862120340856702
Position 4846: 0.020582709629642433
Position 14874: 0.020366605440955858
Position 15540: 0.01867184702180926
Position 1623: 0.018125855557318767
Position 10947: 0.016977865247357213
Position 6232: 0.015178058304303592
Position 14899: 0.014284635697670089
Position 4813: 0.012818527296011474
Position 5474: 0.01197069716470152
Position 14466: 0.011869350267189781
Position 6074: 0.011776328666634242
Position 1674: 0.010803258844057423
Position 11701: 0.010535974239691628
Position 11732: 0.010124198165497407
Position 9633: 0.009992686274464604
Position 7706: 0.007709593551702394
Position 9750: 0.007109222478414054
Position 16761: 0.006222169051266863
Position 8500: 0.0054637661365586265
Position 15796: 0.005369321353110133
