Gene = NAA50
index = 906
Annotated 5SS: [  333 22316 22853 23369]
Annotated 3SS: [22178 22732 23301 24336]
SMsplice 5SS: [  333  5015  7252 22853]
SMsplice 3SS: [ 4717  7164 22732 24336]
top_k =  1000
Partition function (log Z): -16.143598026906336

Sorted 5' Splice Sites (High to Low Probability):
Position 7252: 0.8161213290704535
Position 333: 0.7888829765062089
Position 5015: 0.7514043353103294
Position 8619: 0.5157749449383952
Position 1292: 0.37110419572951786
Position 3342: 0.18567737881244453
Position 297: 0.1666300929700499
Position 9354: 0.161443919793248
Position 4870: 0.14929818925262617
Position 12241: 0.1456853645190549
Position 7488: 0.1155915496100197
Position 7028: 0.10527000380722536
Position 6034: 0.08025293753375577
Position 3507: 0.07585214299437545
Position 2939: 0.06962116539905211
Position 1490: 0.06529645821218312
Position 6849: 0.06435447369804279
Position 4411: 0.05501070296762789
Position 10131: 0.05133959062905777
Position 693: 0.024631188629075318
Position 5310: 0.02084539285608081
Position 6637: 0.020203014645841993
Position 10340: 0.01720535576008953
Position 6086: 0.016669635885438613
Position 4816: 0.014492927987776873
Position 4142: 0.014214825402170147
Position 3376: 0.014123373493676454
Position 4837: 0.009592449551360906
Position 3389: 0.007915830546537713
Position 3593: 0.0071468553941770084
Position 1043: 0.005789153083372508
Position 1119: 0.005554586238691909
Position 6266: 0.005103887661174818
Position 561: 0.004654079518726156
Position 7823: 0.004583693738367303
Position 3443: 0.004234327230997888
Position 8925: 0.004090536077768034
Position 365: 0.0038794848761310075
Position 12547: 0.0038062651599147165
Position 251: 0.0036109304417781046
Position 1441: 0.003509940437249132
Position 9780: 0.0032123149065889974
Position 3399: 0.002771569777692555
Position 3511: 0.0027476409971595264
Position 575: 0.0021556769522945622
Position 3368: 0.001866180312850735
Position 1089: 0.0016000417743690701
Position 3816: 0.001426283518580215
Position 956: 0.0012976785786851888
Position 2426: 0.0012831563514040874
Position 2073: 0.001093394708682815
Position 8705: 0.000998588388387811
Position 1669: 0.0009444648583365717
Position 4718: 0.0008566218449691964
Position 3761: 0.0008411332500968706
Position 1311: 0.0008167231967625426
Position 294: 0.0007674901535626322
Position 3558: 0.0006768503704797748
Position 4399: 0.0006532439312516877
Position 1435: 0.0006420453337119568
Position 2186: 0.0005413588354422373
Position 866: 0.0005002509916357444
Position 4159: 0.00043973168453773033
Position 1256: 0.0004257698317927043
Position 1450: 0.00040998316093673865
Position 370: 0.00037642080708282275
Position 3246: 0.00036835865309499166
Position 1924: 0.00032668113217183885
Position 3435: 0.0003220081626641091
Position 834: 0.00031257704192348684
Position 4180: 0.00029398845803105245
Position 2520: 0.00028562516269482275
Position 3482: 0.0002733682856519382
Position 2264: 0.0002667123682462017
Position 4296: 0.00021950812427395917
Position 378: 0.000206404317254316
Position 1282: 0.00019015719562639558
Position 701: 0.0001781697355602168
Position 1055: 0.00011955707869489382
Position 743: 0.00010957141221041108
Position 1061: 0.00010565355107536565
Position 30: 8.969234274677758e-05
Position 9124: 8.616097055298844e-05
Position 4257: 8.14402126258615e-05
Position 3767: 6.818161097376205e-05
Position 4185: 6.130732393934772e-05
Position 1153: 5.658944829351606e-05
Position 2436: 5.2538349449028515e-05
Position 847: 5.231356691595545e-05
Position 941: 4.563056813798289e-05
Position 2884: 3.243864196093886e-05
Position 1494: 3.13449477180814e-05
Position 48: 3.0107910988780168e-05
Position 960: 2.8793266816557604e-05
Position 2898: 2.7447159234900967e-05
Position 1124: 2.5605300181653704e-05
Position 10467: 2.541178098790453e-05
Position 1156: 2.4910804379577774e-05
Position 2950: 2.4511836753516966e-05
Position 1169: 2.2706423418944986e-05
Position 1473: 2.196811399470242e-05
Position 2943: 1.7330875821082953e-05
Position 23: 1.7156656502481233e-05
Position 1296: 1.621623107282222e-05
Position 1137: 1.60399273337722e-05
Position 573: 1.4693190206658137e-05
Position 555: 1.3120640934617201e-05
Position 579: 1.304305025325186e-05
Position 1483: 1.2349015798249968e-05
Position 1016: 1.2224998222552764e-05
