Gene = DDX41
index = 437
Annotated 5SS: [ 551  745 1182 1351 1541 1785 2284 2554 2769 3785 4117 4459 4690 4974
 5148 5374]
Annotated 3SS: [ 633 1021 1275 1479 1647 2210 2399 2631 3621 3984 4386 4592 4823 5075
 5262 5541]
SMsplice 5SS: [ 551  745 1351 1541 1785 2554 2769 3297 3785 4117 4459 4690 4974 5148
 5374]
SMsplice 3SS: [ 633 1275 1479 1647 2399 2631 3180 3621 3984 4386 4592 4823 5075 5262
 5541]
top_k =  1000
Partition function (log Z): 35.13688525938247

Sorted 5' Splice Sites (High to Low Probability):
Position 745: 0.9983291241477782
Position 5148: 0.9970346592830766
Position 4974: 0.9814815910773322
Position 1351: 0.9416466478377793
Position 1541: 0.9370369070659641
Position 551: 0.8977962358233729
Position 4690: 0.8718983825524403
Position 3785: 0.8561738600172295
Position 4117: 0.8405983018397684
Position 2554: 0.821478499414952
Position 2769: 0.7818618224742049
Position 4459: 0.6441975385578874
Position 1785: 0.61388678501208
Position 3297: 0.4454883201517664
Position 5374: 0.4359530585886201
Position 1182: 0.3786698640141716
Position 2284: 0.34224272196177696
Position 1737: 0.32638054493141105
Position 5334: 0.2725787574322471
Position 4341: 0.2632725634083701
Position 3312: 0.18158070823219224
Position 3380: 0.14930190073862962
Position 2876: 0.145299369881898
Position 5625: 0.1433470942722418
Position 223: 0.14244689129153815
Position 5413: 0.11166089936608678
Position 4125: 0.09716771898436746
Position 5316: 0.09613609164766956
Position 2916: 0.06570064027483881
Position 1083: 0.03523741431311936
Position 1379: 0.029546835969239297
Position 2949: 0.02093313734536934
Position 3753: 0.014809020559302801
Position 5464: 0.01321058722690461
Position 5444: 0.009563515704924917
Position 1945: 0.008346585429434963
Position 3100: 0.008169761439548857
Position 1371: 0.008016705166841913
Position 5453: 0.006856938988801584
Position 173: 0.006351522734008797
Position 3035: 0.00556343814711345
Position 4078: 0.005438986678695799
Position 1774: 0.005212500760929031
Position 3483: 0.004628774080792943
Position 3683: 0.00426318538011079
Position 4057: 0.0042144322213035585
Position 2175: 0.003660931123521552
Position 4390: 0.003022750037733041
Position 5426: 0.002514224376641738
Position 3345: 0.002285352827884323
Position 3430: 0.002256833953524387
Position 3004: 0.002219951078948721
Position 909: 0.002177375503269682
Position 5435: 0.0019315453296732865
Position 2197: 0.0017251358675216342
Position 1833: 0.0016934358666519183
Position 1580: 0.00160228226755517
Position 1517: 0.0010937061975581823
Position 5354: 0.0010528843392104464
Position 3283: 0.0010502193316008575
Position 4538: 0.0010424752643776029
Position 1838: 0.0009486475698653768
Position 1356: 0.0008754810722429485
Position 1136: 0.0008748814443401017
Position 4659: 0.0008246067512385436
Position 2736: 0.0007636651386524644
Position 25: 0.0007567019033783413
Position 338: 0.0007421513259897549
Position 758: 0.0006754582794207334
Position 3575: 0.0006132074326632247
Position 425: 0.0005742404585524469
Position 2013: 0.0005699345678880636
Position 2880: 0.0005133648131420782
Position 2308: 0.0005018067053875497
Position 1359: 0.0004436177547625324
Position 5152: 0.0004380933405899675
Position 4543: 0.0004317028822163717
Position 5001: 0.0004273569155077013
Position 1549: 0.0004239562784918186
Position 4172: 0.0003764436654045444
Position 2502: 0.0003587466238422902
Position 4066: 0.00034755533801645986
Position 3117: 0.00034030502756593375
Position 3321: 0.00032775600492397183
Position 1700: 0.000321804140038605
Position 277: 0.0003215126255955291
Position 309: 0.00028747257260996025
Position 4640: 0.00028086304323450724
Position 1724: 0.00027297922456573343
Position 4696: 0.00026977983236371397
Position 3486: 0.00022427864310001533
Position 491: 0.00021378496563043058
Position 3427: 0.00020061358854023384
Position 1487: 0.00019691450271037159
Position 2812: 0.00017733643173498847
Position 4699: 0.0001684796669460029
