Gene = CRCT1
index = 409
Annotated 5SS: [51]
Annotated 3SS: [859]
SMsplice 5SS: [51]
SMsplice 3SS: [755]
top_k =  1000
Partition function (log Z): -8.091172371642388

Sorted 5' Splice Sites (High to Low Probability):
Position 51: 0.8754166410533868
Position 860: 0.20345782372282567
Position 193: 0.04993012297262259
Position 418: 0.02981096177411846
Position 23: 0.02810789884766895
Position 490: 0.0062706448581677215
Position 494: 0.004847370155576403
Position 281: 0.0028069045182392972
Position 175: 0.002129695527570799
Position 20: 0.0014711070361786264
Position 240: 0.0013700492395955315
Position 867: 0.0009202396357872273
Position 46: 0.0007507953169174488
Position 225: 0.0006372700045870429
Position 68: 0.000344509588166565
Position 82: 0.0001975446210897751
Position 1133: 0.00012827884920334058
Position 502: 0.0001115444108303618
Position 358: 8.302514217058325e-05
Position 251: 8.158551360937313e-05
Position 929: 7.040138241581789e-05
Position 55: 4.901881349947387e-05
Position 466: 4.8880519532966994e-05
Position 658: 3.972437941561713e-05
Position 441: 2.8427894079987388e-05
Position 303: 2.4588385236119476e-05
Position 903: 1.5464063860954586e-05
Position 266: 1.459455070122737e-05
Position 733: 1.4358859247962055e-05
Position 1096: 1.3878876943531099e-05
Position 618: 9.814096383539975e-06
Position 339: 9.277039103956058e-06
Position 91: 4.4837644198708455e-06
Position 572: 3.95295116959579e-06
Position 463: 3.761007240749655e-06
Position 530: 3.1733340902399678e-06
Position 570: 3.1416328112025724e-06
Position 27: 3.0939736241455537e-06
Position 461: 2.445636827858379e-06
Position 430: 2.3248699107198635e-06
Position 884: 2.192786025324134e-06
Position 1436: 7.084843490930838e-07
Position 35: 5.350120059234366e-07
Position 148: 5.049978237038908e-07
Position 660: 4.870447047517444e-07
Position 228: 4.165001934140905e-07
Position 10: 3.5084789407683995e-07
Position 591: 1.9827369629264237e-07
Position 396: 1.506265557388007e-07
Position 561: 1.406952453123058e-07
Position 676: 7.916737357284039e-08
Position 150: 3.2853482406812836e-08
Position 577: 3.091906204550117e-08
Position 342: 2.6595287640670886e-08
Position 950: 8.667212809223995e-10
