Gene = NDOR1
index = 922
Annotated 5SS: [  243   640  6930  8209  8399  8744  9022  9349  9533  9852 10136 10348
 10519]
Annotated 3SS: [  561  6831  8109  8296  8533  8899  9127  9424  9736  9988 10228 10423
 10601]
SMsplice 5SS: [  640  8209  8775  9022  9349  9533  9852 10136 10348 10519]
SMsplice 3SS: [ 8109  8699  8876  9127  9449  9736  9988 10228 10423 10601]
top_k =  1000
Partition function (log Z): 13.326457323628539

Sorted 5' Splice Sites (High to Low Probability):
Position 9022: 0.9840929458445762
Position 9349: 0.9727569856808637
Position 8209: 0.9304926356106595
Position 9533: 0.8986565644417707
Position 640: 0.8881093264430363
Position 10519: 0.8766155148122105
Position 9852: 0.81229053410807
Position 8775: 0.8120725033239771
Position 10348: 0.8059556120188622
Position 6930: 0.533808572954153
Position 10136: 0.44654899413729726
Position 8399: 0.3135728588162665
Position 1979: 0.2332286689352572
Position 7959: 0.22151496706768128
Position 4696: 0.22035005801545396
Position 243: 0.1906143784216821
Position 7541: 0.1631579272618856
Position 4038: 0.1610681906802049
Position 2155: 0.1536011066572914
Position 9662: 0.13398092057944175
Position 775: 0.0764041160978814
Position 7545: 0.07187526738225918
Position 8780: 0.06822290136660655
Position 8744: 0.0655862278688983
Position 7532: 0.062255963268344
Position 9690: 0.055858913227978875
Position 377: 0.048711899003222946
Position 4047: 0.04801629262809669
Position 10692: 0.03990898788488516
Position 8601: 0.02952598445558065
Position 9627: 0.017597745960482084
Position 9870: 0.0174767312151584
Position 216: 0.01468877041035326
Position 1727: 0.012377602066176241
Position 8970: 0.011943047840763141
Position 10012: 0.010293274248335323
Position 7255: 0.01008366802677216
Position 9601: 0.009032702347457035
Position 10352: 0.008132086763159692
Position 562: 0.008011763177128383
Position 4034: 0.007321830841242667
Position 10497: 0.006699329204613275
Position 6182: 0.006551621343301038
Position 1205: 0.006551465468272986
Position 6458: 0.006544267380934181
Position 4209: 0.005869400919732122
Position 7081: 0.005071217343566063
Position 1291: 0.004576053276376539
Position 437: 0.004504484307851457
Position 10066: 0.004185352658437906
Position 6986: 0.0035210054204483825
Position 7522: 0.0034032374456335886
Position 7413: 0.0030613269076255343
Position 1834: 0.003024033241006982
Position 7975: 0.002982296131927191
Position 10737: 0.0028399479985129214
Position 2344: 0.0027673079714122585
Position 181: 0.0021580398760147803
Position 4122: 0.0020176559945191143
Position 414: 0.001987859785226244
Position 533: 0.0018555297356655119
Position 4107: 0.001851048236147931
Position 9279: 0.001849420596452129
Position 540: 0.0018373952790551578
Position 240: 0.0018235189476014716
Position 7915: 0.0016990492472230435
Position 6379: 0.00169793074283866
Position 478: 0.0016783835471186031
Position 2007: 0.0016727572172392218
Position 4654: 0.0016458373092811964
Position 9545: 0.0016269581964307325
Position 542: 0.00155484425077216
Position 5821: 0.001507883483548199
Position 167: 0.0015068438200210473
Position 345: 0.0015060970326586146
Position 9666: 0.0014675970900842011
Position 8263: 0.0013976753558550136
Position 7455: 0.0012854174204353316
Position 6351: 0.0012768173782393443
Position 8481: 0.0012418994552239242
Position 3575: 0.0012404533411560432
Position 11082: 0.001208421429891236
Position 714: 0.0009609098323084259
Position 1647: 0.0009328261943863254
Position 8477: 0.0007977186982867327
Position 9284: 0.0007652379009693468
Position 165: 0.0007221502154061089
Position 1696: 0.0005973674801272726
Position 10084: 0.0005969627312899457
Position 544: 0.0005890144978295617
Position 7054: 0.0005502796712680152
Position 8787: 0.0005199327380325791
Position 129: 0.0004936234511369494
Position 8798: 0.00045549622993154673
Position 10858: 0.0004009804954479935
Position 9950: 0.0003986098869970899
Position 995: 0.0003640482602569299
Position 1229: 0.00034279849875085995
Position 1733: 0.0003384125165912866
