Gene = CH17-270A2.2
index = 367
Annotated 5SS: [   32 49901 50288]
Annotated 3SS: [49831 50230 50525]
SMsplice 5SS: [  212 31852 36885 37514 47739 48184 49901]
SMsplice 3SS: [31753 36779 37349 47571 48053 49831 50230]
top_k =  1000
Partition function (log Z): -30.26328776430018

Sorted 5' Splice Sites (High to Low Probability):
Position 212: 0.7826376250169735
Position 400: 0.1272310455076477
Position 725: 0.05551505949900212
Position 721: 0.04311754984697983
Position 243: 0.04037968309241414
Position 8108: 0.03599371905226071
Position 9336: 0.026414733148337734
Position 298: 0.02271609739554707
Position 10208: 0.011764779395684056
Position 13976: 0.00974061206747327
Position 12811: 0.009713496028157602
Position 6023: 0.00932454862646189
Position 4575: 0.008519834311291434
Position 9276: 0.008220813447193795
Position 14606: 0.00784523134325266
Position 3254: 0.00618413457557187
Position 6099: 0.005278896926946318
Position 10585: 0.0052699930883451495
Position 4902: 0.004905084023080678
Position 15750: 0.003300032162324692
Position 11611: 0.001468165147600997
Position 5504: 0.0013058156892612218
Position 11245: 0.0011767307828870568
Position 537: 0.0009573230651682723
Position 470: 0.0009064070888131289
Position 190: 0.0004160362046172585
Position 32: 0.00030611981292802214
Position 2975: 9.851383171246706e-05
Position 4732: 5.9726297053421544e-05
Position 160: 5.544305736287014e-05
Position 482: 4.047965049604199e-05
Position 2968: 2.4942034711710024e-05
Position 2867: 1.9596376331490266e-05
Position 458: 1.7117261470006964e-05
Position 4672: 1.4580539268831017e-05
Position 4609: 1.4356556064837015e-05
Position 2878: 1.089220688865942e-05
Position 194: 7.900395225253763e-06
Position 1073: 3.004987840049752e-06
Position 327: 2.8610374937360333e-06
Position 511: 2.134506828070373e-06
Position 1069: 1.6664792180053486e-06
Position 1002: 1.3013849595913253e-06
Position 641: 1.1696394733680514e-06
Position 227: 1.121334468579128e-06
Position 85: 4.6229699793878315e-07
Position 577: 3.395680959855233e-07
Position 602: 2.058412622029718e-07
Position 3580: 1.982160424226781e-07
Position 250: 1.4582487955966475e-07
Position 3408: 1.320766896111015e-07
Position 346: 1.232295569384206e-07
Position 354: 5.818031765473855e-08
Position 348: 4.474222415699088e-08
Position 2615: 2.241753779625146e-08
Position 600: 2.2213241504594093e-08
Position 597: 1.5742565323529446e-08
Position 1451: 1.4300700139581471e-08
Position 145: 1.3494009409372601e-08
Position 1747: 1.1693628598843376e-08
Position 2543: 7.659415468198627e-09
Position 1711: 5.879606915832667e-09
Position 94: 5.534943270300045e-10
Position 629: 2.6279443061891894e-10
Position 103: 1.8008101751664253e-10
Position 1012: 2.9184403924841733e-13
Position 920: 6.966446447735015e-14
Position 419: 5.0038143371785267e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 15444: 0.3045106214242074
Position 13859: 0.240292206609979
Position 13116: 0.06879813712121767
Position 21063: 0.0627093232711603
Position 19845: 0.05829341746438479
Position 11343: 0.04683059874917378
Position 7981: 0.04450509197572028
Position 16216: 0.02937247573846235
Position 591: 0.02843071968663369
Position 5870: 0.02041997041393613
Position 12567: 0.018621693420744434
Position 595: 0.01813046944247429
Position 3111: 0.014594533831775397
Position 17281: 0.013421777573588603
Position 9943: 0.012839608753027336
Position 14492: 0.01164432981454307
Position 2793: 0.010478509177952702
Position 629: 0.01028955731060641
Position 4561: 0.00950190666778474
Position 4825: 0.009002834105782589
Position 12734: 0.008915951671202103
Position 9152: 0.00878116025047833
Position 370: 0.00862016648525186
Position 9097: 0.008486892640205588
Position 15985: 0.007114834753440735
Position 16009: 0.006705988197385468
Position 17301: 0.006214367410418129
Position 12407: 0.006073281897149691
Position 9094: 0.006072754452880304
Position 14651: 0.005773567739053728
Position 9060: 0.0047467110181017595
Position 16315: 0.004489239137769909
Position 9234: 0.004444526546925961
Position 572: 0.004379489801854095
Position 11375: 0.004324532079006903
Position 6992: 0.004035342675480063
Position 9963: 0.003842100799548285
Position 10385: 0.0038041614658138215
Position 14020: 0.003297222712619198
Position 9132: 0.0031182387260952214
Position 14044: 0.002817663879361347
Position 11744: 0.002694347915050376
Position 10099: 0.0024784674958820787
Position 13136: 0.002476877115897182
Position 15387: 0.00244231395589197
Position 9137: 0.0023939445226617852
Position 10426: 0.002272177468755902
Position 2537: 0.0022337439857244594
Position 10096: 0.00221988667227796
Position 497: 0.0020714386558804026
Position 11984: 0.002004438985105895
Position 5201: 0.0019832595560692954
Position 15016: 0.001858187804229768
Position 14817: 0.0018328052641747152
Position 12070: 0.001794146365081409
Position 13393: 0.0016010038409052796
Position 10449: 0.0015852964276652625
Position 13112: 0.0015662208440407688
Position 675: 0.0015648274413768706
Position 1764: 0.0015332811628385938
Position 5534: 0.0014682330169315575
Position 11961: 0.0014440425596545037
Position 470: 0.0014380904409686895
Position 1141: 0.0014064060027570487
Position 5329: 0.0013554765971628372
Position 2494: 0.0013457343136265892
Position 11093: 0.0013367756015539945
Position 3011: 0.0012528210739428257
Position 12544: 0.0010801814924794094
Position 693: 0.001069821489089564
Position 3173: 0.0010185221949792031
Position 2125: 0.0010001657961006165
Position 327: 0.0009272409713919379
Position 11935: 0.00092517878290661
Position 8356: 0.0009226894161308537
Position 4194: 0.0009201107016419544
Position 10253: 0.0008817251558811904
Position 12286: 0.0008400403065169902
Position 10950: 0.0007738004041956638
Position 7065: 0.0007472340090472037
Position 1731: 0.0007221851610404927
Position 4543: 0.0007168322361498359
Position 11153: 0.0007009961993757316
Position 8507: 0.0006963633146708432
Position 2561: 0.0006828560478110989
Position 4486: 0.0006442420817691465
Position 5872: 0.0006181545202909929
Position 11233: 0.0005651352866825196
Position 2071: 0.0005248493001900229
Position 4821: 0.0005236693772635323
Position 8463: 0.0005013960715213625
Position 610: 0.000498073427056879
Position 641: 0.00044901523101598893
Position 9556: 0.0004479999242327883
Position 638: 0.00042671870443637645
Position 5581: 0.00041440167580824927
Position 8242: 0.0004042385556479144
Position 5243: 0.00040087286308412823
Position 780: 0.0003963900233077704
Position 8842: 0.00035524671060724474
Position 4414: 0.0003540057004133373
Position 396: 0.0003480363409926043
Position 10296: 0.0003455027719134553
Position 6529: 0.0003424572583851629
Position 6613: 0.0003414414444646493
Position 1924: 0.00033978427420359975
Position 3290: 0.0003119341900079082
Position 10320: 0.0002787619932610367
Position 1601: 0.0002649628375537294
Position 2043: 0.0002537508207106253
Position 1845: 0.0002432606353200211
Position 6257: 0.00024205128697792712
Position 3142: 0.00023937511306731916
Position 11127: 0.00023804735292172978
Position 1788: 0.00022627304375781072
Position 5263: 0.00021994828920437464
Position 5384: 0.0002177736082611982
Position 1352: 0.00020517414827917035
Position 9001: 0.00020394435234945475
Position 4157: 0.00019863972746882934
Position 6393: 0.0001984438373291316
Position 442: 0.00017715188490230173
Position 1223: 0.00017620356756133874
Position 5597: 0.0001673460960859465
Position 1512: 0.00016656716920363204
Position 2870: 0.00016588266475193856
Position 4984: 0.00016024195293052346
Position 4987: 0.00015364373867997227
Position 1069: 0.00014849550552025208
Position 9063: 0.00014452234876349346
Position 8760: 0.00014294475019484013
Position 2812: 0.00013813967952732342
Position 8730: 0.00013254151083747588
Position 4901: 0.00012693980035963389
Position 1355: 0.00012545893197835495
Position 7665: 0.00011915664360872337
Position 3071: 0.00011099889706924458
Position 6140: 0.00010712722002696401
Position 6967: 9.967368889993693e-05
Position 6464: 9.883175285765179e-05
Position 2809: 9.816301031082968e-05
Position 4211: 9.440114081046769e-05
Position 2020: 8.393030916030569e-05
Position 2701: 8.034790034284849e-05
Position 5800: 7.990380434468174e-05
Position 7800: 7.88248061126489e-05
Position 6544: 7.729048396347188e-05
