Gene = DPH2
index = 462
Annotated 5SS: [ 319  705 1186 2067 2331]
Annotated 3SS: [ 591  961 1382 2153 2410]
SMsplice 5SS: [ 319  705 2067 2331]
SMsplice 3SS: [ 591 1937 2153 3006]
top_k =  1000
Partition function (log Z): -1.398672368741577

Sorted 5' Splice Sites (High to Low Probability):
Position 2067: 0.9448157877763814
Position 2331: 0.8102827697010686
Position 319: 0.6353715233225786
Position 705: 0.6321721848029377
Position 1186: 0.5982921475742075
Position 267: 0.19497701733974135
Position 814: 0.19222571269961578
Position 723: 0.14070776090425743
Position 1411: 0.10632760816006107
Position 506: 0.10034899110152563
Position 2482: 0.06904511921845664
Position 1788: 0.052536483930272
Position 1748: 0.03759737848419097
Position 1217: 0.037416928972368334
Position 1721: 0.032916663789366835
Position 1159: 0.027214428101806517
Position 309: 0.022076073107736124
Position 1454: 0.022028146064411582
Position 1537: 0.010233527122011121
Position 2542: 0.006655025023526646
Position 982: 0.005294252591930735
Position 1542: 0.004461693130846927
Position 1618: 0.0037200825176861097
Position 1629: 0.002600610776028604
Position 686: 0.0019481666810123746
Position 341: 0.0018687747753429876
Position 137: 0.001837727974885498
Position 2879: 0.001689819571195507
Position 411: 0.0011646789234215336
Position 2857: 0.001089198255642253
Position 397: 0.0010348828846090427
Position 1553: 0.0009798877459129595
Position 1204: 0.0008540458240811826
Position 975: 0.000831535732459284
Position 53: 0.0007329693744793386
Position 226: 0.0005821888295050286
Position 295: 0.0005754237125756143
Position 283: 0.0005390588831227602
Position 2337: 0.000530385356830843
Position 2120: 0.0004867941697381041
Position 1149: 0.00045713468130396636
Position 969: 0.0004315036904273801
Position 1427: 0.00040201227496950787
Position 511: 0.00037230212181737333
Position 789: 0.0003571097029267645
Position 311: 0.00033135044128361447
Position 2459: 0.0001975516394755418
Position 2343: 0.0001912575618510201
Position 7: 0.00017606839050352937
Position 1895: 0.00014151350491525618
Position 666: 0.0001203152326981283
Position 2071: 0.00011653721420582755
Position 1983: 0.00011217141478845393
Position 773: 0.00010413951054709389
Position 2729: 0.0001024956579889069
Position 467: 9.716338829768896e-05
