Gene = MINOS1
index = 845
Annotated 5SS: [  120 25158 26594]
Annotated 3SS: [25109 26483 29396]
SMsplice 5SS: [  120 14626 26594 26867 29487]
SMsplice 3SS: [14508 26483 26786 29396 29791]
top_k =  1000
Partition function (log Z): -19.8729507480598

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.9136187496441796
Position 14626: 0.617620258955725
Position 6929: 0.22016667372198548
Position 8976: 0.21344843447673917
Position 12150: 0.2003871177776179
Position 328: 0.06573692486857442
Position 3982: 0.04103887235630119
Position 11491: 0.018026296966035964
Position 215: 0.016427000778296712
Position 3534: 0.011762903794203229
Position 6563: 0.010930870912968163
Position 689: 0.007466482284668265
Position 8122: 0.006107614613986302
Position 6649: 0.005506552515808012
Position 864: 0.004177086021664498
Position 2409: 0.0020763866039560457
Position 2661: 0.00206511285288542
Position 6638: 0.0018131743753564704
Position 8130: 0.0016206309641971846
Position 1152: 0.001574815203119954
Position 2517: 0.0014494140897924762
Position 4358: 0.001355387868404216
Position 374: 0.0012864093659236521
Position 544: 0.0011756118099704794
Position 153: 0.0011448923936474545
Position 47: 0.0008900341750442168
Position 6037: 0.000807450737464139
Position 8842: 0.0006452839977653078
Position 8041: 0.0005518830681503917
Position 7999: 0.0005214717474870118
Position 5032: 0.0004250000251555011
Position 5927: 0.0003034621742457789
Position 357: 2.591175733643214e-05
Position 1864: 1.0044407615174416e-05
Position 279: 5.341899582017925e-06
Position 773: 5.255608042237201e-06
Position 1858: 4.712293347172152e-06
Position 996: 4.555514077812462e-06
Position 3755: 3.959309571704635e-06
Position 3962: 3.6723682470016397e-06
Position 1842: 3.640425329215692e-06
Position 3713: 2.9234366944570295e-06
Position 768: 2.7918284771016604e-06
Position 366: 2.71041092551689e-06
Position 4: 2.3059885906382532e-06
Position 1663: 2.0873432115625735e-06
Position 1007: 1.4725710348297633e-06
Position 91: 1.3925351448397699e-06
Position 1322: 1.319331291048745e-06
Position 82: 9.988604135287664e-07
Position 107: 6.061903387749154e-07
Position 657: 4.915505794614826e-07
Position 631: 3.3196629578112037e-07
Position 3343: 3.206913508375412e-07
Position 1063: 2.8447693067248407e-07
Position 360: 1.8478844281808344e-07
Position 705: 1.4517973944235426e-07
Position 3211: 1.4245524492482215e-07
Position 806: 1.320591726014221e-07
Position 93: 1.1600766837441627e-07
Position 413: 1.07687907069554e-07
Position 883: 9.771720634684336e-08
Position 335: 9.585677330463619e-08
Position 822: 9.38187288195843e-08
Position 461: 7.30351378342144e-08
Position 458: 7.277750481880423e-08
Position 58: 6.612508484025983e-08
Position 1734: 4.765086692570349e-08
Position 1606: 3.8366126451063456e-08
Position 696: 2.7356024046370066e-08
Position 933: 2.2809712910033644e-08
Position 1799: 1.7146542784087134e-08
Position 64: 1.4947355143808763e-08
Position 528: 1.2134433066494428e-08
Position 445: 6.984089048007971e-09
Position 1218: 4.5621127363760244e-09
Position 742: 4.386195529200386e-09
Position 762: 2.141307206155515e-09
Position 720: 1.2531193563894006e-09
Position 587: 6.500934286481268e-10
Position 411: 3.599300136096481e-10
Position 340: 8.243599038522888e-11
Position 110: 7.538986735247441e-11
Position 980: 4.8439058666746065e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 14508: 0.5909399900333718
Position 12036: 0.1862981371512571
Position 18948: 0.17478523758360046
Position 25109: 0.15821583077700205
Position 22154: 0.15799685881170072
Position 6804: 0.15203999013873754
Position 8754: 0.12063300414410763
Position 15835: 0.08591085079521842
Position 17110: 0.07296571130411801
Position 6742: 0.06966238090199992
Position 14528: 0.047505891641399595
Position 17829: 0.03775549613853484
Position 8952: 0.034106857690704116
Position 14504: 0.03381725563774351
Position 21336: 0.033460538902757436
Position 8913: 0.033225660818300216
Position 8774: 0.028193824409723837
Position 16372: 0.022858859397014798
Position 11896: 0.02167607309934108
Position 3796: 0.021298617106103784
Position 14468: 0.019878995762639625
Position 17770: 0.018897217785963347
Position 18087: 0.01716538124822901
Position 13980: 0.016510966619869703
Position 11424: 0.01613716557391894
Position 10655: 0.015326438797343548
Position 6481: 0.011917566859712354
Position 251: 0.010805208954196387
Position 7908: 0.010357506052912325
Position 3822: 0.010340805857295363
Position 15776: 0.009842356381152374
Position 3434: 0.008287308567265457
Position 15073: 0.007986434222028967
Position 16216: 0.006598033688130043
Position 16789: 0.005678426413882354
Position 6495: 0.005545943897716305
Position 17510: 0.004579083862874502
Position 18972: 0.004039248961935104
Position 11360: 0.003931668035220486
Position 10691: 0.003834648157849007
Position 13247: 0.003830656664117885
Position 3839: 0.003715035376568799
Position 8552: 0.0035884434335814266
Position 3880: 0.003377664726307708
Position 13707: 0.003282264602947584
Position 18249: 0.003138455555976982
Position 8667: 0.002980053093192147
Position 4245: 0.002892819556164829
Position 13771: 0.0026120089659145743
Position 6425: 0.0024522608146139396
Position 10240: 0.002352679842299674
Position 2277: 0.0022943671467394984
Position 14564: 0.0020356406843058277
Position 9968: 0.002003625847705526
Position 6389: 0.0019810430756991913
Position 5880: 0.001799571460874204
Position 11878: 0.0017874626361018297
Position 4861: 0.001744461854829797
Position 1969: 0.001700103789646683
Position 1005: 0.0015574900460144266
Position 11539: 0.0014398539366123173
Position 10564: 0.001423730058473574
Position 3384: 0.0013561590013443138
Position 11921: 0.0013398709963913945
Position 8367: 0.001335281497085264
Position 6770: 0.0012979204543349797
Position 2556: 0.0012963620599590272
Position 3798: 0.001058206620680488
Position 2448: 0.0010086797447712032
Position 2636: 0.001001715993877523
Position 3291: 0.0009052416431898083
Position 13976: 0.0008952724449856606
Position 1945: 0.0008710707054466675
Position 3632: 0.0007845635657327456
Position 3438: 0.0007337642344219774
Position 12792: 0.0006877507698216956
Position 5952: 0.0006447434434540389
Position 9374: 0.0005921141821178961
Position 8045: 0.0005823073001414711
Position 3402: 0.0005126263081307164
Position 14430: 0.000502433198535533
Position 2251: 0.00048635154530806497
Position 629: 0.0004752439878227715
Position 13913: 0.00047062310997365565
Position 6849: 0.00041415374398200757
Position 5071: 0.000401410157181051
Position 3705: 0.0003841064932499217
Position 5283: 0.0003362609409618657
Position 5851: 0.0003291040037499596
Position 9356: 0.0003287886684215269
Position 6710: 0.00029744834030008614
Position 3888: 0.00028707405827053766
Position 12492: 0.0002786651619564167
Position 278: 0.00024070920727049453
Position 843: 0.00023768245079060248
Position 9014: 0.0002367548424312484
Position 742: 0.00022666934838108798
Position 8098: 0.0002234275250904929
Position 12202: 0.00022150488044107866
Position 3166: 0.00017445391448763468
Position 1204: 0.00016911341970272747
Position 8441: 0.00016863401564584651
Position 3656: 0.00015989389013489085
Position 7919: 0.00015490243364878564
Position 5727: 0.00015425396147545142
Position 723: 0.00015357562964930747
Position 6439: 0.0001303611072431663
Position 4789: 0.00011883026166554429
Position 1415: 0.00011465066212612817
Position 2936: 0.00011372214688735997
Position 6311: 0.00010743655123696485
Position 2090: 9.917929654932219e-05
Position 3058: 9.481003094948192e-05
Position 1727: 9.353962712892386e-05
Position 300: 8.512784095617263e-05
Position 9112: 8.124606533977004e-05
Position 710: 7.854339536173807e-05
Position 187: 7.347268590662077e-05
Position 4032: 6.571389272086832e-05
Position 7722: 6.476468276171013e-05
Position 8378: 6.240368735131208e-05
Position 1117: 6.217653860207242e-05
Position 10273: 6.213850748020884e-05
Position 5682: 5.984158610463266e-05
Position 5817: 5.691546345321878e-05
Position 4217: 5.112758542888988e-05
Position 7993: 4.892122387314037e-05
Position 1949: 4.87286939499078e-05
Position 190: 4.598861659078727e-05
Position 9341: 4.254270017817088e-05
Position 219: 4.2224227549931915e-05
Position 1099: 3.783741786467723e-05
Position 5572: 3.511076112122763e-05
Position 6091: 3.493951797170319e-05
Position 2253: 3.45484632375092e-05
Position 2656: 3.4009184648786976e-05
Position 2320: 3.22226128510413e-05
Position 5478: 3.0566077480264194e-05
Position 543: 2.6229408018475935e-05
Position 3496: 2.41736058564756e-05
Position 2403: 2.392628251979384e-05
Position 7619: 2.2432686119698906e-05
Position 2110: 2.2255049949204633e-05
Position 143: 2.089977888830542e-05
Position 4293: 1.999833693886131e-05
Position 373: 1.9919155380146924e-05
Position 7651: 1.948269215834947e-05
Position 4688: 1.901248482382491e-05
Position 257: 1.8963770260123833e-05
Position 1059: 1.8713673527483133e-05
Position 1358: 1.7958937236763188e-05
Position 2905: 1.701877320631475e-05
Position 5310: 1.683176501838102e-05
Position 5196: 1.5924343267856633e-05
Position 564: 1.5357014412946895e-05
Position 6036: 1.4838615912493845e-05
Position 1213: 1.4482390283313557e-05
Position 6689: 1.2488955445220047e-05
Position 1024: 1.2374221610380316e-05
Position 3233: 1.229288486085165e-05
Position 889: 1.22152811362852e-05
Position 6460: 1.0990729913877986e-05
Position 2516: 1.0501103872164523e-05
Position 5527: 1.0098170421100909e-05
Position 3134: 9.987793790579867e-06
Position 5779: 9.962674001338628e-06
Position 5524: 9.916291126649888e-06
Position 2787: 9.885448044903304e-06
Position 4986: 9.805831519767313e-06
Position 652: 9.768135381750676e-06
Position 5895: 9.16505889938618e-06
Position 528: 8.080935009207797e-06
Position 5626: 7.771348359023086e-06
Position 1052: 7.739231298379587e-06
Position 4018: 7.264934537884634e-06
Position 4340: 7.080185662783003e-06
