Gene = CCNH
index = 315
Annotated 5SS: [  342  1796  3730  5044  8176 11318 13626 17976]
Annotated 3SS: [ 1672  3655  4832  8011 11246 13513 17914 18534]
SMsplice 5SS: [  146   342  1796  2025  5044  7264  8176 11318 13626 17976]
SMsplice 3SS: [  238  1672  1942  4832  7124  8011 11246 13513 17866 18534]
top_k =  1000
Partition function (log Z): 10.323710334774393

Sorted 5' Splice Sites (High to Low Probability):
Position 13626: 0.997018110184795
Position 1796: 0.9762709990304175
Position 342: 0.9561893636709631
Position 5044: 0.9289034205254719
Position 17976: 0.9267507372036051
Position 146: 0.8384370528612465
Position 11318: 0.8165726390892063
Position 7264: 0.7307431811236627
Position 8176: 0.5893650140984434
Position 10236: 0.5368109944525767
Position 2025: 0.5256255238108408
Position 585: 0.4118337591705279
Position 18615: 0.2370698812871743
Position 11080: 0.18042818535385266
Position 14516: 0.1747177557668929
Position 10940: 0.17433180666616332
Position 17668: 0.16862971298855192
Position 3730: 0.16398940170254994
Position 12474: 0.15671346059710092
Position 10566: 0.15524710115545276
Position 4121: 0.14756456383140087
Position 2377: 0.12246447570766807
Position 18470: 0.11166789982861706
Position 140: 0.10373536346704013
Position 6907: 0.09403088134403784
Position 18365: 0.08954832952540569
Position 15709: 0.07247915415597958
Position 10645: 0.06584598479453314
Position 17275: 0.05345079676062977
Position 10028: 0.05303085249556937
Position 3932: 0.04495259394716996
Position 13782: 0.03878079114111481
Position 11489: 0.03398319363619504
Position 5351: 0.03245435077730124
Position 11877: 0.032151466965664614
Position 2343: 0.030942127575765255
Position 2020: 0.030498650753864938
Position 5477: 0.02879837885107342
Position 13443: 0.027410654597980276
Position 5250: 0.026325223628188846
Position 10674: 0.023724909211804566
Position 602: 0.019906275085465816
Position 751: 0.016210565606238264
Position 3734: 0.016134368228438122
Position 3850: 0.01506087743259966
Position 7399: 0.013666247449649177
Position 17409: 0.013119814488821687
Position 13154: 0.012428547673086434
Position 552: 0.011245064319951295
Position 8953: 0.010647146913542446
Position 18438: 0.010317986767754746
Position 17430: 0.009991283023028765
Position 10094: 0.0081632373515628
Position 818: 0.007952429108152647
Position 833: 0.007828512591833087
Position 1478: 0.007108974723294907
Position 18559: 0.006619027225817428
Position 7863: 0.006574682860410342
Position 4459: 0.005986062629477296
Position 12561: 0.005677844955868532
Position 8451: 0.005231517541052192
Position 347: 0.005005622992481323
Position 5322: 0.004306087283420916
Position 2649: 0.004299647095326385
Position 3657: 0.003625779788262632
Position 60: 0.0035235226969684177
Position 4471: 0.003401027201763832
Position 1744: 0.003226310538248249
Position 18477: 0.0029266567893955014
Position 8283: 0.00291232925235773
Position 7290: 0.0028681686506227396
Position 14645: 0.0025035301658426
Position 7522: 0.0023617170756351073
Position 9539: 0.0022336324644955502
Position 1104: 0.002163367205053913
Position 4341: 0.002081822463940392
Position 570: 0.0017563884941094743
Position 7327: 0.0016874830333103333
Position 773: 0.001454981123065374
Position 1295: 0.0013791648213939893
Position 152: 0.0013170791369077168
Position 1017: 0.0012652285833349294
Position 26: 0.001257893729869615
Position 2329: 0.0012215034422029649
Position 2175: 0.0011556846807638896
Position 732: 0.001044568000581347
Position 7278: 0.0010327849363104902
Position 1390: 0.0010323071059143013
Position 2424: 0.001029651822421198
Position 3811: 0.0009681353308869946
Position 7693: 0.0008393887955972701
Position 7300: 0.0008306059779592154
Position 1349: 0.0008272093754179624
Position 3118: 0.0008164951963571927
Position 2571: 0.0007869618766021261
Position 18633: 0.0005889194737925694
Position 13887: 0.0005858783627186692
Position 8622: 0.0005574322479104383
Position 6782: 0.0005354987068085414
Position 993: 0.0005349693666738257
Position 18583: 0.0005061860291583369
Position 1521: 0.0004989365201591384
Position 1004: 0.0004886968028919883
Position 1809: 0.0004613581381609293
Position 16520: 0.0004553067951362213
Position 8279: 0.00044648507943735767
Position 15735: 0.0004462328512557868
Position 3136: 0.0004335888382793397
Position 4467: 0.0004206204830625484
Position 8200: 0.0004123559638878549
Position 498: 0.00039447236235012504
Position 1555: 0.00037895185727826664
Position 7549: 0.0003713706961065781
Position 1069: 0.00032834834465958544
Position 955: 0.0003029012373678496
Position 13618: 0.00029993612762562794
Position 3551: 0.0002989460969762282
Position 460: 0.0002593790399515255
Position 605: 0.00025176766862521934
Position 14350: 0.00022653328785438164
Position 1443: 0.0002151006428107758
Position 75: 0.00020554098276259305
Position 14899: 0.00020179379308311732
Position 14828: 0.00019975383350460073
Position 1237: 0.00019044626800478475
Position 8746: 0.0001620691131407942
Position 8388: 0.00015491255123662302
Position 507: 0.00014603480340116218
Position 589: 0.0001409660718977513
Position 565: 0.0001298434785665553
Position 1102: 0.00012113031980482761
Position 16660: 0.000119297986114285
Position 14130: 0.00011046350456128607
Position 652: 0.00010991037873218092
Position 14807: 0.00010898357160531825
Position 843: 0.00010807480716946326
Position 81: 9.762919989064554e-05
Position 3064: 9.275868110178457e-05
Position 13472: 9.131499657399157e-05
Position 786: 8.412225011111432e-05
Position 503: 8.401134515618046e-05
Position 3259: 7.896060205510505e-05
Position 13681: 7.02265472991456e-05
Position 2804: 6.845170427102638e-05
Position 1758: 4.949009116283979e-05
Position 14124: 4.0786841869203505e-05
Position 5055: 3.8382520120390834e-05
Position 14406: 3.6324329356049635e-05
Position 2002: 3.479668894474327e-05
Position 375: 2.787185552356847e-05
Position 359: 2.6773376881839108e-05
Position 183: 2.496964603543598e-05
Position 1763: 1.3555998344321995e-05
Position 8852: 1.1381850671469685e-05
Position 3788: 7.020079713685317e-06
Position 1673: 4.047628753088536e-06
Position 37: 2.238449126511901e-06
Position 2319: 1.1955509393920302e-06
Position 2450: 9.843377850758952e-07
Position 189: 8.365370824994978e-07
Position 18027: 6.231290007727021e-07
Position 367: 3.46983595076794e-07
Position 211: 3.4085189867418427e-07
Position 238: 3.1946112682023625e-07
Position 154: 2.965927319426778e-07
Position 227: 2.520355083838163e-07
Position 1790: 2.0974673479672329e-07
Position 963: 1.6883381542418606e-07
Position 594: 7.833498813165934e-08
Position 714: 4.508626143417117e-08
Position 177: 2.207378371295051e-08
Position 241: 1.2071622623411e-08
Position 30: 6.9936671606322415e-09
Position 327: 6.603777452012262e-09
Position 573: 7.307777986371688e-10
Position 436: 4.5387495693309886e-10
Position 433: 6.8579249594901575e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 13513: 0.9797133546946628
Position 4832: 0.907490371145756
Position 1672: 0.9069954986202313
Position 7124: 0.7020009553936085
Position 238: 0.6652249330998675
Position 18534: 0.6542124505240435
Position 9994: 0.5447513981200445
Position 11246: 0.5421588896250391
Position 1942: 0.5212566659544604
Position 8011: 0.5051475864846607
Position 18712: 0.458882225474519
Position 17866: 0.4195336039020341
Position 17914: 0.3795031955075987
Position 11222: 0.2829049323486781
Position 268: 0.22536575204852916
Position 10777: 0.21905595486994953
Position 3655: 0.2030220849902238
Position 460: 0.1935162383928152
Position 12373: 0.16170763252116976
Position 17575: 0.15157910778170844
Position 14487: 0.141999007671912
Position 2281: 0.13410916757632796
Position 11029: 0.119098050263057
Position 418: 0.11899437561749147
Position 17900: 0.09444190428142667
Position 6828: 0.09180846036256024
Position 10554: 0.08970679300006824
Position 10343: 0.08807668636375274
Position 18250: 0.08679826832321594
Position 17173: 0.0854216955598781
Position 5144: 0.08261631866740267
Position 7980: 0.06957489640510003
Position 18193: 0.06902970572289756
Position 482: 0.06359649798803406
Position 4010: 0.05303157655528595
Position 18173: 0.051387203465130565
Position 18139: 0.04866082997752095
Position 15559: 0.04611692091624164
Position 13363: 0.045487475092430237
Position 10322: 0.04547079771425762
Position 497: 0.04515618721876926
Position 1511: 0.04398347890505359
Position 3889: 0.042267415915972814
Position 4028: 0.04119936467466974
Position 17775: 0.040726607787299335
Position 13715: 0.0324859075703248
Position 241: 0.03164716363786328
Position 10027: 0.03021360899709409
Position 3982: 0.028855212627516072
Position 11680: 0.028397638887022444
Position 1897: 0.026198038237079144
Position 1691: 0.02439470926304648
Position 14410: 0.02082756461483348
Position 7131: 0.020168478893276606
Position 18296: 0.019780163089923326
Position 10863: 0.019375050606536978
Position 18357: 0.019264311279874897
Position 15596: 0.016362216109967388
Position 9797: 0.015826763702653585
Position 10346: 0.01572755028940462
Position 8076: 0.01498729983715829
Position 11398: 0.012770735929838808
Position 17531: 0.012613078600126492
Position 7200: 0.011843135594670153
Position 15593: 0.011146009878968272
Position 7833: 0.00986973131088503
Position 7041: 0.009719272974556542
Position 8816: 0.009169528551757036
Position 11421: 0.008628940025641447
Position 4883: 0.008434459985614396
Position 547: 0.008357592681550589
Position 2263: 0.007867801486238366
Position 18501: 0.007317737690318853
Position 665: 0.006953954943722462
Position 14370: 0.0069263664330075
Position 3848: 0.006479992247902883
Position 1878: 0.006398095278675859
Position 1437: 0.0059504803120486215
Position 3766: 0.005863001717341257
Position 13104: 0.005749247666343779
Position 13088: 0.005263206792148387
Position 10116: 0.005102447936031063
Position 4373: 0.0050441856106561295
Position 662: 0.0050406477848006295
Position 936: 0.004979552698839302
Position 9829: 0.004660141837593338
Position 514: 0.004654111960415614
Position 14303: 0.004647925690921929
Position 2553: 0.0044256273344830625
Position 196: 0.004414963264289501
Position 18118: 0.004385070081556494
Position 719: 0.0042972239960633865
Position 7184: 0.004209126702845166
Position 4974: 0.004124204599534848
Position 4890: 0.004046946611324813
Position 5012: 0.003998352122678238
Position 5317: 0.003918827071010985
Position 2221: 0.0037105289720106515
Position 573: 0.0036198926355280737
Position 3769: 0.00338558381936533
Position 17667: 0.0033702951731140515
Position 8233: 0.0033662067496037992
Position 13717: 0.0032234424667288617
Position 17463: 0.0031994648866752653
Position 18465: 0.00310646910956885
Position 14633: 0.0030831111948655624
Position 1057: 0.0030435872596569873
Position 2234: 0.0030354842203125037
Position 634: 0.0029290196565133863
Position 4326: 0.0029112615106761247
Position 17125: 0.002820219312887269
Position 4251: 0.0027852027832075232
Position 9921: 0.0027442621788534433
Position 1911: 0.002741246081025573
Position 13743: 0.0024075328142457676
Position 7441: 0.0023976663652170507
Position 2210: 0.002295407606520032
Position 3920: 0.002276622994974509
Position 11698: 0.00212297320992354
Position 18391: 0.0019931755988019857
Position 2191: 0.0019830745963482425
Position 3624: 0.00195747311920003
Position 17314: 0.0019363312046679064
Position 1407: 0.001911997107695607
Position 7785: 0.0018919584521240032
Position 16402: 0.0018302722463430627
Position 5298: 0.0017595519701756742
Position 4073: 0.0017106480860326614
Position 6887: 0.001651209189656146
Position 6871: 0.001622488964950973
Position 14211: 0.0016149518238187071
Position 5181: 0.0015989164646131038
Position 651: 0.0015932628775643986
Position 13025: 0.001412972886592017
Position 14049: 0.0013480663558117722
Position 11729: 0.0013056470756220935
Position 278: 0.0012848912491603011
Position 10813: 0.0012559875962974414
Position 1185: 0.001161100268634442
Position 7145: 0.0011362834366333832
Position 9246: 0.0010985860778784146
Position 3405: 0.001087962948242784
Position 14463: 0.0010849280457963862
Position 1771: 0.0010686254957948229
Position 1712: 0.001061819542111941
Position 16989: 0.0010501477356574386
Position 7520: 0.0010108888728911638
Position 1980: 0.0010083246030303712
Position 1599: 0.0009882691335189227
Position 316: 0.0009689279434773366
Position 13550: 0.0008884704405532913
Position 8794: 0.0008822130122199125
Position 9407: 0.0008780064848170442
Position 1702: 0.0008749402132696046
Position 13847: 0.000855719699039979
Position 5203: 0.0008001771560432832
Position 3946: 0.0007971621630166808
Position 367: 0.0007207696067418548
Position 698: 0.000707616687327799
Position 1531: 0.0006206222990840799
Position 5262: 0.0006126084855915321
Position 2980: 0.0006058494067814232
Position 3037: 0.0006023561076546665
Position 16037: 0.0005673401492611589
Position 2069: 0.0005599442345881415
Position 8509: 0.0005574322479104388
Position 18744: 0.0005335721038836976
Position 3701: 0.0005206200871692435
Position 6665: 0.0005183846076924829
Position 14214: 0.0005155949410832347
Position 18538: 0.0005154638371252156
Position 13951: 0.0005012412693743288
Position 5365: 0.0004898185305800875
Position 272: 0.0004686282177035616
Position 4294: 0.00046800016807189407
Position 8840: 0.000431132142256831
