Gene = SCNM1
index = 1230
Annotated 5SS: [ 162  500  981 1177 1373 2297]
Annotated 3SS: [ 428  891 1078 1283 2101 2943]
SMsplice 5SS: [ 162  500  981 1177 1373 2297]
SMsplice 3SS: [ 428  891 1078 1283 2151 2943]
top_k =  1000
Partition function (log Z): 10.45437019595022

Sorted 5' Splice Sites (High to Low Probability):
Position 981: 0.9919034217220347
Position 500: 0.9910342853400639
Position 2297: 0.9840090606786417
Position 1177: 0.9833430998830258
Position 1373: 0.6492025043579099
Position 162: 0.5862560652234973
Position 211: 0.3275643728971443
Position 1395: 0.19584000654844316
Position 168: 0.07101000268419076
Position 2978: 0.05104040774224054
Position 751: 0.020788655618763426
Position 2644: 0.018206383246343667
Position 2301: 0.006056951105200104
Position 819: 0.005621418448194833
Position 2993: 0.0049414697275201305
Position 2602: 0.004743134375562682
Position 3178: 0.0034631752117350984
Position 538: 0.003015246790543658
Position 1559: 0.002951068246432425
Position 2876: 0.0028028268144407683
Position 1195: 0.002300145882988437
Position 3687: 0.002013983285502134
Position 2874: 0.0019870601680485726
Position 1775: 0.0011307098779990308
Position 1650: 0.001088163607358357
Position 255: 0.0010845310023584328
Position 108: 0.001030765904233414
Position 1577: 0.0009593407708307465
Position 2970: 0.0009387378469050289
Position 1441: 0.0008882665566731159
Position 923: 0.0007998173099243357
Position 2646: 0.0007320193940600037
Position 3082: 0.0006072058424273178
Position 985: 0.000522896786821773
Position 4021: 0.0004406009397564944
Position 1367: 0.0004386554641961213
Position 1657: 0.0004195569010800498
Position 330: 0.0003319539370093255
Position 2036: 0.00028074819252991816
Position 287: 0.000268170318137664
Position 48: 0.0002631853623305104
Position 2444: 0.0002588966725956609
Position 153: 0.00021763484810707274
Position 1732: 0.00021250741908416967
Position 794: 0.00018550065585373922
Position 1609: 0.00016918923884853197
Position 1634: 0.0001465286327259884
Position 584: 0.00013034045130466606
Position 789: 0.00012451571541260108
Position 1519: 9.983675609520398e-05
Position 305: 9.323951455212861e-05
Position 2494: 7.980803068203778e-05
Position 2998: 6.285237446441755e-05
Position 727: 6.159976757322277e-05
Position 767: 6.125885494717667e-05
Position 1767: 5.5979405609829646e-05
Position 2832: 4.670284006292269e-05
Position 778: 4.1473759171609306e-05
Position 2568: 3.980935268057284e-05
Position 628: 3.770960012803573e-05
Position 290: 3.687054802125068e-05
Position 2462: 2.925223159302403e-05
Position 2572: 2.8380893279340233e-05
Position 592: 2.576793982653542e-05
Position 1445: 2.380786264605438e-05
Position 530: 2.2942276566468967e-05
Position 2547: 2.2493046325568523e-05
Position 2314: 2.2350726494978418e-05
Position 197: 2.1790047707308678e-05
Position 2690: 1.9406582039073883e-05
Position 662: 1.905274349431351e-05
Position 105: 1.7940211099187658e-05
Position 2116: 1.4998932703682232e-05
Position 1846: 1.4893175839805822e-05
Position 2631: 1.3127220454047902e-05
Position 142: 1.1147630391183712e-05
Position 2777: 1.1015747324020001e-05
Position 2619: 1.065343770858652e-05
Position 1865: 9.824426177132531e-06
Position 1978: 9.03627274525219e-06
Position 2859: 8.671920450177687e-06
Position 2673: 7.166415234006705e-06
Position 1188: 5.320055067997347e-06
Position 1742: 4.7835713190295336e-06
Position 1726: 4.691143638417266e-06
Position 113: 4.670875983620402e-06
Position 61: 3.4917254610319512e-06
Position 1199: 3.4121075297725305e-06
Position 2124: 2.4937816408657207e-06
Position 1830: 2.1276731052773924e-06
Position 1197: 1.953277869526011e-06
Position 976: 1.851825572282963e-06
Position 957: 1.3044717640956961e-06
Position 705: 1.1732369510246137e-06
Position 318: 1.0926364772669532e-06
Position 2558: 7.037041499252749e-07
Position 1433: 6.822087271672737e-07
Position 1667: 6.707198930820149e-07
Position 2179: 6.480536597901005e-07
Position 31: 6.345291254913774e-07
Position 513: 5.566806403389988e-07
Position 1532: 5.360062174161441e-07
Position 285: 4.662930282127845e-07
Position 2154: 4.2656936956710034e-07
Position 227: 3.5469706501796294e-07
Position 2167: 2.868594684727969e-07
Position 457: 2.827450312833252e-07
Position 2219: 2.4582917504460475e-07
Position 438: 2.118616102679006e-07
Position 647: 1.9003243118302968e-07
Position 2538: 1.4815393848887688e-07
Position 2514: 1.4157722327227812e-07
Position 2629: 9.402252838936744e-08
Position 3605: 6.879993409400031e-08
Position 400: 5.240328542542612e-08
Position 1042: 4.9729368934958434e-08
Position 1264: 4.669340649455814e-08
Position 1443: 1.0241770653098889e-08
Position 1465: 7.719028999761648e-09
Position 900: 2.877811631185854e-09
Position 1351: 4.301106822123335e-10
Position 1321: 2.6953567750585164e-10
Position 1563: 1.547644803599266e-11
Position 1659: 5.2590327137277637e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 1078: 0.9883017868053879
Position 891: 0.9736838290457163
Position 428: 0.9673839078196228
Position 1283: 0.8196650499305658
Position 2943: 0.6381094909818246
Position 2151: 0.3544111616882991
Position 2082: 0.26146739307495087
Position 2210: 0.20685815774899455
Position 2386: 0.1796875587425184
Position 2101: 0.16745943511268307
Position 2412: 0.06891769722275017
Position 3852: 0.06438317221656932
Position 2780: 0.0371128240309999
Position 577: 0.028648325385590055
Position 328: 0.015209671247580535
Position 3130: 0.01154692107490951
Position 4137: 0.010025791839440662
Position 1086: 0.009041825192325645
Position 3227: 0.008985718616218233
Position 1301: 0.00839735123317771
Position 2786: 0.00790299261833792
Position 3969: 0.00682901142368382
Position 716: 0.006824336304834346
Position 3820: 0.006198781518816818
Position 3545: 0.006151158498483926
Position 620: 0.005662655899934346
Position 2960: 0.005108030268950421
Position 2706: 0.004176934674606867
Position 3107: 0.0040459592034004736
Position 1319: 0.003957824564078042
Position 1333: 0.003609390268059784
Position 1541: 0.002543902507507442
Position 3223: 0.0024587934944247133
Position 1351: 0.0023336128434375087
Position 2392: 0.0021100717886270728
Position 3921: 0.001983614650499183
Position 962: 0.0018248543575156875
Position 3385: 0.001738804588852773
Position 3723: 0.001630175456470657
Position 1985: 0.0013360973654072217
Position 2903: 0.0013036458753449148
Position 3138: 0.0011463773649508914
Position 2857: 0.0010964179529406185
Position 3899: 0.0010929900685897748
Position 4185: 0.0010644463112253128
Position 3177: 0.0010416693624290658
Position 2782: 0.0008931382172398277
Position 2806: 0.0008849565856360481
Position 3388: 0.000872551535425961
Position 602: 0.000868351432506805
Position 2153: 0.0008370046796662207
Position 3882: 0.0008141246810009373
Position 3590: 0.0007890775117285193
Position 3465: 0.0007673425640781585
Position 2601: 0.0007376246350640348
Position 1676: 0.0007350790209177899
Position 4118: 0.0006987960771059958
Position 3479: 0.0006376256689193115
Position 3678: 0.0005779891021020019
Position 2485: 0.0005094626694271513
Position 2643: 0.00046456536072858785
Position 2550: 0.00044446587933885006
Position 645: 0.00043536745103905434
Position 583: 0.00042684562591396456
Position 4165: 0.0004160708675227968
Position 3652: 0.0003612187054297163
Position 834: 0.00035568977696928407
Position 812: 0.00034551631011810673
Position 3247: 0.00028530205248619624
Position 751: 0.0002800354235074484
Position 3854: 0.00026522840047287324
Position 2576: 0.00025960451122160046
Position 3321: 0.00024756261494934725
Position 3927: 0.00022873387749654692
Position 2547: 0.00022175853135344693
Position 1941: 0.00020910861822006474
Position 2106: 0.0002062017245399976
Position 3297: 0.00020257209315255583
Position 4100: 0.00018528650829811974
Position 3752: 0.00017601296101402484
Position 453: 0.00016356258616501837
Position 1321: 0.00015948675810119423
Position 1104: 0.00015199328884553569
Position 3410: 0.00014860666588747802
Position 1945: 0.00013322768141861078
Position 1463: 0.00011111106104967171
Position 4173: 0.00011004089940131175
Position 2251: 0.0001064626537936986
Position 785: 8.886335920064544e-05
Position 1367: 8.871274672315666e-05
Position 4145: 8.537026687631428e-05
Position 260: 8.495129364278794e-05
Position 3499: 8.243622506429951e-05
Position 2167: 7.74590270368045e-05
Position 2174: 7.633629302659722e-05
Position 1484: 7.466200314472883e-05
Position 433: 7.408065647891213e-05
Position 804: 6.931228449979643e-05
Position 3774: 6.801154268715771e-05
Position 3686: 6.542217846516356e-05
Position 1101: 6.486343400783734e-05
Position 1645: 6.149327576717429e-05
Position 4002: 6.123976301103017e-05
Position 4069: 6.097082793912979e-05
Position 3906: 6.031859242517492e-05
Position 2035: 5.728399209583833e-05
Position 2619: 5.6527112698670054e-05
Position 721: 5.5532310580832024e-05
Position 3365: 5.521739883088684e-05
Position 3229: 5.154698562518631e-05
Position 2468: 4.797096036014166e-05
Position 3793: 4.794641242374047e-05
Position 2235: 4.760992930043496e-05
