Gene = SLC51A
index = 1271
Annotated 5SS: [  247  1433 10616 11234 11770 12417 13558 16021]
Annotated 3SS: [ 1337 10460 11159 11610 12304 13410 15914 16558]
SMsplice 5SS: [  247  1433  1845 10616 11770 12417 13558 16021]
SMsplice 3SS: [ 1300  1727 10460 11610 12304 13410 15914 16669]
top_k =  1000
Partition function (log Z): 7.218405680630456

Sorted 5' Splice Sites (High to Low Probability):
Position 247: 0.9962223361429347
Position 1433: 0.9860962143644321
Position 11770: 0.9786976893856035
Position 10616: 0.8767291211538772
Position 12417: 0.8380004557680077
Position 16021: 0.6951894157784198
Position 1845: 0.61517472866858
Position 11234: 0.5136492720986175
Position 13558: 0.4405312859260737
Position 3089: 0.29913311270541865
Position 3099: 0.2930848785611588
Position 546: 0.2127100113903247
Position 13520: 0.17899346409730088
Position 12114: 0.14349660545073809
Position 589: 0.1090623332215193
Position 15806: 0.10732593416547734
Position 403: 0.0996639759686569
Position 9293: 0.08416719272151256
Position 634: 0.0838706516564111
Position 12428: 0.07530032469121999
Position 14727: 0.0709803660805375
Position 14974: 0.062310103648679296
Position 11537: 0.05119811622435535
Position 469: 0.026120052250949273
Position 15970: 0.020102868188936477
Position 7498: 0.019890037172390927
Position 13618: 0.01802116394076653
Position 538: 0.016616024300939693
Position 11786: 0.015644959899653692
Position 1867: 0.013025110876403963
Position 419: 0.008995190061595371
Position 2272: 0.007973300456851724
Position 16431: 0.007515805657072134
Position 407: 0.006621137340612055
Position 15208: 0.00588200891525665
Position 16647: 0.005434797954700481
Position 13614: 0.004741115823585112
Position 388: 0.003839079325838445
Position 16013: 0.0037219190037595115
Position 12674: 0.0036898373014511696
Position 12372: 0.0036587242958046814
Position 16642: 0.003409191784613391
Position 10671: 0.003313516856859644
Position 542: 0.0031419991981828646
Position 2707: 0.0030786076092992726
Position 16697: 0.0029796644833542736
Position 3640: 0.0027965810633875485
Position 2287: 0.0025420782881059537
Position 3240: 0.0024469121981291887
Position 6865: 0.0023041708264025145
Position 11295: 0.0022597798461767914
Position 12644: 0.002120204150152346
Position 9061: 0.001927396840854182
Position 15045: 0.0018157005818272484
Position 14453: 0.0017279211777014919
Position 251: 0.0015142112371779226
Position 7968: 0.0012248580644918948
Position 7978: 0.0011883871093038216
Position 11884: 0.0011736745678450763
Position 5161: 0.0011001992023437794
Position 675: 0.0008928219941654891
Position 14216: 0.000810453052250251
Position 3353: 0.0007763489401801685
Position 13291: 0.0007012995896263095
Position 12053: 0.0006868007911295357
Position 14388: 0.0006845810259035891
Position 7074: 0.0006582089554005477
Position 21: 0.0006578282171155413
Position 12190: 0.0006307801289167335
Position 7960: 0.0006048531833001915
Position 8833: 0.0005962573339781279
Position 3952: 0.0005950558446646497
Position 8043: 0.0005142480576549781
Position 1338: 0.0004353315142757002
Position 6115: 0.0004191189548435897
Position 3103: 0.00040713927890608106
Position 12062: 0.00038491010479035594
Position 2340: 0.00037836503351841523
Position 3575: 0.00037278491332115967
Position 12233: 0.00029854406624867124
Position 9446: 0.00026504136177692074
Position 10742: 0.00025268053883940937
Position 2364: 0.00022977271948463384
Position 16836: 0.0002166884408807061
Position 1606: 0.00020532160823675017
Position 1360: 0.00019750723465717157
Position 13153: 0.00015841705072611807
Position 2541: 0.00015417253635915568
Position 7482: 0.00015157675727363418
Position 6755: 0.0001485586886943247
Position 8657: 0.00013329723854479714
Position 40: 0.00011676744595711607
Position 1997: 0.00011144758253128146
Position 2495: 0.00011112242372155494
Position 455: 9.663656822958075e-05
Position 177: 8.132918529318866e-05
Position 14260: 7.708503888201665e-05
Position 1757: 6.910262471034357e-05
Position 12068: 5.484720846564488e-05
Position 1602: 4.812056903657087e-05
Position 1619: 4.7370072843474e-05
Position 897: 4.559581994033881e-05
Position 1965: 4.18998223065342e-05
Position 11711: 3.428389603761921e-05
Position 12266: 3.403305863799095e-05
Position 1836: 3.306154216342386e-05
Position 2209: 3.271696822115482e-05
Position 2711: 3.266746477042912e-05
Position 2200: 2.2104072737577247e-05
Position 1437: 1.9976124816212514e-05
Position 1765: 1.886568267457277e-05
Position 3259: 1.8195054091286603e-05
Position 1839: 1.4939181211758207e-05
Position 2047: 1.2819270921440986e-05
Position 2664: 1.197424119151709e-05
Position 1784: 1.0386931125296888e-05
Position 5100: 8.131868990646016e-06
Position 421: 7.159411622342746e-06
Position 4488: 6.307410717035942e-06
Position 2428: 5.915546365210744e-06
Position 1553: 5.5271806070873315e-06
Position 380: 4.312976835045441e-06
Position 1610: 3.939500290690915e-06
Position 752: 3.535441832401722e-06
Position 3157: 3.3345072301476647e-06
Position 6162: 2.963050454888254e-06
Position 1656: 2.3805560695100827e-06
Position 966: 2.295086755810022e-06
Position 1951: 2.015616381328324e-06
Position 3760: 2.0025649356537333e-06
Position 1518: 1.9198316229994116e-06
Position 979: 1.606416027390157e-06
Position 593: 1.3980365188470725e-06
Position 3060: 1.2260342565460563e-06
Position 2970: 1.038341533926176e-06
Position 3136: 7.660180495242195e-07
Position 3075: 7.411471235872416e-07
Position 837: 6.88896109447983e-07
Position 824: 6.632775754860222e-07
Position 816: 5.92666519953171e-07
Position 1953: 2.2074998472114623e-07
Position 289: 1.8694251721291026e-07
Position 2039: 1.1876621099493301e-07
Position 1961: 9.802550876318914e-08
Position 2094: 2.6178487787015975e-08
Position 2121: 1.2094337951251332e-08
Position 275: 7.564587195610916e-09
Position 486: 1.904965135336846e-09
Position 1568: 4.424060057128154e-10
Position 310: 1.0243672555342874e-10
Position 1555: 6.680832125130895e-11
Position 1245: 3.0263441045095635e-11
Position 1878: 1.5038479719053244e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11610: 0.9481952180509206
Position 15914: 0.931505776468456
Position 12304: 0.9009264261021883
Position 10460: 0.8210481009003113
Position 13410: 0.6245462963235082
