Gene = UBE2H
index = 1519
Annotated 5SS: [   447  72055  73382  94048  95439 113743]
Annotated 3SS: [ 71977  73306  94007  95385 113613 117887]
SMsplice 5SS: [   447  31819  43203  55849  73382  94048  95439 103976 113743 114630]
SMsplice 3SS: [ 31709  43041  55698  73306  94007  95385 103871 113613 114364 117887]
top_k =  1000
Partition function (log Z): -65.63001901866859

Sorted 5' Splice Sites (High to Low Probability):
Position 447: 0.6640402250501654
Position 68: 0.3118040684012211
Position 3991: 0.1416216197023676
Position 2896: 0.11332185911999197
Position 7593: 0.1074578481995745
Position 1154: 0.02341783945218947
Position 7359: 0.023411840240630612
Position 678: 0.022053988954824227
Position 489: 0.016763623421080925
Position 4901: 0.01547065792688308
Position 4027: 0.012732835883872829
Position 60: 0.010469452844390437
Position 3011: 0.008557257862306092
Position 475: 0.006323479480502609
Position 3594: 0.0062983784730304415
Position 1238: 0.0059524781477126604
Position 1672: 0.005667240218775947
Position 1232: 0.004932633962820225
Position 3: 0.0046525589636805765
Position 1243: 0.003880606795254197
Position 2891: 0.0038040998002598163
Position 5870: 0.002720388654566612
Position 1479: 0.0026510687038668436
Position 4396: 0.0021182035885784043
Position 7679: 0.0018479558826794498
Position 5874: 0.001759104944743188
Position 4006: 0.001491332055192819
Position 5703: 0.0012770856585711157
Position 5736: 0.00127080971959212
Position 436: 0.0006712664319934715
Position 1467: 0.0006342634196323871
Position 789: 0.00028167535710043787
Position 2730: 0.0002550710278776203
Position 479: 0.00019335808216945017
Position 3319: 0.00018605964047969738
Position 2998: 0.00017853908546964925
Position 3315: 0.00017656624447126508
Position 238: 0.0001683926902348938
Position 477: 0.00012610380657808947
Position 1150: 0.00011085708829525746
Position 1102: 7.86369144126913e-05
Position 439: 6.411473859345868e-05
Position 1794: 3.532419220797746e-05
Position 196: 3.0486283613801185e-05
Position 1016: 2.8179963993316483e-05
Position 1765: 2.7921535140412458e-05
Position 1810: 2.5915584219790406e-05
Position 228: 2.5421647467129708e-05
Position 2707: 1.617403066377548e-05
Position 2758: 1.465053388449421e-05
Position 3351: 1.0164759221208066e-05
Position 2816: 8.637642343865968e-06
Position 1005: 8.26861353856869e-06
Position 407: 7.745859702598262e-06
Position 286: 7.5096965123489025e-06
Position 491: 7.370896705686277e-06
Position 1883: 3.9301738181654185e-06
Position 1429: 3.6126350545173167e-06
Position 4718: 2.2006397804349692e-06
Position 72: 1.9093262623064246e-06
Position 552: 1.5953391183951316e-06
