Gene = HMP19
index = 659
Annotated 5SS: [  240  1281 18712 58735]
Annotated 3SS: [ 1129 18627 58623 61709]
SMsplice 5SS: [  240 16741 17042 18712 20676 24263 42554 43796 58735]
SMsplice 3SS: [16586 16851 18627 20599 24125 42448 43684 58623 61709]
top_k =  1000
Partition function (log Z): -18.311699999830093

Sorted 5' Splice Sites (High to Low Probability):
Position 18712: 0.997486613253894
Position 240: 0.9682986095124779
Position 24263: 0.952407146378205
Position 20676: 0.7081913099227265
Position 1281: 0.5877680978907444
Position 16641: 0.40385198618876056
Position 36104: 0.33598742496013434
Position 16741: 0.2816384012736457
Position 1464: 0.28070554964991595
Position 22133: 0.20342492286437955
Position 37712: 0.16103901744265142
Position 723: 0.14608204447845202
Position 32244: 0.11117038530715025
Position 1626: 0.10417277343105344
Position 17042: 0.08701638556737558
Position 20801: 0.07924565476339787
Position 23300: 0.05373726053520019
Position 23318: 0.04845049915503993
Position 728: 0.04721020865890536
Position 23265: 0.02985568582897046
Position 27: 0.027895681743815504
Position 23212: 0.027313688162655867
Position 23159: 0.024820582939989785
Position 22636: 0.023780477085033055
Position 21769: 0.021809464992827227
Position 23247: 0.021392395252068337
Position 761: 0.019880289132979467
Position 23194: 0.019062435077814355
Position 19040: 0.01703538012683203
Position 22293: 0.016605144515565714
Position 1921: 0.016453540729111423
Position 23353: 0.013173128144020036
Position 4091: 0.011709468888037741
Position 21204: 0.011448845242800888
Position 7223: 0.010792889134652709
Position 2883: 0.010635869098636635
Position 19093: 0.010400846457715444
Position 559: 0.010334871248198863
Position 22165: 0.010046593485701671
Position 4568: 0.009888536261587044
Position 9267: 0.007267555380817862
Position 2857: 0.0071597168611841
Position 2525: 0.0071017132878148
Position 6484: 0.006083958204044261
Position 19292: 0.0059212554310036
Position 812: 0.005867296753365567
Position 23141: 0.0054686464867257775
Position 32251: 0.005360666800465437
Position 4358: 0.004977535493083892
Position 29058: 0.004603178447089123
Position 678: 0.004231368115542035
Position 21765: 0.004220449885387771
Position 21470: 0.003700743265832074
Position 23762: 0.00350012714315042
Position 22091: 0.003325810178139064
Position 21687: 0.003309699426283806
Position 244: 0.0032925492853355287
Position 20719: 0.003145011138567067
Position 1248: 0.0028750916041689854
Position 22537: 0.002749969148854245
Position 24257: 0.0025988760116910222
Position 23754: 0.0025929248559031265
Position 22929: 0.0025082823440226365
Position 22982: 0.0024417423664932223
Position 23106: 0.0023868276087541966
Position 20793: 0.002373868882389573
Position 839: 0.0017685906984198536
Position 21328: 0.0016962712724980888
