Gene = PERM1
index = 1012
Annotated 5SS: [2149 4531]
Annotated 3SS: [4404 4759]
SMsplice 5SS: [ 268 2149]
SMsplice 3SS: [2048 4759]
top_k =  1000
Partition function (log Z): -6.586245565894362

Sorted 5' Splice Sites (High to Low Probability):
Position 2149: 0.9391299833930165
Position 268: 0.5311388321758267
Position 451: 0.508825570046204
Position 4813: 0.41036489890365274
Position 4531: 0.2615673190473192
Position 252: 0.10884215824416758
Position 1810: 0.05949079447553419
Position 691: 0.04798786371632982
Position 5074: 0.032091754219823666
Position 754: 0.02978271762203747
Position 722: 0.026173272741919894
Position 5060: 0.024692699848903998
Position 260: 0.02459540488478584
Position 4924: 0.020954542613877844
Position 295: 0.02059181732468415
Position 1844: 0.014148669704135267
Position 1509: 0.011937192934551278
Position 561: 0.007840152850616877
Position 5383: 0.005442704649733961
Position 577: 0.005395925323776971
Position 1880: 0.004327653936235394
Position 388: 0.0038100388649788385
Position 2720: 0.0032071542279000103
Position 1974: 0.0025347788504129004
Position 5101: 0.0019363291861121238
Position 4388: 0.0013685590295069827
Position 4488: 0.0013059699934669375
Position 4537: 0.0010082389906324912
Position 1422: 0.0009688473596850624
Position 2741: 0.0009321377050074494
Position 5093: 0.0008847133364423071
Position 2566: 0.0006577194009181381
Position 1272: 0.0006376877593483193
Position 4711: 0.0005755624098242701
Position 5693: 0.0005340387701193233
Position 5570: 0.0005325838227864298
Position 2773: 0.0003868948278501751
Position 1480: 0.00036648822454408406
Position 2726: 0.0003399136586857938
Position 2681: 0.00030450781485160137
Position 5689: 0.00027242527260009557
Position 565: 0.00026225893311927805
Position 2844: 0.00022338615346977316
Position 4600: 0.00018476944313685283
Position 1707: 0.00014976198934669535
Position 680: 9.489917430629818e-05
Position 2711: 9.202970340142734e-05
Position 2066: 8.99979567608143e-05
Position 71: 8.27857467795304e-05
Position 1404: 7.997931241520234e-05
Position 1491: 6.603693579629775e-05
Position 121: 6.326348866208459e-05
Position 2115: 5.886158222561303e-05
Position 73: 5.86660149583865e-05
Position 314: 5.8016281783869494e-05
Position 2806: 4.7945862218431434e-05
Position 2454: 4.5012378223168824e-05
Position 473: 4.3044320983990143e-05
Position 14: 3.9076176395683165e-05
Position 3421: 3.392558519562299e-05
Position 1427: 2.837683740438576e-05
Position 3453: 2.0968019723644545e-05
Position 884: 1.784267152041389e-05
Position 3389: 1.1120717185630647e-05
Position 2698: 8.824289441619298e-06
Position 116: 8.017621232203979e-06
Position 3485: 7.95739332251617e-06
Position 2850: 6.7647812780477854e-06
Position 4990: 4.187640981865065e-06
Position 21: 3.683584105432284e-06
Position 31: 3.4974633161337896e-06
Position 50: 1.664555540957469e-06
Position 154: 7.463376078679328e-07
Position 1200: 3.456154587470494e-07
Position 371: 3.007637980430534e-07
Position 234: 2.2019211565744089e-07
Position 466: 4.801456983347406e-08
Position 145: 2.7852346855177643e-08
Position 276: 5.4642185392177614e-09
Position 729: 5.364755859614077e-09
Position 338: 4.788198034631376e-09
Position 395: 5.991180592982408e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2048: 0.9392791814564272
Position 4759: 0.5187591959986138
Position 4643: 0.31587967351408414
Position 358: 0.18757873828393018
Position 5246: 0.18134488438911295
Position 5433: 0.13452226889024615
Position 4441: 0.1342169010060646
Position 4470: 0.09890105996069645
Position 608: 0.07755798790609869
Position 4972: 0.07280884051780735
Position 5155: 0.06978570576994138
Position 5499: 0.04308927474140336
Position 1655: 0.040437022658620765
Position 4404: 0.037898332633513436
Position 5382: 0.03010860104132433
Position 4812: 0.023511467228992684
Position 1745: 0.01601749647708185
Position 1390: 0.014407972827452457
Position 4373: 0.014074191534684467
Position 367: 0.012214940522974624
Position 4707: 0.01167498744219772
Position 637: 0.010752328048651857
Position 5159: 0.010525417686304335
Position 4445: 0.009692424075725186
Position 330: 0.0071173333166045715
Position 1723: 0.006893004784725785
Position 4688: 0.006647025220969159
Position 5645: 0.006423007221572675
Position 327: 0.006037166881173826
Position 2537: 0.005987405492023445
Position 487: 0.005967849142153043
Position 2005: 0.005487880321681243
Position 371: 0.005401599008309958
Position 1670: 0.003866941618990922
Position 2565: 0.003229083362488747
Position 4885: 0.0030039215621657893
Position 1351: 0.0029138575132054865
Position 4917: 0.0023489350369125706
Position 410: 0.002291252911599777
Position 4912: 0.0021587132193660223
Position 1705: 0.00198293312210926
Position 5785: 0.00179822392226459
Position 1863: 0.0017853836672007174
Position 5504: 0.001772400654379413
Position 2263: 0.0015662284313981178
Position 1778: 0.0015478952653175232
Position 5296: 0.0014876121690688316
Position 1586: 0.00139452435080908
Position 2510: 0.00129122596952384
Position 4387: 0.001123163200508142
Position 2413: 0.0010583896008493072
Position 514: 0.000984127564589118
Position 5534: 0.000976817125345846
Position 4720: 0.0009767920209320577
Position 4724: 0.0009361830902694074
Position 588: 0.0009287515685168855
Position 1578: 0.0008586434008024063
Position 4904: 0.000831775138606466
Position 5569: 0.0008229018076440296
Position 2616: 0.0007722702672779278
Position 2266: 0.0007422212505964313
Position 2452: 0.0006907670852253919
Position 4530: 0.0006387926277934455
Position 2667: 0.0005787283859386551
Position 4329: 0.0005761458722599202
Position 786: 0.0005306594084689328
Position 2140: 0.0005170717321837526
Position 500: 0.0004935160008089483
Position 5659: 0.0004905935918729133
Position 1298: 0.0004466366253848886
Position 1128: 0.00043350570773155467
Position 541: 0.0004133319820125149
Position 2647: 0.00037611978650810626
Position 5597: 0.0003568280778983805
Position 1534: 0.0003498214897798572
Position 2581: 0.0003375346863717094
Position 4368: 0.0003312136438528057
Position 1248: 0.00032985848519200277
Position 2749: 0.0003207974115055378
Position 5473: 0.0002889064979512639
Position 4736: 0.0002714645187778673
