Gene = MUC1
index = 896
Annotated 5SS: [  83  686 2021 2176 2462 2729 2959]
Annotated 3SS: [ 584 1897 2119 2324 2606 2808 3973]
SMsplice 5SS: [  83  686 2021 2462 2729 2959]
SMsplice 3SS: [ 557 1951 2324 2606 2808 3973]
top_k =  1000
Partition function (log Z): 0.8806267934153886

Sorted 5' Splice Sites (High to Low Probability):
Position 2462: 0.8954442325481172
Position 2959: 0.8820691478559266
Position 2729: 0.8437550765275648
Position 686: 0.8090084279393034
Position 2021: 0.7895153591883532
Position 83: 0.5394228630065347
Position 182: 0.4944258866367574
Position 3454: 0.15896394683384313
Position 2176: 0.1075922021194135
Position 1856: 0.07378851241655687
Position 2369: 0.02664263234337594
Position 2215: 0.025009679923178197
Position 3054: 0.01934410051989801
Position 97: 0.012732106794592888
Position 690: 0.011538801396628455
Position 272: 0.00830865723610592
Position 3589: 0.008150837961457267
Position 726: 0.0081328153509406
Position 3348: 0.006166616862662676
Position 2259: 0.005407400144838935
Position 276: 0.005112520951077342
Position 3842: 0.0043816941480990254
Position 465: 0.0040167030494200565
Position 2025: 0.003995969168242284
Position 792: 0.003946465940158454
Position 621: 0.0034943424636748126
Position 2234: 0.0021440022044849436
Position 3427: 0.0019440284123424098
Position 2684: 0.001759741908228688
Position 3071: 0.0017179622393917041
Position 3109: 0.0016821116570163868
Position 2889: 0.0015573320754043952
Position 2933: 0.001461581305963942
Position 2606: 0.0013337697683093721
Position 3460: 0.0011110739526103755
Position 3545: 0.00087783728571663
Position 3023: 0.0007531671841984682
Position 324: 0.0007319670880401857
Position 2455: 0.0007163152995644621
Position 3830: 0.0007026974177213283
Position 2188: 0.0006801971308506563
Position 654: 0.0006368312852498561
Position 3984: 0.0004689029900742748
Position 142: 0.00040221507158146535
Position 176: 0.0003915362592206845
Position 3930: 0.0003581831706395165
Position 432: 0.00020855235023062256
Position 1464: 0.0001554751299881029
Position 2995: 0.00015206459367702362
Position 3388: 0.0001332893881537465
Position 122: 7.965756236034782e-05
Position 2409: 7.863698508988187e-05
Position 3525: 7.831348418579452e-05
Position 300: 7.474968972041643e-05
Position 1344: 6.95877043444448e-05
Position 1284: 6.542009642698575e-05
Position 1224: 6.431808996903761e-05
Position 2400: 6.106057975940874e-05
Position 1404: 5.7944447736429895e-05
Position 2678: 5.7721795814430954e-05
Position 2696: 5.5293495608722655e-05
Position 1542: 5.0123956403142054e-05
Position 936: 4.83405940719636e-05
Position 3418: 4.771223399221954e-05
Position 2204: 4.760139699169612e-05
Position 1044: 4.6930229129747876e-05
Position 308: 4.453712165926387e-05
Position 479: 4.409189774276623e-05
Position 1164: 4.404839829954337e-05
Position 2920: 2.8995829701836278e-05
Position 104: 2.7975615771512457e-05
Position 2765: 2.3321894859588362e-05
Position 73: 2.2596846046745623e-05
Position 2733: 2.0141533587797017e-05
Position 3470: 1.4406925590488146e-05
Position 209: 1.2595115923790304e-05
Position 295: 8.013612684733e-06
Position 125: 7.509543785814934e-06
Position 134: 6.547755465455284e-06
Position 146: 2.3871303674219936e-06
Position 253: 2.2253518375717477e-06
Position 42: 1.983219200617624e-06
Position 2610: 1.8125215369567822e-06
Position 2099: 1.04751675080524e-06
Position 2207: 1.0236312474836577e-06
Position 2248: 7.920326807338824e-07
Position 456: 7.319214577458078e-07
Position 131: 6.589381050239234e-07
Position 213: 5.898084431589641e-07
Position 2942: 1.3571269812064752e-07
Position 3247: 1.6242156433440246e-08
Position 3464: 7.311367872601826e-09
Position 3475: 6.747852585606487e-09
Position 827: 6.721175707753023e-09
