Gene = PSMB4
index = 1087
Annotated 5SS: [ 194  654 1055 1312 1822 2097]
Annotated 3SS: [ 446  907 1229 1704 2007 2282]
SMsplice 5SS: [ 194  654 1312 1822 2097]
SMsplice 3SS: [ 446 1229 1704 2007 2282]
top_k =  1000
Partition function (log Z): 1.6481328193972373

Sorted 5' Splice Sites (High to Low Probability):
Position 1822: 0.9615922185954203
Position 2097: 0.89191125685023
Position 1312: 0.866710186576218
Position 194: 0.7890813552611612
Position 654: 0.6518351731113388
Position 276: 0.1900490974956334
Position 1055: 0.16600162516028127
Position 1587: 0.15025147735803215
Position 1319: 0.07211910074665463
Position 689: 0.018587636036330853
Position 774: 0.01647239213837858
Position 1026: 0.004821889119638977
Position 830: 0.004572802331932082
Position 1331: 0.003470825178461273
Position 77: 0.0034182009980383526
Position 835: 0.002381059038335878
Position 2135: 0.0016993366512442981
Position 596: 0.0010814073779084109
Position 175: 0.0009731308002113329
Position 1196: 0.0008154757648204013
Position 2101: 0.0007929096718382107
Position 1831: 0.0007687056850315978
Position 97: 0.0007434677108733583
Position 502: 0.0006856731570708536
Position 1111: 0.0006421689859201759
Position 983: 0.0006216047801266607
Position 624: 0.0005934848910113344
Position 1458: 0.0005007761733876032
Position 1503: 0.0004299755892796344
Position 1295: 0.00041314919478562575
Position 1791: 0.0003430473571871347
Position 584: 0.00031932515484601445
Position 1877: 0.00028459115466752315
Position 1137: 0.00027966672590553986
Position 244: 0.00026498635830379206
Position 652: 0.00025196661017615673
Position 637: 0.000156969763365652
Position 1786: 0.0001503620296198663
Position 1100: 0.00013914579183818275
Position 2119: 0.00013477152063607343
Position 457: 0.00013349618647888207
Position 2036: 0.00012737340208587237
Position 1108: 0.00012311645743975826
Position 386: 0.00010259955175998723
Position 1289: 0.00010186627393708591
Position 678: 9.189247116640677e-05
Position 198: 8.629173001590843e-05
Position 71: 7.493499878561964e-05
Position 1599: 6.597750142578373e-05
Position 813: 5.981754352120183e-05
Position 1316: 5.3853514208662345e-05
Position 1238: 5.141807474700571e-05
Position 574: 5.0601907491505884e-05
Position 1549: 4.547370254375303e-05
Position 658: 3.3496742111830835e-05
Position 1507: 2.4255458820824433e-05
Position 234: 2.1701241375055266e-05
Position 2215: 2.1111998503520248e-05
Position 45: 1.559102735422274e-05
Position 1768: 1.4743291599938416e-05
Position 545: 1.4085525695967832e-05
Position 486: 1.3017876975945057e-05
Position 1913: 1.1453712605538993e-05
Position 219: 1.114476928462041e-05
Position 1258: 9.189773617747174e-06
Position 257: 8.655775201912518e-06
Position 1911: 8.467398755110158e-06
Position 1577: 7.690971722982596e-06
Position 815: 6.144871694395147e-06
Position 2207: 5.319761487082615e-06
Position 681: 4.878355839943422e-06
Position 1323: 4.612855034359271e-06
Position 2201: 2.8534995338099615e-06
Position 2194: 2.7006080747510174e-06
Position 158: 2.5663245627861375e-06
Position 1462: 2.31935103723096e-06
Position 799: 1.8588174641568586e-06
Position 329: 1.3181143873966402e-06
Position 213: 1.284132212124336e-06
Position 701: 7.980606425683319e-07
Position 787: 3.3322675102129874e-07
Position 481: 2.2175842532635282e-07
Position 128: 2.2143941552539873e-07
Position 764: 1.9583154274168143e-07
Position 113: 7.794586304372361e-08
Position 12: 4.201770436908686e-08
Position 406: 1.8631463449104133e-08
Position 499: 6.753168524600229e-09
Position 472: 7.928907749660361e-10
Position 62: 1.380896697934221e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1704: 0.9208889031437157
Position 2282: 0.8858420698062831
Position 2007: 0.8519106078734837
Position 446: 0.5849330167930129
Position 1229: 0.3717021504456005
Position 1137: 0.2840869032203671
Position 1179: 0.2278379989782661
Position 907: 0.14994550770439075
Position 1964: 0.13012286442172374
Position 1447: 0.0864226894668744
Position 514: 0.06154973604932148
Position 1639: 0.037665962007051454
Position 1157: 0.03691234788383494
Position 1480: 0.03572659263825773
Position 976: 0.033599533273782824
Position 1461: 0.024668943814585998
Position 423: 0.023420556878124964
Position 486: 0.005634206328195018
Position 2354: 0.005569934444761825
Position 2302: 0.005401527959798047
Position 1720: 0.004750945849198909
Position 1431: 0.004144445999437202
Position 988: 0.003070854106433454
Position 748: 0.0029125294972907946
Position 1898: 0.0027076451276812374
Position 172: 0.002647626052679752
Position 1100: 0.002509507102557514
Position 812: 0.002501725173027881
Position 2035: 0.0021383480616106866
Position 2382: 0.0015575403121229473
Position 624: 0.0012062472921807981
Position 2201: 0.001154152610304759
Position 1972: 0.0011189171930510663
Position 1666: 0.0009049059521940728
Position 472: 0.0008492941996820221
Position 2215: 0.0008062197886870685
Position 2180: 0.0007817220510383001
Position 940: 0.0007689787249098119
Position 1893: 0.0006498606211973587
Position 1401: 0.0005888432668212792
Position 2220: 0.0005028668026811157
Position 799: 0.00048233249193081984
Position 1184: 0.0004427817798978508
Position 2230: 0.00040781434937824286
Position 1261: 0.00037288857486711126
Position 1001: 0.0003473806172483472
Position 2315: 0.0002702077411402959
Position 264: 0.00026379376361141874
Position 1939: 0.0002446008267346551
Position 1575: 0.0002443567751697378
Position 1195: 0.00015975785258328818
Position 2170: 0.00015492299134630514
Position 310: 0.0001501757735380497
Position 1731: 0.00014898770465499424
Position 860: 0.0001214559023676861
Position 574: 0.00011768765184510015
Position 952: 0.00011045686170389722
Position 584: 0.00010839048954010337
Position 1549: 0.0001016691168973194
Position 1111: 9.80584388182501e-05
Position 1734: 8.87480162688452e-05
Position 930: 8.498418616706699e-05
Position 2065: 8.401603755166722e-05
Position 222: 8.049643366347818e-05
Position 1771: 7.519880389649728e-05
Position 1572: 6.966219028293855e-05
Position 1487: 6.200464736069586e-05
Position 2365: 6.136675598684225e-05
Position 946: 5.908505784319995e-05
Position 920: 5.429896362569286e-05
Position 1717: 5.341457918480198e-05
Position 344: 5.3195897392408554e-05
Position 365: 4.58751742382992e-05
Position 492: 3.7632916397363444e-05
Position 2361: 3.366733165389926e-05
Position 2047: 3.203692090067181e-05
Position 1654: 2.6088205993402723e-05
Position 499: 2.1518957477813025e-05
Position 174: 2.0085785374749343e-05
Position 1510: 1.9697690770166776e-05
Position 1534: 1.816393212234559e-05
Position 1768: 1.7401715948495006e-05
Position 648: 1.4974987236869493e-05
Position 266: 1.4738794605114692e-05
Position 1559: 1.3370896486062156e-05
Position 406: 1.3146703779387792e-05
Position 1646: 1.3048033640982506e-05
Position 1507: 1.2410897778626487e-05
Position 633: 1.2066469260479781e-05
Position 1749: 1.1056149428489112e-05
Position 2323: 8.9508446843996e-06
Position 356: 8.481340385702057e-06
Position 2153: 8.041518908237676e-06
Position 829: 7.8414252476909e-06
Position 1577: 7.394272491546496e-06
Position 1311: 5.999213702661512e-06
Position 2049: 5.760781126262025e-06
Position 1035: 5.39595039797616e-06
Position 2096: 4.910390831672563e-06
Position 692: 4.860715975507889e-06
Position 917: 4.594300699081053e-06
Position 320: 4.574160908932974e-06
Position 108: 4.23698876567174e-06
Position 373: 3.8251689294909315e-06
