Gene = RIIAD1
index = 1142
Annotated 5SS: [  84  626 6085 7357]
Annotated 3SS: [ 548 6037 7228 7950]
SMsplice 5SS: [  84  626 2702]
SMsplice 3SS: [ 548 2601 7950]
top_k =  1000
Partition function (log Z): -4.448595623665552

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.894857490148315
Position 626: 0.8898375118281237
Position 2702: 0.7145351256198872
Position 6939: 0.47255249902004587
Position 7357: 0.36253203556022456
Position 6299: 0.233460503669269
Position 3199: 0.22076154639958304
Position 6085: 0.16735404375060042
Position 6927: 0.14059025557500726
Position 400: 0.10056217812067177
Position 6143: 0.07308497084993004
Position 88: 0.06071040814169911
Position 3117: 0.041311437592656576
Position 1377: 0.026937278997970673
Position 3247: 0.02638424977133028
Position 6943: 0.019383607230989763
Position 4468: 0.014843744316831643
Position 2937: 0.01248842444466694
Position 1165: 0.011866721016745515
Position 987: 0.008744482421756884
Position 4812: 0.008142067115499401
Position 7621: 0.00591979940099796
Position 7473: 0.00394430566781066
Position 2714: 0.0039258986210943475
Position 3176: 0.0033292758341759523
Position 1491: 0.003134981895224603
Position 7708: 0.002876542280370408
Position 1425: 0.0025341880066403473
Position 2434: 0.0021802764559387382
Position 6900: 0.002093394637848827
Position 354: 0.0019002131882767778
Position 2286: 0.0018239124661147644
Position 688: 0.001292584176012441
Position 123: 0.0010634971631745692
Position 1677: 0.0009719885576956437
Position 1542: 0.0009435174489612379
Position 630: 0.0007661550101730619
Position 6089: 0.0007600178864874944
Position 6110: 0.0007225099602209855
Position 6688: 0.0006321114195324904
Position 1401: 0.0005582753596117265
Position 1145: 0.0005472563598880798
Position 5946: 0.0004943620028936156
Position 7431: 0.00046155377604730993
Position 597: 0.00040274152959549455
Position 1645: 0.0002910919837618172
Position 203: 0.0002596396748167249
Position 5203: 0.0002594470549111566
Position 1240: 0.00015019217790810183
Position 1140: 0.00013629939548010124
Position 2626: 0.000133566801406683
Position 1577: 0.00013329147532769648
Position 1320: 0.00012709101698598387
Position 3216: 0.0001232137512814932
Position 1292: 9.29644697771896e-05
Position 2471: 8.536534215450938e-05
Position 4939: 8.148392769039093e-05
Position 450: 6.268180020892047e-05
Position 575: 6.079657188545739e-05
Position 412: 5.832167605122188e-05
Position 941: 5.264259570880528e-05
Position 121: 5.0546428909251215e-05
Position 111: 4.1750321115329875e-05
Position 894: 4.015411128805342e-05
Position 2906: 3.9907020292623914e-05
Position 1107: 3.912522413566386e-05
Position 1235: 3.463699287180555e-05
Position 1799: 3.46216294544754e-05
Position 2855: 3.092351577910913e-05
Position 864: 3.0707063415713296e-05
Position 3920: 1.3443198830802871e-05
Position 2792: 9.773308982390366e-06
Position 3717: 7.998681364365954e-06
Position 281: 4.132402332048513e-06
Position 466: 2.452172075448994e-06
Position 524: 1.6478236533102252e-06
Position 666: 1.343361474696007e-06
Position 4095: 1.2904643096338343e-06
Position 3029: 1.2791637160824382e-06
Position 613: 1.0454737331610933e-06
Position 819: 8.938927485149109e-07
Position 190: 8.15515608119813e-07
Position 616: 6.511340161338494e-07
Position 244: 5.464291774586912e-07
Position 698: 2.508790896596287e-07
Position 633: 2.2611423169821103e-07
Position 821: 1.5824283521616713e-07
Position 886: 1.3043826684340874e-07
Position 1202: 1.0678197768943497e-07
Position 924: 1.0666396878556927e-07
Position 602: 5.329883832482916e-08
Position 1481: 2.8776094960852142e-08
Position 510: 2.2538146891734224e-08
Position 889: 9.57326706670333e-09
Position 654: 8.235183403148883e-12
Position 534: 1.82177940930964e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 7950: 0.7053410087492077
Position 2601: 0.703284477563277
Position 548: 0.6009234356705296
Position 7228: 0.38998459786587397
Position 6846: 0.3572468474910295
Position 6214: 0.20439923065378968
Position 7198: 0.19848036066997338
Position 6037: 0.19586397794551585
Position 2984: 0.17819404443744669
Position 476: 0.1759190453894039
Position 6688: 0.16437529120638422
Position 3068: 0.11623340080385854
Position 492: 0.10169214363937878
Position 241: 0.05973209467831211
