Gene = GATAD1
index = 575
Annotated 5SS: [ 526 1425 3308 7233]
Annotated 3SS: [1298 3247 7048 8918]
SMsplice 5SS: [ 526 1425 1761 6593 7233]
SMsplice 3SS: [1298 1638 6530 7048 8918]
top_k =  1000
Partition function (log Z): -1.3452874401907309

Sorted 5' Splice Sites (High to Low Probability):
Position 7233: 0.9786809059784732
Position 1761: 0.937487258957866
Position 526: 0.8982944352915274
Position 6593: 0.7737896249893192
Position 1425: 0.6388283754085422
Position 3308: 0.4009305328882214
Position 6417: 0.21575851158736148
Position 2704: 0.16706072383595819
Position 8650: 0.11938749155098884
Position 3352: 0.05696204892530741
Position 6426: 0.056459270665092015
Position 6852: 0.05084001301972545
Position 9565: 0.04766037738866585
Position 1144: 0.04443645106999964
Position 859: 0.042888798266777876
Position 707: 0.036242011917259315
Position 3527: 0.02919025817730945
Position 8486: 0.02774829163165876
Position 3677: 0.025247118640747877
Position 1222: 0.024884816221832556
Position 2300: 0.022710859072290715
Position 1109: 0.021843290548466485
Position 4038: 0.020711229894751364
Position 6630: 0.02061395361780311
Position 3706: 0.02033494718486054
Position 307: 0.017483111618567238
Position 1470: 0.01718972490944014
Position 5684: 0.013761189390933161
Position 567: 0.01307911755444862
Position 6454: 0.01062007748630364
Position 6858: 0.009167932248545693
Position 7405: 0.008399671101657527
Position 851: 0.008368314197212226
Position 3701: 0.00777619825187093
Position 6607: 0.005227687037257362
Position 10222: 0.004574253353205099
Position 1455: 0.004432795610383319
Position 6984: 0.004060727524084109
Position 8637: 0.0037896983840406792
Position 6587: 0.003498333175544854
Position 8998: 0.003416028106127212
Position 3414: 0.0033647559736501697
Position 1123: 0.003340881789218133
Position 3348: 0.0032979599492276063
Position 8682: 0.0032600663889087323
Position 836: 0.0031844886088342322
Position 1982: 0.0030367862193245608
Position 2651: 0.0029246907275437277
Position 9287: 0.0026241465273493156
Position 6128: 0.002622907776111691
Position 6158: 0.002463175676285349
Position 6616: 0.00237302476774985
Position 2313: 0.0023226830013087884
Position 3387: 0.0019257117209326418
Position 1202: 0.0019209681930235241
Position 1377: 0.0018779576419315892
Position 6493: 0.0018369816350998409
Position 3540: 0.00176505701211075
Position 7255: 0.0017491174184575441
Position 6639: 0.0016456646820487309
Position 2360: 0.0016246057926508485
Position 2939: 0.0015736081296243384
Position 7511: 0.0015734383261886923
Position 1804: 0.0015692568074740676
Position 7495: 0.0014829652546855198
Position 1522: 0.0014305216903340325
Position 10939: 0.0014170127998788576
Position 8983: 0.001312336680764149
Position 6774: 0.001166091299306319
Position 7128: 0.0011606061222205828
Position 8631: 0.0011474806997747952
Position 8678: 0.0011131998157802062
Position 5743: 0.0010145831246515665
Position 10471: 0.0009930358078318155
Position 3619: 0.0009490821153221347
Position 7765: 0.0009453029412768908
Position 136: 0.0009426312968920063
Position 2460: 0.0009054683852182032
Position 2191: 0.0008790190984805833
Position 8223: 0.0008749857271901752
Position 7594: 0.0008728143414517469
Position 3562: 0.0008535964693056487
Position 3671: 0.0008410421160994776
Position 10626: 0.000798141073464004
Position 4767: 0.0007224444909469717
Position 6682: 0.0007139979078042596
Position 1300: 0.0007104209544069977
Position 8662: 0.000615838357336614
Position 10137: 0.0006142754212085874
Position 4625: 0.0005956056137893528
Position 4042: 0.0005920898433416406
Position 3751: 0.0005703557357852751
Position 6614: 0.0005617771461916931
Position 8329: 0.0005595650913408211
Position 9056: 0.0005586445103138482
Position 9493: 0.0005432468516331589
Position 738: 0.0005210934902689362
Position 5414: 0.0005151023191641755
Position 8992: 0.0005053188389791275
Position 8520: 0.00047992272961077477
Position 8288: 0.00043843721691170964
Position 3834: 0.0004191346896771671
Position 4566: 0.0004177517997006441
Position 949: 0.00041707234500995387
Position 4585: 0.00041123245645964003
Position 8547: 0.00038062191111912875
Position 225: 0.00036358959621998527
Position 2436: 0.00032568145512701727
Position 881: 0.0003124159585107773
Position 6667: 0.000280491744546325
Position 8784: 0.0002674793735833046
Position 6661: 0.00025656688154069684
Position 9141: 0.0002180829067689455
Position 1322: 0.00021022299401766387
Position 1466: 0.00020500552901500218
Position 2090: 0.00019401807726629076
Position 8813: 0.0001872090376800948
Position 1536: 0.00015864519728410592
Position 1138: 0.0001568714348209023
Position 1184: 0.00015599266335084271
Position 5557: 0.00015318629312040897
Position 897: 0.00012716264422516022
Position 2515: 0.00011685326190305914
Position 2510: 0.000108125187005385
Position 1551: 0.00010670062571470529
Position 2748: 0.00010277167958608975
Position 6597: 0.00010141692587383332
Position 954: 8.861924938883154e-05
Position 333: 7.801242906500631e-05
Position 1233: 7.684439112305536e-05
Position 8568: 7.3907803644486e-05
Position 2327: 4.316405853310769e-05
Position 7470: 3.2343565773124814e-05
Position 1892: 2.1095614909165372e-05
Position 957: 1.402183246670788e-05
Position 1443: 1.3941702981117488e-05
Position 2151: 1.3064310408331284e-05
Position 2330: 1.2353059051034526e-05
Position 829: 1.0062080994468829e-05
Position 192: 8.257853126027768e-06
Position 240: 7.987392843555964e-06
Position 999: 4.0563155463825776e-06
Position 1961: 3.7460492580335696e-06
Position 1866: 3.204877123135144e-06
Position 701: 2.9737726745984055e-06
Position 238: 2.8968338208531674e-06
Position 1973: 2.8673976984940626e-06
Position 1744: 2.8047969005602373e-06
Position 8090: 1.995347169002769e-06
Position 7889: 1.7684882059090163e-06
Position 7818: 1.7472520436803756e-06
Position 9691: 1.5512919133461428e-06
Position 2042: 1.4448584702450846e-06
Position 7456: 1.262808251763797e-06
Position 977: 9.877902556385773e-07
Position 962: 9.630384194912578e-07
Position 1009: 8.914809693131833e-07
Position 156: 8.241164358869392e-07
Position 8387: 7.992537497279945e-07
Position 1985: 7.167577443907472e-07
Position 7144: 3.9534345651911985e-07
Position 1607: 3.5008913110866644e-07
Position 2020: 2.9858951827091483e-07
Position 2134: 2.0839911092209512e-07
Position 321: 6.35738783518067e-08
Position 37: 5.029810886731356e-08
Position 1712: 4.256066784573232e-08
Position 50: 3.939327603682895e-08
Position 7538: 3.443301910367687e-08
Position 792: 3.337040945104448e-08
Position 790: 2.193285368884089e-08
Position 771: 6.370777037432338e-09
Position 678: 3.505002387516566e-09
Position 5: 3.4667884114031286e-09
Position 872: 3.2991536148017573e-09
Position 780: 3.07649679431446e-09
Position 841: 2.802944248079942e-09
Position 964: 9.508780400055507e-10
Position 628: 1.281604830825874e-10
Position 783: 8.738467722211117e-11
Position 324: 6.427465956318163e-11
Position 1463: 5.429346848007975e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7048: 0.9844225543994762
Position 1638: 0.934402263800423
Position 6530: 0.8236851507100847
Position 1298: 0.6544804305910692
Position 8918: 0.6257190895615122
Position 3247: 0.3157703715187909
Position 6293: 0.2950002878985472
Position 2588: 0.14822311085748457
Position 10784: 0.1372842548247904
Position 3126: 0.10442158493998113
Position 8439: 0.09653452039314696
Position 9435: 0.08978426265010718
Position 8466: 0.0773764812885618
Position 3443: 0.06542397083722397
Position 8180: 0.05514664422240751
Position 1050: 0.03847394018017328
Position 8365: 0.029386089706064503
Position 2111: 0.027982660850651313
Position 1053: 0.026146421817330918
Position 6825: 0.025127545769112445
Position 980: 0.021044351163909528
Position 10402: 0.02087091913054341
Position 3290: 0.019277255780943733
Position 10098: 0.017110611228728177
Position 3170: 0.015743017773300505
Position 780: 0.01567928141456809
Position 2609: 0.014564547749111144
Position 3594: 0.012284193286083175
Position 3912: 0.012279703314968811
Position 7359: 0.01177721204945442
Position 6678: 0.011119473457822191
Position 9017: 0.009245139294629412
