Gene = GNL2
index = 605
Annotated 5SS: [  163  2160  3210  5216  8611 12055 13144 13699 19494 20327 21257 21579
 27071 27647 28249]
Annotated 3SS: [ 2074  3114  5075  8425 11987 12984 13584 19364 20221 21097 21464 26618
 27563 28156 28913]
SMsplice 5SS: [  163  2160  3210  8611 12055 12228 13144 13699 19494 20327 21579 27647
 28249]
SMsplice 3SS: [ 2074  3114  8425 11987 12139 12984 13584 19364 20221 21464 27563 28156
 28913]
top_k =  1000
Partition function (log Z): 14.279324404447012

Sorted 5' Splice Sites (High to Low Probability):
Position 163: 0.9963294937265946
Position 21579: 0.9922463970752711
Position 13144: 0.9464016735582756
Position 2160: 0.940230480335302
Position 27647: 0.9064402144043484
Position 19494: 0.8995114647036636
Position 8611: 0.8594379461506381
Position 20327: 0.8011295244422014
Position 28249: 0.7628374893899567
Position 12228: 0.7192565821973764
Position 12055: 0.7120718931105751
Position 13699: 0.5925237774724597
Position 3210: 0.5726957590559887
Position 15753: 0.5594783577072188
Position 9961: 0.4081516817164789
Position 8309: 0.37552788760463907
Position 22218: 0.3407469487163977
Position 5216: 0.27733688021505853
Position 21257: 0.19482175275747185
Position 1612: 0.19014662456534534
Position 19828: 0.18785167297269706
Position 2823: 0.1805828113668648
Position 3302: 0.1758144111757122
Position 26698: 0.16398239237427809
Position 3564: 0.13864978846153225
Position 8588: 0.13418846868869294
Position 7202: 0.13294849782587861
Position 13739: 0.12744221375401898
Position 20274: 0.11476225547575443
Position 6962: 0.10836480954639374
Position 8355: 0.10828217091890842
Position 10226: 0.09414625698703967
Position 22663: 0.08876932543015015
Position 27302: 0.08668388082256229
Position 4977: 0.07822458062462799
Position 3947: 0.06757575180444832
Position 27677: 0.06493118735509179
Position 27483: 0.059051094121763306
Position 27410: 0.05743621005934456
Position 23280: 0.05552273000887755
Position 26803: 0.05339898302857656
Position 23285: 0.05281007636484992
Position 21304: 0.05034235771838699
Position 18679: 0.04160184403153263
Position 2294: 0.033047325883785235
Position 2577: 0.03272998346723817
Position 13190: 0.024756660358362322
Position 1527: 0.023425693267595613
Position 19483: 0.021722236591625
Position 27071: 0.020964198783774025
Position 14509: 0.017509880658653856
Position 9131: 0.015958949998987636
Position 3017: 0.014601950606634922
Position 2827: 0.013917436507582549
Position 13920: 0.011020183743988847
Position 21798: 0.010756358038115978
Position 5237: 0.010523964681590869
Position 21332: 0.010439498373144708
Position 21068: 0.009135422667120285
Position 23584: 0.00907957211691155
Position 21782: 0.008890602955636425
Position 488: 0.008440582207114645
Position 22895: 0.008400175898637546
Position 28374: 0.008318438139238875
Position 671: 0.00776666920642467
Position 26705: 0.006627308976577086
Position 4759: 0.006385604080414871
Position 9719: 0.006271037754491647
Position 11255: 0.006208034290650629
Position 19709: 0.00599361521018321
Position 2290: 0.00581661661277319
Position 25215: 0.005751037674832354
Position 19719: 0.005213129756235711
Position 13816: 0.004428430793700569
Position 14841: 0.004314470559539453
Position 1616: 0.004246138194780019
Position 15337: 0.004053367781800456
Position 2639: 0.003965476777054221
Position 8262: 0.003913737075278275
Position 12246: 0.0038825233579262274
Position 903: 0.0037889524309819853
Position 7752: 0.0035480411887835283
Position 20815: 0.003469407107916597
Position 21271: 0.00318319792264466
Position 27652: 0.003030651446841851
Position 27919: 0.002879362339711304
Position 13885: 0.002859776815817765
Position 1643: 0.002625863334068758
Position 5223: 0.002569330422097292
Position 24872: 0.00253590157148371
Position 6927: 0.002450561630136872
Position 20331: 0.0023998201027474386
Position 12881: 0.002399303763198496
Position 7763: 0.00235242376913152
Position 601: 0.002235625736138775
Position 28581: 0.002192143800992745
Position 10311: 0.0021413453331334993
Position 22233: 0.0020358841824289742
Position 20872: 0.0020247972169474488
Position 1946: 0.001954786668614172
Position 11733: 0.0019408737030795248
Position 28594: 0.0018767642129346035
Position 3974: 0.0018725110155399223
Position 1707: 0.0018487935559518987
Position 739: 0.001846009330670603
Position 695: 0.0018372447859559234
Position 7029: 0.0018060872403637416
Position 25851: 0.0018014603306701824
Position 27895: 0.001765985336377188
Position 1961: 0.0016750604625470314
Position 1690: 0.0016247863692298234
Position 24321: 0.0016088431417147415
Position 20524: 0.0015952860264887446
Position 9113: 0.0015513019122057956
Position 6129: 0.0014887461799943157
Position 19713: 0.0014698389069295493
Position 6887: 0.0014660356503478722
Position 3766: 0.0014217554903712532
Position 648: 0.001415109382945228
Position 13590: 0.0014067908895031957
Position 11283: 0.0013195684911349115
Position 3359: 0.0012096875057196852
Position 957: 0.0011116693717358702
Position 21590: 0.0010483090624837808
