Gene = PP2D1
index = 1056
Annotated 5SS: [  281 11301]
Annotated 3SS: [10233 26147]
SMsplice 5SS: [242]
SMsplice 3SS: [26387]
top_k =  1000
Partition function (log Z): -17.976202637262293

Sorted 5' Splice Sites (High to Low Probability):
Position 242: 0.7154654987576567
Position 281: 0.25570335622894513
Position 1867: 0.15821280755938935
Position 2994: 0.0907103357956876
Position 8120: 0.061976640979352585
Position 7484: 0.044394513567906205
Position 29: 0.03184138198531449
Position 486: 0.017972064528331867
Position 3129: 0.012810763266625058
Position 3909: 0.009895059572744022
Position 3704: 0.008044297918944503
Position 1818: 0.0070403850818894055
Position 5298: 0.00651360985987869
Position 6797: 0.005193776652131876
Position 5300: 0.002746382232189094
Position 8848: 0.0024881606192413428
Position 52: 0.0022612471505446016
Position 1814: 0.002055672211607005
Position 1232: 0.0015884615860901413
Position 3554: 0.0014843961857529061
Position 1484: 0.0014831823799310157
Position 4499: 0.0014492767079417438
Position 940: 0.0012108242912965213
Position 5308: 0.0010607205981735426
Position 5306: 0.0009529618491663744
Position 5310: 0.0009102735993291711
Position 5312: 0.0008505874683640152
Position 7102: 0.0007762848870770636
Position 5304: 0.0007708174757326887
Position 5260: 0.0007413371278294345
Position 5314: 0.0007378639613724148
Position 1466: 0.0007332446604635577
Position 93: 0.0007218227327952908
Position 5302: 0.0006925883558892751
Position 9111: 0.0006741779566478371
Position 5316: 0.0006080148560114387
Position 192: 0.0005355834508252955
Position 1480: 0.0004957440231776716
Position 3546: 0.000390137450115963
Position 4410: 0.00037325941643839085
Position 6210: 0.0003252378758171427
Position 3013: 0.0003133520938600189
Position 5326: 0.0002986718540871187
Position 4022: 0.0002667022175484711
Position 7019: 0.0002550767928816741
Position 5328: 0.0002174647829612903
Position 973: 0.00019213451553949982
Position 326: 0.000127516661655204
Position 2483: 0.00011584357962610001
Position 4824: 0.00010886459617218022
Position 3131: 0.00010173325567402391
Position 615: 0.00010010929092944395
Position 609: 9.810690908352941e-05
Position 2797: 7.5549817393409e-05
Position 1857: 6.956320233540507e-05
Position 4969: 5.110243627210779e-05
Position 4780: 4.326905607641741e-05
Position 1845: 4.199566807849063e-05
Position 2602: 3.87499112702383e-05
Position 2610: 3.416498644902492e-05
Position 4279: 3.098205184283026e-05
Position 5165: 3.097866697319078e-05
Position 641: 2.896862976742294e-05
Position 45: 2.848697391123167e-05
Position 401: 2.391906782042965e-05
Position 1747: 2.1592762640314913e-05
Position 413: 2.1474947375653286e-05
Position 750: 1.640849830766357e-05
Position 1986: 1.625230692504891e-05
Position 2593: 1.309028773205974e-05
Position 777: 1.0165286383804043e-05
Position 1829: 1.0060403684802934e-05
Position 2382: 9.282451373658748e-06
Position 695: 8.930689322144759e-06
Position 313: 8.805764922843885e-06
Position 1426: 8.656796035820648e-06
Position 913: 7.960625852128843e-06
Position 3706: 7.842351473552742e-06
Position 3558: 7.284533891510156e-06
Position 2004: 7.032854416148819e-06
Position 729: 6.865743049079457e-06
Position 967: 6.828548855494929e-06
Position 1717: 6.670315397356297e-06
Position 477: 6.668064935141217e-06
Position 3258: 5.732712564069232e-06
Position 2498: 5.681104345615959e-06
Position 57: 5.078476527929623e-06
Position 928: 4.956518944411705e-06
Position 2036: 4.927928951357943e-06
Position 2978: 3.8860880168103595e-06
Position 2157: 3.7906093756859052e-06
Position 804: 3.1539397615901564e-06
Position 880: 2.715442624815475e-06
Position 882: 2.3707970158874666e-06
Position 2242: 2.099747199960169e-06
Position 3439: 1.9803151855972246e-06
Position 2686: 1.6370186598184094e-06
Position 33: 1.4786296034602445e-06
Position 341: 1.0277318879947986e-06
Position 706: 4.039144633509929e-07
Position 3185: 2.481685094795825e-07
Position 3226: 2.2949771600148266e-07
Position 11: 1.0341104832768728e-07
Position 60: 7.539376488997446e-08
Position 1246: 7.406730527675361e-08
Position 1303: 1.851515458156816e-08
Position 686: 2.5931390202148525e-09
Position 391: 2.4815409518146548e-09
Position 1259: 4.5020527678074065e-10
Position 399: 7.661442975298039e-11
Position 540: 8.280847803047967e-19
Position 550: 5.1938251310674085e-23

Sorted 3' Splice Sites (High to Low Probability):
Position 7226: 0.1764349889736388
Position 18011: 0.16977325375219676
Position 2876: 0.13737749504217223
Position 10233: 0.10536036935025395
Position 1746: 0.08402320642650875
Position 372: 0.06610520601061703
Position 12105: 0.0658667289515131
Position 1555: 0.04250286857994509
Position 3769: 0.03826528893790546
Position 5192: 0.036905770508770384
Position 538: 0.03489141607731644
Position 10123: 0.03233944985596098
Position 7580: 0.030313030761582666
Position 11354: 0.029442453612114512
Position 10045: 0.02808116839546554
Position 7988: 0.027271610498310894
Position 8009: 0.024401167875819144
Position 4946: 0.023882759888529555
Position 8582: 0.022742886870871802
Position 16131: 0.021282777910633557
Position 15733: 0.017018499841003447
Position 4333: 0.015925571802142498
Position 1721: 0.015804241187245056
Position 3401: 0.013978160210935679
Position 7861: 0.012954696749364848
Position 3607: 0.011232701884354043
Position 8977: 0.010739424340195496
Position 10286: 0.009784643478340781
Position 1692: 0.009583894284435358
Position 147: 0.008719800711982646
Position 2872: 0.008306835055455573
Position 1774: 0.00682938503746727
Position 7606: 0.006216317598731075
Position 4564: 0.005677341052444712
Position 558: 0.005675539113874153
Position 1697: 0.005624026352235375
Position 6673: 0.005258306249240574
Position 9278: 0.005238253617079654
Position 6091: 0.00511531904636715
Position 7703: 0.005030678294138147
Position 4589: 0.004426952597006131
Position 1412: 0.004402188720599743
Position 14003: 0.004044207193308083
