Gene = EXOSC10
index = 517
Annotated 5SS: [  149  1850  4112  8377  8856  9316 11747 12070 12422 17182 18788 19106
 19371 20159 22269 22505 23028 25639 27783 28970 30311 31225 31862]
Annotated 3SS: [ 1712  3987  8271  8689  9200 11670 11958 12277 16990 18630 18956 19319
 20046 22217 22425 22920 25542 27697 28895 30138 31162 31784 33120]
SMsplice 5SS: [  149  1850  4112  8377  8856  9316 11747 12070 12422 17182 18788 19106
 19371 20159 23028 25639 25936 27783 28970 30311 31225 31718 31862]
SMsplice 3SS: [ 1712  3987  8271  8689  9211 11670 11958 12291 16990 18630 18956 19319
 20046 22920 25542 25860 27697 28895 30138 31162 31616 31784 33120]
top_k =  1000
Partition function (log Z): 47.00407030693308

Sorted 5' Splice Sites (High to Low Probability):
Position 25639: 0.9932491348406565
Position 149: 0.9930901070862946
Position 1850: 0.9911191714749983
Position 12422: 0.987780256290716
Position 20159: 0.9784916835763744
Position 19106: 0.9706573221743722
Position 27783: 0.9672229940785296
Position 17182: 0.9585431912585707
Position 28970: 0.9518988641517931
Position 8856: 0.9505301593310865
Position 30311: 0.9302157243499354
Position 31225: 0.8990886647287502
Position 23028: 0.8976637502814101
Position 8377: 0.8777840096963014
Position 25936: 0.8748791911527435
Position 4112: 0.8650137604076633
Position 11747: 0.8288408896736348
Position 9316: 0.8112388582644529
Position 12070: 0.771534718728093
Position 18788: 0.7024272931991703
Position 31862: 0.5650710476245314
Position 31718: 0.49160804481976
Position 1457: 0.48121986890133733
Position 19371: 0.4404035193290966
Position 19498: 0.3438547130505121
Position 22505: 0.3393816265208351
Position 29189: 0.22725646756432935
Position 9042: 0.2233209199972909
Position 13077: 0.17150567213778714
Position 29228: 0.13072421611623566
Position 22269: 0.12498822533083022
Position 12091: 0.11062142236104222
Position 27173: 0.10598062252711322
Position 8372: 0.09989423721307379
Position 12112: 0.0972989591443609
Position 14861: 0.09285896567496048
Position 7659: 0.08722170662759254
Position 9347: 0.08433439233646929
Position 14658: 0.08007576762077552
Position 28580: 0.06393044433786875
Position 1487: 0.06357903176062547
Position 11772: 0.06341497914451491
Position 16627: 0.06271551319527413
Position 8020: 0.0606393977045663
Position 9839: 0.045494946696045
Position 21412: 0.044310009198099
Position 9302: 0.043557451731662145
Position 22540: 0.042807083910583854
Position 11487: 0.042290478342938476
Position 18844: 0.033073210580003475
Position 13654: 0.03212304514344183
Position 17719: 0.02978328328750567
Position 27635: 0.027772506961714977
Position 17336: 0.02550891044532659
Position 13201: 0.024685993207438108
Position 23054: 0.02439701965614369
Position 9641: 0.023736126633886735
Position 9721: 0.020552236457349733
Position 31898: 0.017918378527837567
Position 14867: 0.017569760671038624
Position 32037: 0.015988522541144096
Position 27948: 0.01559366189600084
Position 28964: 0.015407851686599049
Position 4094: 0.014430816278221287
Position 11409: 0.014318275548007553
Position 14844: 0.0133756272518417
Position 31927: 0.013291170181872845
Position 14616: 0.0132355376639599
Position 30531: 0.013209415120792533
Position 9673: 0.011937065641573985
Position 18858: 0.011721143090731228
Position 5915: 0.011377288235831824
Position 656: 0.011151247151297389
Position 729: 0.010910216359498504
Position 22330: 0.010520278405411577
Position 31748: 0.010465029778140537
Position 9030: 0.010339447973872958
Position 14067: 0.009956046896744042
Position 27113: 0.009929736347311821
Position 8353: 0.009922715342243416
Position 21380: 0.009042278884824418
Position 30397: 0.008081106153518739
Position 2463: 0.007674351615846654
Position 1261: 0.007647557646949115
Position 27285: 0.00743173956744493
Position 28706: 0.0073121839396226036
Position 32206: 0.007289704777281442
Position 30319: 0.006958750999198724
Position 11049: 0.006937221774462038
Position 23439: 0.0068197341845620835
