Gene = LMBRD2
index = 786
Annotated 5SS: [  406  8786  9460 10855 14688 15653 27771 29114 29682 34227 35502 36947
 37538 40807 42017 43428 46894]
Annotated 3SS: [ 8554  9361 10758 14519 15441 27695 28999 29497 34044 35367 36840 37439
 40702 41969 43321 46763 47854]
SMsplice 5SS: [  247  8786  9266  9460 10855 12089 14688 15653 15910 22377 29114 29682
 34227 35502 36677 36947 37538 38589 40807 42017 43428 46894]
SMsplice 3SS: [ 8554  8970  9361 10758 12008 14519 15441 15737 22335 28999 29497 34044
 35367 36407 36840 37439 38478 40739 41969 43321 46763 47854]
top_k =  1000
Partition function (log Z): 36.22826880881541

Sorted 5' Splice Sites (High to Low Probability):
Position 22377: 0.9991768971992301
Position 40807: 0.996443157135868
Position 46894: 0.9940812034786037
Position 15653: 0.9929883977451907
Position 10855: 0.9876366299370826
Position 43428: 0.9828921412861773
Position 247: 0.966261970154873
Position 9460: 0.9579762084380173
Position 34227: 0.9525673031826085
Position 29114: 0.9435360102791538
Position 8786: 0.9130576171943543
Position 42017: 0.9097734280874857
Position 37538: 0.8904049145678754
Position 29682: 0.8696985767607738
Position 14688: 0.8126329909417797
Position 35502: 0.8003483834033018
Position 15910: 0.7397905746820326
Position 36677: 0.6675849841849364
Position 9266: 0.6525808208907953
Position 36947: 0.6286913153863138
Position 38589: 0.621829684206981
Position 33899: 0.5194104469920872
Position 47949: 0.5128950247035293
Position 49776: 0.49564063203215536
Position 9734: 0.4276618571075399
Position 27771: 0.36535284597384954
Position 12089: 0.3600012624463929
Position 16101: 0.34605549982455663
Position 51216: 0.33367479374483305
Position 12070: 0.2853045089936251
Position 24689: 0.27117042438491784
Position 27490: 0.2610537741726769
Position 50086: 0.21330805104017608
Position 36956: 0.20725484749547687
Position 12098: 0.19106682076089895
Position 39689: 0.18440413724926302
Position 18364: 0.18021971446594143
Position 37978: 0.16622323309498344
Position 37731: 0.16151926563219948
Position 8341: 0.15732301725217895
Position 47713: 0.15679560179720445
Position 14116: 0.1373663038661615
Position 7539: 0.13358252433837314
Position 49196: 0.1236727486193302
Position 37693: 0.12211279115694769
Position 28801: 0.12058720451637239
Position 20628: 0.11714323088413026
Position 32722: 0.10106593951436417
Position 51362: 0.1005309072720757
Position 48833: 0.09877633100238216
Position 42264: 0.08859698663106602
Position 17739: 0.0876048457047779
Position 41814: 0.08436491305309113
Position 10288: 0.08427803278458829
Position 874: 0.08320882502344214
Position 41489: 0.08072588464042377
Position 38673: 0.0763423769661055
Position 43696: 0.07556822180299728
Position 3586: 0.07246902359903139
Position 38: 0.06486609214154986
Position 12800: 0.0646482538441852
Position 34843: 0.06388288488298255
Position 14083: 0.05678534986428977
Position 21186: 0.05342512496413067
Position 44991: 0.05158361735900841
Position 33864: 0.05090100125169839
Position 15514: 0.04900212314024389
Position 7924: 0.04472401176248083
Position 12106: 0.04444219346258557
Position 18296: 0.04302352271053245
Position 9161: 0.042726524550310556
Position 36951: 0.04260832962100536
Position 51637: 0.04086437419770784
Position 4801: 0.040591737850866026
Position 845: 0.03970405782503168
Position 36996: 0.03946302922470633
Position 29096: 0.03828445678532609
Position 12488: 0.03721035693701391
Position 39754: 0.03612741880816778
Position 10408: 0.034589352916772426
Position 41525: 0.033579798123740644
Position 16448: 0.03326867774747303
Position 1498: 0.030009906137332776
Position 48790: 0.0296945373973432
Position 32467: 0.028366098030187067
Position 21494: 0.027702269577262583
Position 406: 0.027376773519563986
Position 38700: 0.027346316598859884
Position 40437: 0.026802391752198933
Position 37509: 0.026074677398146916
Position 45486: 0.024709025567514985
Position 8300: 0.023259691378271528
Position 51886: 0.02210501988724512
Position 14768: 0.021605330577664162
