Gene = STK31
index = 1348
Annotated 5SS: [   169   1979   2120   7413  17149  19083  25730  26912  42666  44308
  52757  59008  59590  60958  62112  71354  73497  75437  76467  76758
  77963  80780 105046]
Annotated 3SS: [  1931   2066   7313  17073  18923  25370  26736  42549  44147  52633
  58827  59472  60837  61979  71251  73415  75310  76340  76670  77812
  80656 104976 121968]
SMsplice 5SS: [    70   7413  17149  18811  19083  21604  26912  42666  44308  45030
  52757  62112  75398  76467  76758  80780  90875 100131]
SMsplice 3SS: [  7313  17073  18544  18923  21440  26768  42549  44147  44888  52633
  61979  75310  76340  76670  80656  90795 100043 121968]
top_k =  1000
Partition function (log Z): -56.80432667553252

Sorted 5' Splice Sites (High to Low Probability):
Position 18811: 0.9110077902825942
Position 21604: 0.9046946315744576
Position 26912: 0.890281638226509
Position 7413: 0.7250952138387818
Position 70: 0.6803339138255894
Position 17163: 0.5892041515460937
Position 2120: 0.467457254093691
Position 18452: 0.3494730002625067
Position 576: 0.1729002800500922
Position 1979: 0.15555544661051582
Position 169: 0.15158745707159296
Position 6209: 0.14977471331690737
Position 5672: 0.09401429655589805
Position 4279: 0.06539501453110018
Position 188: 0.04704939450793991
Position 17109: 0.04343015935074152
Position 3561: 0.03187880497886207
Position 10703: 0.030958194838034647
Position 117: 0.015724572283458624
Position 8361: 0.014836787560399743
Position 12783: 0.013115479637767609
Position 7736: 0.012446160193995644
Position 572: 0.010443939576128838
Position 2797: 0.009244183084097411
Position 12314: 0.008715416228909782
Position 13270: 0.008527969281670668
Position 11164: 0.007118044085789006
Position 2671: 0.006865978147551786
Position 3200: 0.006810067771946547
Position 10698: 0.0059623172611025085
Position 5535: 0.005763769997535461
Position 8421: 0.004444593450160856
Position 1651: 0.004148052068750195
Position 8397: 0.003816559840916156
Position 3807: 0.003657809501166087
Position 1147: 0.0028614429610849114
Position 9091: 0.002688972584063261
Position 121: 0.001968509630639469
Position 164: 0.0018596186796963278
Position 2607: 0.001435463947228201
Position 2802: 0.0012263188650653172
Position 1920: 0.0009979886531198288
Position 3105: 0.0008310870127109445
Position 5268: 0.00067989764931452
Position 4334: 0.0005570026175511562
Position 3837: 0.00046062559695815764
Position 1169: 0.00043498259986783416
Position 84: 0.0003741443837996274
Position 871: 0.00033340998086023034
Position 678: 0.0003035013062611265
Position 4894: 0.00029293713267968387
Position 3552: 0.0002698530355939696
Position 3212: 0.000261806054479176
Position 2007: 0.00022192022906104592
Position 8066: 0.00020298354146841303
Position 125: 0.00016087398463800415
Position 3664: 0.00011232370469671128
Position 1057: 0.00011209673193596509
Position 1041: 0.00010159672063503158
Position 2810: 9.136456411283571e-05
Position 3646: 8.784162369607602e-05
Position 162: 5.057078569859333e-05
Position 403: 4.4662148949288525e-05
Position 3641: 4.2841407431956546e-05
Position 608: 3.811773939426684e-05
Position 112: 3.625653396888366e-05
Position 132: 3.47435826431723e-05
Position 4510: 3.1619801917022834e-05
Position 1089: 3.1189896920605626e-05
Position 860: 2.6812008443057346e-05
Position 86: 2.329662963120356e-05
Position 3695: 2.2562518358982513e-05
Position 173: 2.2451908987058874e-05
Position 1555: 2.0620665568862006e-05
Position 3565: 1.781104308799001e-05
Position 657: 1.6829055950219197e-05
Position 2135: 1.6169644643970177e-05
Position 761: 1.5232581815393428e-05
Position 542: 1.4882359823671563e-05
Position 1212: 1.412290934577891e-05
Position 644: 1.3239991348800013e-05
Position 497: 1.2842594913825935e-05
Position 243: 1.2704329544862264e-05
Position 9394: 1.2101813561101715e-05
Position 41: 8.421978641259564e-06
Position 1849: 6.597420261826168e-06
Position 1639: 4.8781754477795665e-06
Position 192: 1.921794259826963e-06
Position 176: 1.613860012580432e-06
Position 275: 8.215756761925008e-07
Position 200: 3.6284875350436384e-07
Position 314: 3.2433745141465807e-07
Position 39: 1.7325311411412171e-07
Position 482: 1.6296290731331937e-07
Position 55: 6.453474836226053e-08
Position 337: 3.650448021578171e-08
Position 456: 3.217055273952523e-08
Position 185: 2.756428459947536e-08
Position 357: 2.2575803333059062e-08
Position 445: 2.1603705139962035e-08
Position 495: 1.5777095444053238e-08
Position 197: 1.4112016906082072e-08
Position 224: 9.005188509606134e-09
Position 24: 8.057159781638766e-09
Position 480: 2.3930449630251062e-09
Position 179: 1.8176520557648168e-09
Position 282: 9.988353620175033e-10
Position 659: 6.230197775185712e-11
Position 552: 2.4743941928623184e-11
Position 561: 2.125082803040859e-11
Position 503: 5.174863956282978e-13
