Gene = PRPF3
index = 1073
Annotated 5SS: [  117  3621  4415  7001 11314 11746 13788 16878 19029 22004 22813 23099
 24688 25043 27770]
Annotated 3SS: [ 3427  4283  6853 11229 11524 13480 16710 18948 21859 22712 22984 24568
 24958 27707 31383]
SMsplice 5SS: [  117  3621  4415  6187  7001 11314 11746 16878 19029 22592 22813 23037
 24688 25043 27770]
SMsplice 3SS: [ 3427  4283  6090  6853 11229 11524 16710 18948 22492 22712 22926 24568
 24958 27707 31383]
top_k =  1000
Partition function (log Z): 19.721295156306248

Sorted 5' Splice Sites (High to Low Probability):
Position 22813: 0.9946520119854363
Position 4415: 0.9845090350282407
Position 27770: 0.9452245798689284
Position 11314: 0.9387859834934134
Position 24688: 0.9189672542766198
Position 11746: 0.8927153679271215
Position 3621: 0.8874612154549387
Position 16878: 0.830621208491133
Position 7001: 0.825255681337089
Position 117: 0.8235516198434581
Position 19029: 0.7480963163914578
Position 25043: 0.6517820120328116
Position 6187: 0.5445456113703276
Position 22592: 0.5429821526624988
Position 23037: 0.5085954469476939
Position 13788: 0.400212575608314
Position 23099: 0.3954337763894577
Position 22004: 0.3850283055241047
Position 22620: 0.21772234834527948
Position 14904: 0.15059840489003856
Position 25053: 0.1461351919250608
Position 11705: 0.09776157292107239
Position 7942: 0.0873819397007012
Position 30568: 0.08335730457127916
Position 6529: 0.08004399913784162
Position 23079: 0.0712573962908269
Position 4020: 0.06897192710398267
Position 6950: 0.06694403597252906
Position 30597: 0.064417503817143
Position 25086: 0.0583245423417962
Position 5624: 0.055069291917389185
Position 663: 0.0462191890417261
Position 3989: 0.036921826611092994
Position 23820: 0.03572396989391763
Position 758: 0.03361551409931431
Position 145: 0.02884176099707491
Position 27849: 0.02386574031196974
Position 23389: 0.02175911562810502
Position 14888: 0.020131410215293688
Position 3973: 0.019417449951651556
Position 25240: 0.01926039670627608
Position 7851: 0.018599890004245574
Position 11397: 0.017009992186948143
Position 28590: 0.01690437221448664
Position 352: 0.014521842578699333
Position 4057: 0.014040720828696143
Position 258: 0.013997305377712153
Position 17737: 0.013765886197236598
Position 24282: 0.013712254569947423
Position 22637: 0.012075850951945754
Position 19350: 0.010822148037624305
Position 19385: 0.010435338604670174
Position 357: 0.010270101399513877
Position 15953: 0.010158508898316864
Position 24672: 0.010046873601510301
Position 4533: 0.010025233432736768
Position 54: 0.009940166777182242
Position 329: 0.009680330975410791
Position 31451: 0.009105563110648635
Position 1054: 0.00907522174866381
Position 62: 0.008702096754089266
Position 24648: 0.007826297621332783
Position 17380: 0.007748885309043465
Position 1190: 0.007549666109067856
Position 30659: 0.00754169513791393
Position 1959: 0.007283272439000478
Position 246: 0.006715838197170316
Position 21967: 0.006359367939934085
Position 1368: 0.006125211060973125
Position 25666: 0.005934761635588041
Position 7035: 0.0057676122306999575
Position 9043: 0.005627913209365276
Position 30782: 0.005453832564277332
Position 6779: 0.005360691700518798
Position 25008: 0.0050449640121914534
Position 69: 0.004782291928794528
Position 15074: 0.004329954355793346
Position 16097: 0.004196466548977622
Position 27774: 0.004145503153227977
Position 7055: 0.003961434038584296
Position 16842: 0.0037353664861272686
Position 9542: 0.0036138755959297863
Position 11445: 0.0035748925384031104
Position 241: 0.0035615513940523112
Position 12274: 0.0033409164153172023
Position 21778: 0.0032979108939288878
