Gene = AL645608.2
index = 66
Annotated 5SS: [  16 1471]
Annotated 3SS: [1452 1917]
SMsplice 5SS: [80]
SMsplice 3SS: [865]
top_k =  1000
Partition function (log Z): -10.724688650169357

Sorted 5' Splice Sites (High to Low Probability):
Position 80: 0.7279583824153286
Position 71: 0.2263010462766127
Position 559: 0.016614660526368345
Position 725: 0.01635965735638032
Position 251: 0.011896324586027122
Position 1018: 0.010144342015635693
Position 1399: 0.009216824501582514
Position 736: 0.006996755277913882
Position 138: 0.004627243496581297
Position 192: 0.0024027555560061664
Position 929: 0.0018409785410223817
Position 1592: 0.0016418364523327277
Position 660: 0.0010554536008133616
Position 561: 0.0008296461638668845
Position 100: 0.0006667168761171126
Position 16: 0.0006432648812530964
Position 344: 0.0006308251622016642
Position 84: 0.0005037055817594652
Position 598: 0.0004243480232736647
Position 103: 0.00032205638499079037
Position 1410: 0.00023201227323448086
Position 673: 0.00022705364631899158
Position 394: 0.00016957556508121437
Position 196: 0.00012162836227084743
Position 815: 0.00011048340186158466
Position 194: 0.0001027978755595871
Position 1490: 8.501428694581656e-05
Position 42: 6.616813298884843e-05
Position 675: 6.345359313951356e-05
Position 1117: 5.798497663513106e-05
Position 780: 5.593682098050781e-05
Position 1081: 5.514997407521309e-05
Position 213: 4.4351566975363505e-05
Position 748: 4.377711860484376e-05
Position 974: 4.2410743681221885e-05
Position 266: 3.915051211090995e-05
Position 1164: 3.649609642117972e-05
Position 426: 3.568237101499816e-05
Position 791: 2.5434187219943047e-05
Position 232: 2.4299987771929818e-05
Position 1488: 2.26561200446361e-05
Position 1614: 2.2655835359290194e-05
Position 1705: 1.8226222023685144e-05
Position 774: 1.7746641445840335e-05
Position 755: 1.531776387197799e-05
Position 1121: 1.3729067109558418e-05
Position 1115: 1.3267948709640934e-05
Position 21: 1.2978464075703198e-05
Position 619: 1.2282719714472076e-05
Position 663: 1.1747288441091585e-05
Position 1620: 8.547147289022463e-06
Position 1733: 8.055645499395738e-06
Position 271: 1.0801383510141149e-06
Position 506: 6.169830470089001e-07
Position 221: 5.255704239328525e-07
Position 468: 4.345629189986433e-07
Position 502: 4.223763578605584e-07
Position 702: 3.113457662864317e-07
Position 1059: 3.0932419557320566e-07
Position 842: 2.729055382844953e-07
Position 47: 2.713636070356657e-07
Position 515: 2.557545325012529e-07
Position 215: 2.308012007666101e-07
Position 971: 2.1485459104970887e-07
Position 1028: 2.1263404747264635e-07
Position 92: 1.9648077208801733e-07
Position 481: 1.7860988878590771e-07
Position 681: 1.3538104887091483e-07
Position 729: 1.3449667564316543e-07
Position 1151: 1.300541801605217e-07
Position 583: 1.2952699149264184e-07
Position 201: 6.172302633742112e-08
Position 492: 4.12449687210567e-08
Position 94: 3.7905828613193654e-08
Position 602: 3.314620983998954e-08
Position 446: 2.0597486771815527e-08
Position 264: 1.762068708808895e-08
Position 223: 1.3374742012315804e-08
Position 75: 1.0160904515827664e-08
Position 826: 9.452750663080476e-09
Position 472: 9.243496700868859e-09
Position 30: 9.979427611034778e-11
Position 338: 7.556397936450903e-11
Position 350: 4.308259244572521e-11
Position 335: 6.68519055049029e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 865: 0.2581865837782627
Position 1591: 0.17770899317738775
Position 167: 0.1315136685397311
Position 1249: 0.12113585905597868
Position 343: 0.05923576896421513
Position 602: 0.041193584596520866
Position 1636: 0.03905536607284318
Position 1438: 0.03317764984399182
Position 185: 0.030257895717880907
Position 956: 0.02010678749286965
Position 1470: 0.018268512838358855
Position 1769: 0.017614697452427608
Position 1487: 0.013730280347284851
Position 318: 0.01123652976787367
Position 1363: 0.006195876191053806
Position 929: 0.006021457895237163
Position 995: 0.00457791417422066
Position 1683: 0.0037578884202235812
Position 1421: 0.0036311925381972542
Position 702: 0.0036214974647863375
Position 1178: 0.0033623418752257678
Position 481: 0.003330859973581162
Position 1290: 0.003098086656249004
Position 1188: 0.0028533817705537353
Position 1273: 0.002700441210453118
Position 510: 0.0022578061912593437
Position 735: 0.002241042429780596
Position 484: 0.0018998044988398609
Position 626: 0.0018223335180611732
Position 1841: 0.001742057093737475
