Gene = EXO5
index = 515
Annotated 5SS: [ 137  885 1050]
Annotated 3SS: [ 709  991 5773]
SMsplice 5SS: [ 168  885 1050]
SMsplice 3SS: [ 709  991 5773]
top_k =  1000
Partition function (log Z): -6.053908059277351

Sorted 5' Splice Sites (High to Low Probability):
Position 885: 0.8540408899496827
Position 168: 0.6181771054387977
Position 1050: 0.5106423260340445
Position 1209: 0.30967234269057997
Position 149: 0.250628648129636
Position 609: 0.19174731882606963
Position 408: 0.1608910076494864
Position 574: 0.10013794006262475
Position 4727: 0.09721556668228457
Position 4991: 0.08176795868465973
Position 137: 0.0775783271287612
Position 367: 0.07680366166300491
Position 820: 0.03978876066453316
Position 3063: 0.032337872591647374
Position 1213: 0.022705463755241972
Position 869: 0.022011042961159515
Position 1217: 0.01926470860375777
Position 824: 0.018781925055554687
Position 5189: 0.01149287199544446
Position 3850: 0.008596775398929073
Position 538: 0.007310430626422815
Position 5126: 0.006395834694135645
Position 1833: 0.005455615366212037
Position 422: 0.003677877422364166
Position 803: 0.0032544675305357876
Position 1820: 0.0030605512440720446
Position 518: 0.003050907524357112
Position 2479: 0.002938173781419544
Position 159: 0.0028313351495209307
Position 1204: 0.002367873087510615
Position 5213: 0.002229101795321553
Position 847: 0.0020572662536786756
Position 1966: 0.0015568096766491386
Position 3807: 0.0015370208198147808
Position 744: 0.0014963437771183495
Position 1191: 0.0013629883228954394
Position 415: 0.0013498947042635799
Position 908: 0.0012929075808312857
Position 2280: 0.0007765451467106443
Position 880: 0.0007663530924798315
Position 2436: 0.0005844183344437878
Position 630: 0.000453184262429388
Position 255: 0.00031862476942240257
Position 2556: 0.0002464367780021784
Position 902: 0.00013663266972379132
Position 142: 0.00013028027307568433
Position 944: 0.00010887893830432845
Position 339: 9.919002074942084e-05
Position 830: 6.208802780748791e-05
Position 306: 4.779940194674485e-05
Position 219: 4.5649679552152535e-05
Position 381: 3.4881346206440754e-05
Position 774: 3.223925840934567e-05
Position 102: 2.4451262141860075e-05
Position 546: 2.3676796663819845e-05
Position 460: 2.053146129241302e-05
Position 344: 1.7072796298898682e-05
Position 287: 1.4663852983055753e-05
Position 834: 7.904863208561035e-06
Position 2365: 6.319960644087362e-06
Position 729: 5.1062100609312e-06
Position 1665: 4.951053358578963e-06
Position 2137: 4.935632197671364e-06
Position 85: 3.502567332243626e-06
Position 241: 3.297695578893267e-06
Position 282: 1.9136686343598123e-06
Position 601: 9.194444680374178e-07
Position 684: 6.307874547272902e-07
Position 931: 4.83235397004361e-07
Position 30: 3.9302009823048915e-07
Position 46: 2.895911113965876e-07
Position 49: 2.265409749638843e-07
Position 1712: 2.0374758714291629e-07
Position 1156: 4.461232039483889e-08
Position 224: 3.1975268702427753e-08
Position 204: 2.7555322681048405e-08
Position 963: 8.91875706922748e-09
Position 44: 4.568150392051498e-09
Position 312: 7.190887017469344e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 709: 0.9500854776941663
Position 991: 0.5893610183482402
Position 5773: 0.5277516586843677
Position 300: 0.46496086824771865
Position 4873: 0.23428074235174245
Position 1005: 0.13671424310625122
Position 971: 0.09351276470904225
Position 4600: 0.07873968764987364
