Gene = LELP1
index = 779
Annotated 5SS: [89]
Annotated 3SS: [1243]
SMsplice 5SS: [89]
SMsplice 3SS: [1243]
top_k =  1000
Partition function (log Z): -7.848579970047269

Sorted 5' Splice Sites (High to Low Probability):
Position 89: 0.8607538705179641
Position 1344: 0.31793872615559243
Position 223: 0.1290547685087492
Position 233: 0.00941436558919379
Position 108: 0.006456747012655832
Position 1284: 0.004867872348331231
Position 156: 0.0037698997206937
Position 978: 0.0031289143899924463
Position 1330: 0.0016626248843654575
Position 177: 0.0015424003773641718
Position 1392: 0.0008985152079827236
Position 1417: 0.0007394859779903907
Position 718: 0.0007310264479674755
Position 637: 0.0007232671416248133
Position 1435: 0.0006659623271356865
Position 733: 0.0005190484506926279
Position 274: 0.0004979756127477496
Position 399: 0.0004818715374509346
Position 969: 0.0004602296819663734
Position 622: 0.0004430053257168343
Position 1342: 0.0004377375050166622
Position 1202: 0.00029172445428889664
Position 441: 0.000254128009905041
Position 1187: 0.00024994511889626095
Position 1198: 0.00024345512403431375
Position 697: 0.0002392263489035667
Position 1402: 0.00022674748120185347
Position 146: 0.00013960289151125673
Position 1332: 0.0001238877564239674
Position 868: 0.00012350105616967916
Position 1456: 0.0001090725346153392
Position 394: 9.858695030938352e-05
Position 203: 7.952942193040522e-05
Position 1419: 7.37291282411993e-05
Position 1059: 6.9446122123737e-05
Position 1272: 6.103958583015093e-05
Position 114: 5.7638356578347496e-05
Position 1348: 4.43296109384118e-05
Position 560: 4.2995962391353314e-05
Position 999: 3.977965303351034e-05
Position 964: 3.5453226312799604e-05
Position 1172: 3.3555866340865074e-05
Position 186: 3.0818599422194554e-05
Position 68: 2.746621211035838e-05
Position 433: 2.407013088082525e-05
Position 335: 1.8765627610984515e-05
Position 235: 1.798807426193433e-05
Position 958: 1.2355684002952884e-05
Position 629: 1.2177140454857572e-05
Position 557: 1.1981225902786528e-05
Position 237: 8.354667839812608e-06
Position 985: 7.982926515590124e-06
Position 191: 7.430616082902202e-06
Position 782: 6.69572845989077e-06
Position 772: 5.670332605961362e-06
Position 1267: 4.933918084176976e-06
Position 349: 4.775924116462522e-06
Position 257: 4.626026435244853e-06
Position 814: 3.615080355800548e-06
Position 1066: 1.7223588502971513e-06
Position 445: 1.1489650971144285e-06
Position 896: 7.340253551016969e-07
Position 210: 5.107316518559946e-07
Position 220: 4.5027386341600266e-07
Position 517: 3.7823327728570426e-07
Position 63: 4.737830430662886e-09
Position 93: 3.136505121649878e-09
Position 1043: 2.584109028241887e-09
Position 419: 1.3630730207664616e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1243: 0.7333564521224493
Position 1556: 0.3954968992281432
Position 1456: 0.0466591693806487
Position 220: 0.04130146655014403
Position 430: 0.03473668056501731
Position 533: 0.030271163821494182
Position 802: 0.016822410153590064
Position 1480: 0.015484570953618137
Position 600: 0.0077507594492462915
Position 450: 0.003556500915478364
Position 175: 0.002676149171503805
Position 300: 0.0020442240022040905
Position 998: 0.0016707241706046387
Position 356: 0.0016649785411271855
Position 1303: 0.0013904627843050546
Position 541: 0.0013375279543661235
Position 1402: 0.001310222487818566
Position 381: 0.0012085614829268174
Position 697: 0.0010783182759777625
Position 1558: 0.0008731469592963977
Position 1250: 0.0007821179880746536
Position 804: 0.0007179614363962221
Position 1378: 0.0006883142853235421
Position 878: 0.0005589133254153027
Position 1104: 0.0004114142777669099
Position 203: 0.0003886092964980068
Position 480: 0.00037937497172826424
Position 255: 0.0003499153624377172
Position 1156: 0.00032896372364353023
Position 1417: 0.0002092138532876942
Position 1435: 0.0002034859543605516
Position 1562: 0.00020332845243603603
Position 810: 0.0002024570548202454
Position 958: 0.0001707462574359135
Position 1360: 0.00012674461486401686
Position 933: 0.00011524330733662579
Position 1631: 0.00011121870801046026
Position 1365: 0.00010994906875169866
Position 227: 0.00010965890615750881
Position 1129: 0.00010752422193226153
Position 1492: 9.852393304767309e-05
Position 664: 7.581828844738631e-05
Position 1330: 7.062767695493479e-05
Position 1375: 6.824931303522066e-05
Position 763: 6.387388056619104e-05
Position 1342: 6.279280910699144e-05
Position 433: 5.449987854582854e-05
Position 172: 4.62864034755865e-05
Position 272: 4.513915176496618e-05
Position 1424: 4.025890704817785e-05
Position 365: 3.8805773122909935e-05
Position 394: 3.2514518643728293e-05
Position 460: 2.9861581120788562e-05
Position 1016: 2.6054475452088604e-05
Position 732: 2.4731971646480662e-05
Position 723: 2.4410630659625117e-05
Position 1178: 2.3553039851692682e-05
