Gene = DFFB
index = 442
Annotated 5SS: [  437  1564  8720 10773 12495 15292]
Annotated 3SS: [ 1436  8530 10692 12323 15190 26225]
SMsplice 5SS: [  437  1564  8720 10773 12495 13038 15292]
SMsplice 3SS: [ 1436  8530 10692 12323 12884 15190 26225]
top_k =  1000
Partition function (log Z): 2.6943576895982537

Sorted 5' Splice Sites (High to Low Probability):
Position 12495: 0.9293039190234502
Position 1564: 0.8736889291193728
Position 15292: 0.8251576963594663
Position 8720: 0.7863646867933619
Position 10773: 0.7319979826428027
Position 13038: 0.6484214025213105
Position 7995: 0.4830892126875541
Position 15644: 0.4575843880240598
Position 12324: 0.37166356108374676
Position 437: 0.3606769021583184
Position 22747: 0.3092481143861082
Position 100: 0.2909334253667381
Position 16886: 0.26559176017872893
Position 16947: 0.25864886952832467
Position 10794: 0.23087633301671118
Position 407: 0.22730700170172216
Position 15698: 0.22240049228743333
Position 15660: 0.13225085364041986
Position 1586: 0.12047814602678561
Position 721: 0.11222212028932388
Position 6229: 0.09504113032077065
Position 11142: 0.0946752079416825
Position 3453: 0.08866142680235928
Position 13259: 0.08160050208380269
Position 22981: 0.07590330904219424
Position 280: 0.060636005354106064
Position 26520: 0.05667007910232834
Position 172: 0.05095945059948612
Position 13847: 0.047531295472734256
Position 22921: 0.047258077510116375
Position 22715: 0.04530399169024825
Position 8578: 0.032432998068715885
Position 15857: 0.031143636824175733
Position 18639: 0.03085166688040559
Position 3226: 0.02972661214548635
Position 8416: 0.026028702389557075
Position 17826: 0.02511645812981807
Position 13907: 0.024551622149677793
Position 228: 0.02436937696624766
Position 15310: 0.023759687807576344
Position 10912: 0.021252582938727442
Position 16869: 0.02040583718487944
Position 13723: 0.019059136856416112
Position 899: 0.018707270599181796
Position 13879: 0.01797486850591094
Position 8895: 0.017349792458627528
Position 14951: 0.017280440466747284
Position 12858: 0.01714140461030574
Position 15939: 0.015424405028626104
Position 19091: 0.015188483973811754
Position 10383: 0.014836630592543814
Position 17415: 0.014697711611264458
Position 1213: 0.013491733300487852
Position 918: 0.012925187537709978
Position 862: 0.012860750022456706
Position 8914: 0.012685158552595619
Position 14371: 0.012189196039630885
Position 11150: 0.01205613146377945
Position 95: 0.011509840427055124
Position 8282: 0.010790518985336273
Position 13338: 0.010033900972503295
Position 1993: 0.009816325521758108
Position 2128: 0.009720949384400376
Position 799: 0.008763456124893612
Position 16743: 0.008210627748402637
Position 10866: 0.007969433403114698
Position 12345: 0.007727523604684891
Position 13891: 0.007108588904321931
Position 1366: 0.006513091251889976
Position 8029: 0.005838694724017174
Position 60: 0.005640651208971472
Position 13102: 0.004928653011594516
Position 13574: 0.004910236812061953
Position 12885: 0.0049042132178896206
Position 1359: 0.00475665490127488
Position 2526: 0.004744155887913568
Position 709: 0.004147647977191494
Position 9758: 0.004049603686471561
Position 13079: 0.003564945571358828
Position 10422: 0.0035612898294523393
Position 1530: 0.00341802791735363
Position 12060: 0.0033504655786548757
Position 495: 0.003243733677183549
Position 10431: 0.003127957749262497
Position 12248: 0.0027026626680049376
Position 14383: 0.002700804422026005
Position 10391: 0.0025490668167409813
Position 19665: 0.0022644349451475623
Position 1634: 0.0022526055217709736
Position 9482: 0.00214075195535013
Position 2554: 0.002050996172287153
Position 8533: 0.0019543717258840004
Position 1179: 0.0019158175811337822
Position 12615: 0.001908985323770537
Position 8206: 0.0018918816699482809
Position 914: 0.001723960275649683
Position 13464: 0.0016871820895635627
Position 1362: 0.0016418219103272909
Position 15608: 0.001581141730541262
Position 15457: 0.001563099627418061
Position 13043: 0.0015431254112721878
Position 15074: 0.0013964965724626984
Position 12140: 0.0013020829840855023
Position 3598: 0.001200723492511323
Position 376: 0.0011648985382844172
Position 546: 0.0011450208519732373
Position 12740: 0.0010758249941464314
Position 13105: 0.0010464833812216061
Position 2543: 0.0010275492318674118
Position 13964: 0.0010251505092140941
Position 8836: 0.0009889846793363576
Position 11750: 0.0009463521703947126
Position 13493: 0.0009039397975567368
Position 12928: 0.0008201475944291477
Position 11232: 0.0008108102169589992
Position 7388: 0.0007618634472877908
Position 13359: 0.0007362418401206147
Position 110: 0.0007255840198353745
Position 1964: 0.0006983216735144408
Position 13481: 0.0006977779302207916
Position 15631: 0.0006230565716894413
Position 2210: 0.0005870403310738896
Position 10898: 0.0005670104785917095
Position 6276: 0.0005658181827696839
Position 13121: 0.0005442606837391407
Position 177: 0.0005391918802452136
Position 6315: 0.0004962924955533045
Position 12981: 0.0004944884911433931
Position 11619: 0.00048616818783409104
Position 924: 0.00040995006345900505
Position 12349: 0.00037668832183043196
Position 3899: 0.00037166898754020756
Position 2415: 0.000343957696091463
Position 5152: 0.00033389925151397064
Position 12567: 0.00031789281940637355
