Gene = CAST
index = 283
Annotated 5SS: [  115 19898 24730 26409 26925 28060 33440 35147 37318 37983 38558 38780
 39956 43625 44592 45813 47882 51361 51941 54694 54854 59572 62525 63345
 64682 65199 67802 68902]
Annotated 3SS: [19837 24687 26351 26810 27978 33370 35047 37236 37943 38464 38692 39853
 43540 44543 45716 47785 51258 51856 54642 54781 59472 62419 63251 64636
 65105 67729 68842 69838]
SMsplice 5SS: [  278 10064 19918 26409 26925 33440 35147 37318 37983 38558 38780 39956
 45813 47882 51361 51941 54854 59572 62525 62748 63345 65199 67802 68902
 70546]
SMsplice 3SS: [ 9930 19837 26351 26810 33370 35047 37236 37897 38464 38692 39853 45716
 47785 51258 51856 54642 59472 62419 62605 63251 65105 67729 68842 70466
 71378]
top_k =  1000
Partition function (log Z): 40.195081817928155

Sorted 5' Splice Sites (High to Low Probability):
Position 39956: 0.9930864621472314
Position 47882: 0.9846480176064841
Position 65199: 0.9844875478597224
Position 54854: 0.9844023120565224
Position 51941: 0.9784623823603826
Position 51361: 0.9726783674054599
Position 63345: 0.957280976153233
Position 38780: 0.9534088732965388
Position 37318: 0.9491835007975372
Position 62525: 0.9385766079841378
Position 38558: 0.9385487055116642
Position 67802: 0.9343160514550218
Position 33440: 0.9271002019926637
Position 26925: 0.9160234550543455
Position 45813: 0.881271519929679
Position 10064: 0.8057818124579382
Position 37983: 0.782460640141294
Position 35147: 0.780533756214069
Position 59572: 0.745418922778144
Position 19918: 0.6998216991246651
Position 64682: 0.6987241453005633
Position 68902: 0.6908612969481488
Position 62748: 0.6539289053039056
Position 43625: 0.6167259545497584
Position 70546: 0.5524210667484342
Position 26409: 0.5405350121435427
Position 115: 0.5339782777341803
Position 278: 0.5298347513887458
Position 28060: 0.47315386818665767
Position 24059: 0.4295028340705918
Position 17379: 0.41403726860174506
Position 6420: 0.3656562415216688
Position 44592: 0.3597937320707583
Position 47580: 0.3463658010337795
Position 39678: 0.3432196275531456
Position 19898: 0.3001783008753289
Position 48381: 0.2721929875235072
Position 66475: 0.25890655122545336
Position 3569: 0.2299074249610031
Position 54694: 0.2294470747369981
Position 70999: 0.22710127233287192
Position 53612: 0.20951724310692682
Position 44049: 0.20841949689265266
Position 64053: 0.18819923144126635
Position 51022: 0.1708377876206935
Position 62192: 0.1627713650719402
Position 9673: 0.15947434979351366
Position 15439: 0.1512618942547875
Position 35187: 0.14774206995613645
Position 6023: 0.1368919978607941
Position 46307: 0.13462312876628563
Position 24730: 0.12980856715304875
Position 29796: 0.12295618853602196
Position 5428: 0.1216327262341568
Position 68895: 0.11842291152276464
Position 67474: 0.11387862049473797
Position 6226: 0.10615661776616167
Position 48786: 0.10287088920808574
Position 64480: 0.10206176642554259
Position 3822: 0.09314317915542557
Position 28125: 0.09279137680981152
Position 53913: 0.0892881747579577
Position 27000: 0.08084220992213764
Position 31018: 0.07592263571804464
Position 50949: 0.07283786824722284
Position 65026: 0.07171344239286033
Position 69922: 0.06847571960820625
Position 4139: 0.06665418971176262
Position 49239: 0.06547413228745498
Position 44642: 0.05963832099376058
Position 56275: 0.055406529890258294
Position 2796: 0.05393322217603908
Position 10209: 0.05309244559609924
Position 53592: 0.05195805367342666
Position 34076: 0.04914252524574209
Position 63498: 0.048806697775051346
Position 17462: 0.046896136581569145
Position 44730: 0.043530582355718196
Position 37598: 0.0431503993509377
Position 31105: 0.04278086343229779
Position 39356: 0.042666705547054956
Position 62519: 0.04231507854138136
Position 69971: 0.041855275649935006
Position 43203: 0.04161979782898848
Position 38771: 0.04099678755529937
Position 44329: 0.03964724861434774
Position 37811: 0.038313932475921
Position 45848: 0.037724033999660185
Position 327: 0.03735263595201925
Position 2724: 0.03643479107638376
Position 40217: 0.03487087397135847
Position 53772: 0.032788745359127104
Position 43798: 0.032141409665968325
Position 34588: 0.02966830211563546
Position 46889: 0.029273415862349973
Position 32734: 0.02750685976809878
Position 43575: 0.027028894883956378
Position 40946: 0.026362817592533606
Position 67779: 0.025873123726691778
Position 35125: 0.025674363419434187
Position 28537: 0.02532425395722112
Position 40647: 0.024708436623877703
Position 39145: 0.024671364080327496
Position 30075: 0.02460644833757327
Position 35183: 0.023662264950813437
Position 43207: 0.022716004353002518
Position 69525: 0.02246418361132197
Position 47664: 0.021834043608704723
Position 62759: 0.021314565753030024
Position 25102: 0.02112271920932058
Position 66468: 0.019456455090906023
Position 54495: 0.01911347297810015
Position 24819: 0.018967398985163718
Position 44349: 0.017687508848847122
Position 44019: 0.017046792558785377
Position 62880: 0.016837760701826
Position 18393: 0.016238741880380585
Position 6579: 0.016198043407153757
Position 46607: 0.014358723493846868
Position 70087: 0.012680328414460403
Position 33756: 0.011304091810885233
Position 51718: 0.01113992257770618
Position 44637: 0.01103968969416625
Position 64057: 0.011017046305411698
Position 50477: 0.010934979157886288
Position 28519: 0.010826903126021659
Position 27847: 0.010775350366265311
Position 30482: 0.010663464779090475
Position 15611: 0.009581751724689985
Position 64988: 0.009549200372602769
Position 33536: 0.008483159585880423
Position 53127: 0.008384627109544919
Position 66193: 0.0078067517186458345
Position 48364: 0.007801417823425372
Position 36413: 0.007693429180657911
Position 63653: 0.0076253834082254035
Position 62692: 0.007419258315744794
Position 64737: 0.007340086019085116
Position 97: 0.007304774075590468
Position 67814: 0.007247190752245057
Position 27480: 0.00711134602046628
Position 67468: 0.006916207786862197
Position 64992: 0.0068326112335496654
Position 39465: 0.006340501224080933
Position 15637: 0.00631665568938007
Position 39517: 0.006042451762999166
Position 36897: 0.005986679231367834
Position 36515: 0.005893113485660186
Position 572: 0.005507202139836908
Position 27718: 0.005236173069176636
Position 34456: 0.005198321770345156
Position 43100: 0.004978919318982231
Position 62752: 0.004968463084341071
Position 4847: 0.0049071892782271585
Position 53747: 0.004846037154043374
Position 67851: 0.00484247396518448
Position 69299: 0.004682655925293408
Position 48231: 0.004536189075864267
Position 37556: 0.004504757465089874
Position 69049: 0.004065233700685489
Position 66182: 0.0040124845379065684
Position 33737: 0.004011247636331165
Position 45775: 0.003986307316083715
Position 69839: 0.003868129675565115
Position 3311: 0.0037176392488905592
Position 67943: 0.003701572298869634
Position 52006: 0.003633381650567619
Position 5791: 0.00356219921324039
Position 68889: 0.003472270875182809
Position 52425: 0.0034632860795659774
Position 45049: 0.00341987773305101
Position 5456: 0.0033270846679659743
Position 51738: 0.0032852156160348787
Position 33751: 0.0031030984466278336
Position 54121: 0.0029312952360210525
Position 44058: 0.0028389080491364412
Position 2192: 0.0027541027355136717
Position 64285: 0.00272886489232313
Position 51745: 0.0027024482539487913
Position 48289: 0.00255455023322673
Position 1585: 0.002491448475648756
Position 34446: 0.002444112123276764
Position 51690: 0.0023961779628247195
Position 36491: 0.002378851904615868
