Gene = NEXN
index = 937
Annotated 5SS: [  132 27506 29130 29411 29646 36602 37984 38265 40877 44852 47417 53581]
Annotated 3SS: [27426 28937 29331 29496 36559 37785 38087 40687 44653 47194 53394 53832]
SMsplice 5SS: [  132   469 25075 27506 29411 29646 37984 38265 40877 44852 47417 53581
 53960 54191]
SMsplice 3SS: [  267 24980 27426 29331 29496 37785 38087 40687 44738 47194 53394 53832
 54100 54271]
top_k =  1000
Partition function (log Z): -30.179414544246473

Sorted 5' Splice Sites (High to Low Probability):
Position 132: 0.920294319793141
Position 469: 0.5508436687036831
Position 2792: 0.3337559087924049
Position 2910: 0.2225834543851694
Position 4738: 0.2037607657150185
Position 8450: 0.02917503225629765
Position 2212: 0.028198569563138202
Position 2807: 0.02711231215225021
Position 819: 0.0195521001934892
Position 3118: 0.019109590023799694
Position 760: 0.017278069906996964
Position 4806: 0.014695411678153825
Position 1484: 0.00921216995853996
Position 4823: 0.007005858925122907
Position 1247: 0.0069506822917238574
Position 11432: 0.0061199055234336715
Position 152: 0.006116275413277438
Position 1109: 0.005912769030667734
Position 178: 0.004028397065755612
Position 2197: 0.0030791499438499923
Position 1056: 0.002484149933765087
Position 363: 0.0023137699184984993
Position 387: 0.0020974023556876347
Position 1840: 0.0014808497387527207
Position 1863: 0.0011248721015775169
Position 193: 0.0011236694028681075
Position 1469: 0.0009739614063061247
Position 615: 0.0006518527632247024
Position 483: 0.000632791953171075
Position 501: 0.0005443349421172207
Position 1719: 0.0005380426152294367
Position 1426: 0.0003896315442805331
Position 3105: 0.0003336015720042122
Position 300: 0.00020968448331128517
Position 102: 0.00019204970415060148
Position 114: 0.00017359485248788587
Position 141: 0.00014861944928975347
Position 1773: 0.00014210235365051153
Position 180: 0.00013627342623343767
Position 1965: 0.00011861833672115665
Position 637: 0.00010381196006503578
Position 397: 0.00010365026706265965
Position 185: 7.581580442551197e-05
Position 462: 3.632349851221845e-05
Position 967: 3.5839370759571285e-05
Position 1499: 2.711629200774584e-05
Position 2672: 2.2343741830569276e-05
Position 2902: 2.1729259515979834e-05
Position 2914: 1.993902855065998e-05
Position 395: 1.7766867643612195e-05
Position 510: 1.70014401498448e-05
Position 1375: 9.541923907592073e-06
Position 237: 8.930741229705384e-06
Position 29: 7.5415385197889995e-06
Position 774: 5.761170007103988e-06
Position 899: 3.9663804441257484e-06
Position 1252: 2.7661086137202057e-06
Position 514: 1.1915556040255438e-06
Position 419: 1.1914205658969339e-06
Position 166: 1.1030601105911854e-06
Position 453: 7.350849915005938e-07
Position 959: 7.33817731695332e-07
Position 82: 4.776737678055696e-07
Position 1431: 3.31141041313833e-07
Position 745: 1.2275850051677875e-07
Position 27: 1.1566946583236831e-07
Position 542: 9.87722889956946e-08
Position 297: 3.251785841736852e-08
Position 427: 2.5569566337898728e-08
Position 554: 2.0187331404585837e-08
Position 596: 4.64584496673694e-09
Position 795: 3.892766346724785e-09
Position 810: 3.14977833477061e-09
Position 590: 2.371459298534103e-09
Position 804: 1.3884686909413e-10
Position 254: 9.620753359916895e-11
Position 473: 1.4416245287476289e-13
Position 643: 7.063416877007651e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 267: 0.47066933955517265
Position 2865: 0.3461444279992778
Position 11374: 0.24492307647941475
Position 2717: 0.21371781980263457
Position 12260: 0.13415926493916197
Position 4695: 0.09951097349469565
Position 2699: 0.0970974807391062
Position 2676: 0.06504321268701849
Position 15389: 0.06173888172851745
Position 4603: 0.06122382524707818
Position 10814: 0.060097162428249
Position 8218: 0.05162317443289708
Position 4671: 0.05043724295239226
Position 3022: 0.030174025044354465
Position 10730: 0.02600511933428743
Position 5225: 0.025688727245924355
Position 13540: 0.02529675918174521
Position 584: 0.020849093303708235
Position 4714: 0.020277763125947163
Position 3040: 0.019755447308768
Position 5837: 0.01889509414097446
Position 11230: 0.01846446359313531
Position 13141: 0.014757023298270156
Position 4259: 0.014669777151551159
Position 4732: 0.01422276964488703
Position 1374: 0.013119798070148634
Position 1987: 0.01305341320067816
Position 609: 0.012895941619581902
Position 4871: 0.012714992783885304
Position 9105: 0.012689701099031891
Position 4906: 0.01216281790321094
Position 11313: 0.011283253498977928
Position 1568: 0.010016952289548593
Position 223: 0.01000060385807404
Position 2117: 0.009444081601832677
Position 373: 0.00808581879559224
Position 8799: 0.007883074664085053
Position 549: 0.0071651894181071285
Position 606: 0.006932572632779524
Position 2533: 0.006898402163793879
Position 385: 0.006754288640227854
Position 2035: 0.006240925221197832
Position 294: 0.005712816638115575
Position 11126: 0.005528696710753263
Position 5249: 0.004101312888877769
Position 2574: 0.003998565995925648
Position 6987: 0.0033390902819665793
Position 5229: 0.002846598577883723
