Gene = MTPN
index = 893
Annotated 5SS: [  288 25800 26718]
Annotated 3SS: [25685 26633 47303]
SMsplice 5SS: [  288  2051  4463 25800 26718 29962]
SMsplice 3SS: [ 1859  4369 25685 26633 29847 47303]
top_k =  1000
Partition function (log Z): -24.050927972257977

Sorted 5' Splice Sites (High to Low Probability):
Position 4463: 0.856968637955834
Position 288: 0.8466857895975941
Position 2051: 0.5716369426753879
Position 4120: 0.528497360239572
Position 1662: 0.276110182663668
Position 8942: 0.25688396710546213
Position 5973: 0.23815959832308356
Position 653: 0.18098040140340474
Position 1901: 0.1794561542135994
Position 4764: 0.15229592436030462
Position 3500: 0.15007918069747161
Position 4863: 0.14037502983312988
Position 3055: 0.08065657980183936
Position 325: 0.07464748898387137
Position 2591: 0.058481152789257834
Position 9171: 0.05088960395622487
Position 2731: 0.04084251412941326
Position 3635: 0.04000164685922043
Position 7420: 0.03844568264605734
Position 3033: 0.03389224209759332
Position 2587: 0.033155675588465855
Position 468: 0.03261652151178298
Position 1387: 0.03155212410437965
Position 1609: 0.03023585607163226
Position 3178: 0.028660354063606005
Position 6480: 0.023237244440412443
Position 7938: 0.022708536168911813
Position 8756: 0.020339854655548627
Position 2725: 0.015910502960086784
Position 2650: 0.012373396388301252
Position 5618: 0.011222803796424066
Position 8767: 0.009184468452047422
Position 267: 0.008210635949758238
Position 4139: 0.008145935702921223
Position 2019: 0.007640937119936891
Position 493: 0.007520701485407455
Position 8811: 0.007246125811533154
Position 7959: 0.005329711567568819
Position 1830: 0.005044624547185146
Position 898: 0.004921122352761565
Position 2153: 0.0043854903976580815
Position 5983: 0.0034678823101247733
Position 307: 0.0032266208251655304
Position 933: 0.003166187610127238
Position 4269: 0.003063023988048053
Position 4133: 0.0028013963372688763
Position 1442: 0.0026833751783242746
Position 1999: 0.002048639888416444
Position 5569: 0.0017680424566243018
Position 4174: 0.0017308079403231206
Position 1304: 0.0014866121858489018
Position 218: 0.0014136340891621412
Position 1559: 0.0011920523709179171
Position 691: 0.001078930927519064
Position 380: 0.0007564397692566398
Position 3555: 0.0006450951313973674
Position 1701: 0.0004488915378919303
Position 1623: 0.00030772026608083644
Position 236: 0.00024513418058885007
Position 1738: 0.00017819665909707316
Position 700: 0.00013267853822153758
Position 5643: 0.00010653843337929277
Position 2312: 0.00010378564683002785
Position 476: 0.00010229281266631703
Position 1666: 0.00010200091576727019
Position 903: 0.00010162069085167364
Position 1638: 0.00010016128279385865
Position 2035: 8.836392762598379e-05
Position 2465: 8.658534555755819e-05
Position 1889: 7.973852461732394e-05
Position 4563: 7.755756124179043e-05
Position 814: 7.606811237995643e-05
Position 1729: 7.231241203446644e-05
Position 2568: 7.176652994754008e-05
Position 1057: 6.624723814917641e-05
Position 845: 6.521054019745295e-05
Position 2244: 6.189985268246807e-05
Position 2376: 5.9053586155049044e-05
Position 795: 5.726665812638211e-05
Position 2327: 5.0661662716205394e-05
Position 2158: 4.970752322886978e-05
Position 49: 4.4072226553924994e-05
Position 2573: 4.031582060522822e-05
Position 1302: 3.8866724922546996e-05
Position 2306: 3.683257313494422e-05
Position 3096: 3.377658908025177e-05
Position 2445: 3.123285504430499e-05
Position 2317: 3.0421994658490093e-05
Position 1991: 2.5441371123888154e-05
Position 742: 2.3232908445583912e-05
Position 1775: 2.1089581370822158e-05
Position 777: 1.9386957318741376e-05
Position 1908: 1.5471711836990738e-05
Position 2595: 1.2922163016620548e-05
Position 1209: 1.0599366125267622e-05
Position 230: 9.580014390375882e-06
Position 1186: 9.485156287459592e-06
Position 12: 8.210192211708554e-06
Position 213: 7.946391898005333e-06
Position 1690: 6.97120460009551e-06
Position 513: 6.461834580572951e-06
Position 627: 6.186989119269897e-06
Position 1130: 4.258473189060393e-06
Position 462: 3.310910108052305e-06
Position 1254: 2.399947027729063e-06
Position 1375: 2.34370121275832e-06
Position 604: 2.1731282923266732e-06
Position 1355: 1.9691903657183528e-06
Position 405: 8.722168914963541e-07
Position 279: 4.335936492145134e-07
Position 1018: 3.9832982414451366e-07
Position 488: 1.8204712456557103e-07
Position 504: 7.780650036006398e-08
Position 830: 5.846380161961826e-09
Position 486: 3.6016239835690686e-09
Position 433: 2.7936732904064942e-09
Position 560: 3.405908506375775e-10
Position 562: 1.57239651324589e-10
Position 557: 1.5838082450206892e-11
Position 578: 2.452029522861856e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 4369: 0.7772204886741846
Position 1859: 0.7689966323781335
Position 4001: 0.5046182106765965
Position 8880: 0.4441038630762215
Position 5683: 0.13970840694650602
Position 2464: 0.12596895988728246
Position 3425: 0.12040504696628673
Position 2834: 0.11009111937414497
Position 1555: 0.10597041907551565
Position 11530: 0.10401292762984697
Position 513: 0.08952697530806515
Position 4632: 0.08093564915235137
Position 7219: 0.08020311539618356
Position 8887: 0.0725783553598223
Position 7240: 0.06901700584666057
Position 1416: 0.06636088166158392
Position 8659: 0.06527926018080031
Position 4667: 0.06328605795627354
Position 10550: 0.06222317912005406
Position 576: 0.058843471027374236
Position 11332: 0.058806885115574484
Position 4823: 0.05788351390182121
Position 5778: 0.05147944724350422
Position 4727: 0.04964659924426573
Position 1502: 0.04753515446341947
Position 4252: 0.04197365442829309
Position 4023: 0.04136039665696434
Position 15567: 0.0406715740355567
Position 3436: 0.035095754547059266
Position 5491: 0.03380703099939328
Position 1512: 0.033491064882835424
Position 4328: 0.03242765647673106
Position 5842: 0.03132663628924456
Position 6428: 0.030828115512011464
Position 9114: 0.029961478651575273
Position 12162: 0.028026247439801477
Position 2494: 0.027483665897868857
Position 4558: 0.02562281930782072
Position 8462: 0.025493508001501942
Position 1223: 0.025106399999890023
Position 16334: 0.024974558851666013
Position 4461: 0.024239679055413806
Position 9735: 0.02384396246014007
Position 10710: 0.023786996991789513
Position 6129: 0.02105834585125775
Position 4792: 0.02099695655676007
Position 1367: 0.019923187118326843
Position 1474: 0.018860315638070148
Position 7800: 0.018463505438388022
Position 9991: 0.01835002791160317
Position 9254: 0.01830135318251958
Position 3177: 0.01773656681238697
Position 5643: 0.014332282670837242
Position 6168: 0.011983783449558083
Position 1523: 0.010489386195650895
Position 2813: 0.0097391848041487
Position 2647: 0.009516281476577335
Position 4921: 0.009193190459525286
Position 12544: 0.008721987341221534
Position 2965: 0.008153429128836723
Position 6382: 0.00808531371664528
Position 7824: 0.007711187266864494
Position 3596: 0.00720290800479621
Position 3141: 0.006321434071702656
Position 2939: 0.0060082829418826224
Position 492: 0.005851390389412518
Position 4282: 0.005592334943622559
Position 8118: 0.005114711181357963
Position 1342: 0.0050372314566498825
Position 3455: 0.005036322359018841
Position 12791: 0.004460518614216186
Position 4341: 0.004166962245092661
Position 517: 0.004113742354081021
Position 6347: 0.004090557379045044
Position 8096: 0.003874301424968394
Position 1302: 0.0037230759989943215
Position 2783: 0.0035728312892027293
Position 5719: 0.0035298077953240825
Position 1635: 0.00348458313580729
Position 5171: 0.0033001377544531084
Position 749: 0.00325847944566394
Position 9163: 0.0030478296370778746
Position 3329: 0.0030181870611730396
Position 7851: 0.0029227579709624257
Position 9959: 0.0029166939487594605
Position 7462: 0.002837248227988708
Position 3452: 0.0026343717669602656
Position 1254: 0.0026256228503561603
Position 4689: 0.0025906746318272596
Position 1976: 0.0021870384276253597
Position 1700: 0.0021025607360812128
Position 6954: 0.0021023576293708233
Position 4600: 0.0020154416496781158
Position 4953: 0.0019038795164183497
Position 4862: 0.001811464319896366
Position 10408: 0.0017147455752218438
Position 3084: 0.001701539083735213
Position 2809: 0.0015332569740413925
Position 4054: 0.0014786066148210378
Position 6023: 0.0013715366239557595
Position 8430: 0.0013213508038631041
Position 4804: 0.0013145226352650628
Position 8090: 0.0012933473647704708
Position 3924: 0.0012825318742308452
Position 1756: 0.0012713562042190162
Position 4563: 0.0012099692635113585
Position 627: 0.0011563757614843108
Position 6931: 0.0010388849452647006
Position 1337: 0.0010381781780232468
Position 2477: 0.0008599860287070746
Position 7039: 0.000803145453084614
Position 554: 0.0007354468031160113
Position 8305: 0.0006305988808030694
Position 5336: 0.0006237659401360186
Position 604: 0.0005595500446434209
Position 6081: 0.0005313695625481164
Position 578: 0.0005068573594277414
Position 2590: 0.0004934207346965654
Position 2357: 0.00048600327901674606
Position 1528: 0.0004806239394442897
Position 1517: 0.000423223722088758
Position 1128: 0.00040930186097253994
Position 775: 0.00039335949453591105
Position 755: 0.00036400909470964235
Position 691: 0.00036148734907545844
Position 707: 0.000268867838003581
Position 6672: 0.00026440424664121926
Position 895: 0.00023328088420467312
Position 1369: 0.00022594672772793825
