Gene = SPAG8
index = 1298
Annotated 5SS: [ 169 1091 1390 1636 1834 2026 2869]
Annotated 3SS: [ 270 1214 1589 1718 1962 2759 3965]
SMsplice 5SS: [169]
SMsplice 3SS: [270]
top_k =  1000
Partition function (log Z): -5.1768588714970285

Sorted 5' Splice Sites (High to Low Probability):
Position 1636: 0.7320685131618575
Position 169: 0.6340384351994383
Position 349: 0.4312482741428273
Position 213: 0.3592985717636302
Position 1407: 0.27713913405118024
Position 2026: 0.22091540087470252
Position 1091: 0.19326641504255337
Position 1834: 0.10603393951903202
Position 2072: 0.06810473619251768
Position 4104: 0.06246960627400809
Position 1390: 0.05602611867951785
Position 4096: 0.04468175080166258
Position 2482: 0.044481257709923776
Position 1399: 0.04322321117529048
Position 681: 0.037213081468275414
Position 2338: 0.03627211358080658
Position 2699: 0.03228565672503308
Position 1648: 0.03114927456087833
Position 2869: 0.029783994506048312
Position 4073: 0.019799693652969064
Position 516: 0.016523307919474817
Position 3534: 0.014326893166584153
Position 2036: 0.012792621777263457
Position 2784: 0.010933554778675563
Position 472: 0.008666497515813882
Position 1034: 0.0066949691241746405
Position 2932: 0.006136358415592352
Position 3122: 0.005983376080785845
Position 2030: 0.005531874248582398
Position 1504: 0.004566459082355452
Position 1459: 0.004284191205249008
Position 1684: 0.003942507112626022
Position 3554: 0.0038344500966202406
Position 2355: 0.0034523925403243407
Position 987: 0.0028276042313400613
Position 465: 0.0022972472727139314
Position 765: 0.0012421853417184517
Position 3740: 0.0012086065899031616
Position 777: 0.001200793699952823
Position 2203: 0.0011824311711722934
Position 783: 0.0011452816757112892
Position 2652: 0.001077186045798705
Position 1524: 0.0009871177951419796
Position 807: 0.0006020366118232054
Position 825: 0.0005663182215833839
Position 753: 0.0004974246729647277
Position 747: 0.0004237372362809873
Position 874: 0.0003924479692574642
Position 3628: 0.00029065481251090556
Position 2044: 0.00023252706798349647
Position 1168: 0.00019387011982104925
Position 585: 0.00016274376025161123
Position 2394: 0.0001623964904204914
Position 899: 0.0001315141673340252
Position 46: 0.00011386815272535161
Position 711: 0.00010153433722519672
Position 1099: 4.676940250770034e-05
Position 2303: 4.5601428192614476e-05
Position 163: 4.409078298289276e-05
Position 157: 4.155380951532639e-05
Position 861: 1.940032074387876e-05
Position 58: 1.6843571325464624e-05
Position 887: 1.618355462167259e-05
Position 108: 1.488550541047701e-05
Position 1371: 1.4884131841689172e-05
Position 322: 8.17290572618033e-06
Position 555: 5.846805832815646e-06
Position 250: 4.66438072114595e-06
Position 1765: 2.970882140010222e-06
Position 578: 1.3844165229809754e-06
Position 81: 1.173338348758909e-06
Position 255: 1.1691403093242916e-06
Position 139: 8.716679023975426e-07
Position 720: 5.35775239048576e-07
Position 669: 4.953829845346107e-07
Position 84: 3.2976849061450747e-07
Position 621: 2.680648030644693e-07
Position 117: 1.0950657621170027e-07
Position 91: 9.019623494310366e-08
Position 253: 3.2872969058828807e-08
Position 572: 3.198466381933979e-08
Position 342: 1.6121921970089128e-08
Position 662: 2.247529240776549e-11
Position 728: 1.7840490688290152e-11
Position 638: 1.411702045051845e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 270: 0.4219369101366231
Position 1524: 0.36427050300116
Position 1214: 0.32333918400451067
Position 3965: 0.31627691005827907
Position 1589: 0.28217970717456475
Position 2139: 0.26847807544972885
Position 1962: 0.16124938598686153
Position 1555: 0.15351725570805588
Position 872: 0.14967073429866135
Position 335: 0.14512451598075196
Position 4223: 0.12718964758373674
Position 1871: 0.11598297536150032
Position 3430: 0.09578654733048662
Position 2389: 0.0848531701610459
Position 2759: 0.08232546654897951
Position 1718: 0.0566923637892539
Position 4023: 0.035379156664770636
Position 2597: 0.029771790016866313
Position 2783: 0.02866934104618754
Position 2863: 0.026506359391690167
Position 4020: 0.026426256046154867
Position 1333: 0.025433682388473013
Position 675: 0.023363192229043404
Position 1885: 0.023060210633690056
Position 1528: 0.020672801428242907
Position 946: 0.02066416261619091
Position 3048: 0.01692676314085808
Position 1125: 0.011435652297355247
Position 1343: 0.010592609466658008
Position 2899: 0.010242915599145171
Position 1239: 0.008428375937887573
Position 245: 0.007881037773954713
Position 2293: 0.0077886557213019125
Position 644: 0.00747717396899352
Position 974: 0.007462790958066445
Position 3246: 0.007392062251988918
Position 3285: 0.005407196989351282
Position 1980: 0.005159626890598558
Position 595: 0.004261933962044539
Position 2297: 0.0038574880283426738
Position 3470: 0.0036683079294304614
Position 1723: 0.0034159092183135855
Position 1013: 0.0033640928216561125
Position 1833: 0.003176239710833422
Position 1253: 0.003150036874299609
Position 4191: 0.0031407385935433747
Position 1316: 0.0029995676328870282
Position 925: 0.002774169858237823
Position 1479: 0.002730113494648839
Position 980: 0.0026245732350824403
Position 2461: 0.0025626344381487445
Position 1347: 0.0020588779119472297
Position 1735: 0.0017269676149927807
Position 2603: 0.0017066942846296347
Position 1063: 0.0016805917532847956
Position 1731: 0.0015456333304372718
Position 342: 0.0014831554939287272
Position 1755: 0.0012661650464032717
Position 879: 0.0012010640668941317
Position 1192: 0.0011833610931505929
Position 4051: 0.0009391907652310743
Position 830: 0.0009288850111080951
Position 2007: 0.0008646687835204603
Position 1740: 0.0008246352705699651
Position 3610: 0.0007787090007404519
Position 3195: 0.0007486966082400485
Position 1178: 0.0007379739710559562
Position 1764: 0.000639861639192926
Position 1751: 0.0006134375086645244
Position 278: 0.0005347986447382459
Position 362: 0.0005245121342256969
Position 545: 0.0004464636246104501
Position 893: 0.00043605072720632803
Position 995: 0.00036827337691662
Position 1503: 0.0003612910973794278
Position 855: 0.00034286272279034227
Position 1022: 0.00031857562673779163
Position 2698: 0.0002950141973780365
Position 1897: 0.0002599686193045718
Position 680: 0.0002568606019562218
Position 921: 0.0002561776774121257
Position 1181: 0.000217966298679093
Position 1389: 0.00019072506019645398
Position 1144: 0.0001661913125984359
Position 1594: 0.0001597298874755089
Position 1770: 0.00015600515200756243
Position 1246: 0.00013881594116676212
Position 1624: 0.00012992917673663404
Position 1433: 0.00010652947893879387
Position 1365: 9.409674048571311e-05
Position 498: 9.363656882797737e-05
Position 940: 8.026845241098625e-05
Position 4038: 7.289551757323018e-05
Position 1983: 7.060096753429501e-05
Position 2181: 7.047835271403299e-05
Position 1218: 6.816357666453292e-05
Position 1136: 6.76752278732442e-05
Position 1216: 6.237410884272339e-05
Position 1027: 5.685681669935124e-05
Position 434: 4.888789954979605e-05
Position 374: 4.238022147071105e-05
Position 1489: 3.970800936825008e-05
