Gene = HRG
index = 664
Annotated 5SS: [ 263 3100 4077 5838 6916 9239]
Annotated 3SS: [ 2982  3985  5670  6834  9136 11094]
SMsplice 5SS: [ 263 3100 5838 6916 8342 9239]
SMsplice 3SS: [ 2982  5670  6834  8204  9136 11094]
top_k =  1000
Partition function (log Z): -1.5692218302152523

Sorted 5' Splice Sites (High to Low Probability):
Position 3100: 0.9558176130708979
Position 9239: 0.9362497273649765
Position 5838: 0.8612260047474636
Position 8342: 0.6767226164706168
Position 6916: 0.6262582970035275
Position 263: 0.5972332598682661
Position 134: 0.2792538977507871
Position 4338: 0.2541067355472789
Position 4077: 0.2514228494464477
Position 1603: 0.22089428614442877
Position 4082: 0.16794249291843483
Position 591: 0.12340094023759149
Position 2852: 0.1079319981686029
Position 4004: 0.09207175467202353
Position 6351: 0.07913675309005107
Position 1843: 0.07807638573978481
Position 1640: 0.06959136445546561
Position 10678: 0.05748974156293042
Position 5854: 0.03961579618825605
Position 8593: 0.036475558151387116
Position 11753: 0.03526414933952862
Position 7742: 0.028215742284412374
Position 6593: 0.02350863945804726
Position 9002: 0.019497761840226956
Position 1800: 0.017364477972755126
Position 4280: 0.017300934960840016
Position 3602: 0.01635915112080698
Position 1335: 0.014021892309644462
Position 7083: 0.011648461068908168
Position 11627: 0.011536029800865088
Position 11684: 0.010475027637030615
Position 3297: 0.009912605888002659
Position 1279: 0.009764531312972943
Position 6425: 0.009507279364798891
Position 3743: 0.008952914487343736
Position 8391: 0.008683091230596579
Position 2700: 0.008281096610994248
Position 2872: 0.007897266482855317
Position 6441: 0.007617607910058613
Position 2457: 0.006770765677092046
Position 4873: 0.006364497237781167
Position 3341: 0.006026000202396212
Position 1283: 0.005846181616988678
Position 11150: 0.00577952775072474
Position 903: 0.005717126506023977
Position 4342: 0.005592171561598557
Position 1685: 0.005499182883326645
Position 3999: 0.005145296005381691
Position 7994: 0.00501363090526552
Position 3065: 0.004984561657772159
Position 468: 0.004913075911678787
Position 5986: 0.003672914469595517
Position 748: 0.0033996016352605286
Position 11882: 0.0033392428831329865
Position 1748: 0.003234247199022171
Position 1752: 0.0032013015487208805
Position 1609: 0.0030428585333777246
Position 2105: 0.003000725246243614
Position 10901: 0.0028464846770430517
Position 4286: 0.0027719063022293724
Position 1874: 0.002321868637887656
Position 3531: 0.002008908987739091
Position 3451: 0.001895634901072058
Position 1706: 0.0018243180587891132
Position 1475: 0.0015617396759184704
Position 1225: 0.0014651755379412343
Position 3518: 0.0014326300748457085
Position 1700: 0.001414304671051876
Position 3104: 0.001368325163078668
Position 2704: 0.0012354729213164052
Position 7363: 0.0012327877382580725
Position 364: 0.0011846732090007495
Position 780: 0.001108634944157432
Position 4831: 0.001011836273758239
Position 1588: 0.0009122580443737644
Position 3694: 0.0008655415449153366
Position 10627: 0.0006630984472376312
Position 6652: 0.0006556122028617726
Position 12: 0.0005200387907978626
Position 2898: 0.00048595369251672513
Position 10716: 0.00048117760870716795
Position 2671: 0.0004799688620432583
Position 464: 0.00047438449118337116
Position 6672: 0.00044930915421375966
Position 9333: 0.000420305965966481
Position 26: 0.00041535366712240726
Position 3887: 0.00036493779940582693
Position 1671: 0.00032280263286356875
