Gene = VGF
index = 1547
Annotated 5SS: [220]
Annotated 3SS: [729]
SMsplice 5SS: [608]
SMsplice 3SS: [729]
top_k =  1000
Partition function (log Z): -9.327353273589809

Sorted 5' Splice Sites (High to Low Probability):
Position 608: 0.5402492781666305
Position 220: 0.35536871746328397
Position 806: 0.09152032484082112
Position 331: 0.08923166324818542
Position 513: 0.07768637578284396
Position 613: 0.047550839816900975
Position 270: 0.03372875974608712
Position 459: 0.029055127044099745
Position 344: 0.012731354204165251
Position 653: 0.011744394622797815
Position 234: 0.009223749888374874
Position 924: 0.006097726754561417
Position 2175: 0.0043215226077764415
Position 1002: 0.002183841138340551
Position 876: 0.002121880742160968
Position 1264: 0.0019300818558532348
Position 2157: 0.0019262244183296275
Position 1362: 0.0018494744591101811
Position 476: 0.001415899026939894
Position 1659: 0.0009672543943124296
Position 2325: 0.0007728047466080489
Position 264: 0.0005758295774266444
Position 280: 0.0005599373710100979
Position 2358: 0.0005389864442439569
Position 1450: 0.0004263123193191026
Position 1104: 0.0003866557636402174
Position 826: 0.00014223498630391558
Position 1792: 0.00014161684488794214
Position 1332: 0.00012075943473982842
Position 463: 8.63362245919471e-05
Position 1751: 4.8978698077644495e-05
Position 638: 2.9752074958433516e-05
Position 302: 1.4541849042183777e-05
Position 150: 7.001085810310571e-06
Position 207: 3.916650034765581e-06
Position 337: 3.1408527715720113e-06
Position 383: 2.2338624134470985e-06
Position 166: 1.9558317218142584e-06
Position 532: 1.5798360191232859e-06
Position 3: 7.72722533761643e-07
Position 406: 5.587239783159923e-07
Position 238: 3.6729966852288347e-07
Position 204: 2.5922625556739624e-07
Position 108: 2.2765983314839738e-07
Position 1487: 1.3072307874584588e-07
Position 668: 1.1357276932492692e-07
Position 304: 5.0015543705037515e-08
Position 767: 1.8612299906294592e-08
Position 27: 1.29320562066552e-08
Position 356: 6.791149933835133e-09
Position 20: 4.265384924740824e-09
Position 595: 8.567705736634864e-10
Position 747: 8.558421359376743e-10
Position 712: 4.472101865313848e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 729: 0.4756597242651777
Position 2270: 0.3188937722566607
Position 383: 0.08667247151333891
Position 1445: 0.05960672115889082
Position 459: 0.05446038961313326
Position 316: 0.047648417239356984
Position 2145: 0.043380396082894596
Position 2301: 0.03954398801972243
Position 558: 0.026598188108277757
Position 1013: 0.021969704240515194
Position 1172: 0.01819714959765197
Position 1241: 0.015049828103888718
Position 1583: 0.014825603086848563
Position 905: 0.01227660716848967
Position 2099: 0.01214921273585002
Position 2872: 0.009772867647185353
Position 856: 0.00925406992182543
Position 2510: 0.00689030380486661
Position 1524: 0.005378440613365204
Position 1970: 0.0042693275261970485
Position 1061: 0.004047267461846572
Position 1048: 0.003830989460796264
Position 695: 0.003323189807567135
Position 1550: 0.003267796658550011
Position 489: 0.002814087126049331
Position 2947: 0.00227521995736987
Position 953: 0.001744058836517524
Position 2370: 0.0014613735331355311
Position 1976: 0.0014030239142176935
Position 335: 0.0012933336418648063
Position 1058: 0.0010418934493110232
Position 739: 0.0010325441154570834
Position 1111: 0.0010266483657993507
Position 612: 0.0009307574609193116
Position 1973: 0.0009110877187409164
Position 756: 0.0008901396481043025
Position 1751: 0.0008625573142663378
Position 2417: 0.0006667683276477086
Position 2783: 0.0006178329420812152
Position 763: 0.0006066606266926258
Position 476: 0.0005766744681231817
Position 1805: 0.0005411424024469578
Position 362: 0.0005349824440596123
Position 425: 0.0004589973291529259
Position 2039: 0.00039514067738593244
Position 2018: 0.00039454704281631064
Position 1487: 0.000335134403379741
Position 974: 0.00032205441671690795
Position 1763: 0.0003090457552507216
Position 2161: 0.0002983418835575042
Position 2749: 0.0002791049894980843
Position 2012: 0.00026320472549769616
Position 1391: 0.0002055526038336314
Position 652: 0.00020467606964394113
Position 913: 0.0001996271613342496
Position 2909: 0.00019820364556204635
Position 836: 0.00018723887363535113
Position 517: 0.0001864873505378178
Position 406: 0.00017520009286817341
Position 1879: 0.00016225720403919005
Position 1100: 0.0001596818560969947
Position 1643: 0.00014910523797111248
Position 2489: 0.0001470855621373224
Position 2811: 0.00013763515105319894
Position 505: 0.00013670008104860702
Position 810: 0.00013171576478738297
Position 921: 0.00011653410842566113
Position 891: 0.00010675211735425775
Position 1139: 8.554761110539135e-05
Position 842: 6.741066505516286e-05
Position 947: 6.740847639086614e-05
Position 870: 6.658367922671991e-05
Position 480: 6.555547512239875e-05
Position 2543: 6.274342845816946e-05
Position 1647: 5.7413199195698945e-05
Position 521: 5.031652231632665e-05
Position 356: 4.119988790733319e-05
Position 2110: 3.921497469717662e-05
Position 2967: 3.5929708363635694e-05
Position 560: 3.3169452205406306e-05
Position 930: 3.180246485186408e-05
Position 427: 3.0534491366198736e-05
Position 1679: 2.6007766375724848e-05
Position 1658: 2.474669846509382e-05
Position 1920: 2.472294009351396e-05
Position 1560: 2.3810356637853595e-05
Position 1462: 2.3087449505805405e-05
Position 1258: 1.9336847787588246e-05
Position 1070: 1.79262382690506e-05
Position 422: 6.2147967413160484e-06
Position 323: 4.249894639564103e-06
Position 494: 3.6675624084781165e-06
Position 418: 2.682605491218197e-06
Position 626: 8.639264721645934e-07
Position 502: 8.200961117423431e-07
Position 671: 5.823584819967025e-07
Position 1141: 3.092516135144931e-07
Position 257: 2.7269345249047593e-07
Position 816: 9.363090850562968e-08
Position 677: 4.376593674529822e-08
Position 216: 4.3523083114977565e-08
Position 631: 1.9260499886999987e-08
Position 261: 9.200679201759198e-09
Position 73: 6.428054233543081e-09
Position 662: 2.391505611357981e-09
Position 98: 1.1956179042044466e-09
Position 679: 7.314389086122302e-10
Position 136: 6.232230445383353e-10
Position 83: 7.16007193232861e-11
Position 78: 3.87000241162969e-11
Position 141: 3.844951487780424e-11
Position 278: 1.6461438265088138e-11
Position 274: 1.2579227773601791e-11
