Gene = AKNA
index = 48
Annotated 5SS: [   49 13346 17940 20313 25967 26863 29846 32000 32702 34510 34812 36485
 37543 38481 43547 46682 47737 48543 50698 52397 52873]
Annotated 3SS: [12958 16872 20237 25809 26707 29785 31871 32493 34342 34610 36237 37435
 38268 43383 46504 47620 48395 50601 52279 52679 57098]
SMsplice 5SS: [   49  8573 13051 13346 19322 20313 21371 24532 25757 25967 26206 26863
 32000 32702 34510 34697 36485 38481 43136 43547 46682 47737 48543 49954
 50698 52397]
SMsplice 3SS: [ 8455 12958 13226 19223 20237 21238 24450 25619 25905 26155 26753 31871
 32493 34342 34610 36371 38313 42974 43383 46504 47620 48395 49799 50601
 52279 57098]
top_k =  1000
Partition function (log Z): 35.22433227188798

Sorted 5' Splice Sites (High to Low Probability):
Position 36485: 0.9826163801769401
Position 34510: 0.9674184048654338
Position 25967: 0.9662093071132085
Position 48543: 0.9655649653535681
Position 20313: 0.9641063767325341
Position 32000: 0.9627161577327368
Position 13051: 0.9333016085970037
Position 49: 0.9255432271060307
Position 43547: 0.9179159186498261
Position 32702: 0.9029945486258807
Position 38481: 0.8989280026695875
Position 19322: 0.857746243425459
Position 26863: 0.8417481723374627
Position 13346: 0.8331056777748428
Position 34697: 0.8116402431964506
Position 25757: 0.8065282533091735
Position 50698: 0.7356876259948247
Position 46682: 0.6890198420026672
Position 21371: 0.6496093558410784
Position 8573: 0.6196858977346944
Position 24532: 0.6067948886934378
Position 47737: 0.5964597620930563
Position 19969: 0.5679243821675541
Position 26206: 0.5630009044552559
Position 49954: 0.5604475854672958
Position 52397: 0.5446430434679774
Position 45209: 0.5168280170583291
Position 43136: 0.47533906362079964
Position 40543: 0.4517464324411292
Position 44957: 0.45048052261842786
Position 17033: 0.4384148081990606
Position 52873: 0.4351117138252698
Position 17940: 0.3921697515740361
Position 17027: 0.3846909543130609
Position 4911: 0.34051203809560737
Position 42346: 0.3267453175675797
Position 28621: 0.30465158312504204
Position 34277: 0.2618907485348357
Position 22904: 0.25356823402865336
Position 9207: 0.21769536579510806
Position 40089: 0.21626182166755945
Position 24538: 0.21200858889950716
Position 6546: 0.2075096729682058
Position 34812: 0.18240041886442387
Position 52467: 0.16425040339996874
Position 29846: 0.14443664556276037
Position 33916: 0.13094625619486747
Position 27451: 0.12988224338274246
Position 37543: 0.1149069282340817
Position 21390: 0.1143830742268883
Position 27333: 0.11220204006120836
Position 43046: 0.11172290778558601
Position 4349: 0.11011405423143895
Position 37351: 0.10607510985448333
Position 5893: 0.10394095310304755
Position 53495: 0.08900146114667291
Position 8565: 0.08710553490303381
Position 23513: 0.08043900864949097
Position 4951: 0.07977377100577046
Position 54588: 0.07803087125493113
Position 57379: 0.07790132991551578
Position 47543: 0.07515209155984012
Position 44213: 0.07402691962424805
Position 11948: 0.06882948316699977
Position 23533: 0.0679613831467026
Position 23493: 0.0648323588630793
Position 6437: 0.06436037212414775
Position 50201: 0.06411117598541789
Position 23474: 0.06390645530504038
Position 57383: 0.06059478735070201
Position 8485: 0.05875102441504065
Position 44570: 0.055482867105970265
Position 25: 0.054033764688583515
Position 54777: 0.05338238143664458
Position 24562: 0.05319936909938417
Position 25699: 0.05291749940083335
Position 5483: 0.051585749303997855
Position 54749: 0.05005526245343053
Position 25810: 0.0489134894205354
Position 1745: 0.04724969307925918
Position 52783: 0.04406826085477353
Position 49950: 0.04051924004541996
Position 3094: 0.040383156831698665
Position 46146: 0.03984361355636396
Position 25720: 0.03915135569375319
Position 20158: 0.03640321680891413
Position 26365: 0.0354322241949887
Position 36276: 0.034906627870168634
Position 47644: 0.034371277364986415
Position 38682: 0.03372852711212732
Position 32587: 0.0332658270357144
Position 49916: 0.032952691924938306
Position 24746: 0.032805051376726416
Position 24607: 0.032636472001278234
Position 23435: 0.03259956187932974
Position 24779: 0.03199910994498975
Position 24731: 0.03193084242328291
Position 43054: 0.03187624109283742
Position 7979: 0.031601005853255794
Position 19338: 0.03131679149087591
Position 48911: 0.031168927141392244
Position 52570: 0.028645327059726767
Position 54161: 0.02711365368008006
Position 35646: 0.026922535280426083
Position 5686: 0.0269126736152794
Position 31768: 0.02676767189751524
Position 33728: 0.026526595882119794
Position 16811: 0.025574476939415447
Position 3964: 0.02539269882562378
Position 40738: 0.02519268614404922
Position 20361: 0.024673229007095267
Position 40732: 0.023976503998152918
Position 16458: 0.023766098702698104
Position 37638: 0.02368344860257899
Position 48188: 0.023595373738866506
Position 23913: 0.02358611560100888
Position 48491: 0.021901348282501974
Position 53212: 0.02098863333365258
Position 5884: 0.020261864767557286
Position 22670: 0.0197141807125767
Position 8104: 0.01926145646093052
Position 33744: 0.018948193979882705
Position 44455: 0.018396273523185663
Position 36257: 0.018278049882214174
Position 46084: 0.018096153601237095
Position 30776: 0.01752241780604015
Position 6381: 0.017436903114345616
Position 35587: 0.01713611180022987
Position 50407: 0.01603108295610421
Position 20928: 0.015334011973718345
Position 43986: 0.014965603845621626
Position 40358: 0.014470436965973037
Position 24547: 0.014128528217886372
Position 5195: 0.013441730153964597
Position 34224: 0.013057414408233521
Position 24719: 0.01289569447955004
Position 40681: 0.012851857977319333
Position 53603: 0.01260582833743627
Position 22666: 0.012338909476717964
Position 45981: 0.012253565484589272
Position 53591: 0.012249968413555542
Position 21164: 0.012243865468880179
Position 34403: 0.012181450414079082
Position 47718: 0.012153662179959087
Position 154: 0.012107376843907029
Position 24632: 0.012076591027270527
Position 35540: 0.011841946600986364
Position 6047: 0.010999025307236432
