Gene = GLMP
index = 598
Annotated 5SS: [ 147  914 1308 1655 2353]
Annotated 3SS: [ 655 1106 1435 2095 2462]
SMsplice 5SS: [ 147 1308 1514 1683]
SMsplice 3SS: [1106 1435 1609 2462]
top_k =  1000
Partition function (log Z): -0.7338050374701606

Sorted 5' Splice Sites (High to Low Probability):
Position 147: 0.9629864143221164
Position 1308: 0.9096329151844957
Position 2353: 0.6485590452930812
Position 1683: 0.49373492339875646
Position 1514: 0.4178251963055174
Position 1655: 0.33803077526718156
Position 1037: 0.21284768641295781
Position 997: 0.15425339666738874
Position 1692: 0.1094221145629209
Position 776: 0.0979938383859155
Position 914: 0.06025806959116411
Position 1912: 0.0459981027332876
Position 2055: 0.03095894880608181
Position 1030: 0.02184452695457243
Position 1696: 0.019364573062115135
Position 1568: 0.014759748977635831
Position 25: 0.014040106515018295
Position 863: 0.007959681315249252
Position 431: 0.006968108694057974
Position 656: 0.006840444145423556
Position 2365: 0.005030635350835245
Position 922: 0.004842852629302683
Position 326: 0.004694240827444146
Position 1503: 0.004307627813224293
Position 1315: 0.004218870180579347
Position 1001: 0.003594453681290603
Position 370: 0.003317448832557996
Position 668: 0.0025056812994113105
Position 1453: 0.0019330463205745696
Position 2787: 0.0014294012697515762
Position 449: 0.0011577539057329134
Position 1356: 0.0009403115430085772
Position 275: 0.0008358344856650865
Position 315: 0.0007234026093206195
Position 332: 0.0004456516684694568
Position 55: 0.00041240026204645024
Position 782: 0.0003799430848994306
Position 1350: 0.0003772138582547721
Position 202: 0.00034092621376783494
Position 1048: 0.0003079617810665031
Position 361: 0.0002347849662830089
Position 978: 0.0001822055100591657
Position 1898: 0.00015380644754872677
Position 2044: 0.00012040631262274576
Position 240: 0.0001031955700367902
Position 815: 9.345085221160369e-05
Position 719: 8.55586698825289e-05
Position 258: 7.826229901945409e-05
Position 233: 7.169563117117239e-05
Position 176: 6.810838048474703e-05
Position 960: 6.548515592884384e-05
Position 746: 6.33461790771419e-05
Position 502: 4.229021050212366e-05
Position 287: 4.222781751502974e-05
Position 440: 2.3302806384426286e-05
Position 2252: 2.1454677425374735e-05
Position 1131: 2.1171097992002897e-05
Position 618: 2.049694786631447e-05
Position 1133: 1.9487914365060147e-05
Position 67: 1.8217496243388712e-05
Position 409: 1.813405655024667e-05
Position 337: 1.5089950874142816e-05
Position 2302: 1.5020535562541996e-05
Position 886: 1.3809822133184773e-05
Position 1375: 1.3662387893909415e-05
Position 380: 9.52698973614182e-06
Position 7: 8.51852099188707e-06
Position 1041: 5.5084182935431944e-06
Position 44: 4.625517717713567e-06
Position 946: 4.07886705363248e-06
Position 294: 3.657077576459031e-06
Position 39: 3.632471574278671e-06
Position 277: 3.3172394872265593e-06
Position 382: 2.583317232582588e-06
Position 1555: 2.1038511962845784e-06
Position 658: 1.6991671452827497e-06
Position 748: 1.2807694486765007e-06
Position 537: 8.483117470954238e-07
Position 605: 5.816160561751273e-07
Position 607: 4.2404401323399595e-07
Position 558: 4.1619105480264263e-07
Position 104: 1.9001507495663862e-07
Position 310: 1.0935692838417864e-07
Position 1759: 7.045151265379035e-08
Position 532: 6.708791575176798e-08
Position 478: 6.357912571931767e-08
Position 2269: 1.7356780152866346e-08
Position 773: 1.3642698753288964e-08
Position 389: 2.5309644901837185e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2462: 0.8590711239447351
Position 1106: 0.8537017444431844
Position 1435: 0.8342247462908917
Position 1609: 0.5511669566897031
Position 912: 0.377639281275053
Position 2095: 0.2637863845496861
Position 2275: 0.22862412622867243
Position 655: 0.08465672684408616
Position 2225: 0.08292248948410229
Position 2242: 0.05936655957466047
Position 804: 0.047132025802239554
Position 2318: 0.04189656378332215
Position 1768: 0.04166895837875623
Position 2129: 0.03710104718412722
Position 1813: 0.03458026768390488
Position 697: 0.022135748397401234
Position 1855: 0.021784119221474958
Position 1146: 0.02166082250549306
Position 1123: 0.013983237262584677
Position 404: 0.011614972767961307
Position 1961: 0.01153170868216234
Position 756: 0.009728360142202713
Position 111: 0.009675688921817662
Position 1567: 0.00858203006615944
Position 1654: 0.0070318111648087905
Position 2164: 0.006617689420303226
Position 1441: 0.005724847224616475
Position 773: 0.005644994939618746
Position 537: 0.005214100401008254
Position 2515: 0.004827493370160141
Position 563: 0.004104816875585347
Position 500: 0.003041837102868403
Position 1276: 0.0029163887980176565
Position 1822: 0.002905135621223577
Position 2551: 0.002792933004822737
Position 1615: 0.002563557657425236
Position 874: 0.0025139024237755443
Position 2598: 0.002489204863034748
Position 2494: 0.0024137499079960674
Position 719: 0.002299580728000553
Position 1251: 0.002013028196156893
Position 2167: 0.0019972621742727487
Position 2910: 0.001772905096657231
Position 2140: 0.0016422446100551001
Position 590: 0.0016405144257840849
Position 2649: 0.001522938704398819
Position 1743: 0.0013036801990690468
Position 1493: 0.0012923631737598406
Position 1452: 0.0012100449448191985
Position 354: 0.0011203489656178703
Position 1585: 0.0010593106673029043
Position 2104: 0.0008851259124930899
Position 1800: 0.0008601377182646733
Position 667: 0.0006245991547405195
Position 1612: 0.0006200765340826722
Position 2430: 0.0006187280560014391
Position 429: 0.0005595735202503383
Position 369: 0.00045606945685407516
Position 2691: 0.0004280501302597974
Position 2755: 0.00035584137186225363
Position 1496: 0.000317708486888878
Position 1306: 0.00027215030386331393
Position 2952: 0.0002652706193610071
Position 879: 0.0002631759038073595
Position 1115: 0.00024711378599299387
Position 1294: 0.00021085655889089007
Position 1237: 0.0001927513977059281
Position 1571: 0.00018561359552374092
Position 1151: 0.0001822816886395356
Position 511: 0.0001775212330845024
Position 2349: 0.00017100677218868907
Position 2629: 0.00016861806842048986
Position 2201: 0.00012881715026693633
Position 2150: 0.00012213984270864983
Position 2786: 0.00012071458253008549
Position 223: 0.00011956170927706318
Position 574: 0.0001166156987129065
Position 1162: 9.394733426184775e-05
Position 1966: 8.872185309511082e-05
Position 2533: 8.835136389803124e-05
Position 2566: 6.394136336915397e-05
Position 2601: 6.289817122251381e-05
Position 1818: 5.865747860234053e-05
Position 1861: 5.266828320731367e-05
Position 1082: 4.736477446026814e-05
Position 1774: 4.647133889388867e-05
Position 137: 4.473927993916078e-05
Position 753: 4.3789453305508985e-05
Position 1985: 4.099030394011483e-05
Position 273: 3.8646080359445026e-05
Position 1963: 3.719937645019412e-05
Position 1009: 3.3720487844244306e-05
Position 318: 3.2669617352255744e-05
Position 1458: 3.0483341477455903e-05
Position 974: 2.6972964667530978e-05
Position 886: 2.318531079741061e-05
Position 2644: 2.2619712838669553e-05
Position 1033: 2.1049227280419753e-05
Position 1929: 1.9618926743593318e-05
Position 1940: 1.8161965279723758e-05
Position 844: 1.4735277125674505e-05
Position 1391: 1.1885335732203976e-05
Position 375: 1.1731838635394046e-05
Position 1770: 1.1515584409045815e-05
Position 1386: 1.0868572411815342e-05
Position 230: 1.0727667849785422e-05
Position 200: 7.916599978284723e-06
Position 1062: 6.2553877810714505e-06
Position 167: 6.218460591641674e-06
Position 918: 4.357568984015532e-06
Position 1659: 3.869160872154101e-06
Position 2013: 3.129856011273724e-06
Position 1072: 2.1367631601972653e-06
Position 825: 1.8166597965674843e-06
Position 813: 1.0647712678234033e-06
Position 938: 1.0073898882243092e-06
Position 435: 8.445327993704168e-07
Position 251: 6.873616347399204e-07
Position 256: 5.599410754449986e-07
Position 1511: 5.259544670905174e-07
Position 1507: 4.867705308199501e-07
Position 76: 2.57169203214981e-07
Position 146: 2.0424669220299987e-07
Position 253: 3.071937518666923e-08
Position 283: 2.658231380509551e-08
Position 330: 2.1312486632312258e-08
Position 238: 1.1753263058157741e-08
Position 380: 9.951713278324204e-09
Position 134: 8.599680013372595e-09
Position 315: 4.639846135019956e-09
Position 182: 3.069539906679714e-09
Position 173: 6.552377589940661e-10
Position 151: 8.823426825426551e-11
Position 176: 9.001156267742418e-12
Position 440: 1.1161167389819126e-14
