Gene = FOXL2NB
index = 563
Annotated 5SS: [ 231 2406]
Annotated 3SS: [2285 3030]
SMsplice 5SS: [774]
SMsplice 3SS: [2030]
top_k =  1000
Partition function (log Z): -7.238036088149599

Sorted 5' Splice Sites (High to Low Probability):
Position 774: 0.6156132233790802
Position 2154: 0.5627716931839407
Position 231: 0.5235423785738194
Position 1834: 0.43425852785183616
Position 1618: 0.2020400593247406
Position 4481: 0.19164567468041108
Position 2615: 0.1492547416864921
Position 2550: 0.10653994460901631
Position 4344: 0.1021403206839646
Position 1171: 0.08843881648737027
Position 583: 0.0844626107925539
Position 103: 0.06929023209844522
Position 3800: 0.06887210697503061
Position 813: 0.06734280905159835
Position 3186: 0.05037379055138622
Position 2146: 0.04791012668566033
Position 4239: 0.04134977832105654
Position 2578: 0.04069953144975414
Position 2451: 0.030655022026579173
Position 791: 0.027365343670974214
Position 1573: 0.027064378609646663
Position 4966: 0.020403301160660445
Position 146: 0.016625110628255932
Position 735: 0.015183174922679028
Position 2160: 0.012484089160943271
Position 2142: 0.012187024633511012
Position 2140: 0.011845410093101019
Position 2972: 0.011198953949066967
Position 334: 0.010765766458202713
Position 5573: 0.010350593752523082
Position 5217: 0.00811187374552398
Position 1332: 0.0072019996375820685
Position 2166: 0.006872669806893683
Position 394: 0.006537803639191958
Position 610: 0.005935729504484296
Position 747: 0.005646424909487219
Position 2168: 0.005642573736636476
Position 2164: 0.005623232788890063
Position 2158: 0.005435166151665883
Position 2162: 0.005435067804856928
Position 4205: 0.004530615183566811
Position 2170: 0.004058350919817015
Position 1935: 0.0039966002107380905
Position 1143: 0.003249749287215819
Position 1825: 0.003117051445586618
Position 2172: 0.0031036527817307285
Position 2174: 0.0027226063038859063
Position 2635: 0.0026344416506661294
Position 2063: 0.0026171665214086374
Position 2178: 0.002534301875055128
Position 2176: 0.002394033012052675
Position 590: 0.0018348107537306305
Position 5715: 0.0017105222155788576
Position 386: 0.0016850266052004907
Position 555: 0.001589884677150155
Position 2182: 0.0015547950230888326
Position 675: 0.0015316961044773295
Position 976: 0.0012626414935198009
Position 1087: 0.0011385834543877747
Position 339: 0.001136629066156308
Position 571: 0.001126681386164459
Position 2378: 0.0010908254565893236
Position 151: 0.0009265725976880034
Position 1843: 0.0008989005511089115
Position 1244: 0.0008292720767385951
Position 2081: 0.0008110497502133971
Position 784: 0.0006639403434779088
Position 3932: 0.0006609072295898617
Position 2300: 0.0005323335568218482
Position 1919: 0.0004914958143571874
Position 793: 0.00040279450478817566
Position 1505: 0.00039493394604826624
Position 1510: 0.0003490820426218683
Position 3735: 0.00031112038088169415
Position 437: 0.00020390687905770787
Position 2188: 0.0001845109240618448
Position 864: 0.00016697506430976856
Position 1294: 0.0001521013084748001
Position 260: 0.00013015149317542314
Position 577: 0.000107248078405923
Position 2079: 0.00010575352520805561
Position 679: 0.00010497415865881092
Position 753: 7.873102202336233e-05
Position 1677: 7.801064735627677e-05
Position 370: 5.351225052980179e-05
Position 856: 5.308841483898826e-05
Position 1570: 5.151022059965331e-05
Position 592: 4.635538298712496e-05
Position 840: 3.9060752600080064e-05
Position 1838: 2.9242573309457487e-05
Position 1641: 1.9933516801196134e-05
Position 2349: 1.6151513179210157e-05
Position 7: 1.5341585228004255e-05
Position 1186: 1.1813032496363661e-05
Position 388: 5.31887693459637e-06
Position 553: 4.9024093435665485e-06
Position 481: 3.967227775505405e-06
Position 530: 2.0605124741844327e-06
Position 484: 1.7217255841339043e-06
Position 870: 1.5753573208481878e-06
Position 681: 3.270935430239076e-07
Position 835: 2.7280237243251915e-07
Position 877: 2.5295774741612255e-07
Position 2076: 1.5282774834506464e-08
