Gene = IDNK
index = 675
Annotated 5SS: [   54  5044  5792 18424]
Annotated 3SS: [ 5012  5704 18379 20260]
SMsplice 5SS: [  656  5044  5792 15037 18465]
SMsplice 3SS: [ 5012  5704 14773 18379 20260]
top_k =  1000
Partition function (log Z): -10.43439162287

Sorted 5' Splice Sites (High to Low Probability):
Position 5792: 0.9837854621194259
Position 15037: 0.7970738782982344
Position 5044: 0.7362851922553634
Position 18465: 0.5965209784298485
Position 656: 0.46296516834506074
Position 16845: 0.39277969129076545
Position 54: 0.38645429241562723
Position 356: 0.20517343528117885
Position 20056: 0.1457200342768078
Position 10710: 0.12066398249094355
Position 908: 0.08786820554814431
Position 18566: 0.086242814063045
Position 18424: 0.06046681541100759
Position 1936: 0.056065963707864465
Position 58: 0.04507373768723836
Position 542: 0.04388264688224665
Position 18530: 0.03228757501793072
Position 37: 0.03146084657618612
Position 2941: 0.028872667420346693
Position 7945: 0.02083567007987636
Position 16858: 0.020188851869170958
Position 28: 0.018541355586608774
Position 11616: 0.016079681743735533
Position 1305: 0.016034111180887357
Position 1340: 0.014504511112678392
Position 7556: 0.01379373702690081
Position 11132: 0.01344969688841612
Position 3861: 0.012233999561223327
Position 12040: 0.012101307182393481
Position 18767: 0.012088694776670083
Position 1975: 0.011557133610688445
Position 884: 0.011294754219847597
Position 5213: 0.010339833031783974
Position 6407: 0.010044890908983249
Position 4291: 0.00976310107563177
Position 5252: 0.00944840292873885
Position 592: 0.007254827637784404
Position 386: 0.006629121838717564
Position 4493: 0.006069499666063651
Position 1119: 0.005474946430607968
Position 18800: 0.005250982727667972
Position 18922: 0.004342637520097555
Position 4319: 0.0043419888205255735
Position 17619: 0.0039084212952802564
Position 270: 0.0038133655049249118
Position 1508: 0.003357889545518186
Position 3106: 0.0030876782217645494
Position 17892: 0.003010211649487824
Position 5184: 0.0028697526237328793
Position 135: 0.0019354409249364235
Position 5877: 0.0018577878506545566
Position 4421: 0.0018338376149648825
Position 5048: 0.0018036992143807503
Position 5468: 0.0015638476566866284
Position 4426: 0.0014228987557903233
Position 618: 0.0013891603599909877
Position 3529: 0.0012791689592179015
Position 3805: 0.0012716425607589195
Position 1062: 0.0008667337878673275
Position 2784: 0.0008554374489493663
Position 1365: 0.0007985568633674354
Position 3737: 0.00066410695520764
Position 4219: 0.0006271892589159115
Position 1138: 0.0005432050557970981
Position 2368: 0.0005416681809507541
Position 5094: 0.0005312935257567389
Position 1045: 0.0004842552540633277
Position 5918: 0.00035064548479350126
Position 9957: 0.0002891959886886318
Position 4533: 0.00028756262000302206
Position 1319: 0.00027212910972053775
Position 3988: 0.0002478624269193855
Position 145: 0.0001622836908901082
Position 92: 0.0001450419475764803
Position 90: 0.00013633637418249654
Position 6560: 6.15624464708123e-05
Position 5889: 4.8877773879961944e-05
Position 401: 4.303948784766603e-05
Position 10745: 3.7773662363208985e-05
Position 605: 3.2700162226703806e-05
Position 1092: 2.2940422636341374e-05
Position 2015: 1.8275111413980574e-05
Position 6059: 1.7935483237362906e-05
Position 664: 1.7906395980426696e-05
Position 666: 1.2044135006652147e-05
Position 6127: 9.052318337260046e-06
Position 2658: 7.701492191597501e-06
Position 2064: 7.3291225536709736e-06
Position 6073: 5.145966490365167e-06
Position 6579: 4.73591000916816e-06
Position 2159: 4.094673515455871e-06
Position 864: 4.0489023244857944e-06
Position 2195: 3.722791078662181e-06
Position 2404: 3.480106988617015e-06
Position 5873: 3.4618475090475676e-06
Position 7093: 2.9677973960841058e-06
Position 2379: 2.731948045364217e-06
Position 119: 2.266971139896424e-06
