Gene = SPRR4
index = 1324
Annotated 5SS: [29]
Annotated 3SS: [1204]
SMsplice 5SS: [29]
SMsplice 3SS: [1204]
top_k =  1000
Partition function (log Z): -8.125346163476761

Sorted 5' Splice Sites (High to Low Probability):
Position 29: 0.7213459294765887
Position 1461: 0.18900545452589157
Position 184: 0.12242962484323422
Position 838: 0.08748958241003019
Position 411: 0.07923774596736434
Position 373: 0.07365125336946435
Position 339: 0.045098691058104184
Position 128: 0.021230988142142273
Position 1291: 0.02084752412699953
Position 1589: 0.01827620140411698
Position 224: 0.011581166364257076
Position 397: 0.006459786120464468
Position 1602: 0.005400056774614723
Position 1304: 0.0036668403392177574
Position 1372: 0.0035724154973311483
Position 33: 0.0021029008650936235
Position 399: 0.0015594784796272552
Position 639: 0.0014963502405169922
Position 248: 0.0007306967334458084
Position 974: 0.0006485660248119621
Position 616: 0.0006019275182045186
Position 1422: 0.0003024082286193679
Position 195: 0.0002119463572128585
Position 1682: 0.0002109746952639019
Position 651: 0.00019140047758710999
Position 1104: 0.00016009740616193256
Position 10: 7.466460853001592e-05
Position 1337: 6.618102832117652e-05
Position 805: 6.289861022432977e-05
Position 140: 4.066926083101607e-05
Position 1318: 3.8842230454347485e-05
Position 149: 2.863175043709304e-05
Position 1111: 2.803212540308733e-05
Position 1361: 2.7246752876837726e-05
Position 1076: 1.705965117701324e-05
Position 313: 1.3363589768867737e-05
Position 278: 1.048496092053529e-05
Position 828: 1.7340415432506354e-06
Position 680: 1.1680237490632955e-06
Position 62: 1.152989227142637e-06
Position 19: 1.1069701361191555e-06
Position 781: 8.317435123065281e-07
Position 1325: 5.723360382868224e-07
Position 742: 4.7336248402485984e-07
Position 1057: 3.666424841036227e-07
Position 1034: 3.244055942445614e-07
Position 331: 2.0007913955747996e-08
Position 849: 1.7941703893110432e-08
Position 842: 1.7340181135673036e-08
Position 47: 1.6876890196209585e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1204: 0.8089087612467929
Position 1545: 0.1851893643836529
Position 261: 0.12246942677746064
Position 1681: 0.08713600069698837
Position 1371: 0.053380104232334226
Position 396: 0.02961261481636913
Position 742: 0.028780196408062803
Position 1220: 0.023988486055120807
Position 1239: 0.013498483526807867
Position 135: 0.00769814870504596
Position 224: 0.0076720705924028226
Position 1712: 0.006533477555769781
Position 96: 0.005607050138917966
Position 520: 0.004772961515512329
Position 1242: 0.003271244188525479
Position 1236: 0.0031958687501230407
Position 1353: 0.002538503757863323
Position 442: 0.002536943831973883
Position 1586: 0.002328070054094419
Position 287: 0.0016736508869450112
Position 1396: 0.0015885454457585091
Position 338: 0.0014115336224297483
Position 1411: 0.0013366554360407562
Position 699: 0.0011863534727774253
Position 373: 0.0010605217836212161
Position 284: 0.0010023280883020363
Position 614: 0.000998923979967706
Position 265: 0.000741624684356705
Position 1144: 0.000678689004397822
Position 1507: 0.0006694465525156785
Position 599: 0.0006446418889767694
Position 1049: 0.0006374542525263193
Position 103: 0.0005524147678136195
Position 268: 0.00046955816316524994
Position 1754: 0.00043308468306489444
Position 1330: 0.00042245371872715807
Position 661: 0.00029993775872247353
Position 487: 0.00024172157094888198
Position 1377: 0.000220583392962227
Position 1272: 0.00020925914980000917
Position 191: 0.00020498467186321032
Position 1222: 0.00017835540645348154
Position 766: 0.00017822480993473426
Position 410: 0.0001546324506007878
Position 1432: 0.0001158156809719712
Position 545: 9.927790487340836e-05
Position 631: 9.533373920075282e-05
Position 651: 9.291104686095853e-05
Position 1245: 8.806622356532948e-05
Position 808: 8.777909630601945e-05
Position 902: 8.484025923172367e-05
Position 784: 7.937341677541823e-05
Position 978: 6.943287109254144e-05
Position 1416: 6.719980932078844e-05
Position 1419: 6.035072490496773e-05
Position 1332: 5.453608741219848e-05
Position 1071: 5.267629946709059e-05
Position 1801: 4.7435451511296866e-05
Position 528: 4.2531608116223715e-05
Position 316: 4.228756027829744e-05
Position 566: 3.649571981693011e-05
Position 290: 3.4698815962886924e-05
Position 774: 3.323163652653128e-05
Position 1155: 3.2012267371164174e-05
Position 634: 2.363174290195427e-05
Position 377: 2.3476566162493627e-05
Position 549: 2.1527658153641327e-05
Position 1281: 1.992395861053536e-05
Position 982: 1.777607875437622e-05
Position 1257: 1.613125994515152e-05
Position 1730: 1.587425870385192e-05
Position 1593: 1.5430967088584174e-05
Position 672: 1.498402889440605e-05
Position 1284: 1.2362540411225096e-05
Position 1719: 1.0859870490117289e-05
Position 583: 1.053499487400514e-05
Position 1458: 9.707839659499872e-06
Position 1441: 9.456236709609744e-06
Position 1254: 9.134976939943389e-06
Position 1606: 7.828074444901544e-06
Position 195: 7.150427088264236e-06
Position 828: 6.5850256957297995e-06
Position 816: 6.206753663812916e-06
Position 786: 6.1338353382230506e-06
Position 298: 5.645957579769801e-06
Position 109: 5.104853424599726e-06
Position 638: 4.787414604712057e-06
Position 1380: 4.733405436797329e-06
Position 149: 4.1556223589745415e-06
Position 1274: 2.973352337048836e-06
Position 306: 1.9785881032277334e-06
Position 140: 1.2861203848115062e-06
Position 623: 8.420301591595463e-07
Position 300: 9.55979893689176e-09
Position 326: 6.934071195428953e-09
Position 568: 3.1655458140888006e-10
Position 686: 3.141100150212871e-10
Position 553: 3.250434872816726e-11
Position 846: 4.7549620368738406e-12
