Gene = PHYHD1
index = 1024
Annotated 5SS: [  774  1153  1462  6302 12963 13164 15609 15751 16884 19603 19821 20677]
Annotated 3SS: [ 1034  1387  6142 12886 13115 15552 15687 16861 19473 19703 20549 20772]
SMsplice 5SS: [ 1153  1462 13001 13164 15609 15751 16884 19821 20677]
SMsplice 3SS: [ 1387 12886 13115 15552 15687 16861 19703 20549 20772]
top_k =  1000
Partition function (log Z): 4.315113077319528

Sorted 5' Splice Sites (High to Low Probability):
Position 1462: 0.9947715707958414
Position 20677: 0.9140739852773754
Position 19821: 0.903431705253661
Position 15751: 0.8745459859602009
Position 13164: 0.870102679772352
Position 15609: 0.858218463468609
Position 16884: 0.7406868904247775
Position 1153: 0.6653003405288848
Position 13001: 0.5355583650603576
Position 6302: 0.3761198063927773
Position 14163: 0.2802366435116091
Position 19603: 0.26727424864195637
Position 13007: 0.21294519605062115
Position 12963: 0.17589119357043595
Position 14396: 0.16004917684745662
Position 15449: 0.14960616074670371
Position 17050: 0.1348729549663075
Position 774: 0.12066352357595503
Position 186: 0.09366816221858448
Position 15467: 0.07549322519237726
Position 20855: 0.06966134427782479
Position 547: 0.0690545586553124
Position 17199: 0.06724299476711872
Position 13349: 0.0621252276206457
Position 264: 0.05294619716919713
Position 707: 0.04835204195205357
Position 757: 0.04547101391406374
Position 19419: 0.04293327996842692
Position 1660: 0.04280791353096373
Position 17670: 0.039963636767486155
Position 4307: 0.03658930892263818
Position 20689: 0.035897206514284345
Position 20104: 0.03299609234377497
Position 17268: 0.03132900374034241
Position 15303: 0.030328780589727503
Position 13262: 0.029153435610979748
Position 7177: 0.025740241634623563
Position 778: 0.025566855587617617
Position 17077: 0.023607375929322213
Position 20914: 0.023292774598569797
Position 14429: 0.02312523871546918
Position 5120: 0.022636276314467036
Position 19405: 0.019945924277633913
Position 15603: 0.018044809447111527
Position 19768: 0.016405057262274116
Position 20108: 0.016293056141768774
Position 18288: 0.015550536431781165
Position 20681: 0.014237895779149325
Position 13182: 0.014071980350448984
Position 17935: 0.012257875825361359
Position 915: 0.01138459530776117
Position 7299: 0.010620136531115222
Position 20693: 0.010362486729950113
Position 15625: 0.009976188250838305
Position 16638: 0.007909693502133905
Position 15310: 0.007666602429652768
Position 19752: 0.007326397932832954
Position 13927: 0.0067227125197838545
Position 7434: 0.006313029695592365
Position 15254: 0.005811499183001505
Position 15619: 0.0053932175328531015
Position 16162: 0.005216904797514537
Position 10614: 0.004685136762751542
Position 4474: 0.004579278718853799
Position 16718: 0.004272265556273711
Position 7089: 0.004082901941378428
Position 20092: 0.003877276697707611
Position 180: 0.003799286921530937
Position 183: 0.0036915976549299835
Position 7218: 0.003634302127975742
Position 4631: 0.0032424153052982773
Position 15345: 0.0032188159471484216
Position 390: 0.0030606209724399584
Position 16921: 0.0029220904137407925
Position 19580: 0.002857380026267058
Position 344: 0.002799379352188809
Position 12096: 0.0027465817684290956
Position 18233: 0.0027397799089680457
Position 17628: 0.0027185790138498306
Position 1250: 0.002657148438296604
Position 4102: 0.00258432591645373
Position 14418: 0.002397630989651973
Position 123: 0.0023877492567122545
Position 12522: 0.0021827304571467795
Position 11430: 0.0019120601048017907
Position 5103: 0.0018865811853224098
Position 16878: 0.0018228503796968109
Position 14039: 0.0017771101201554554
Position 5284: 0.0016506280455146837
Position 17764: 0.001633719891175001
Position 20870: 0.0012470790501807178
Position 20238: 0.0012424860981888163
Position 17654: 0.0012088503833244603
Position 15738: 0.0011563880142942858
Position 194: 0.0010839513870958071
Position 13643: 0.0010553411071396153
Position 19252: 0.0007790938406000085
Position 20970: 0.0007710311781537114
Position 1163: 0.0007587031015185758
Position 1271: 0.0007285286743382273
Position 17109: 0.0007087557765244298
Position 17277: 0.0006476635811647508
Position 17939: 0.0006012889222771997
Position 14515: 0.0005968195307543378
Position 867: 0.0004949623502147858
Position 17398: 0.00044253479722663824
Position 15857: 0.0004175133731554667
Position 16629: 0.0003931051544752092
Position 15933: 0.00037722644840247263
Position 17081: 0.00036894305950350975
Position 141: 0.0003169590732105656
Position 1241: 0.00027872210769739215
Position 20919: 0.0002549871640953167
Position 17355: 0.0002494199646031829
Position 16990: 0.00022941573463025348
Position 196: 0.00022875710403745975
Position 20863: 0.00022275931254740864
Position 4298: 0.0002058279545682262
Position 188: 0.00020464744741438575
Position 312: 0.0001823142188955806
Position 16579: 0.00017729921200859908
Position 19900: 0.00016360908012556536
Position 20695: 0.00015686504258631808
Position 990: 0.0001439176335864844
Position 15640: 0.00013987749848829188
Position 904: 0.0001216838976334279
Position 1307: 0.00012079095711155473
Position 19707: 9.101861076656034e-05
Position 665: 8.715874253382976e-05
Position 20900: 8.413644810438706e-05
Position 20809: 8.07022976103939e-05
Position 20748: 7.906006778180795e-05
Position 3899: 7.797009302159642e-05
Position 1170: 7.1924619051259e-05
Position 586: 6.817420952470145e-05
Position 20949: 6.2967825292705e-05
Position 15878: 6.016072512915288e-05
Position 46: 5.8060151918263075e-05
Position 16395: 4.6164066864750486e-05
Position 1315: 4.3812876961470435e-05
Position 15785: 4.14430175534518e-05
Position 430: 3.7549480120868446e-05
Position 620: 3.5636654973544146e-05
Position 1476: 3.249271253526459e-05
Position 4206: 3.176119561050559e-05
Position 607: 2.3164771113726255e-05
Position 13815: 1.833112123837457e-05
Position 20518: 1.5557552953027777e-05
Position 577: 1.4707749978345162e-05
Position 4635: 1.4314368393431907e-05
Position 732: 1.2686186860019381e-05
Position 1244: 1.1987106677267232e-05
Position 709: 1.1880768843723705e-05
Position 48: 1.092438451261744e-05
