Gene = C8G
index = 244
Annotated 5SS: [ 198  510  739  932 1306 1429]
Annotated 3SS: [ 372  667  823 1203 1389 1506]
SMsplice 5SS: [ 198  510  739  932 1306]
SMsplice 3SS: [ 426  667  823 1203 1389]
top_k =  1000
Partition function (log Z): 6.8245496261277605

Sorted 5' Splice Sites (High to Low Probability):
Position 739: 0.9736325120714746
Position 932: 0.9637026268152625
Position 510: 0.9497880453607455
Position 1306: 0.9384926598760671
Position 198: 0.8947286339355529
Position 1429: 0.41917069330719836
Position 228: 0.06281991526154869
Position 1301: 0.05196833954506441
Position 1517: 0.02232879693611712
Position 322: 0.022150447049472496
Position 1008: 0.018658657547787554
Position 687: 0.007795120535661543
Position 214: 0.005453628935129198
Position 260: 0.004306558276355542
Position 291: 0.002337822530120125
Position 490: 0.0022763010832457307
Position 1462: 0.001956287796922058
Position 204: 0.0012715028227674916
Position 1549: 0.0011327445575936715
Position 915: 0.0007897450565389885
Position 1323: 0.0005172533466222633
Position 1509: 0.0004673595876340546
Position 246: 0.0003787997788570489
Position 234: 0.0003095876872163714
Position 1218: 0.00014504956060429697
Position 936: 0.0001446852225227327
Position 762: 0.00012991623666595937
Position 1237: 9.312744774714332e-05
Position 891: 9.079400108536602e-05
Position 494: 8.442612013096413e-05
Position 878: 8.099151897401866e-05
Position 361: 4.6249521923754626e-05
Position 13: 3.8667356624758296e-05
Position 919: 3.4365598720297163e-05
Position 463: 3.421088528506011e-05
Position 952: 3.4046780651100226e-05
Position 1582: 3.027415340340978e-05
Position 1241: 2.944029804193822e-05
Position 296: 2.7877425778480447e-05
Position 1093: 2.7357424718246652e-05
Position 714: 2.5755280613506268e-05
Position 10: 1.9631947161749157e-05
Position 766: 1.5916888007836326e-05
Position 624: 1.082369225713454e-05
Position 1577: 1.0013529169962957e-05
Position 1489: 9.807715667985976e-06
Position 1254: 8.89569303874367e-06
Position 1230: 7.3744207292852445e-06
Position 514: 6.042726041194858e-06
Position 266: 5.788254089705756e-06
Position 1310: 4.118756337641833e-06
Position 850: 3.3612877934114395e-06
Position 1602: 3.182985922818731e-06
Position 1074: 3.148401887321346e-06
Position 602: 2.8907580742969783e-06
Position 306: 2.328601783245086e-06
Position 1433: 2.200038551793627e-06
Position 308: 1.4615600842962809e-06
Position 400: 1.1428085182011679e-06
Position 237: 9.810371940065184e-07
Position 416: 9.475018719987141e-07
Position 35: 8.782402720383204e-07
Position 645: 7.866083634206628e-07
Position 1494: 7.591171366523864e-07
Position 630: 6.858654174528751e-07
Position 886: 3.1220985272257417e-07
Position 1459: 1.928543752292011e-07
Position 340: 1.860205728303943e-07
Position 350: 1.54370571286895e-07
Position 269: 1.542076338506977e-07
Position 1312: 1.507060922853716e-07
Position 1095: 1.3731205838783919e-07
Position 299: 1.3611188913853006e-07
Position 853: 1.1898440104125563e-07
Position 394: 6.117699075737862e-08
Position 1169: 3.006128290550673e-08
Position 642: 2.5553039500098903e-08
Position 372: 8.67161794132365e-09
Position 856: 3.2765187533599057e-09
Position 1077: 7.972037191230465e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1389: 0.9759658096994056
Position 667: 0.9655144169084289
Position 823: 0.9567200916501925
Position 1203: 0.678396580260781
Position 426: 0.5694065829412367
Position 1506: 0.3760526990396858
Position 372: 0.3673964414796448
Position 1150: 0.28460537169209355
Position 1175: 0.025500029806047153
Position 1637: 0.025178484079354926
Position 1666: 0.02489693669639496
Position 829: 0.020255354855201205
Position 1509: 0.018254103070060517
Position 1611: 0.009973372773147993
Position 638: 0.005821337313168369
Position 340: 0.005547203229544658
Position 474: 0.005419590047758928
Position 615: 0.004346439296400465
Position 379: 0.004108045877084596
Position 1668: 0.002665508157226595
Position 1407: 0.002374413065113842
Position 1152: 0.001881576106713259
Position 429: 0.0017317900192018241
Position 1183: 0.0016076070751317568
Position 1104: 0.001527263254179124
Position 1533: 0.0012647151720717126
Position 686: 0.0012007776246883476
Position 556: 0.0010362517538449832
Position 1642: 0.0009073978487448867
Position 432: 0.0008840005677841663
Position 838: 0.0008654789907016152
Position 1617: 0.000539176723863028
Position 864: 0.0005047906114293915
Position 1440: 0.0004971677768792097
Position 1433: 0.000477072879270739
Position 1577: 0.0004289562333278028
Position 1539: 0.00039761541802119956
Position 1137: 0.00037567901459409044
Position 1250: 0.00033851721877776325
Position 1222: 0.0002448724632384343
Position 1126: 0.00022077124506201016
Position 1364: 0.0001997029628549877
Position 1400: 0.00018485399826893958
Position 1412: 0.00017415200831638814
Position 311: 0.00016212691210339917
Position 1062: 0.00013258889068959087
Position 1513: 0.00010179864246396587
Position 738: 0.00010170153860110718
Position 711: 0.00010152825470157653
Position 876: 0.00010030519328747707
Position 1322: 9.589848352599413e-05
