Gene = RP11-475E11.9
index = 1172
Annotated 5SS: [   124 113948 114573 114733 120351]
Annotated 3SS: [113907 114423 114669 120216 125777]
SMsplice 5SS: [   124    739  13176  13665  15874  16147  20010  22080  23440  23849
  26205  26408  85920 103015 103263 114733 120351]
SMsplice 3SS: [   616  13035  13562  15765  15975  19868  21985  23341  23701  26065
  26323  85720 102721 103096 114669 120216 121057]
top_k =  1000
Partition function (log Z): -35.31059277085194

Sorted 5' Splice Sites (High to Low Probability):
Position 13665: 0.9774206237974291
Position 23849: 0.9618019105142689
Position 23440: 0.9613018953309695
Position 26205: 0.9596659018977232
Position 26408: 0.9565073501191085
Position 13176: 0.8548858981461971
Position 124: 0.8474579892219104
Position 15874: 0.8364919412682256
Position 22080: 0.8005390945556053
Position 16147: 0.7605805371539263
Position 739: 0.6651825067453007
Position 20010: 0.5768574288748279
Position 8494: 0.39199025942539173
Position 16581: 0.33503244467051607
Position 19649: 0.3059101238915213
Position 25961: 0.26784820962113975
Position 19926: 0.25195491108331086
Position 26754: 0.19717787878725762
Position 33414: 0.14019395762490897
Position 37319: 0.12840924438893037
Position 88: 0.12527706447077477
Position 19533: 0.11002332071775564
Position 1176: 0.09774686331378564
Position 28794: 0.09717405143462642
Position 21026: 0.06695728872306672
Position 20952: 0.0604504504061829
Position 14251: 0.0580605480927544
Position 28381: 0.05763971066194082
Position 16261: 0.05664688314228279
Position 26879: 0.044043132284409606
Position 18319: 0.04266619536204055
Position 23241: 0.03859027243577568
Position 18286: 0.03427598371551848
Position 15532: 0.0337908519957076
Position 16155: 0.03174508406535044
Position 20804: 0.031227569298892588
Position 25319: 0.030053290256230946
Position 29318: 0.02863023662621134
Position 28765: 0.028224507239330936
Position 13894: 0.027966643700115486
Position 24795: 0.02734897177647446
Position 14331: 0.02399553028248828
Position 28376: 0.023854937605816237
Position 8409: 0.02118103235500359
Position 14259: 0.0206036187098343
Position 31100: 0.018861483441035526
Position 31175: 0.014605644917930136
Position 16539: 0.013929225653256983
Position 19943: 0.013037838394054896
Position 27241: 0.012826399733056864
Position 19934: 0.012739105705727331
Position 142: 0.012629030815174311
Position 25540: 0.012019919196103067
Position 28462: 0.010583742629274416
Position 22085: 0.010533025265699611
Position 22408: 0.010360427577694486
Position 17982: 0.009854132804127377
Position 28918: 0.009625481018201395
Position 28681: 0.009331398070230179
Position 18106: 0.009167826712961354
Position 15104: 0.008858109577763635
Position 23421: 0.0088226482534548
Position 13344: 0.008206282981324479
Position 16957: 0.007698088917447812
Position 1135: 0.007211646872747571
Position 20199: 0.007183123402979453
Position 15888: 0.007119767090960697
Position 23472: 0.006668275761776803
Position 16583: 0.0063466054977126575
Position 29046: 0.005422917953097189
Position 14389: 0.004912204486660865
Position 22873: 0.004858240845548187
Position 25569: 0.0048468799969678
Position 5343: 0.004840923379843088
Position 30512: 0.004228896543542409
Position 18314: 0.004017342457566611
Position 359: 0.0037834052507033995
Position 7568: 0.0035656868104170804
Position 22071: 0.00352244090836968
Position 7083: 0.0030504881703496134
Position 24911: 0.0030480157962867473
Position 23943: 0.0028245109821749487
Position 23053: 0.0028172315424463013
Position 264: 0.002777108985991626
Position 16431: 0.002739404321595096
Position 22777: 0.0026654003420118113
Position 128: 0.0025755489830133417
Position 28865: 0.002500621372639253
Position 14586: 0.002285904025281431
Position 26196: 0.0020815718148737283
Position 25068: 0.0018544571868144607
Position 5383: 0.0018180601805351298
Position 30048: 0.001746846041086165
Position 29838: 0.0015942431236939923
Position 8318: 0.0013737822794369988
Position 26399: 0.0013614368246665151
Position 941: 0.0013322764057991465
Position 22373: 0.0013261216801446426
Position 22418: 0.0012832782352495899
Position 1887: 0.0012094591767498105
Position 3479: 0.0012026510018792918
Position 16097: 0.001178453404141502
Position 15175: 0.0010905357152786754
Position 26472: 0.0010815430355964452
Position 1870: 0.0010406908178076167
Position 22576: 0.0009920178924354606
Position 19139: 0.0009392914192014668
Position 15878: 0.0008995579830862135
Position 30194: 0.0008933670686842659
Position 282: 0.0008819410208206496
Position 25631: 0.0008036542416444844
Position 24866: 0.0007809840407847147
Position 3617: 0.0007590729267484277
Position 1843: 0.0007048406816099329
Position 6049: 0.0006715975517586838
Position 7904: 0.0006518118725870928
Position 22892: 0.0006217821627267585
Position 16137: 0.0006142453444429746
Position 3691: 0.0006019168323011262
Position 19997: 0.000601276011140232
Position 878: 0.0005640394938081842
Position 18459: 0.0005565860736085383
Position 5894: 0.0005457501548646756
Position 2905: 0.000536334529581295
Position 158: 0.0005207487469239471
Position 13989: 0.00048452535540985164
Position 25603: 0.0004524850471547003
Position 25083: 0.00034716198427428547
Position 21786: 0.0002928559984628248
Position 766: 0.0002819178113540437
Position 24102: 0.00025059684708157997
Position 57: 0.00021679994942408663
Position 26396: 0.00020282688359838527
Position 1976: 0.00020015775829810377
Position 1444: 0.0001988623192334811
Position 25908: 0.0001839122056192581
Position 26269: 0.00018363518077824844
Position 444: 0.00015762546558597607
Position 7430: 0.00015294557015873618
Position 28189: 0.00014827174640392638
Position 6458: 0.0001363972226066928
Position 6901: 0.00013196187007293231
Position 2217: 0.00013114790401714938
Position 424: 0.00012705982311901262
Position 4256: 0.00011512177092295867
Position 27978: 0.00010766996889449857
Position 16160: 0.00010594274146021668
Position 23819: 9.268083911346133e-05
Position 16093: 9.186741443311182e-05
Position 23853: 8.8753415629767e-05
Position 16952: 6.724842677146694e-05
Position 24576: 5.579236328180241e-05
Position 24652: 5.2478833425580496e-05
Position 27157: 4.97575544430507e-05
Position 339: 4.6114349694112046e-05
Position 27359: 4.1814059035406964e-05
Position 922: 3.783055627740434e-05
Position 286: 3.3947439678880596e-05
Position 192: 2.866107171868119e-05
Position 26277: 2.7019270411908597e-05
Position 149: 2.4963893527195953e-05
Position 915: 2.3658599478777494e-05
Position 23456: 2.29713486148658e-05
Position 137: 2.1315478685715468e-05
Position 484: 1.7713033774021165e-05
Position 132: 1.389302243532543e-05
Position 20125: 1.035327056438474e-05
Position 19973: 9.825265495451648e-06
Position 13768: 8.488851441035287e-06
Position 167: 8.303751180983176e-06
Position 513: 7.808362533626707e-06
Position 329: 6.64596693212664e-06
Position 20101: 6.5209156910358125e-06
Position 434: 6.333028434430354e-06
Position 723: 5.856576626089998e-06
Position 14314: 5.3537131708617444e-06
Position 146: 4.29474613026328e-06
Position 90: 3.7513953608897877e-06
Position 20191: 3.5158625330754635e-06
Position 268: 3.0147080701590655e-06
Position 510: 2.457534861313611e-06
Position 551: 1.573447175374624e-06
