Gene = FPGS
index = 564
Annotated 5SS: [ 188 1539 1678 1826 4213 4412 4608 4814 5437 5831 6015 6960 7232 8137]
Annotated 3SS: [ 1409  1623  1760  4097  4333  4545  4710  5358  5682  5924  6808  7155
  8069 10319]
SMsplice 5SS: [  282  1539  1678  1923  4238  4412  4608  4814  5437  5831  6015  6960
  7232  8137 10449]
SMsplice 3SS: [ 1439  1623  1760  4116  4333  4545  4710  5358  5682  5924  6808  7155
  8069 10319 10966]
top_k =  1000
Partition function (log Z): 45.354446474082856

Sorted 5' Splice Sites (High to Low Probability):
Position 6960: 0.9968603633498354
Position 7232: 0.9960398436688835
Position 4608: 0.9877568297709693
Position 6015: 0.983360070464824
Position 5831: 0.9816223896436478
Position 1678: 0.9810738961255073
Position 4412: 0.9783037893107815
Position 1539: 0.928009735908794
Position 5437: 0.9254938999496228
Position 4814: 0.9200624779897281
Position 10449: 0.7899164801979037
Position 282: 0.5665674202940105
Position 8137: 0.4996784104556436
Position 1923: 0.4465302712385634
Position 1826: 0.43205671307269844
Position 4238: 0.40376593965628954
Position 4213: 0.36538705177448194
Position 4242: 0.22503635706280417
Position 188: 0.17900698454943134
Position 7855: 0.14535317499624728
Position 530: 0.13324449897953292
Position 8185: 0.084907587544857
Position 1155: 0.07748863254941624
Position 1544: 0.05794697878420422
Position 9316: 0.05522775662267041
Position 8144: 0.04950621863891774
Position 7611: 0.046079070348177834
Position 2292: 0.04296907034470903
Position 5468: 0.03698013178305781
Position 8220: 0.03477874085186575
Position 125: 0.03331164540183218
Position 5000: 0.02861908093173173
Position 4938: 0.026077800157412127
Position 3079: 0.02453701691723872
Position 10233: 0.02242875039414605
Position 511: 0.018750890370903234
Position 5859: 0.017073608420022857
Position 8213: 0.01677876549042691
Position 745: 0.015568379002227227
Position 233: 0.014310538072572
Position 10002: 0.01205411278615057
Position 1698: 0.011438582506282475
Position 1305: 0.010962088857538639
Position 5472: 0.010066172886930144
Position 5090: 0.009674926449899495
Position 3896: 0.009262443196272587
Position 9579: 0.009206159471819719
Position 10749: 0.00895656499286638
Position 8978: 0.008787443209515425
Position 1371: 0.007795533149739978
Position 4901: 0.007599359347064368
Position 7896: 0.006710447758355955
Position 10222: 0.006671044722392565
