Gene = SST
index = 1343
Annotated 5SS: [246]
Annotated 3SS: [1121]
SMsplice 5SS: [246]
SMsplice 3SS: [1121]
top_k =  1000
Partition function (log Z): -5.347681004803856

Sorted 5' Splice Sites (High to Low Probability):
Position 246: 0.9658776542700663
Position 466: 0.13681512477357818
Position 673: 0.023072668312261235
Position 728: 0.02113219485047511
Position 576: 0.017905584082875636
Position 321: 0.011612816592094425
Position 719: 0.007489758963807961
Position 202: 0.005509116252217095
Position 26: 0.001879271120318063
Position 687: 0.001690542810820325
Position 694: 0.0008337504711847381
Position 935: 0.0007669233358508081
Position 128: 0.00046162614061036117
Position 814: 0.0002889435132525322
Position 842: 0.0002523726696879416
Position 265: 0.00020448972640985767
Position 816: 0.00015254185580270422
Position 820: 0.0001503516222324978
Position 818: 0.00014830456444968402
Position 548: 0.00014619542826890494
Position 507: 0.0001386952947990335
Position 822: 0.00012074804724318596
Position 460: 0.00011436654302220139
Position 632: 0.00011309861704538142
Position 753: 9.387912042886058e-05
Position 824: 9.347730499722313e-05
Position 1020: 7.693561787280894e-05
Position 826: 7.642762129568412e-05
Position 830: 7.009567108943608e-05
Position 828: 6.816830459475358e-05
Position 832: 6.167493886945971e-05
Position 848: 5.0037359776128806e-05
Position 834: 4.913214592801347e-05
Position 313: 4.662437654965534e-05
Position 806: 4.0447499398172366e-05
Position 854: 2.8015945079280773e-05
Position 856: 2.62471000626551e-05
Position 858: 2.531384357210897e-05
Position 1330: 2.3520329376856558e-05
Position 710: 2.108982750666209e-05
Position 850: 2.105151634005727e-05
Position 852: 2.0309971183783687e-05
Position 860: 2.0082707409434736e-05
Position 354: 1.967277213003105e-05
Position 891: 1.852489696522816e-05
Position 846: 1.6727446635399378e-05
Position 1024: 1.5492028995777045e-05
Position 862: 1.4389378732617385e-05
Position 454: 1.3286779713577879e-05
Position 864: 1.2074910849979434e-05
Position 1022: 1.1211417028376304e-05
Position 218: 1.1199913555823498e-05
Position 615: 1.0395937990462196e-05
Position 758: 9.90226761644246e-06
Position 1004: 9.230056094572966e-06
Position 746: 7.97678119106917e-06
Position 450: 7.790055730817405e-06
Position 927: 7.2781716649138805e-06
Position 1133: 6.1858753575192445e-06
Position 206: 5.903683445531715e-06
Position 66: 3.978360088179434e-06
Position 1347: 1.2480507388361467e-06
Position 169: 9.46674293292888e-07
Position 470: 8.219727435804082e-07
Position 113: 2.136674238015195e-07
Position 366: 5.144490257853578e-08
Position 335: 4.096587148376204e-08
Position 171: 1.4186958054689349e-08
Position 348: 6.660649017780192e-09
Position 513: 6.626700317859627e-09
Position 146: 3.0433197435923402e-09
Position 510: 9.778940718862764e-10
Position 537: 1.319691481617651e-10
Position 153: 7.810506027679169e-11
Position 777: 1.9793265528307327e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1121: 0.9361695588839666
Position 374: 0.13483984612195557
Position 1049: 0.03279611763308131
Position 325: 0.016110970038688503
Position 589: 0.015906368964424884
Position 445: 0.012555284966928607
Position 1169: 0.006763212598225919
Position 613: 0.005468336376726816
Position 489: 0.00479736693492378
Position 642: 0.003778611780073194
Position 510: 0.0036643531226834432
Position 873: 0.0030750296709530444
Position 710: 0.0030683978082388006
Position 1146: 0.002608706546611883
Position 526: 0.002010173980150564
Position 575: 0.002005398213288221
Position 128: 0.0017475212486198698
Position 1208: 0.0015382803363676782
Position 749: 0.001117065146379687
Position 880: 0.0009671083780409466
Position 944: 0.0009620551877725247
Position 564: 0.0007379262333919692
Position 346: 0.0007136258193147355
Position 599: 0.0006556850733279079
Position 1413: 0.0005260358929161164
Position 801: 0.00042613792901083277
Position 383: 0.0003850270379792627
Position 1197: 0.00037537081001087416
Position 460: 0.0002538224321309778
Position 1362: 0.0002512123843824412
Position 450: 0.0002343416856574186
Position 1244: 0.0002281244861994028
Position 196: 0.00016222354896024138
Position 683: 0.00013242140534383686
Position 1220: 0.00012098325138294147
Position 465: 0.00011181231158149916
Position 1347: 9.910091454804853e-05
Position 335: 8.871953108828083e-05
Position 404: 7.660139125108378e-05
Position 1334: 6.492418231913321e-05
Position 282: 4.548818409280181e-05
Position 1001: 4.270124764774602e-05
Position 1175: 3.785115863286689e-05
Position 215: 3.6034464916026685e-05
Position 1148: 3.1880864713438114e-05
Position 1133: 2.7156813268158074e-05
Position 348: 2.355145053521021e-05
Position 917: 2.2205463151277894e-05
Position 1437: 2.0497847532595978e-05
Position 1420: 1.9324635669459456e-05
Position 649: 1.5516078128841896e-05
Position 409: 1.2412362664766891e-05
Position 694: 1.057681162520514e-05
Position 107: 1.0056058792997826e-05
Position 1290: 8.796408311879369e-06
Position 1238: 5.925551217038084e-06
Position 391: 5.792135060050802e-06
Position 1316: 4.864543473829616e-06
Position 1281: 4.752931765987865e-06
Position 293: 3.7855653433440097e-06
Position 206: 2.7990565861040587e-06
Position 218: 2.6474781713849843e-06
Position 886: 2.2485771561734403e-06
Position 662: 1.4992781151954494e-06
Position 691: 8.488031231984297e-07
Position 245: 7.115882736425372e-07
Position 1424: 4.1376596338751376e-07
Position 242: 4.659434025892748e-08
Position 470: 3.1059661878226113e-10
Position 250: 4.3674443937153934e-12
Position 253: 2.719668524169625e-12
