Gene = TMEM88B
index = 1455
Annotated 5SS: [258]
Annotated 3SS: [1425]
SMsplice 5SS: [258]
SMsplice 3SS: [1425]
top_k =  1000
Partition function (log Z): -5.64494630044658

Sorted 5' Splice Sites (High to Low Probability):
Position 258: 0.9983434993817398
Position 521: 0.012824551931931235
Position 731: 0.0066735418866501126
Position 527: 0.00527482705605104
Position 4: 0.002001307819224767
Position 204: 0.00048349586938309467
Position 43: 0.0004319184587607458
Position 489: 0.00037822383998431107
Position 371: 0.00035171120545923534
Position 273: 0.00031129698701999636
Position 775: 0.0002525031755335623
Position 576: 0.00020951399115633418
Position 1055: 0.00020380399515474074
Position 567: 0.00016533405676570536
Position 667: 0.0001465740106326759
Position 122: 0.0001337160511332159
Position 119: 0.00013277903323162302
Position 1147: 7.401503597927131e-05
Position 46: 5.8340534191078904e-05
Position 266: 4.942183791074385e-05
Position 645: 3.973633357350039e-05
Position 319: 3.214137101575235e-05
Position 373: 2.7205985877441605e-05
Position 543: 2.6927813304278794e-05
Position 294: 2.20190552363701e-05
Position 110: 1.3990471636247316e-05
Position 304: 1.2991804701945427e-05
Position 847: 7.111527251738706e-06
Position 245: 6.262949290054575e-06
Position 462: 3.8056573426493125e-06
Position 833: 1.6274505043789917e-06
Position 332: 1.018378823654503e-06
Position 674: 6.700542721564973e-07
Position 1449: 3.417781404093068e-07
Position 1426: 1.3048208171615047e-07
Position 438: 9.443449129346583e-08
Position 1525: 2.951782795546454e-08
Position 1442: 1.538240546335933e-08
Position 228: 5.371686457412306e-10
Position 570: 3.4710823837854084e-10
Position 357: 2.2947955558844435e-10
Position 310: 1.8922122421596047e-10
Position 225: 2.6013964433226007e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1425: 0.8030114088185571
Position 364: 0.06776022926881764
Position 345: 0.040944220270047384
Position 1468: 0.03637602275590413
Position 1375: 0.023997088590313905
Position 665: 0.023603766780186875
Position 389: 0.011118595953537641
Position 975: 0.0037929304249020163
Position 922: 0.002932084385505784
Position 366: 0.002422335328264493
Position 859: 0.0023255883858409147
Position 1341: 0.0019081212050488343
Position 192: 0.0016459573538851076
Position 619: 0.0015093473969399062
Position 592: 0.0009505038072826913
Position 451: 0.0006226268006144096
Position 643: 0.0005216909238206249
Position 876: 0.0004027330054729981
Position 495: 0.0003806038058916654
Position 117: 0.00037943999044305203
Position 95: 0.00033160942259256247
Position 630: 0.0002743264707382309
Position 576: 0.00027128931079547814
Position 403: 0.00022649963228331925
Position 804: 0.00017312712654181942
Position 475: 0.0001399100661418133
Position 326: 0.00011483002775507523
Position 599: 9.179483723415758e-05
Position 505: 8.430541125948811e-05
Position 415: 7.14748266963175e-05
Position 484: 5.405048969561733e-05
Position 421: 5.223372818212501e-05
Position 1555: 5.0955644858218516e-05
Position 727: 3.824721592390007e-05
Position 549: 2.5794756182005383e-05
Position 747: 2.2802857051602596e-05
Position 457: 1.4730195986681184e-05
Position 516: 1.1724460820313445e-05
Position 817: 1.1269327038234355e-05
Position 102: 9.002235915073782e-06
Position 667: 7.426536674669987e-06
Position 792: 5.1391012071487656e-06
Position 555: 4.776939237807973e-06
Position 558: 9.257638735019638e-07
Position 775: 6.095130160180169e-07
Position 740: 3.723109676534332e-07
Position 1632: 3.274118043851882e-07
Position 765: 3.0657249051708757e-07
Position 758: 2.480942805377134e-07
Position 750: 2.356154892747651e-07
Position 738: 1.9828491655644338e-07
Position 427: 1.4994902577445586e-07
Position 430: 1.4857319369556334e-07
Position 536: 1.4333668362557449e-07
Position 755: 1.239163367813732e-07
Position 534: 4.837469951113214e-08
Position 1638: 2.8008135826714693e-08
Position 288: 1.419084652606722e-08
Position 256: 2.02163480574457e-09
Position 432: 1.2515106734831366e-10
Position 262: 2.0649733351009033e-14
Position 304: 1.567900983693132e-15
