Gene = SPRR2G
index = 1323
Annotated 5SS: [18]
Annotated 3SS: [737]
SMsplice 5SS: [18]
SMsplice 3SS: [737]
top_k =  1000
Partition function (log Z): -6.7336736086755895

Sorted 5' Splice Sites (High to Low Probability):
Position 18: 0.7159045433259068
Position 574: 0.5361061897236087
Position 149: 0.23995469071591516
Position 388: 0.026747386599802497
Position 186: 0.023182764831634377
Position 606: 0.0191319659865794
Position 642: 0.006973745358694251
Position 76: 0.004839021318107918
Position 430: 0.003608460588974457
Position 581: 0.0035976647722937446
Position 235: 0.0034357664914104707
Position 163: 0.0026520183856183965
Position 959: 0.0023076597947572215
Position 315: 0.0012931782973111255
Position 590: 0.0009736452888017596
Position 170: 0.0006732484017571771
Position 627: 0.0006554622550419675
Position 140: 0.0006108472226588586
Position 723: 0.0005284251051541068
Position 977: 0.00028151108298311275
Position 851: 0.0002417736676297392
Position 322: 0.00022922486008912358
Position 595: 0.0001878424680308419
Position 597: 0.00013560811390266668
Position 22: 0.00012745425330308816
Position 646: 0.00011831878120391182
Position 534: 9.675600866696564e-05
Position 824: 8.77879652175402e-05
Position 59: 8.506681413897487e-05
Position 807: 6.80146953420846e-05
Position 615: 4.9023088002999475e-05
Position 57: 4.711538419781362e-05
Position 259: 4.150453710343331e-05
Position 65: 3.7864309592800366e-05
Position 670: 2.604839170375903e-05
Position 254: 2.6041030982281384e-05
Position 1066: 8.820440286673268e-06
Position 809: 5.847766616946576e-06
Position 328: 4.9903702666573256e-06
Position 476: 3.011365725335628e-06
Position 425: 9.742541901503786e-07
Position 300: 7.984757248969073e-07
Position 277: 1.4019945359285067e-07
Position 203: 1.1992657091399512e-07
Position 90: 9.044117677904721e-08
Position 456: 1.581523618172071e-08
Position 838: 5.3684545412486316e-09
Position 718: 3.1752310289299156e-09
Position 727: 1.6048552970546108e-09
Position 880: 3.4794482618520907e-10
Position 480: 7.318616974648702e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 737: 0.8366991479541026
Position 511: 0.3579321945991888
Position 470: 0.15310923278921212
Position 527: 0.059043870466163925
Position 121: 0.05253572067490657
Position 474: 0.03701392937693632
Position 695: 0.027003429859996826
Position 956: 0.016089375284404364
Position 1206: 0.00721171752415124
Position 1041: 0.006671027087201724
Position 230: 0.004816340999522651
Position 914: 0.004556938009767958
Position 953: 0.004018838239191664
Position 440: 0.003677730572427022
Position 1264: 0.0035093889702633232
Position 1063: 0.003313479276160618
Position 173: 0.0027354077606230954
Position 487: 0.0027086352740697504
Position 395: 0.0027065298154167598
Position 773: 0.002149469973107804
Position 676: 0.0010781458117366043
Position 81: 0.0009810673629988135
Position 362: 0.0009733199219154547
Position 824: 0.0006909390922237194
Position 776: 0.0004711814590768731
Position 1157: 0.0004215945299925139
Position 159: 0.0003812156839663979
Position 851: 0.0003236831362115656
Position 1117: 0.00024132714080210804
Position 653: 0.0002347882379400406
Position 770: 0.0002225202372730535
Position 890: 0.0001550008620587537
Position 1283: 0.00015159731947886497
Position 959: 0.00012638896772924386
Position 128: 0.0001239122443052406
Position 713: 0.00012288886901608666
Position 971: 0.00011933949105440652
Position 537: 9.11803720292023e-05
Position 1124: 8.302020884724386e-05
Position 999: 6.599000262036665e-05
Position 148: 4.328281433576096e-05
Position 753: 4.016382578450447e-05
Position 779: 3.656478840271029e-05
Position 300: 3.533880007246101e-05
Position 408: 3.327278611514478e-05
Position 831: 3.3259473425933955e-05
Position 1069: 3.196971166197076e-05
Position 328: 2.4646151784873042e-05
Position 370: 2.4210286687833656e-05
Position 235: 2.3097120732744212e-05
Position 185: 2.283976633002331e-05
Position 1108: 1.7429797437179717e-05
Position 989: 1.7323579872335814e-05
Position 797: 1.6792447633376486e-05
Position 456: 1.602439462106222e-05
Position 973: 1.4152202039927194e-05
Position 131: 1.3938115074625282e-05
Position 550: 1.369856435726539e-05
Position 747: 1.090028009166912e-05
Position 1016: 1.0229532280090626e-05
Position 1165: 8.89228571585848e-06
Position 1232: 5.148599398536587e-06
Position 248: 5.095791285235941e-06
Position 758: 4.785363282077592e-06
Position 413: 4.729745718079245e-06
Position 374: 3.740786324408563e-06
Position 233: 3.7372088537748935e-06
Position 420: 3.36196500318213e-06
Position 1226: 3.308515106580721e-06
Position 788: 2.8945518417994054e-06
Position 203: 8.237657332280315e-07
Position 239: 2.4215489206568173e-07
Position 415: 1.9503391439506888e-07
Position 572: 1.8979867889029011e-07
Position 241: 1.853045541568333e-07
Position 139: 1.2826779770428926e-07
Position 558: 1.0775546249921799e-07
Position 193: 1.0220234634042269e-07
Position 554: 7.922343254554819e-08
Position 543: 6.222732482887223e-08
Position 633: 4.850513897037094e-09
Position 545: 2.390463488314397e-09
Position 565: 1.2820460827245156e-09
Position 595: 5.74514810996228e-10
