Gene = AZIN2
index = 124
Annotated 5SS: [  182   396   700  1242  3015 11110 12304 13601 15757 17067 37004]
Annotated 3SS: [  274   487  1064  2840 10936 12168 13434 15593 16953 36788 38930]
SMsplice 5SS: [  182   396  1242 10778 11110 13601 15757 17067 37004]
SMsplice 3SS: [  277  1064 10709 10936 13434 15593 16953 36788 38930]
top_k =  1000
Partition function (log Z): -4.238313293266846

Sorted 5' Splice Sites (High to Low Probability):
Position 17067: 0.9993797045564144
Position 1242: 0.9865176365637848
Position 396: 0.9329473569963168
Position 11110: 0.9055000223285506
Position 10778: 0.8969793990944055
Position 13601: 0.7489191601771445
Position 15757: 0.7024452041865458
Position 12304: 0.6117069801979956
Position 3015: 0.36803559776389805
Position 2030: 0.24758946755364603
Position 16076: 0.24592173990851837
Position 166: 0.18426048917939566
Position 20790: 0.15670972726727228
Position 16759: 0.13195728122165648
Position 700: 0.1276675773695531
Position 13881: 0.10976274825735786
Position 186: 0.10900779628738655
Position 18185: 0.0989938855972683
Position 16374: 0.09723259037445729
Position 13586: 0.09624332059747091
Position 16502: 0.09614512899883751
Position 7359: 0.09507213255015654
Position 11940: 0.08988094542296055
Position 5364: 0.07976659205704885
Position 9276: 0.07963694564369728
Position 15768: 0.0645701732904004
Position 15729: 0.052130086290859586
Position 2962: 0.049387217856824726
Position 11087: 0.049136468739403846
Position 12293: 0.03728175093510868
Position 13028: 0.035020307040126326
Position 13923: 0.031406269151716154
Position 11945: 0.024173321762199988
Position 3085: 0.024100615094977816
Position 18673: 0.019316993057157315
Position 1646: 0.018526084352407504
Position 16670: 0.015577214676453012
Position 11084: 0.013705052382403295
Position 5499: 0.010619219790545292
Position 21209: 0.01059550207516744
Position 13122: 0.00894705195113031
Position 13019: 0.00767329974649828
Position 600: 0.00762257232555398
Position 18273: 0.007515862911663441
Position 21313: 0.0072406578964316504
Position 19452: 0.007205264189370736
Position 608: 0.007184438590763483
Position 13683: 0.00616065647673175
Position 17778: 0.006147341566017506
Position 889: 0.0059800476190959555
Position 2761: 0.005912794380197198
Position 14715: 0.004806107883910133
Position 15232: 0.00429943533304711
Position 15376: 0.0039884878217344545
Position 16491: 0.003324027556139132
Position 1345: 0.003309761526639988
Position 16357: 0.002968908922189129
Position 1262: 0.002884536684574553
Position 14261: 0.0028417258113215106
Position 16288: 0.0026113103555115546
Position 5140: 0.002513077280097376
Position 12290: 0.0021722032872663532
Position 16385: 0.0020101680749909415
Position 2130: 0.0019402073589525738
Position 236: 0.001907136372031914
Position 48: 0.0018965116741257817
Position 13098: 0.0018300006784759282
Position 13382: 0.0017871148860987927
Position 2847: 0.00167401992900588
Position 617: 0.0015524315502121091
Position 5098: 0.0014532442809662466
Position 19892: 0.0013908147697109662
Position 16742: 0.001346656828994585
Position 15761: 0.0012881181520463872
Position 5038: 0.00117587214938883
Position 195: 0.0009287549238339943
Position 12297: 0.0008473510323761938
Position 16853: 0.0008177443680416062
Position 11779: 0.0007364975261545836
Position 22410: 0.0007069312719201926
Position 19397: 0.0006832964733287701
Position 12299: 0.0005302782726462647
Position 20670: 0.0005251806486772169
